material_code,material,Abbreviation,rep,length incl pet. (mm),width (mm),curliness incl pet. (mm),comments,ALL MEASUREMENTS IN MM,Taxon,Rainfall a,Soil P b,room temp,air humidity,rep#,max_temp (C),point_burning_time (s),time to edge (s),RoS (cm/s),bulk density (g/cm3),packing ratio,total mass before (g),total mass after (g),fuel consumption (%),FMC%,%N leaves,%C leaves,%P leaves,mass ash( g),mass char (g),mass unburnt (g),ash% of mass before,char% of mass before,unburnt% of mass before,senesced_leaf_N,senesced_leaf_C,senesced_leaf_P,site_conditions,site_name
1,dried,Lam_for,3,54,5,8,NA,NA,Lambertia formosa,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Lam_for,4,55,5,5,NA,NA,Lambertia formosa,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Lam_for,5,59,5,12,NA,NA,Lambertia formosa,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Lam_for,6,45,5,10,NA,NA,Lambertia formosa,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Las_fer,1,123,29,10,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Las_fer,2,119,25,16,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Las_fer,3,101,21,6,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Las_fer,4,133,28,11,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Las_fer,5,130,35,10,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Las_fer,6,122,27,8,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,1,146,85,35,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,2,110,75,19,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,3,191,100,40,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,4,153,105,49,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,5,185,105,67,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Lom_sil,6,140,120,34,NA,NA,Lomatia silaifolia,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,1,116,7,2,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,2,135,9,3,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,3,122,10,3,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,4,126,6,2,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,5,145,7,3,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Mac_com,6,140,10,3,cut,NA,Macrozamia communis,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Per_lev,1,103,20,12,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Per_lev,2,159,25,12,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Per_lev,3,136,33,12,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Per_lev,4,138,34,8,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Per_lev,5,126,22,13,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,Per_lev,6,123,32,9,NA,NA,Persoonia levis,high,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
1,dried,San_acu,1,73,6,4,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,San_acu,2,67,8,7,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,San_acu,3,80,8,7,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,San_acu,4,77,10,9,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,San_acu,5,61,7,5,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,San_acu,6,65,7,10,NA,NA,Santalum acuminatum,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Syn_glan,1,118,29,23,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glan,2,91,22,11,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glan,3,80,29,15,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glan,4,90,24,9,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glan,5,80,25,13,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glan,6,92,25,27,NA,NA,Synoum glandulosum,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,1,90,40,13,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,2,97,42,11,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,3,99,44,9,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,4,109,54,10,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,5,109,38,7,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Syn_glom,6,100,52,15,NA,NA,Syncarpia glomulifera,high,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
1,dried,Tri_sca,1,283,165,27,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Tri_sca,2,280,110,80,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Tri_sca,3,231,130,65,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Tri_sca,4,255,190,31,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Tri_sca,5,175,115,19,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
1,dried,Tri_sca,6,215,110,17,per cluster/bunch,NA,Triodia scariosa,low,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Aca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,19.5,80.7,1,693.6,732.4,152,0.082,0.07508486,NA,110.6,6.359,94.25045208,6.025316456,2.111456981,50.48630582,0.074228837,4.564,0.807,0.988,4.126582278,0.72965642,0.893309222,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Aca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,17.6,76.4,2,691.68,729.2,222,0.056,0.05930075,NA,87.35,5.581,93.61076131,5.176163549,2.19519339,52.04151061,0.082226524,3.781,0.598,1.202,4.328563251,0.684602175,1.376073268,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Aca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,21.4,58,3,549.64,782,146,0.086,0.06042091,NA,89,15.035,83.10674157,5.786026201,1.994147883,50.60877659,0.070167183,2.748,7.074,5.213,3.087640449,7.948314607,5.857303371,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Aca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,21.8,67.3,4,645.12,531.4,123,0.102,0.05866259,NA,86.41,NA,NA,5.224157095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Aca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,22.7,74.6,5,648.4,668.8,174,0.072,0.06448744,NA,94.99,NA,NA,5.261910405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Aca_hav,NA,NA,NA,NA,NA,NA,Acacia havilandiorum,low,low,23.3,65,1,653.3,992.4,233,0.054,0.07424304,NA,109.36,11.206,89.753109,6.554878049,1.465770364,48.46174777,0.037455727,3.781,2.548,4.877,3.457388442,2.329919532,4.459583029,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Allocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,18.4,78.7,2,596,219.8,32,0.391,0.02481331,NA,36.55,7.721,78.875513,6.21761658,1.452431028,51.04063833,0.042480666,0.798,4.643,2.28,2.183310534,12.70314637,6.238030096,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Allocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,18.1,77.7,3,623.94,163.6,44,0.284,0.02327223,NA,34.28,3.865,88.7252042,5.662020906,1.441460727,48.6495983,0.04196098,1.166,1.033,1.666,3.401400233,3.013418903,4.859976663,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Allocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,22.9,64.3,4,646.78,179.2,37,0.338,0.02291921,NA,33.76,4.826,85.7049763,7.110091743,1.466605117,49.27316643,0.043030687,0.643,1.804,2.379,1.904620853,5.343601896,7.046800948,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Allocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,23.3,72.3,5,684.68,200.2,48,0.26,0.02328581,NA,34.3,NA,NA,6.979958535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Ast_floc,NA,NA,NA,NA,NA,NA,Astrotricha floccosa,high,high,22,69.5,1,608.72,64.2,23,0.543,0.01022403,NA,15.06,2.095,86.08897742,5.776566757,1.754860363,47.88151765,0.088256701,0.385,1.264,0.446,2.556440903,8.39309429,2.961487384,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Ast_floc,NA,NA,NA,NA,NA,NA,Astrotricha floccosa,high,high,21.8,58.6,2,676.18,72.2,25,0.5,0.01169043,NA,17.22,2.244,86.96864111,5.173587474,1.558669059,48.85974021,0.072228755,0.671,1.181,0.392,3.896631823,6.858304297,2.276422764,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Ast_floc,NA,NA,NA,NA,NA,NA,Astrotricha floccosa,high,high,21.2,57.5,3,634.96,66.8,25,0.5,0.01063815,NA,15.67,2.259,85.58391832,5.833333333,1.408440065,48.30795671,0.063019018,0.36,1.331,0.568,2.297383535,8.49393746,3.624760689,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Ast_floc,NA,NA,NA,NA,NA,NA,Astrotricha floccosa,high,high,23.9,62.4,4,632.84,70.2,26,0.481,0.01105906,NA,16.29,NA,NA,7.053072626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Ast_floc,NA,NA,NA,NA,NA,NA,Astrotricha floccosa,high,high,22.5,74.4,5,595.82,72,25,0.5,0.01082145,NA,15.94,NA,NA,5.854643338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,23,65,1,528.64,152.6,65,0.192,0.01704684,NA,25.11,2.184,91.30227001,7.788036933,2.166978838,49.44997212,0.113441776,1.373,0.416,0.395,5.467941059,1.656710474,1.573078455,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,20.3,64.7,2,544.66,142.4,66,0.189,0.01735913,NA,25.57,2.229,91.28275323,6.882591093,2.247857085,49.66656989,0.10806711,1.427,0.563,0.239,5.580758702,2.201798983,0.934689089,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,21.5,57.1,3,589.1,146,68,0.184,0.01712831,NA,25.23,2.023,91.98176774,8.061094612,2.154431716,48.55918416,0.108505523,1.468,0.255,0.3,5.818470075,1.010701546,1.189060642,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,21.1,68.8,4,524.48,136.4,59,0.212,0.01629328,NA,24,NA,NA,7.676348548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,22,75.8,5,521.2,131.4,66,0.189,0.01627291,NA,23.97,NA,NA,8.094435076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Bra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,19.4,67.6,6,505.72,137.8,66,0.189,0.01791582,NA,26.39,NA,NA,8.155812538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,22.4,65.5,1,624.1,336.8,70,0.179,0.03458927,NA,50.95,1.829,96.41020608,6.965475469,1.013993077,51.41145296,0.037119109,1.05,0.721,0.058,2.060843965,1.415112856,0.113837095,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,20.6,67.1,2,728.98,310,112,0.112,0.03369993,NA,49.64,1.981,96.00926672,6.808326106,0.989790667,50.12649351,0.033863074,1.544,0.284,0.153,3.110394843,0.572119259,0.308219178,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,19,74.3,3,670.9,292.6,68,0.184,0.03276307,NA,48.26,2.096,95.65685868,7.677053824,1.025565463,51.32519567,0.038699943,1.421,0.419,0.256,2.944467468,0.868213842,0.530460008,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,20.5,70.2,4,636.3,286,88,0.142,0.03512559,NA,51.74,NA,NA,8.050989601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,22.5,74.7,5,592.6,255.6,99,0.126,0.03097081,NA,45.62,NA,NA,7.073030477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Cor_gum,NA,NA,NA,NA,NA,NA,Corymbia gummifera,high,low,22.5,59.2,6,626.48,291.2,65,0.192,0.03271555,NA,48.19,NA,NA,6.751054852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Dod_vis,NA,NA,NA,NA,NA,NA,Dodonaea viscosa subsp. spathulata,low,high,21.8,68.9,1,718.38,585.6,79,0.158,0.04848608,NA,71.42,6.198,91.32175861,5.757984705,1.8206274,51.1136924,0.114740765,3.682,1.475,1.041,5.15541865,2.06524783,1.457574909,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Dod_vis,NA,NA,NA,NA,NA,NA,Dodonaea viscosa subsp. spathulata,low,high,20.7,63.6,2,707.28,612.8,78,0.16,0.04600136,NA,67.76,7.67,88.68063754,5.20361991,1.840163596,51.42564215,0.103687991,3.137,3.98,0.553,4.62957497,5.873671783,0.816115702,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Ere_lon,NA,NA,NA,NA,NA,NA,Eremophila longifolia,low,high,22.6,66.7,1,673.32,472.8,68,0.184,0.04224033,NA,62.22,9.173,85.25715204,5.140334279,1.853098208,48.60443506,0.085014186,3.103,5.072,0.998,4.987142398,8.151719704,1.603985857,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Ere_lon,NA,NA,NA,NA,NA,NA,Eremophila longifolia,low,high,18.1,70.4,2,663.72,747.4,122,0.102,0.05663951,NA,83.43,12.516,84.99820209,5.090252708,1.832191309,48.81574987,0.091603462,5.058,3.387,4.071,6.062567422,4.059690759,4.879539734,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Ere_lon,NA,NA,NA,NA,NA,NA,Eremophila longifolia,low,high,22.1,59.9,3,668.12,441,97,0.129,0.045852,NA,67.54,8.07,88.05152502,5.774088777,1.709667085,47.26779732,0.080094872,4.153,1.946,1.971,6.148948771,2.881255552,2.918270654,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Ere_lon,NA,NA,NA,NA,NA,NA,Eremophila longifolia,low,high,20.8,71.5,4,623.78,447.6,112,0.112,0.03967413,NA,58.44,NA,NA,5.020196192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Ere_lon,NA,NA,NA,NA,NA,NA,Eremophila longifolia,low,high,19.7,82.1,5,618.96,427.4,130,0.096,0.04662593,NA,68.68,NA,NA,5.342741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Euc_dum,NA,NA,NA,NA,NA,NA,Eucalyptus dumosa,low,low,22,69.7,1,661.56,726.2,142,0.088,0.10125594,NA,149.15,63.0655,57.71672813,5.792748337,1.050391317,52.20743485,0.056482293,2.801,31.2195,29.045,1.877975193,20.93161247,19.47368421,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_dum,NA,NA,NA,NA,NA,NA,Eucalyptus dumosa,low,low,21.3,64.4,2,690.02,667.6,97,0.129,0.09092329,NA,133.93,41.5415,68.98267752,5.49572967,0.96407328,53.08039912,0.043044054,3.041,27.0845,11.416,2.270589114,20.22287762,8.523855746,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_dum,NA,NA,NA,NA,NA,NA,Eucalyptus dumosa,low,low,22,58.5,3,666.54,853.4,235,0.053,0.0942702,NA,138.86,35.499,74.43540256,5.551497443,0.909226005,52.19439555,0.039549385,4.003,26.98,4.516,2.882759614,19.42964137,3.252196457,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,22.2,67.7,1,528,663.6,215,0.058,0.05842498,NA,86.06,22.425,73.94259819,6.158877231,0.965441824,52.48003414,0.027676313,1.501,11.464,9.46,1.744132001,13.32093888,10.99233093,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,21.1,61.6,2,569.08,704.2,92,0.136,0.05940258,NA,87.5,6.41,92.67428571,6.091973528,0.883224301,53.2107779,0.026535233,2.266,3.827,0.317,2.589714286,4.373714286,0.362285714,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
