"ITEM_ID","ITEM_ACTION_ID","TRIALID","TREATMENTORTESTTYPE","STARTDATE","DURATION","TREATMENTANDTESTNOTES","CONDITIONDESCRIPTION","TREATMENTMEASUREMENT1","TREATMENTUNITOFMEASUREMENT1","TREATMENTMEASUREMENT2","TREATMENTUNITOFMEASUREMENT2"
1493463,1560748,4124,"Propagation",06-DEC-11,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1454084,1554212,,"Seed Sample",10-JUL-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.135,"gm",,""
1454086,1554225,,"Seed Sample",10-JUL-14,"","% Purity. ","Purity",100,"%",,""
1481374,1554301,,"Seed Sample",10-JUL-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.333,"gm",,""
1454070,1554315,,"Seed Sample",10-JUL-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.005,"gm",,""
1481385,1554330,,"Seed Sample",10-JUL-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.068,"gm",,""
1458132,1591430,,"Seed Sample",28-JAN-15,"","% Purity. ","Purity",100,"%",,""
1494804,1562170,,"Seed Sample",27-AUG-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.1665,"gm",,""
1494814,1562203,,"Seed Sample",27-AUG-14,"","% Purity. ","Purity",100,"%",,""
1494817,1562212,,"Seed Sample",27-AUG-14,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",2.3826,"gm",,""
1491825,1568297,4016,"Test",19-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",9,"seeds",,""
1475242,1572619,,"Seed Sample",22-OCT-14,"","% Purity. ","Purity",100,"%",,""
1479542,1572628,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0142,"gm",,""
1478549,1572631,,"Seed Sample",22-OCT-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.8818,"gm",,""
1478549,1572635,,"Seed Sample",22-OCT-14,"","% Purity. ","Purity",100,"%",,""
1478547,1572649,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",1.0352,"gm",,""
1478546,1572659,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.905,"gm",,""
1477547,1546566,3984,"Propagation",20-MAY-14,"","Put seed in smoked water. 10% solution of 'Smokemaster'
soak seeds in this before placing into agar","Smoke",,"",1,"hours"
1477547,1546567,3984,"Propagation",20-MAY-14,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1509115,1594583,,"Seed Sample",05-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample 50 seeds","TSW",1.4889,"gm",,""
1411505,1564125,,"Seed Sample",03-SEP-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.5564,"gm",,""
1411505,1564127,,"Seed Sample",03-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.5433,"gm",,""
1457007,1564257,,"Seed Sample",03-SEP-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0308,"gm",,""
1457007,1564258,,"Seed Sample",03-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0321,"gm",,""
1479528,1565751,,"Seed Sample",10-SEP-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0626,"gm",,""
1413134,1572723,,"Seed Sample",22-OCT-14,"","% Purity. ","Purity",100,"%",,""
1499607,1572733,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0092,"gm",,""
1478577,1572735,,"Seed Sample",22-OCT-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0196,"gm",,""
1478577,1572740,,"Seed Sample",22-OCT-14,"","Sample 5 for TSW, weight and no.of seed in sample ","TSW",0.0194,"gm",,""
1466903,1572744,,"Seed Sample",22-OCT-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0515,"gm",,""
1455989,1572749,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.283,"gm",,""
1466904,1572752,,"Seed Sample",22-OCT-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.253,"gm",,""
1466904,1572753,,"Seed Sample",22-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.286,"gm",,""
1137947,1600661,,"Seed Sample",04-MAR-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0299,"gm",50,"seed"
1513022,1600989,,"Seed Sample",29-JAN-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.146,"gm",50,"seed"
1479528,1565753,,"Seed Sample",10-SEP-14,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",1.2313,"gm",,""
1444580,1565775,,"Seed Sample",10-SEP-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0064,"gm",,""
1444580,1565772,,"Seed Sample",10-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0053,"gm",,""
1467537,1565779,,"Seed Sample",10-SEP-14,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.652,"gm",,""
1299118,1565783,,"Seed Sample",10-SEP-14,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.154,"gm",,""
1511972,1598791,,"Seed Sample",25-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0225,"gm",50,"seed"
1511972,1598792,,"Seed Sample",25-FEB-15,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",0.0193,"gm",,""
1467554,1598830,,"Seed Sample",25-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.083,"gm",50,"seed"
1511986,1598933,,"Seed Sample",25-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.2298,"gm",50,"seed"
1478518,1598970,,"Seed Sample",25-FEB-15,"","Sample 4 for TSW, weight and no.of seed in sample ","TSW",0.2302,"gm",50,"seed"
1458224,1574631,,"Seed Sample",29-OCT-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.07,"gm",,""
1500206,1574640,,"Seed Sample",29-OCT-14,"","Thousand seed weight calculated from one sample. ","TSW",8.2321,"gm",,""
1513024,1601009,,"Seed Sample",19-FEB-15,"","Sample 5 for TSW, weight and no.of seed in sample ","TSW",1.9761,"gm",50,"seed"
1513027,1601028,,"Seed Sample",05-MAR-15,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",10.718,"gm",,""
1513028,1601039,,"Seed Sample",05-MAR-15,"","Sample 4 for TSW, weight and no.of seed in sample ","TSW",2.1907,"gm",50,"seed"
1513028,1601041,,"Seed Sample",05-MAR-15,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",32.6048,"gm",,""
1513039,1601104,,"Seed Sample",09-OCT-14,"","Sample 5 for TSW, weight and no.of seed in sample ","TSW",0.2753,"gm",50,"seed"
1513039,1601105,,"Seed Sample",09-OCT-14,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",5.464,"gm",,""
1513058,1601233,,"Seed Sample",05-MAR-15,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",1.0332,"gm",,""
1457361,1580134,3726,"Test",14-NOV-13,"","Number of seeds found empty at the time of a cut test. ","Cut test",1,"seeds",,""
1472552,1580543,,"Seed Sample",26-NOV-14,"","% Purity. ","Purity",100,"%",,""
1467574,1580564,,"Seed Sample",26-NOV-14,"","% Purity. ","Purity",100,"%",,""
1454074,1555496,,"Seed Sample",21-JUL-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0024,"gm",,""
1454074,1555498,,"Seed Sample",21-JUL-14,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.0247,"gm",,""
1491808,1557920,4004,"Propagation",29-JUL-14,"","AGAR base with gibberellic acid added. ","Substrate",200,"ppm",,""
1491556,1557922,4004,"Propagation",29-JUL-14,"","AGAR base with gibberellic acid added. ","Substrate",200,"ppm",,""
1491811,1557946,4005,"Propagation",29-JUL-14,"","AGAR base with gibberellic acid added. ","Substrate",200,"ppm",,""
1467205,1602213,,"Seed Sample",11-MAR-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.054,"gm",50,"seed"
1513457,1602223,,"Seed Sample",11-MAR-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0023,"gm",50,"seed"
1513457,1602224,,"Seed Sample",11-MAR-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0022,"gm",50,"seed"
1501248,1602344,4175,"Test",03-FEB-15,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",25,"seeds",,""
1497508,1602350,4168,"Test",18-DEC-14,"","Number of seeds found full at the time of a cut test. ","Cut test",7,"seeds",,""
1497521,1602357,4170,"Test",18-DEC-14,"","Number of seeds found full at the time of a cut test. ","Cut test",9,"seeds",,""
1497523,1602362,4171,"Test",18-DEC-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",2,"seeds",,""
1495721,1602373,4161,"Test",18-DEC-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",25,"seeds",,""
1477549,1546576,3984,"Propagation",20-MAY-14,"","AGAR base with gibberellic acid added. ","Substrate",200,"ppm",,""
1477555,1546617,3984,"Propagation",20-MAY-14,"","Put seed in smoked water. soak seed in 10% 'Smokemaster' solution first","Smoke",,"",1,"hours"
1492906,1583740,4024,"Test",22-DEC-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",5,"seeds",,""
1479736,1561966,3991,"Test",26-AUG-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",4,"seeds",,""
1479738,1561970,3991,"Test",26-AUG-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",4,"seeds",,""
1491924,1585025,4009,"Test",07-JAN-15,"","Number of seeds found empty at the time of a cut test. ","Cut test",21,"seeds",,""
1491928,1585053,4012,"Test",07-JAN-15,"","Number of seeds found empty at the time of a cut test. ","Cut test",11,"seeds",,""
1491935,1585068,4015,"Test",07-JAN-15,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",2,"seeds",,""
1491937,1585074,4018,"Test",07-JAN-15,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",2,"seeds",,""
1491941,1585088,4019,"Test",07-JAN-15,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",1,"seeds",,""
1491943,1585091,4020,"Test",07-JAN-15,"","Number of seeds found empty at the time of a cut test. ","Cut test",15,"seeds",,""
1466885,1564087,,"Seed Sample",03-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.662,"gm",,""
1466885,1564086,,"Seed Sample",03-SEP-14,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.759,"gm",,""
1467609,1564251,,"Seed Sample",03-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0015,"gm",,""
1172288,1564771,,"Seed Sample",05-SEP-14,"","Sample 4 for TSW, weight and no.of seed in sample ","TSW",0.0007,"gm",,""
1462774,1607531,,"Seed Sample",08-APR-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",2.346,"gm",,""
1460339,1607532,,"Seed Sample",08-APR-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.083,"gm",50,"seed"
1460339,1607535,,"Seed Sample",08-APR-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",1.6466,"gm",,""
1475237,1607536,,"Seed Sample",08-APR-15,"","% Purity. ","Purity",98.49,"%",,""
1515705,1607544,,"Seed Sample",08-APR-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0669,"gm",50,"seed"
1515785,1607603,4177,"Propagation",09-APR-15,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1472586,1552261,3932,"Test",24-JUN-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",1,"seeds",,""
1474400,1552266,3968,"Test",24-JUN-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",17,"seeds",,""
1472591,1552272,3931,"Test",24-JUN-14,"","Number of seeds found full at the time of a cut test. ","Cut test",4,"seeds",,""
1474404,1552280,3969,"Test",24-JUN-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",23,"seeds",,""
1474409,1552284,3970,"Test",24-JUN-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",25,"seeds",,""
1497502,1571780,4167,"Propagation",16-OCT-14,"","Germination checked 0","Germination",,"",,""
1454076,1554259,,"Seed Sample",10-JUL-14,"","% Purity. ","Purity",100,"%",,""
1454081,1554260,,"Seed Sample",10-JUL-14,"","% Purity. ","Purity",100,"%",,""
1220069,1608405,,"Seed Sample",15-APR-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.1662,"gm",50,"seed"
1220069,1608407,,"Seed Sample",15-APR-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.166,"gm",50,"seed"
1493497,1559901,4102,"Propagation",06-JUL-11,"","AGAR base. ","Substrate",,"",,""
1493502,1559906,4103,"Propagation",01-JUL-11,"","AGAR base. ","Substrate",,"",,""
1493506,1559910,4130,"Propagation",03-SEP-12,"","AGAR base. ","Substrate",,"",,""
1493518,1559922,4134,"Propagation",28-SEP-12,"","AGAR base. ","Substrate",,"",,""
1493525,1559930,4136,"Propagation",28-SEP-12,"","AGAR base. ","Substrate",,"",,""
1493527,1559932,4137,"Propagation",28-SEP-12,"","AGAR base. ","Substrate",,"",,""
1493543,1559948,4142,"Propagation",12-OCT-12,"","AGAR base. ","Substrate",,"",,""
1493548,1559953,4144,"Propagation",12-OCT-12,"","AGAR base. ","Substrate",,"",,""
1493565,1559970,4003,"Propagation",19-NOV-12,"","AGAR base. ","Substrate",,"",,""
1493573,1559977,4151,"Propagation",20-NOV-12,"","AGAR base. ","Substrate",,"",,""
1493577,1559981,4152,"Propagation",20-NOV-12,"","AGAR base. ","Substrate",,"",,""
1493579,1559983,4153,"Propagation",20-NOV-12,"","AGAR base. ","Substrate",,"",,""
1493441,1560161,4112,"Propagation",06-OCT-11,"","AGAR base. ","Substrate",,"",,""
1493444,1560164,4114,"Propagation",26-OCT-11,"","AGAR base. ","Substrate",,"",,""
1493452,1560172,4118,"Propagation",10-NOV-11,"","AGAR base. ","Substrate",,"",,""
1497484,1567993,25,"Propagation",18-SEP-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1497486,1568003,4165,"Propagation",18-SEP-14,"","Soak the seed for a time period. ","Imbibation",,"",0.5,"hours"
1497508,1568060,4168,"Propagation",18-SEP-14,"","Dry heat applied at a temperature for a period. ","Heat",90,"deg",10,"min"
1497519,1568078,4169,"Propagation",19-SEP-14,"","AGAR base. ","Substrate",,"",,""
1497520,1568083,4170,"Propagation",18-SEP-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1497526,1568107,4173,"Propagation",18-SEP-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1491556,1568228,4004,"Propagation",19-SEP-14,"","Mouldy ","Contamination",,"",,""
1491809,1568238,4004,"Test",19-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",3,"seeds",,""
1491812,1568275,4005,"Test",19-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",1,"seeds",,""
1491912,1568280,4006,"Test",19-SEP-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",1,"seeds",,""
1491912,1568282,4006,"Test",19-SEP-14,"","Number of seeds found full at the time of a cut test. ","Cut test",2,"seeds",,""
1479559,1608452,,"Seed Sample",15-APR-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0012,"gm",50,"seed"
1479744,1551926,3993,"Propagation",19-JUN-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1479747,1551930,3994,"Propagation",19-JUN-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1479749,1551937,3994,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479755,1551961,3997,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479758,1551969,3998,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479759,1551974,3998,"Propagation",19-JUN-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1479761,1551981,3999,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479762,1551985,3999,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479765,1551996,4001,"Propagation",19-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479546,1594078,,"Seed Sample",04-FEB-15,"","% Purity. ","Purity",100,"%",,""
1491831,1568303,4017,"Test",19-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",11,"seeds",,""
1491833,1568304,4017,"Test",19-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",8,"seeds",,""
1501248,1577036,4175,"Propagation",11-NOV-14,"","AGAR base. ","Substrate",,"",,""
1501249,1577043,4175,"Propagation",11-NOV-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1493461,1560181,4123,"Propagation",06-DEC-11,"","AGAR base. ","Substrate",,"",,""
1493467,1560187,4126,"Propagation",14-DEC-11,"","AGAR base. ","Substrate",,"",,""
1493469,1560189,4127,"Propagation",14-DEC-11,"","AGAR base. ","Substrate",,"",,""
1493480,1560200,4096,"Propagation",21-JUN-11,"","AGAR base. ","Substrate",,"",,""
1493482,1560202,4097,"Propagation",21-JUN-11,"","AGAR base. ","Substrate",,"",,""
1493483,1560203,4097,"Propagation",21-JUN-11,"","AGAR base. ","Substrate",,"",,""
1493582,1560226,4154,"Propagation",20-NOV-12,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1493595,1560239,4158,"Propagation",21-NOV-12,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1493596,1560240,4104,"Propagation",01-MAR-12,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1493600,1560244,4159,"Propagation",01-MAR-12,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1493601,1560245,4160,"Propagation",01-MAR-12,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1493604,1560248,4107,"Propagation",01-MAR-12,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1493435,1560253,4109,"Propagation",17-AUG-11,"","Immersed in hot/boiling water at a temperature for a period. 90 deg at start","Heat",90,"degrees",24,"hours"
1493437,1560266,4110,"Propagation",23-AUG-11,"","Moss Seeds placed in ziplock bag with 5 cm sphagnum moss on top and bottom, 5 seeds in first layer, 5 on second","Substrate",,"",,""
1447173,1594255,,"Seed Sample",04-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0061,"gm",,""
1447173,1594258,,"Seed Sample",04-FEB-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.124,"gm",,""
1467274,1594261,,"Seed Sample",04-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.005,"gm",,""
1467287,1594264,,"Seed Sample",04-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.005,"gm",,""
1458584,1594277,,"Seed Sample",04-FEB-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.004,"gm",,""
1475253,1594362,,"Seed Sample",04-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.018,"gm",,""
1475253,1594363,,"Seed Sample",04-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.021,"gm",,""
1517233,1609941,,"Seed Sample",22-APR-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.2033,"gm",,""
1517425,1610428,4178,"Propagation",02-APR-15,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1517435,1610478,4179,"Propagation",02-APR-15,"","Moss ","Substrate",,"",,""
1517436,1610482,4179,"Propagation",02-APR-15,"","Immersed in hot/boiling water at a temperature for a period. ","Heat",60,"deg",1080,"min"
1517438,1610494,4179,"Propagation",02-APR-15,"","Immersed in hot/boiling water at a temperature for a period. ","Heat",60,"deg",1080,"min"
1517439,1610502,4179,"Propagation",02-APR-15,"","Moss ","Substrate",,"",,""
1517440,1610507,4179,"Propagation",02-APR-15,"","Dry heat applied at a temperature for a period. ","Heat",35,"deg",360,"min"
1517442,1610519,4180,"Propagation",02-APR-15,"","Immersed in hot/boiling water at a temperature for a period. ","Heat",60,"deg",1080,"min"
1517443,1610530,4180,"Propagation",02-APR-15,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1517444,1610533,4180,"Propagation",02-APR-15,"","Immersed in hot/boiling water at a temperature for a period. ","Heat",60,"deg",1080,"min"
1493438,1560270,4110,"Propagation",23-AUG-11,"","The night time regime of temperature and light. ","Photoperiod",22,"degrees",24,"hours"
1493448,1560304,4116,"Test",19-JAN-12,"","Number of seeds found full at the time of a cut test. ","Cut test",1,"seeds",,""
1493452,1560314,4118,"Test",08-DEC-11,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",2,"seeds",,""
1493458,1560331,4121,"Test",02-FEB-12,"","Number of seeds found full at the time of a cut test. ","Cut test",5,"seeds",,""
1493463,1560347,4124,"Test",23-FEB-12,"","Number of seeds found full at the time of a cut test. ","Cut test",12,"seeds",,""
1493464,1560351,4124,"Test",23-FEB-12,"","Number of seeds found full at the time of a cut test. ","Cut test",10,"seeds",,""
1493464,1560352,4124,"Test",23-FEB-12,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",3,"seeds",,""
1493465,1560354,4125,"Propagation",22-DEC-11,"","Plant preservation mixture at 50%. ","Decontaminate",,"",15,"mins"
1493466,1560359,4125,"Propagation",22-DEC-11,"","Plant preservation mixture at 50%. ","Decontaminate",,"",15,"mins"
1493466,1560360,4125,"Test",02-FEB-12,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",20,"seeds",,""
1493492,1560382,4100,"Test",01-SEP-11,"","Number of seeds found full at the time of a cut test. ","Cut test",25,"seeds",,""
1493501,1560415,4103,"Test",25-AUG-11,"","Number of seeds found empty at the time of a cut test. Rep 1 - holes in seeds - predation?","Cut test",3,"seeds",,""
1493503,1560425,4129,"Test",09-OCT-12,"","Number of seeds found empty at the time of a cut test. ","Cut test",6,"seeds",,""
1493507,1560437,4130,"Test",09-OCT-12,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",17,"seeds",,""
1493509,1560442,4131,"Test",21-NOV-12,"","Number of seeds found full at the time of a cut test. ","Cut test",25,"seeds",,""
1466878,1598837,,"Seed Sample",25-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.004,"gm",50,"seed"
1210140,1598987,,"Seed Sample",25-FEB-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.0435,"gm",50,"seed"
1341517,1599046,,"Seed Sample",25-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.0451,"gm",50,"seed"
1341517,1599047,,"Seed Sample",25-FEB-15,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0463,"gm",50,"seed"
1491916,1584996,4007,"Test",06-JAN-15,"","Number of seeds found empty at the time of a cut test. ","Cut test",16,"seeds",,""
1471134,1548768,3894,"Test",20-MAY-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",22,"seeds",,""
1458217,1582406,,"Seed Sample",10-DEC-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.017,"gm",,""
1458234,1582408,,"Seed Sample",10-DEC-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.014,"gm",,""
1406436,1619597,,"Seed Sample",10-JUN-15,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.052,"gm",50,"seed"
1406437,1619639,,"Seed Sample",10-JUN-15,"","Sample 4 for TSW, weight and no.of seed in sample ","TSW",0.0385,"gm",50,"seed"
1479543,1551325,3985,"Propagation",18-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479733,1551877,3990,"Propagation",20-JUN-14,"","AGAR base. ","Substrate",,"",,""
1479738,1551896,3991,"Propagation",19-JUN-14,"","Incubator settings - summer - 25/15 deg C for 12/12 day/night. ","Incubation",,"",,""
1479741,1551911,3992,"Propagation",19-JUN-14,"","Immersed in hot/boiling water at a temperature for a period. ","Heat",95,"deg",5,"min"
1475243,1595847,,"Seed Sample",11-FEB-15,"","% Purity. ","Purity",100,"%",,""
1197339,1558067,,"Seed Sample",05-AUG-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.3017,"gm",,""
1203217,1558298,,"Seed Sample",05-AUG-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.1956,"gm",,""
1203217,1558300,,"Seed Sample",05-AUG-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.2686,"gm",,""
1491915,1558321,4007,"Propagation",29-JUL-14,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1491923,1558352,4009,"Propagation",30-JUL-14,"","Incubator settings - early autumn/late spring 20/10 deg C for 12/12 day/night. ","Incubation",,"",,""
1491924,1558355,4009,"Propagation",30-JUL-14,"","AGAR base with gibberellic acid added. ","Substrate",200,"ppm",,""
1479558,1598849,,"Seed Sample",25-FEB-15,"","Sample 2 for TSW, weight and no.of seed in sample ","TSW",0.1406,"gm",50,"seed"
1478518,1598973,,"Seed Sample",25-FEB-15,"","Thousand seed weight calculated from an average of 5 samples. ","TSW",3.0721,"gm",,""
1173681,1599054,,"Seed Sample",25-FEB-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.8833,"gm",,""
1458212,1600631,,"Seed Sample",04-MAR-15,"","Thousand seed weight calculated from an average of 3 samples. ","TSW",0.8133,"gm",,""
1413137,1600647,,"Seed Sample",04-MAR-15,"","Thousand seed weight calculated from one sample. ","TSW",0.0426,"gm",,""
1497893,1569107,,"Seed Sample",24-SEP-14,"","Sample 4 for TSW, weight and no.of seed in sample ","TSW",0.0031,"gm",,""
1466893,1569500,,"Seed Sample",24-SEP-14,"","Sample 3 for TSW, weight and no.of seed in sample ","TSW",0.0566,"gm",,""
1466893,1569498,,"Seed Sample",24-SEP-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.057,"gm",,""
1473748,1570230,3958,"Test",26-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",2,"seeds",,""
1471124,1570293,3893,"Test",26-SEP-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",4,"seeds",,""
1479756,1570299,3998,"Test",26-SEP-14,"","Number of seeds found mouldy at the time of a cut test. ","Cut test",9,"seeds",,""
1479564,1570314,3987,"Test",30-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",6,"seeds",,""
1498433,1570423,,"Seed Sample",30-SEP-14,"","Sample 1 for TSW, weight and no.of seed in sample ","TSW",0.4484,"gm",,""
1479752,1570456,3996,"Test",30-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",1,"seeds",,""
1479752,1570457,3996,"Test",30-SEP-14,"","Number of seeds found full at the time of a cut test. ","Cut test",7,"seeds",,""
1479764,1570491,4001,"Test",30-SEP-14,"","Number of seeds found empty at the time of a cut test. ","Cut test",15,"seeds",,""
