genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Cyperus,Cyperus sanguinolentus," annual, to 40 cm high, sometimes dwarfed to 2-3 cm high; ",annual,annual,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus squarrosus," annual, rarely above 15 cm high, sometimes only 5-6 cm. ",annual,annual,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus albostriatus," perennial, 30-50 cm high. ",perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus laevigatus,  ,,,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus gilesii," slender annual, to 30 cm high; ",annual,annual,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus eragrostis," tufted perennial, 20-100 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus hamulosus," small annual, 4-8 cm high, curry-scented when dry; ",annual,annual,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus difformis," green annual, to circa 30 cm high. ",annual,annual,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus rotundus," perennial, usually 15-30 cm high. ",perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus rigidellus, tufted annual or perennial; ,annual perennial,annual perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus arenarius," perennial, 15-30 cm high. ",perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus involucratus, perennial. ,perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyperus,Cyperus congestus," tufted perennial, 20-60 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus,,,,,,,herbaceous,
Cyphanthera,Cyphanthera, shrubs tomentose with branched hairs or pubescent with mainly simple or sparingly branched glandular hairs. ,,,,,shrub,shrubs,,,,,,,woody,
Cyrtomium,Cyrtomium,  ,,,,,,,,,,,,,,
Cyrtomium,Cyrtomium falcatum,  ,,,,,,,,,,,,,,
Cyrtostylis,Cyrtostylis, glabrous herbs; ,,,,,herb,herbs,,,,,,,herbaceous,
Cyrtostylis,Cyrtostylis reniformis," a slender plant, 7-15 cm high; ",,,,,herb,inferred_from_genus,,,,,,,herbaceous,
Cytisus,Cytisus proliferus, shrubs or small trees. ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Cytisus,Cytisus," small shrubs or trees of very diverse habit, ",,,,,shrub tree,shrubs trees,,,,,,,woody,
Cytisus,Cytisus scoparius," much branched shrub, to 200 (rarely to 250) cm high; ",,,,,shrub,shrub,,,,,,,woody,
Dactylis,Dactylis glomerata, tall perennial; ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dactylis,Dactylis, perennials with strongly compressed aerial shoots. ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Dactyloctenium,Dactyloctenium radulans," annual, sometimes prostrate or 10-40 cm high; ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,prostrate,prostrate,herbaceous,
Dactyloctenium,Dactyloctenium, annuals or perennials. ,annual perennial,annuals perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Dactyloctenium,Dactyloctenium aegyptium,  ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Damasonium,Damasonium, aquatic plants; ,,,,,herb,inferred_from_family_life_history,aquatic,aquatic,,,,,herbaceous,
Damasonium,Damasonium minus,  ,,,,,herb,inferred_from_family_life_history,aquatic,inferred_from_genus,,,,,herbaceous,
Dampiera,Dampiera, undershrubs with a tomentum of branched  hairs; ,,,,,subshrub,undershrubs,,,,,,,,
Dampiera,Dampiera dysantha, undershrub to 70 cm high; ,,,,,subshrub,undershrub,,,,,,,,
Dampiera,Dampiera rosmarinifolia," undershrub to 60 cm high, sometimes prostrate; ",,,,,subshrub,undershrub,,,,,prostrate,prostrate,,
Dampiera,Dampiera lanceolata, undershrub to 1 m high; ,,,,,subshrub,undershrub,,,,,,,,
Dampiera,Dampiera marifolia, undershrub to 60cm high; ,,,,,subshrub,undershrub,,,,,,,,
Dampiera,Dampiera lanceolata lanceolata,  ,,,,,subshrub,inferred_from_genus,,,,,,,,
Dampiera,Dampiera lanceolata insularis,  ,,,,,subshrub,inferred_from_genus,,,,,,,,
Dampiera,Dampiera lanceolata intermedia,  ,,,,,subshrub,inferred_from_genus,,,,,,,,
Danthonia,Danthonia laevis," erect densely tufted perennial, 20-60 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia richardsonii," erect densely tufted subglabrous perennial, 60 cm- 1 m; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia geniculata, tufted perennial; ,perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Danthonia,Danthonia linkii," erect densely tufted very leafy subglabrous perennial, to 70 cm high; ligule of short cilia circa 1.2 mm long, ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia duttoniana," erect densely tufted moderately robust glabrous perennial, 60-80 cm high; sheaths rather loose, smooth; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia eriantha," erect densely tufted perennial, 20-70 cm high; sheaths slender, ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia pilosa, erect or slightly geniculate tufted perennial; ,perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia tenuior," erect tufted perennial, 10-90 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia pilosa paleacea," usually more robust, to 90 cm high. ",,,,,graminoid,,,,,,,,,
Danthonia,Danthonia clelandii," rather robust tufted perennial, to 75 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Danthonia,Danthonia racemosa," erect or straggling, slender tufted perennial, rather variable, 20-75 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia carphoides," rather small tufted perennial, ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Danthonia,Danthonia semiannularis," erect tufted slender perennial, 20-45 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia setacea, erect densely tufted slender perennial 10-60 cm high; ,perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia caespitosa," very variable erect tufted perennial, 20-90 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Danthonia,Danthonia carphoides angustior,  ,,,,,graminoid,,,,,,,,,
Danthonia,Danthonia auriculata," erect slender tufted perennial, 15-50 cm high, sometimes geniculate at the base; ",perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,erect,erect,herbaceous,
Darwinia,Darwinia, shrubs with small more or less entire sessile or subsessile opposite leaves. ,,,,,shrub,shrubs,,,,,,,woody,
Darwinia,Darwinia micropetala, small erect wiry shrub to 50 cm high; ,,,,,shrub,shrub,,,,,erect,erect,woody,
Darwinia,Darwinia homoranthoides, prostrate shrub often under 12 cm high and rooting at the nodes; ,,,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Datura,Datura leichhardtii," stout bushy annual herb 0.2-1.2 m tall, ",annual,annual,,,herb,herb,,,,,bushy,bushy,herbaceous,
Datura,Datura stramonium," stout annual herb 0.2-1.2 m tall, ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Datura,Datura wrightii," bushy herb 0.7-1.2 m tall usually with a perennial rootstock, ",perennial,perennial,,,herb,herb,,,,,bushy,bushy,herbaceous,
Datura,Datura," stout malodorous annual or perennial herbs, ",annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Datura,Datura ferox," stout bushy annual herb 0.2-1 m tall, ",annual,annual,,,herb,herb,,,,,bushy,bushy,herbaceous,
Datura,Datura inoxia," stout bushy herb 0.5-1 m tall, usually with a perennial rootstock, ",perennial,perennial,,,herb,herb,,,,,bushy,bushy,herbaceous,
Datura,Datura metel," stout annual herb 0.5-1 m, ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Daucus,Daucus, annual or biennial hispid herbs; ,annual biennial,annual biennial,,,herb,herbs,,,,,,,herbaceous,
Daucus,Daucus carota," erect, more or less hispid biennial, 30-100 cm high; ",biennial,biennial,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Daucus,Daucus glochidiatus," slender annual, 5-20, rarely to 60 cm high. ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Daviesia,Daviesia, shrubs or undershrubs; ,,,,,subshrub shrub,undershrubs shrubs,,,,,,,woody,
Daviesia,Daviesia benthamii," glabrous slender shrub 0.3-2 m high, ",,,,,shrub,shrub,,,,,,,woody,
Daviesia,Daviesia benthamii benthamii," erect shrubs, 1-2 m high. ",,,,,shrub,shrubs,,,,,erect,erect,woody,
Daviesia,Daviesia genistifolia, shrub to 2 m high. ,,,,,shrub,shrub,,,,,,,woody,
Daviesia,Daviesia arenaria," shrub, generally low-spreading, to 1.5 m high, branchlets numerous, divaricate, rigid and spiny, ",,,,,shrub,shrub,,,,,spreading,spreading,woody,
Daviesia,Daviesia arthropoda, rigid divaricate to 1 m high shrub; ,,,,,shrub,shrub,,,,,,,woody,
Daviesia,Daviesia asperula," compact or spreading shrub to 2 m tall, the branchlets greenish. ",,,,,shrub,shrub,,,,,spreading compact,spreading compact,woody,
Daviesia,Daviesia asperula asperula,  ,,,,,,,,,,,,,,
Daviesia,Daviesia asperula obliqua,  ,,,,,,,,,,,,,,
Daviesia,Daviesia brevifolia, b shrub to 1 m high; ,,,,,shrub,shrub,,,,,,,woody,
Daviesia,Daviesia benthamii humilis, dense often depressed shrubs 30-60 cm high; ,,,,,shrub,shrubs,,,,,dense,dense,woody,
Daviesia,Daviesia leptophylla," native trees and shrubs of south-eastern australia, p. 189 as mimosoides.) shrub 1-2 m high. ",,,,,shrub tree,shrubs trees,,,,,,,woody,
Daviesia,Daviesia pectinata," rigid shrub to 1.5 m high, ",,,,,shrub,shrub,,,,,,,woody,
Daviesia,Daviesia stricta, open shrub to 1.5 m high; ,,,,,shrub,shrub,,,,,open,open,woody,
Daviesia,Daviesia ulicifolia," rigid shrub 1-2 m high, ",,,,,shrub,shrub,,,,,,,woody,
Dennstaedtia,Dennstaedtia,  ,,,,,,,,,,,,,,
Dennstaedtia,Dennstaedtia davallioides,  ,,,,,,,,,,,,,,
Dennstaedtiaceae,Dennstaedtiaceae,  ,,,,,,,,,,,,,,
Dentella,Dentella, perennial herbs with terete branches rarely a little woodybase; ,perennial,perennial,,,herb,herbs,,,,,,,woody_base herbaceous,woodybase
Dentella,Dentella pulvinata," perennial herbs with much branched prostrate stems up to 20 cm long, ",perennial,perennial,,,herb,herbs,,,,,prostrate,prostrate,herbaceous,
Deschampsia,Deschampsia, tufted glabrous perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Deschampsia,Deschampsia caespitosa," stout glabrous tufted perennial, circa 30 cm to over 1 m high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Descurainia,Descurainia, annual or biennial herbs; ,annual biennial,annual biennial,,,herb,herbs,,,,,,,herbaceous,
Descurainia,Descurainia sophia, annual or biennial; ,annual biennial,annual biennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Desmazeria,Desmazeria rigida," a small glabrous rigid annual, 5-20 cm high, the stems usually geniculate at the base; ",annual,annual,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Deyeuxia,Deyeuxia densa," stout or slender glabrous grass, 50-100 cm high; ",perennial,inferred_from_genus,,,graminoid,grass,,,,,,,,
Deyeuxia,Deyeuxia quadriseta, glabrous perennial. ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Deyeuxia,Deyeuxia, tufted perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Deyeuxia,Deyeuxia minor," a slender grass, shorter than the preceding; ",perennial,inferred_from_genus,,,graminoid,grass,,,,,,,,
Dianella,Dianella, perennials. ,perennial,perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dianella,Dianella revoluta, rhizomatous; ,perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,,,rhizomatous,rhizomatous,herbaceous,
Dichanthium,Dichanthium sericeum, erect grass 30-70 cm high; ,perennial,inferred_from_genus,,,graminoid,grass,,,,,erect,erect,,
Dichanthium,Dichanthium, perennial; ,perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Dichanthium,Dichanthium affine,  ,perennial,inferred_from_genus,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dichelachne,Dichelachne micrantha," tufted perennial, to 110 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dichelachne,Dichelachne longiseta," tall tufted perennial, to 120 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dichelachne,Dichelachne inaequiglumis," tufted perennial, to 130 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dichelachne,Dichelachne, tufted annuals; ,annual,annuals,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Dichondra,Dichondra," perennial herbs with creeping stems, ",perennial,perennial,parasitic,inferred_from_family,herb,herbs,,,,,creeping,creeping,herbaceous,
Dichondra,Dichondra repens, greyish-pubescent perennial with creeping stems rooting at the nodes; ,perennial,perennial,parasitic,inferred_from_family,herb,inferred_from_genus,,,,,creeping,creeping,herbaceous,
Dichromochlamys,Dichromochlamys, annual herb; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Dicksonia,Dicksonia," caudex erect and often very thick due to an adventitious root-mantle, more rarely prostrate or creeping; ",,,,,,,terrestrial,inferred_from_family,,,erect creeping prostrate,erect creeping prostrate,,
Dicksonia,Dicksonia antarctica, arborescent fern with fronds twice to thrice pinnate; ,,,,,fern,fern,terrestrial,inferred_from_family,,,arborescent,arborescent,,
Dicksoniaceae,Dicksoniaceae, terrestrial ferns with creeping rhizomes or treeferns with erect stems (caudex) often thickened by a mantle of adventitious roots; ,,,,,fern palmoid fern,treeferns ferns,terrestrial,terrestrial,,,erect creeping rhizomatous,erect creeping rhizomes,,
Dicrastylis,Dicrastylis," perennial shrubs or undershrubs, ",perennial,perennial,,,subshrub shrub,undershrubs shrubs,,,,,,,woody,
Dicrastylis,Dicrastylis beveridgei beveridgei,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis beveridgei lanata,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis gilesii, a tomentose shrub 1-1.5 rarely 2 m high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Dicrastylis,Dicrastylis exsuccosa," an erect shrub, 30-90 rarely to 120 cm high, densely clothed with a branched tomentum; ",perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Dicrastylis,Dicrastylis lewellinii, shrub 30-60 cm tall; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Dicrastylis,Dicrastylis costelloi violacea,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis costelloi costelloi,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis costelloi," a greyish-tomentose shrub, 45-75 rarely 90 cm high; . ",perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Dicrastylis,Dicrastylis gilesii gilesii,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis verticillata, low shrub 25-65 cm high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Dicrastylis,Dicrastylis doranii," greyish-tomentose shrub, 40-90 cm high, spreading up to 2 m diam.; ",perennial,inferred_from_genus,,,shrub,shrub,,,,,spreading,spreading,woody,
Dicrastylis,Dicrastylis petermannensis, shrub to 1.5 m high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Dicrastylis,Dicrastylis costelloi globulifera,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis beveridgei," a compact tomentose shrub up to 1 m high, more or less 1-2 m diam.; ",perennial,inferred_from_genus,,,shrub,shrub,,,,,compact,compact,woody,
Dicrastylis,Dicrastylis gilesii bagotensis,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dicrastylis,Dicrastylis exsuccosa tomentosa,  ,perennial,inferred_from_genus,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Dierama,Dierama, evergreen perennial herbs; ,perennial,perennial,,,herb,herbs,,,,,,,herbaceous,
Dierama,Dierama pendulum, perennial to 1.2 m high; ,perennial,perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Digitaria,Digitaria coenicola, perennial. ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria aequiglumis, annuals. ,annual,annuals,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria violascens,  ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria ammophila, perennial. ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria brownii, perennial. ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria, annuals or perennials; ,annual perennial,annuals perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Digitaria,Digitaria ciliaris," annual, 15-70 cm high. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria ctenantha, annual or less often perennial. ,annual perennial,annual perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria sanguinalis, annual. ,annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Digitaria,Digitaria ischaemum, annual. ,annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Dilleniaceae,Dilleniaceae, woody perennial shrubs or undershrubs; ,perennial,perennial,,,subshrub shrub,undershrubs shrubs,,,,,,,woody,
Dillwynia,Dillwynia, h shrubs; ,,,,,shrub,shrubs,,,,,,,woody,
Dillwynia,Dillwynia cinerascens," h shrub, ",,,,,shrub,shrub,,,,,,,woody,
Dillwynia,Dillwynia glaberrima, shrubs less than 1 to more than 2 m high; ,,,,,shrub,shrubs,,,,,,,woody,
Dillwynia,Dillwynia sericea, tall erect h shrub with pubescent slender but stiff branches; ,,,,,shrub,shrub,,,,,erect,erect,woody,
Dillwynia,Dillwynia uncinata," erect shrub, ",,,,,shrub,shrub,,,,,erect,erect,woody,
Dillwynia,Dillwynia hispida,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Dimorphocoma,Dimorphocoma, small annual herb; vestiture ; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Dimorphocoma,Dimorphocoma minutula, annual 3-18 cm high; ,annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Dimorphotheca,Dimorphotheca," annual herbs, ",annual,annual,,,herb,herbs,,,,,,,herbaceous,
Dimorphotheca,Dimorphotheca pluvialis, annual herb to 20 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Dimorphotheca,Dimorphotheca sinuata, annual herb to 25 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Diplachne,Diplachne, usually tufted perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Diplachne,Diplachne parviflora," perennial, 60-120 cm or more high, glabrous; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Diplachne,Diplachne fusca," perennial, 20 cm to 1 m high, almost glabrous; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Diplatia,Diplatia,  ,,,stem_parasitic,inferred_from_family,shrub,inferred_from_family,,,,,,,woody,
Diplatia,Diplatia grandibractea, glabrous; ,,,stem_parasitic,inferred_from_family,shrub,inferred_from_family,,,,,,,woody,
Diplotaxis,Diplotaxis," annual or perennial herbs, ",annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Diplotaxis,Diplotaxis muralis," herb, annual or biennial, erect to ascending, 10-60 cm tall. ",annual biennial,annual biennial,,,herb,herb,,,,,erect decumbent,erect ascending,herbaceous,
Diplotaxis,Diplotaxis tenuifolia," perenial herb, erect, 20-80 cm tall, glabrous and glaucous; ",,,,,herb,herb,,,,,erect,erect,herbaceous,
Dipodium,Dipodium," terrestrial herbs, glabrous. ",,,,,herb,herbs,terrestrial,terrestrial,,,,,herbaceous,
Dipodium,Dipodium punctatum," a leafless fleshy plant, 30-75 cm high; ",,,,,herb,inferred_from_genus,terrestrial,inferred_from_genus,,,,,herbaceous,
Dipogon,Dipogon," twining perennial herb, becoming woody below, ",perennial,perennial,,,herb,herb,,,,,,,woody_root herbaceous,woody below
Dipogon,Dipogon lignosus,  ,perennial,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Dipsacaceae,Dipsacaceae, biennial or perennial herbs with opposite leaves basally joined at least by a ridge across the node. ,biennial perennial,biennial perennial,,,herb,herbs,,,,,,,herbaceous,
Dipsacus,Dipsacus, stout biennial herbs with prickles along the stems and the undersurface of the leaves; ,biennial,biennial,,,herb,herbs,,,,,,,herbaceous,
Dipsacus,Dipsacus sativus, robust biennial herbs to 2 m tall. ,biennial,biennial,,,herb,herbs,,,,,,,herbaceous,
Dipteracanthus,Dipteracanthus, herbs or shrubs with cystoliths; ,,,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Dipteracanthus,Dipteracanthus australasicus,  ,,,,,,,,,,,,,,
Dipteracanthus,Dipteracanthus australasicus glabratus,  ,,,,,,,,,,,,,,
Disphyma,Disphyma, perennial shrubs rooting at the nodes. ,perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Disphyma,Disphyma crassifolium,  ,perennial,inferred_from_genus,,,shrub,inferred_from_genus,,,,,,,woody,
Dissocarpus,Dissocarpus latifolius, rounded perennial similar to dissocarpus paradoxus but more densely woolly all over; ,perennial,perennial,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Dissocarpus,Dissocarpus biflorus villosus,  ,perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Dissocarpus,Dissocarpus fontinalis, rounded perennial to 60 cm high; ,perennial,perennial,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Dissocarpus,Dissocarpus, woolly perennials with a woodybase; ,perennial,perennials,,,herb,inferred_from_life_history,,,,,,,woody_base herbaceous,woodybase
Dissocarpus,Dissocarpus paradoxus, erect or decumbent rounded much branched shrub to 50 cm high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,erect decumbent,erect decumbent,woody,
Dissocarpus,Dissocarpus biflorus, perennial circa 25 cm high; ,perennial,perennial,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Dissocarpus,Dissocarpus biflorus biflorus,  ,perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Distichlis,Distichlis," perennials with long creeping rhizomes; spikelets several-flowered, compressed laterally, dioecious, the rhachilla of the female spikelets disarticulating between the florets; ",perennial,perennials,,,herb graminoid,inferred_from_life_history,,,dioecious,dioecious,creeping rhizomatous,creeping rhizomes,herbaceous,
Distichlis,Distichlis distichophylla,  ,perennial,inferred_from_genus,,,herb graminoid,inferred_from_genus_life_history,,,dioecious,inferred_from_genus,,,herbaceous,
Dittrichia,Dittrichia," annual herbs; vestiture sticky, aromatic, ",annual,annual,,,herb,herbs,,,,,,,herbaceous,
Dittrichia,Dittrichia graveolens," annual herb to 50 cm high, sticky, camphorscented; ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Diuris,Diuris,  ,,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris longifolia," stouter than most other members of the genus, 10-45 cm high; ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris punctata," slender, glabrous. ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris sulphurea, small slender to rather stout plant 15-50 cm high; ,,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris maculata," moderately slender, seldom exceeding 30 cm high; ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris brevifolia," plant slender, 15-40 cm high; ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris palustris," small, glabrous, circa 10 cm high, seldom exceeding 18 cm; ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Diuris,Diuris lanceolata," slender, glabrous, usually 20-40 cm high; ",,,,,herb,inferred_from_family,,,,,,,herbaceous,
Dodonaea,Dodonaea," dioecious or polygamo-dioecious shrubs, 0.1-4 m high; ",perennial,inferred_from_family,,,shrub,shrubs,,,dioecious,dioecious,,,woody,
Dodonaea,Dodonaea viscosa," dioecious or polygamo-dioecious spreading or erect shrubs, 1-4 m high; ",perennial,inferred_from_family,,,shrub,shrubs,,,dioecious,dioecious,erect spreading,erect spreading,woody,
Dodonaea,Dodonaea lobulata," dioecious erect shrub, 1-3 m high; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,erect,erect,woody,
Dodonaea,Dodonaea baueri," dioecious spreading or sometimes prostrate shrub, to 1 m high; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,prostrate spreading,prostrate spreading,woody,
Dodonaea,Dodonaea humilis," dioecious spreading shrub, 0.1-1 m high; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,spreading,spreading,woody,
Dodonaea,Dodonaea procumbens," dioecious or rarely polygamo-dioecious prostrate shrub, to 1.5 m diam.; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,prostrate,prostrate,woody,
Dodonaea,Dodonaea microzyga," dioecious spreading shrub, 0.5-1.5 m high; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,spreading,spreading,woody,
Dodonaea,Dodonaea hexandra, dioecious spreading shrub to 0.6 m high; ,perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,spreading,spreading,woody,
Dodonaea,Dodonaea stenozyga," dioecious erect rounded and compact shrub, 0.5-1.5 m high; ",perennial,inferred_from_family,,,shrub,shrub,,,dioecious,dioecious,erect compact,erect compact,woody,
