PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
1663,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,conicus     ,,,,,,Cyperus conicus (R.Br.) Boeck.,Cyperus conicus,,,,,,,,,,,Tussock,,,Hemicryophyte,Geophyte,,1,Clonal below ground,,,,,,,,,3,5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1.8,0.8,0.8,0.8,0.8,,,,,,0.00054,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online/ePIC
1664,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,conicus var. conicus   ,,,,,,Cyperus conicus (R.Br.) Boeck. var. conicus,Cyperus conicus var. conicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995
1665,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,cristulatus     ,,,,,,Cyperus cristulatus S.T.Blake,Cyperus cristulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995
1666,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,cuspidatus     ,,,,,,Cyperus cuspidatus Kunth,Cyperus cuspidatus,,,,,,,,,,,Tussock,,,Therophyte,,,0.15,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/FloraBase
1667,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,cyperinus     ,,,,,,Cyperus cyperinus (Retz.) J.V.Suringar,Cyperus cyperinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995
1668,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,cyperoides     ,sumatrensis ,umbellatus ,,,,Cyperus cyperoides (L.) Kuntze,Cyperus cyperoides,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,0.75,Clonal below ground,,,,,,,,750,,3.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,1.7,2.3,0.5,0.5,0.5,0.5,,,,,,0.00034,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/ePIC/NSW Flora Online/APNI
1669,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,dactylotes     ,,,,,,Cyperus dactylotes Benth.,Cyperus dactylotes,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,1.2,Clonal below ground,,,,,,,,,,6.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,1.3,1.6,0.5,0.5,0.5,0.5,,,,,,0.00012,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/ePIC/NSW Flora Online/FloraBase
1670,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,decompositus     ,,,,,,Cyperus decompositus (R.Br.) F.Muell.,Cyperus decompositus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/APNI
1671,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,dietrichiae     ,,trichostachys ,,,,Cyperus dietrichiae Boeck.,Cyperus dietrichiae,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,0.45,Clonal below ground,,,,,,,,,,2.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1.7,,0.4,,0.4,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online
1672,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,dietrichiae var. dietrichiae   ,,,,,,Cyperus dietrichiae Boeck. var. dietrichiae,Cyperus dietrichiae var. dietrichiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995
1673,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,dietrichiae var. brevibracteatus   ,,dietrichiae subsp. brevibracteatus ,,,,Cyperus dietrichiae var. brevibracteatus (Domin) Kuek.,Cyperus dietrichiae var. brevibracteatus,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,0.45,Clonal below ground,,,,,,,,,,2.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1.7,,0.4,,0.4,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online
1674,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,difformis     ,,,,,,Cyperus difformis L.,Cyperus difformis,,,,,,,Australia,,,,Tussock,,,Therophyte,,,0.7,,,,,,,,,,2,5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.5,0.7,0.3,0.3,0.3,0.3,,,,,,0.00006,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/ePIC/NSW Flora Online/FloraBase
1675,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,digitatus     ,auricomus ,,,,,Cyperus digitatus Roxb.,Cyperus digitatus,,,,,,,,,,,Tussock,,,Hemicryophyte,Geophyte,,1,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00005,,,,,,hermaphrodite,,,,,Bruhl 1995/ePIC/FloraBase/APNI
1676,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,distans     ,,,,,,Cyperus distans L.f.,Cyperus distans,,,,,,,,,,,,,,Hemicryophyte,Geophyte,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00012,,,,,,hermaphrodite,,,,,Bruhl 1995/ePIC
1677,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,eglobosus     ,,,,,,Cyperus eglobosus K.L.Wilson,Cyperus eglobosus,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,0.5,,,,,,,,,,,1.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1,,0.8,,0.8,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/NSW Flora Online
1678,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,enervis     ,gracilis var. enervis ,,,,,Cyperus enervis R.Br.,Cyperus enervis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,0.5,,,,,,,,,,,0.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,1.2,1.3,0.7,0.9,0.7,0.9,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online
1679,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,esculentus     ,hydra,,,,,Cyperus esculentus L.,Cyperus esculentus,,,,,,,,,,,Tussock,,,Geophyte,,,0.7,Clonal below ground,,,,,,,,,3,6,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,Water,achene,Dry dehiscent or indehsicent without attractant or wing,,1.5,1.8,0.8,0.8,0.8,0.8,,,,,,0.00016,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/PIER/ePIC/Mosango et al. 2001/APNI/NSW Flora Online
1680,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,exaltatus     ,venustus ,,,,,Cyperus exaltatus Retz.,Cyperus exaltatus,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,1.8,,,,,,,,,,5,15,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.6,0.8,0.3,0.5,0.3,0.5,,,,,,0.00007,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online/ePIC
1681,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,flaccidus     ,trinervis var. flaccidus ,,,,,Cyperus flaccidus R.Br.,Cyperus flaccidus,,,,,,,Australia,,,,Tussock,,,Therophyte,,,0.2,,,,,,,,,,1,2,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,0.5,,0.3,,0.3,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online/FloraBase
1682,Poales,Cyperaceae,Cyperaceae,,Cyperus,Pycreus ,,,,flavidus     ,globosus ,,,,,Cyperus flavidus Retz.,Cyperus flavidus,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,0.6,,,,,,,,,,1,2,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.8,1.2,0.4,0.6,,,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online
1683,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,fulvus     ,sieberi ,fulvus var. densespiculatus ,,,,Cyperus fulvus R.Br.,Cyperus fulvus,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,0.5,,,,,,,,,,,6,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,1.5,2,0.6,0.9,0.6,0.9,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online
1684,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,gilesii     ,,,,,,Cyperus gilesii Benth.,Cyperus gilesii,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,0.35,,,,,,,,,,,4.5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,2,2.5,0.3,0.5,0.3,0.5,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/NSW Flora Online
1685,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,gracilis     ,,,,,,Cyperus gracilis R.Br.,Cyperus gracilis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,0.4,,,,,,,,,,,1,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1.2,,0.8,,0.8,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/NSW Flora Online
1686,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,gunnii subsp. novae-hollandiae   ,,,,,,Cyperus gunnii subsp. novae-hollandiae (Boeck.) K.L.Wilson,Cyperus gunnii subsp. novae-hollandiae,,,,,,,,,,,,,,Hemicryophyte,Geophyte,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00008,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/ePIC
1687,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,gymnocaulos     ,,,,,,Cyperus gymnocaulos Steud.,Cyperus gymnocaulos,,,,,,,,,,,Tussock,,,Hemicryophyte,Geophyte,,1,Clonal below ground,,,,,,,,,,,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,,1,0.5,0.7,0.5,0.7,,,,,,0.00011,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/ePIC/NSW Flora Online/FloraBase
1688,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,haspan     ,halpan ,laticulmis ,,,,Cyperus haspan L.,Cyperus haspan,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,0.8,Clonal below ground,,,,,,,,,2,5,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.4,0.8,,0.4,,0.4,,,,,,0.00007,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/NSW Flora Online/FloraBase/ePIC
1689,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,haspan subsp. haspan   ,,,,,,Cyperus haspan L. subsp. haspan,Cyperus haspan subsp. haspan,,,,,,,Australia,,,,Tussock,,,,,,0.4,Clonal below ground,,,,,,,,,,,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.4,0.5,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/NSW Flora Online/FloraBase
1690,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,haspan subsp. juncoides   ,,,,,,Cyperus haspan subsp. juncoides (Lam.) Kuek.,Cyperus haspan subsp. juncoides,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,Geophyte,,1,Clonal below ground,,,,,,,,,,,simple,,,,,,,,,,,,,,,,nut,Dry dehiscent or indehsicent without attractant or wing,,0.5,0.8,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/NSW Flora Online/FloraBase
1691,Poales,Cyperaceae,Cyperaceae,,Cyperus,Mariscus ,,,,holoschoenus     ,,,,,,Cyperus holoschoenus R.Br.,Cyperus holoschoenus,,,,,,,,,,,Tussock,,,Hemicryophyte,Geophyte,,1.5,Clonal below ground,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00047,,,Wind,,,hermaphrodite,,,,,Bruhl 1995/APNI/FloraBase/ePIC
1692,Poales,Cyperaceae,Cyperaceae,,Cyperus,Kyllinga ,Mariscopsis ,Pycreus ,Queenslandiella ,hyalinus     ,hyalina ,,,,,Cyperus hyalinus Vahl,Cyperus hyalinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/APNI
1693,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,imbecillis     ,,,,,,Cyperus imbecillis R.Br.,Cyperus imbecillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1694,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,involucratus     ,,,,,,Cyperus involucratus Rottb.,Cyperus involucratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1695,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,iria     ,,,,,,Cyperus iria L.,Cyperus iria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1696,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,isabellinus     ,,,,,,Cyperus isabellinus K.L.Wilson,Cyperus isabellinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1697,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,javanicus     ,,,,,,Cyperus javanicus Houtt.,Cyperus javanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1698,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,kyllingia     ,,,,,,Cyperus kyllingia Endl.,Cyperus kyllingia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1699,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,laevigatus     ,,,,,,Cyperus laevigatus L.,Cyperus laevigatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1700,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,laevis     ,,,,,,Cyperus laevis R.Br.,Cyperus laevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1701,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,laxus     ,,,,,,Cyperus laxus Lam.,Cyperus laxus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1702,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,leiocaulon     ,,,,,,Cyperus leiocaulon Benth.,Cyperus leiocaulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1703,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,lucidus     ,,,,,,Cyperus lucidus R.Br.,Cyperus lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1704,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,macrostachyos     ,,,,,,Cyperus macrostachyos Lam.,Cyperus macrostachyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1705,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,melanospermus     ,,,,,,Cyperus melanospermus (Nees) J.V.Suringar,Cyperus melanospermus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1706,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,metzii     ,,,,,,Cyperus metzii (Hochst. ex Steud.) Mattf. & Kuek.,Cyperus metzii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1707,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,microcephalus subsp. microcephalus   ,,,,,,Cyperus microcephalus R.Br. subsp. microcephalus,Cyperus microcephalus subsp. microcephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1708,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,microcephalus subsp. saxicola   ,,,,,,Cyperus microcephalus subsp. saxicola K.L.Wilson,Cyperus microcephalus subsp. saxicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1709,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,mirus     ,,,,,,Cyperus mirus C.B.Clarke,Cyperus mirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1710,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,nervulosus     ,,,,,,Cyperus nervulosus (Kuek.) S.T.Blake,Cyperus nervulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1711,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,nutans var. eleusinoides   ,,,,,,Cyperus nutans var. eleusinoides (Kunth) T.Koyama,Cyperus nutans var. eleusinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1712,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,odoratus     ,,,,,,Cyperus odoratus L.,Cyperus odoratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1713,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,ohwii     ,,,,,,Cyperus ohwii Kuek.,Cyperus ohwii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1714,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,orgadophilus     ,,,,,,Cyperus orgadophilus K.L.Wilson,Cyperus orgadophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1715,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,oxycarpus     ,,,,,,Cyperus oxycarpus S.T.Blake,Cyperus oxycarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1716,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,paniceus     ,,,,,,Cyperus paniceus (Rottb.) Boeck.,Cyperus paniceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1717,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pedunculatus     ,,,,,,Cyperus pedunculatus (R.Br.) J.Kern,Cyperus pedunculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1718,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pedunculosus     ,,,,,,Cyperus pedunculosus F.Muell.,Cyperus pedunculosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1719,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,perangustus     ,,,,,,Cyperus perangustus S.T.Blake,Cyperus perangustus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1720,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pilosus     ,,,,,,Cyperus pilosus Vahl,Cyperus pilosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1721,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,platystylis     ,,,,,,Cyperus platystylis R.Br.,Cyperus platystylis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1722,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,polystachyos     ,,,,,,Cyperus polystachyos Rottb.,Cyperus polystachyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1723,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,polystachyos var. polystachyos   ,,,,,,Cyperus polystachyos Rottb. var. polystachyos,Cyperus polystachyos var. polystachyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1724,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,polystachyos var. laxiflorus   ,,,,,,Cyperus polystachyos var. laxiflorus Benth.,Cyperus polystachyos var. laxiflorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1725,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,procerus     ,,,,,,Cyperus procerus Rottb.,Cyperus procerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1726,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,prolifer     ,,,,,,Cyperus prolifer Lam.,Cyperus prolifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1727,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pulchellus     ,,,,,,Cyperus pulchellus R.Br.,Cyperus pulchellus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1728,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pumilus     ,,,,,,Cyperus pumilus L.,Cyperus pumilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1729,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,pygmaeus     ,,,,,,Cyperus pygmaeus Rottb.,Cyperus pygmaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
