taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Cyperus rigidellus,leaf_length,maximum,250,mm,0719,Cyperus rigidellus,"Citation:  J. Black, Fl. S. Aust. 676 (1929)."
Cyperus rigidellus,leaf_width,maximum,2,mm,0719,Cyperus rigidellus,"Citation:  J. Black, Fl. S. Aust. 676 (1929)."
Cyperus rigidellus,plant_height,maximum,0.25,m,0719,Cyperus rigidellus,"Citation:  J. Black, Fl. S. Aust. 676 (1929)."
Cyperus sanguinolentus,leaf_width,maximum,3,mm,0721,Cyperus sanguinolentus,"Citation: Vahl, Enum. Pl. 2:351 (1805/6)."
Cyperus squarrosus,leaf_width,maximum,2,mm,0722,Cyperus squarrosus,"Citation: L., Cent. 2.Pl. 6 (1756)."
Cyperus squarrosus,plant_height,maximum,0.15,m,0722,Cyperus squarrosus,"Citation: L., Cent. 2.Pl. 6 (1756)."
Cyperus vaginatus,leaf_length,minimum,50,mm,0724,Cyperus vaginatus,"Citation: R. Br., Prod. Fl. Nov. Holl. 213 (1810)."
Cyperus vaginatus,leaf_length,maximum,150,mm,0724,Cyperus vaginatus,"Citation: R. Br., Prod. Fl. Nov. Holl. 213 (1810)."
Cyperus vaginatus,leaf_width,minimum,2,mm,0724,Cyperus vaginatus,"Citation: R. Br., Prod. Fl. Nov. Holl. 213 (1810)."
Cyperus vaginatus,leaf_width,maximum,6,mm,0724,Cyperus vaginatus,"Citation: R. Br., Prod. Fl. Nov. Holl. 213 (1810)."
Cytisus scoparius,leaf_length,minimum,6,mm,0728,Cytisus scoparius,"Citation: Link, Hort. bot. Berol. 2:241 (1822)."
Cytisus scoparius,leaf_length,maximum,20,mm,0728,Cytisus scoparius,"Citation: Link, Hort. bot. Berol. 2:241 (1822)."
Cytisus scoparius,leaf_width,minimum,1.5,mm,0728,Cytisus scoparius,"Citation: Link, Hort. bot. Berol. 2:241 (1822)."
Cytisus scoparius,leaf_width,maximum,9,mm,0728,Cytisus scoparius,"Citation: Link, Hort. bot. Berol. 2:241 (1822)."
Rytidosperma caespitosum,leaf_length,maximum,250,mm,0735,Danthonia caespitosa,NA
Rytidosperma caespitosum,leaf_width,minimum,2,mm,0735,Danthonia caespitosa,NA
Rytidosperma caespitosum,leaf_width,maximum,4,mm,0735,Danthonia caespitosa,NA
Rytidosperma carphoides,plant_height,maximum,0.4,m,0736,Danthonia carphoides,NA
Rytidosperma geniculatum,plant_height,maximum,0.45,m,0740,Danthonia geniculata,NA
Rytidosperma richardsonii,leaf_length,minimum,100,mm,0744,Danthonia richardsonii,NA
Rytidosperma richardsonii,leaf_length,maximum,350,mm,0744,Danthonia richardsonii,NA
Rytidosperma richardsonii,leaf_width,maximum,2.5,mm,0744,Danthonia richardsonii,NA
Rytidosperma setaceum,leaf_length,minimum,50,mm,0746,Danthonia setacea,NA
Rytidosperma setaceum,leaf_length,maximum,200,mm,0746,Danthonia setacea,NA
Datura leichhardtii,leaf_length,minimum,50,mm,0752,Datura leichhardtii,"Citation: F. Muell. ex Benth., Fl. Aust. 4:468 (1868)."
Datura leichhardtii,leaf_length,maximum,80,mm,0752,Datura leichhardtii,"Citation: F. Muell. ex Benth., Fl. Aust. 4:468 (1868)."
Datura leichhardtii,leaf_width,minimum,20,mm,0752,Datura leichhardtii,"Citation: F. Muell. ex Benth., Fl. Aust. 4:468 (1868)."
Datura leichhardtii,leaf_width,maximum,45,mm,0752,Datura leichhardtii,"Citation: F. Muell. ex Benth., Fl. Aust. 4:468 (1868)."
Daviesia arthropoda,leaf_width,maximum,5,mm,0759,Daviesia arthropoda,"Citation: F. Muell., Fragm. Phyt. Aust. 8:225 (18_74)."
Daviesia asperula,leaf_length,minimum,5,mm,0760,Daviesia asperula,"Citation: Crisp, J. Adelaide Bot. Gard. 6:55 (1982)."
Daviesia asperula,leaf_length,maximum,25,mm,0760,Daviesia asperula,"Citation: Crisp, J. Adelaide Bot. Gard. 6:55 (1982)."
Daviesia asperula,leaf_width,minimum,1,mm,0760,Daviesia asperula,"Citation: Crisp, J. Adelaide Bot. Gard. 6:55 (1982)."
Daviesia asperula,leaf_width,maximum,4.5,mm,0760,Daviesia asperula,"Citation: Crisp, J. Adelaide Bot. Gard. 6:55 (1982)."
Daviesia asperula subsp. asperula,leaf_length,minimum,10,mm,0761,Daviesia asperula ssp. asperula,NA
Daviesia asperula subsp. asperula,leaf_length,maximum,30,mm,0761,Daviesia asperula ssp. asperula,NA
Daviesia asperula subsp. asperula,leaf_width,minimum,1,mm,0761,Daviesia asperula ssp. asperula,NA
Daviesia asperula subsp. asperula,leaf_width,maximum,1.5,mm,0761,Daviesia asperula ssp. asperula,NA
Daviesia asperula subsp. obliqua,leaf_length,minimum,7,mm,0762,Daviesia asperula ssp. obliqua,NA
Daviesia asperula subsp. obliqua,leaf_length,maximum,20,mm,0762,Daviesia asperula ssp. obliqua,NA
Daviesia asperula subsp. obliqua,leaf_width,minimum,1.5,mm,0762,Daviesia asperula ssp. obliqua,NA
Daviesia asperula subsp. obliqua,leaf_width,maximum,4.5,mm,0762,Daviesia asperula ssp. obliqua,NA
Daviesia brevifolia,leaf_width,minimum,7,mm,0765,Daviesia brevifolia,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:200 (1838). Comm_name: Leafless bitter-pea."
Daviesia brevifolia,leaf_width,maximum,10,mm,0765,Daviesia brevifolia,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:200 (1838). Comm_name: Leafless bitter-pea."
Daviesia genistifolia,leaf_length,minimum,10,mm,0766,Daviesia genistifolia,"Citation: Cunn. ex Benth., Commentat. Ldgum. Gener. 11 (1837)."
Daviesia genistifolia,leaf_length,maximum,30,mm,0766,Daviesia genistifolia,"Citation: Cunn. ex Benth., Commentat. Ldgum. Gener. 11 (1837)."
Daviesia genistifolia,leaf_width,minimum,0.5,mm,0766,Daviesia genistifolia,"Citation: Cunn. ex Benth., Commentat. Ldgum. Gener. 11 (1837)."
Daviesia genistifolia,leaf_width,maximum,2,mm,0766,Daviesia genistifolia,"Citation: Cunn. ex Benth., Commentat. Ldgum. Gener. 11 (1837)."
Daviesia leptophylla,leaf_length,minimum,30,mm,0767,Daviesia leptophylla,"Citation: * (see Note opposite), Cunn. ex Don, Gert. Hist. 2:125 (Oct. 1832)."
Daviesia leptophylla,leaf_length,maximum,100,mm,0767,Daviesia leptophylla,"Citation: * (see Note opposite), Cunn. ex Don, Gert. Hist. 2:125 (Oct. 1832)."
Daviesia leptophylla,leaf_width,minimum,5,mm,0767,Daviesia leptophylla,"Citation: * (see Note opposite), Cunn. ex Don, Gert. Hist. 2:125 (Oct. 1832)."
Daviesia leptophylla,leaf_width,maximum,10,mm,0767,Daviesia leptophylla,"Citation: * (see Note opposite), Cunn. ex Don, Gert. Hist. 2:125 (Oct. 1832)."
Daviesia stricta,leaf_length,minimum,10,mm,0769,Daviesia stricta,"Citation: Crisp, J. Adelaide Bot. Gard. 6:63, fig. 4 (1982)."
Daviesia stricta,leaf_length,maximum,100,mm,0769,Daviesia stricta,"Citation: Crisp, J. Adelaide Bot. Gard. 6:63, fig. 4 (1982)."
Daviesia stricta,leaf_width,minimum,1.5,mm,0769,Daviesia stricta,"Citation: Crisp, J. Adelaide Bot. Gard. 6:63, fig. 4 (1982)."
Daviesia stricta,leaf_width,maximum,15,mm,0769,Daviesia stricta,"Citation: Crisp, J. Adelaide Bot. Gard. 6:63, fig. 4 (1982)."
Descurainia sophia,plant_height,maximum,1,m,0773,Descurainia sophia,"Citation: Webb ex Prantl, Natf rl. Pflanzenfam. 3, 2:192 (1892)."
Deyeuxia quadriseta,plant_height,maximum,1,m,0776,Deyeuxia quadriseta,"Citation:  Benth., Fl. Aust. 7:581 (1878)."
Dichondra repens,leaf_length,minimum,5,mm,0781,Dichondra repens,"Citation: Forster & Forster f., Char. Gen. Pl. 40, t. 20 (1776)."
Dichondra repens,leaf_length,maximum,25,mm,0781,Dichondra repens,"Citation: Forster & Forster f., Char. Gen. Pl. 40, t. 20 (1776)."
Digitaria aequiglumis,plant_height,maximum,0.4,m,0792,Digitaria aequiglumis,"Citation:  Parodi, Rev. Fac. Agron. Vet. 4:47 (1922)."
Digitaria brownii,plant_height,maximum,0.5,m,0793,Digitaria brownii,"Citation: Hughes, Kew Bull. 1923:313 (1923)."
Digitaria ciliaris,leaf_length,minimum,50,mm,0794,Digitaria ciliaris,"Citation:  Koel., Descr. Gram. Gall. & Germ. 27 (1802)."
Digitaria ciliaris,leaf_length,maximum,150,mm,0794,Digitaria ciliaris,"Citation:  Koel., Descr. Gram. Gall. & Germ. 27 (1802)."
Digitaria ciliaris,leaf_width,minimum,4,mm,0794,Digitaria ciliaris,"Citation:  Koel., Descr. Gram. Gall. & Germ. 27 (1802)."
Digitaria ciliaris,leaf_width,maximum,8,mm,0794,Digitaria ciliaris,"Citation:  Koel., Descr. Gram. Gall. & Germ. 27 (1802)."
Digitaria divaricatissima var. divaricatissima,plant_height,maximum,0.6,m,0795,Digitaria coenicola,NA
Digitaria ctenantha,plant_height,maximum,5,m,0796,Digitaria ctenantha,"Citation:  Hughes, Kew Bull. 1923:310 (1923)."
Digitaria ischaemum,plant_height,maximum,0.4,m,0797,Digitaria ischaemum,"Citation:  Schreber ex Muhlenb., Descr. Gram. 131 (1817)."
Digitaria sanguinalis,plant_height,maximum,0.7,m,0798,Digitaria sanguinalis,"Citation: Scop., Fl. Carniolica edn 2, 1:52 (1772)."
Dillwynia cinerascens,leaf_length,minimum,5,mm,0799,Dillwynia cinerascens,"Citation: R. Br. ex Sims, Curtis's Bot. Mag. 48:t. 2247 (1821)."
Dillwynia cinerascens,leaf_length,maximum,20,mm,0799,Dillwynia cinerascens,"Citation: R. Br. ex Sims, Curtis's Bot. Mag. 48:t. 2247 (1821)."
Dillwynia cinerascens,leaf_width,minimum,0.3,mm,0799,Dillwynia cinerascens,"Citation: R. Br. ex Sims, Curtis's Bot. Mag. 48:t. 2247 (1821)."
Dillwynia cinerascens,leaf_width,maximum,0.5,mm,0799,Dillwynia cinerascens,"Citation: R. Br. ex Sims, Curtis's Bot. Mag. 48:t. 2247 (1821)."
Dillwynia sericea,leaf_length,minimum,5,mm,0801,Dillwynia sericea,"Citation: Cunn. in B. Field, Geogr. Mem. N.S. W. 347 (1825)."
Dillwynia sericea,leaf_length,maximum,20,mm,0801,Dillwynia sericea,"Citation: Cunn. in B. Field, Geogr. Mem. N.S. W. 347 (1825)."
Dillwynia sericea,leaf_width,maximum,1,mm,0801,Dillwynia sericea,"Citation: Cunn. in B. Field, Geogr. Mem. N.S. W. 347 (1825)."
Dillwynia uncinata,leaf_length,minimum,3,mm,0802,Dillwynia uncinata,"Citation: J. Black, Fl. S. Aust. 303 (1924)."
Dillwynia uncinata,leaf_length,maximum,7,mm,0802,Dillwynia uncinata,"Citation: J. Black, Fl. S. Aust. 303 (1924)."
Dillwynia uncinata,leaf_width,minimum,0.5,mm,0802,Dillwynia uncinata,"Citation: J. Black, Fl. S. Aust. 303 (1924)."
Dillwynia uncinata,leaf_width,maximum,0.6,mm,0802,Dillwynia uncinata,"Citation: J. Black, Fl. S. Aust. 303 (1924)."
Diplachne fusca,leaf_length,maximum,300,mm,0807,Diplachne parviflora,"Citation: P. Beauv. ex Roemer & Schultes, Syst. Veg. 2:615 (1817)."
Dipteracanthus australasicus,leaf_length,minimum,8.5,mm,0813,Dipteracanthus australasicus,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 605."
Dipteracanthus australasicus,leaf_length,maximum,25,mm,0813,Dipteracanthus australasicus,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 605."
Dipteracanthus australasicus,leaf_width,minimum,2.5,mm,0813,Dipteracanthus australasicus,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 605."
Dipteracanthus australasicus,leaf_width,maximum,11.5,mm,0813,Dipteracanthus australasicus,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 605."
Dipteracanthus australasicus subsp. glabratus,leaf_length,minimum,8.5,mm,0814,Dipteracanthus australasicus ssp. glabratus,NA
Dipteracanthus australasicus subsp. glabratus,leaf_length,maximum,16.5,mm,0814,Dipteracanthus australasicus ssp. glabratus,NA
Dipteracanthus australasicus subsp. glabratus,leaf_width,minimum,4.5,mm,0814,Dipteracanthus australasicus ssp. glabratus,NA
Dipteracanthus australasicus subsp. glabratus,leaf_width,maximum,11,mm,0814,Dipteracanthus australasicus ssp. glabratus,NA
Dissocarpus latifolius,leaf_width,maximum,6,mm,0818,Dissocarpus latifolius,"Citation: Paul G. Wilson, Fl. Aust. 4:326 (1984)."
Distichlis distichophylla,plant_height,maximum,0.3,m,0820,Distichlis distichophylla,"Citation:  Fassett, Rhodora 27:71 (1925)."
Diuris punctata,plant_height,maximum,0.6,m,0827,Diuris punctata,"Citation: Smith, Exot. Bot. 1:13 (1804) var. punctata forma blakneyae Bailey, Compr. Cat. Qld Pl. 847 ( 1913)."
Dodonaea baueri,leaf_length,minimum,5,mm,0829,Dodonaea baueri,"Citation: Endl., Enum. Pl.H gel 13 (1837)."
Dodonaea baueri,leaf_length,maximum,18,mm,0829,Dodonaea baueri,"Citation: Endl., Enum. Pl.H gel 13 (1837)."
Dodonaea baueri,leaf_width,minimum,3,mm,0829,Dodonaea baueri,"Citation: Endl., Enum. Pl.H gel 13 (1837)."
Dodonaea baueri,leaf_width,maximum,10,mm,0829,Dodonaea baueri,"Citation: Endl., Enum. Pl.H gel 13 (1837)."
Dodonaea bursariifolia,leaf_length,minimum,8,mm,0830,Dodonaea bursariifolia,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea bursariifolia,leaf_length,maximum,20,mm,0830,Dodonaea bursariifolia,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea bursariifolia,leaf_width,minimum,3,mm,0830,Dodonaea bursariifolia,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea bursariifolia,leaf_width,maximum,8,mm,0830,Dodonaea bursariifolia,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea hexandra,leaf_length,minimum,6,mm,0831,Dodonaea hexandra,"Citation: F. Muell., J. Trans. Vict. Inst. 1:117 (1855)."
Dodonaea hexandra,leaf_length,maximum,35,mm,0831,Dodonaea hexandra,"Citation: F. Muell., J. Trans. Vict. Inst. 1:117 (1855)."
Dodonaea hexandra,leaf_width,minimum,1,mm,0831,Dodonaea hexandra,"Citation: F. Muell., J. Trans. Vict. Inst. 1:117 (1855)."
Dodonaea hexandra,leaf_width,maximum,2,mm,0831,Dodonaea hexandra,"Citation: F. Muell., J. Trans. Vict. Inst. 1:117 (1855)."
Dodonaea intricata,leaf_length,minimum,7,mm,0833,Dodonaea intricata,"Citation: J.G. West, Brunonia 7:72 (1984)."
Dodonaea intricata,leaf_length,maximum,17,mm,0833,Dodonaea intricata,"Citation: J.G. West, Brunonia 7:72 (1984)."
Dodonaea intricata,leaf_width,minimum,3,mm,0833,Dodonaea intricata,"Citation: J.G. West, Brunonia 7:72 (1984)."
Dodonaea intricata,leaf_width,maximum,6,mm,0833,Dodonaea intricata,"Citation: J.G. West, Brunonia 7:72 (1984)."
Dodonaea lobulata,leaf_length,minimum,15,mm,0834,Dodonaea lobulata,"Citation: F. Muell., Linnaea 23:372 (1853)."
Dodonaea lobulata,leaf_length,maximum,45,mm,0834,Dodonaea lobulata,"Citation: F. Muell., Linnaea 23:372 (1853)."
Dodonaea lobulata,leaf_width,minimum,0.5,mm,0834,Dodonaea lobulata,"Citation: F. Muell., Linnaea 23:372 (1853)."
Dodonaea lobulata,leaf_width,maximum,2,mm,0834,Dodonaea lobulata,"Citation: F. Muell., Linnaea 23:372 (1853)."
Dodonaea procumbens,leaf_length,minimum,8,mm,0836,Dodonaea procumbens,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea procumbens,leaf_length,maximum,30,mm,0836,Dodonaea procumbens,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea procumbens,leaf_width,minimum,4,mm,0836,Dodonaea procumbens,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea procumbens,leaf_width,maximum,9,mm,0836,Dodonaea procumbens,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:8 (1855)."
Dodonaea stenozyga,leaf_length,minimum,8,mm,0837,Dodonaea stenozyga,"Citation: F. Muell., Fragm. Phyt. Aust. 1:98 (1859)."
Dodonaea stenozyga,leaf_length,maximum,20,mm,0837,Dodonaea stenozyga,"Citation: F. Muell., Fragm. Phyt. Aust. 1:98 (1859)."
Dodonaea stenozyga,leaf_width,minimum,0.5,mm,0837,Dodonaea stenozyga,"Citation: F. Muell., Fragm. Phyt. Aust. 1:98 (1859)."
Dodonaea stenozyga,leaf_width,maximum,2,mm,0837,Dodonaea stenozyga,"Citation: F. Muell., Fragm. Phyt. Aust. 1:98 (1859)."
Dodonaea tepperi,leaf_length,minimum,8,mm,0839,Dodonaea tepperi,"Citation: F. Muell. ex Tepper, Trans. R. Soc. S. Aust. 3:176, 178 (1880)."
Dodonaea tepperi,leaf_length,maximum,14,mm,0839,Dodonaea tepperi,"Citation: F. Muell. ex Tepper, Trans. R. Soc. S. Aust. 3:176, 178 (1880)."
Dodonaea tepperi,leaf_width,minimum,2,mm,0839,Dodonaea tepperi,"Citation: F. Muell. ex Tepper, Trans. R. Soc. S. Aust. 3:176, 178 (1880)."
Dodonaea tepperi,leaf_width,maximum,3,mm,0839,Dodonaea tepperi,"Citation: F. Muell. ex Tepper, Trans. R. Soc. S. Aust. 3:176, 178 (1880)."
Dodonaea viscosa,leaf_length,minimum,10,mm,0840,Dodonaea viscosa,"Citation: Jacq., Enum. Pl. Carib. 19 (1760)."
Dodonaea viscosa,leaf_length,maximum,100,mm,0840,Dodonaea viscosa,"Citation: Jacq., Enum. Pl. Carib. 19 (1760)."
Dodonaea viscosa,leaf_width,minimum,1,mm,0840,Dodonaea viscosa,"Citation: Jacq., Enum. Pl. Carib. 19 (1760)."
Dodonaea viscosa,leaf_width,maximum,25,mm,0840,Dodonaea viscosa,"Citation: Jacq., Enum. Pl. Carib. 19 (1760)."
Dodonaea viscosa subsp. cuneata,leaf_length,minimum,10,mm,0841,Dodonaea viscosa ssp. cuneata,NA
Dodonaea viscosa subsp. cuneata,leaf_length,maximum,30,mm,0841,Dodonaea viscosa ssp. cuneata,NA
Dodonaea viscosa subsp. cuneata,leaf_width,minimum,4,mm,0841,Dodonaea viscosa ssp. cuneata,NA
Dodonaea viscosa subsp. cuneata,leaf_width,maximum,10,mm,0841,Dodonaea viscosa ssp. cuneata,NA
Dodonaea viscosa subsp. mucronata,leaf_length,minimum,25,mm,0842,Dodonaea viscosa ssp. mucronata,NA
Dodonaea viscosa subsp. mucronata,leaf_length,maximum,60,mm,0842,Dodonaea viscosa ssp. mucronata,NA
Dodonaea viscosa subsp. mucronata,leaf_width,minimum,10,mm,0842,Dodonaea viscosa ssp. mucronata,NA
Dodonaea viscosa subsp. mucronata,leaf_width,maximum,25,mm,0842,Dodonaea viscosa ssp. mucronata,NA
Drosera binata,leaf_length,minimum,20,mm,0844,Drosera binata,"Citation: Labill., Nov. Holl. Pl. Sp. 1:98, t. 105 (1805)."
Drosera binata,leaf_length,maximum,100,mm,0844,Drosera binata,"Citation: Labill., Nov. Holl. Pl. Sp. 1:98, t. 105 (1805)."
Duboisia hopwoodii,leaf_length,minimum,20,mm,0847,Duboisia hopwoodii,"Citation: F. Muell., Fragm. Phyl. Aust. 10:20 (1876)."
Duboisia hopwoodii,leaf_length,maximum,130,mm,0847,Duboisia hopwoodii,"Citation: F. Muell., Fragm. Phyl. Aust. 10:20 (1876)."
Duboisia hopwoodii,leaf_width,minimum,2,mm,0847,Duboisia hopwoodii,"Citation: F. Muell., Fragm. Phyl. Aust. 10:20 (1876)."
Duboisia hopwoodii,leaf_width,maximum,13,mm,0847,Duboisia hopwoodii,"Citation: F. Muell., Fragm. Phyl. Aust. 10:20 (1876)."
Duboisia hopwoodii,plant_height,maximum,4,m,0847,Duboisia hopwoodii,"Citation: F. Muell., Fragm. Phyl. Aust. 10:20 (1876)."
Echinopogon ovatus,plant_height,maximum,0.7,m,0857,Echinopogon ovatus,"Citation:  P. Beauv., Agrost. 42 (1812)."
Echium plantagineum,leaf_length,minimum,40,mm,0858,Echium plantagineum,"Citation: L., Mant. Ah. 202 (1771)."
Echium plantagineum,leaf_length,maximum,200,mm,0858,Echium plantagineum,"Citation: L., Mant. Ah. 202 (1771)."
Echium plantagineum,leaf_width,minimum,8,mm,0858,Echium plantagineum,"Citation: L., Mant. Ah. 202 (1771)."
Echium plantagineum,leaf_width,maximum,70,mm,0858,Echium plantagineum,"Citation: L., Mant. Ah. 202 (1771)."
Echium simplex,leaf_length,minimum,60,mm,0859,Echium simplex,"Citation: DC., Cat. Pl. Hort. Bot. Monsp. 108 (1813)."
Echium simplex,leaf_length,maximum,300,mm,0859,Echium simplex,"Citation: DC., Cat. Pl. Hort. Bot. Monsp. 108 (1813)."
Echium simplex,leaf_width,minimum,15,mm,0859,Echium simplex,"Citation: DC., Cat. Pl. Hort. Bot. Monsp. 108 (1813)."
Echium simplex,leaf_width,maximum,60,mm,0859,Echium simplex,"Citation: DC., Cat. Pl. Hort. Bot. Monsp. 108 (1813)."
Echium vulgare,leaf_length,minimum,50,mm,0860,Echium vulgare,"Citation: L., Sp. PI. 139 (1753)."
Echium vulgare,leaf_length,maximum,150,mm,0860,Echium vulgare,"Citation: L., Sp. PI. 139 (1753)."
Echium vulgare,leaf_width,minimum,8,mm,0860,Echium vulgare,"Citation: L., Sp. PI. 139 (1753)."
Echium vulgare,leaf_width,maximum,15,mm,0860,Echium vulgare,"Citation: L., Sp. PI. 139 (1753)."
Ehrharta calycina,leaf_length,maximum,150,mm,0863,Ehrharta calycina,"Citation: Smith, Pl. Icon. t. 32 (1789)."
Ehrharta calycina,plant_height,maximum,0.7,m,0863,Ehrharta calycina,"Citation: Smith, Pl. Icon. t. 32 (1789)."
Ehrharta erecta,plant_height,maximum,0.9,m,0864,Ehrharta erecta,"Citation: Lam., Encycl. 2:347 (1786)."
Ehrharta longiflora,leaf_width,maximum,11,mm,0865,Ehrharta longiflora,"Citation: Smith, Pl. Icon, t. 32 (1789)."
Ehrharta longiflora,plant_height,maximum,0.9,m,0865,Ehrharta longiflora,"Citation: Smith, Pl. Icon, t. 32 (1789)."
Ehrharta villosa,leaf_width,maximum,4,mm,0866,Ehrharta villosa,"Citation: Schultes f. ex Schultes & Schultes f., Syst. Veg. 7:1374 (1830) var. maxima Stapf, Fl. Capens. 7:681 (1900). Pyp grass."
Ehrharta villosa,plant_height,maximum,1.2,m,0866,Ehrharta villosa,"Citation: Schultes f. ex Schultes & Schultes f., Syst. Veg. 7:1374 (1830) var. maxima Stapf, Fl. Capens. 7:681 (1900). Pyp grass."
Pontederia crassipes,plant_height,maximum,0.08,m,0867,Eichhornia crassipes,NA
Eleocharis acuta,plant_height,maximum,0.9,m,0875,Eleocharis acuta,"Citation: R. Br., Prod. Fl. Nov. Holl. 224 (1810)."
Eleocharis atricha,plant_height,maximum,0.4,m,0876,Eleocharis atricha,"Citation: R. Br., Prod. Fl. Nov. Holl. 225 (1810)."
Eleocharis geniculata,plant_height,maximum,0.4,m,0877,Eleocharis geniculata,"Citation: Roemer & Schultes, Syst. Veg. 2:150 (1817)."
Eleocharis gracilis,plant_height,maximum,0.2,m,0878,Eleocharis gracilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 224 (1810)."
Eleocharis pallens,plant_height,maximum,0.5,m,0879,Eleocharis pallens,"Citation:  S. T. Blake, Proc. R. Soc. Qld 49:154 (1938)."
Eleocharis plana,plant_height,maximum,0.8,m,0880,Eleocharis plana,"Citation: S.T. Blake, Proc. R. Soc. Qld 49:155 (1938)."
Eleocharis sphacelata,plant_height,maximum,2,m,0881,Eleocharis sphacelata,Citation: .
Elytrophorus spicatus,leaf_length,maximum,100,mm,0887,Elytrophorus spicatus,"Citation: A. Camus in Lecomte, Flor. g n. l'Ind.-Chin. 7:547 (1923)."
Embadium johnstonii,leaf_length,minimum,10,mm,0888,Embadium johnstonii,"Citation: Ising, Trans. R. Soc. S. Aust. 89:288, fig. 3 (1965)."
Embadium johnstonii,leaf_length,maximum,40,mm,0888,Embadium johnstonii,"Citation: Ising, Trans. R. Soc. S. Aust. 89:288, fig. 3 (1965)."
Embadium johnstonii,leaf_width,minimum,2,mm,0888,Embadium johnstonii,"Citation: Ising, Trans. R. Soc. S. Aust. 89:288, fig. 3 (1965)."
Embadium johnstonii,leaf_width,maximum,5,mm,0888,Embadium johnstonii,"Citation: Ising, Trans. R. Soc. S. Aust. 89:288, fig. 3 (1965)."
Embadium stagnense,leaf_length,minimum,10,mm,0889,Embadium stagnense,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:141, fig. 7 (1931)."
Embadium stagnense,leaf_length,maximum,40,mm,0889,Embadium stagnense,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:141, fig. 7 (1931)."
Embadium stagnense,leaf_width,minimum,2,mm,0889,Embadium stagnense,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:141, fig. 7 (1931)."
Embadium stagnense,leaf_width,maximum,3,mm,0889,Embadium stagnense,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:141, fig. 7 (1931)."
Embadium uncinatum,leaf_length,minimum,8,mm,0890,Embadium uncinatum,"Citation: Ising, Trans. R. Soc. S. Aust. 89:283, fig. 2 (1965)."
Embadium uncinatum,leaf_length,maximum,50,mm,0890,Embadium uncinatum,"Citation: Ising, Trans. R. Soc. S. Aust. 89:283, fig. 2 (1965)."
Embadium uncinatum,leaf_width,minimum,4,mm,0890,Embadium uncinatum,"Citation: Ising, Trans. R. Soc. S. Aust. 89:283, fig. 2 (1965)."
Embadium uncinatum,leaf_width,maximum,20,mm,0890,Embadium uncinatum,"Citation: Ising, Trans. R. Soc. S. Aust. 89:283, fig. 2 (1965)."
Enneapogon polyphyllus,plant_height,maximum,0.48,m,0899,Enneapogon polyphyllus,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:69 (1941)."
Epilobium ciliatum,leaf_length,minimum,20,mm,0905,Epilobium ciliatum,"Citation: Raf., Med. Repos. hex. 2, 5:361 (1808)."
Epilobium ciliatum,leaf_length,maximum,40,mm,0905,Epilobium ciliatum,"Citation: Raf., Med. Repos. hex. 2, 5:361 (1808)."
Epilobium ciliatum,leaf_width,minimum,7,mm,0905,Epilobium ciliatum,"Citation: Raf., Med. Repos. hex. 2, 5:361 (1808)."
Epilobium ciliatum,leaf_width,maximum,20,mm,0905,Epilobium ciliatum,"Citation: Raf., Med. Repos. hex. 2, 5:361 (1808)."
Epilobium hirtigerum,leaf_length,minimum,15,mm,0906,Epilobium hirtigerum,"Citation: Cunn., Ann. Nat. Hist. 3:33 (1839). Hairy (or hoary)"
Epilobium hirtigerum,leaf_length,maximum,65,mm,0906,Epilobium hirtigerum,"Citation: Cunn., Ann. Nat. Hist. 3:33 (1839). Hairy (or hoary)"
Epilobium hirtigerum,leaf_width,minimum,3,mm,0906,Epilobium hirtigerum,"Citation: Cunn., Ann. Nat. Hist. 3:33 (1839). Hairy (or hoary)"
Epilobium hirtigerum,leaf_width,maximum,8,mm,0906,Epilobium hirtigerum,"Citation: Cunn., Ann. Nat. Hist. 3:33 (1839). Hairy (or hoary)"
