,Name ID,Species Name,Family Name,Naturalised,Consveration Code,Response To Fire,Response To Fire Auth,Flowering Month,Flowering Month Auth,Months Until First Flowering,Months Until First Flowering Auth,Months Until Peak Flowering,Months Until Peak Flowering Auth,Months To Flowering Decline,Months To Flowering Decline Auth,Response To Dieback,Response To Dieback Auth,Longevity
212, 5383, Beaufortia empetrifolia (South Coast Beaufortia), Myrtaceae, N,, 1, NDB, Sep,, 36, NDB,,,,,,, 4
213, 5388," Beaufortia micrantha (Little Bottlebrush, Small-leaved Beaufortia)", Myrtaceae, N,, 1, NDB, Nov,, 72, MUI,,,,,,, 4
214, 5391," Beaufortia schaueri (Pink Beaufortia, Pink Bottlebrush)", Myrtaceae, N,, 1, LMC, Oct,, 30, LMC,,,,,,, 4
215, 5392, Beaufortia sparsa (Swamp Bottlebrush), Myrtaceae, N,, 5, NDB, Nov,, 48, MUI,,,,, 3, NDB, 4
216, 5393," Beaufortia squarrosa (Sand Beaufortia, Sand Bottlebrush, Puno)", Myrtaceae, N,, 5, NDB, Dec,, 24, NDB,,,,, 2, NDB, 4
217, 3151, Billardiera bicolor (Painted Marianthus), Pittosporaceae, N,, 2, LMC, Sep,, 30, LMC,,,,,,, 4
218, 3157, Billardiera floribunda (White-flowered Billardiera), Pittosporaceae, N,, 4, NDB, Feb,, 24, NDB,,,,,,, 4
219, 3165, Billardiera variifolia, Pittosporaceae, N,, 2, LMC, Jan,, 26, NDB,,,,,,, 4
220, 1417, Blancoa canescens (Winter Bell), Haemodoraceae, N,, 4, VDM, Jul,, 24, VDM,,,,,,, 4
221, 4403, Boronia alata (Winged Boronia), Rutaceae, N,, 2, NDB, Sep,, 48, MUI,,,,,,, 4
222, 4409, Boronia coerulescens, Rutaceae, N,, 2, LMC, Aug,, 48, LMC,,,,,,, 4
223, 4413, Boronia crenulata (Aniseed Boronia), Rutaceae, N,, 2, GWJ, Jan,, 24, NDB,,,,, 7, NDB, 4
224, 11503, Boronia crenulata subsp. crenulata var. crenulata, Rutaceae, N,, 4, NDB, Sep,, 18, NDB,,,,, 4, NDB, 4
225, 17653, Boronia crenulata subsp. pubescens, Rutaceae, N,, 4, NDB, Nov,, 18, NDB,,,,, 4, NDB, 4
226, 4416, Boronia denticulata, Rutaceae, N,, 5, GWJ, Oct,, 12, GWJ,,,,,,, 4
227, 4422, Boronia gracilipes (Karri Boronia), Rutaceae, N,, 2, NDB, Aug,, 24, NDB,,,,,,, 4
228, 4423, Boronia heterophylla (Kalgan Boronia), Rutaceae, N,, 2, NDB, Oct,, 48, MUI,,,,,,, 4
229, 4424, Boronia inconspicua, Rutaceae, N,, 2, LMC, Sep,, 24, LMC,,,,,,, 4
230, 4428, Boronia megastigma (Scented Boronia), Rutaceae, N,, 2, NDB, Aug,, 24, MUI,,,,, 3,, 4
231, 4429, Boronia molloyae (Tall Boronia), Rutaceae, N,, 2, GWJ, Nov,, 24, GWJ,,,,,,, 4
232, 4436, Boronia pulchella (Pink Boronia), Rutaceae, N,, 2, GWJ, Nov,, 24, GWJ,,,,,,, 4
233, 4441, Boronia spathulata (Boronia), Rutaceae, N,, 2, LMC, Oct,, 22, NDB,,,,, 2,, 4
234, 4442, Boronia stricta, Rutaceae, N,, 2, NDB, Nov,, 24, GWJ,,,,,,, 4
235, 3704," Bossiaea aquifolium (Water Bush, Nedik)", Fabaceae, N,, 2, NDB, Sep,, 24, NDB, 60, NDB, 120, NDB, 3, NDB, 4
236, 14397, Bossiaea aquifolium subsp. laidlawiana, Fabaceae, N,, 2, NDB, Sep,, 24, NDB,,,,, 1, NDB, 4
237, 3708, Bossiaea disticha, Fabaceae, N,, 2, NDB, Oct,, 24, NDB,,,,, 3, NDB, 4
238, 3710, Bossiaea eriocarpa (Common Brown Pea), Fabaceae, N,, 5, GWJ, Nov,, 12, GWJ,,,,,,, 4
239, 3711, Bossiaea laidlawiana, Fabaceae, N,, 2, NDB, Nov,, 24, NDB, 96, GWJ,,,,, 4
240, 3713, Bossiaea linophylla, Fabaceae, N,, 2, NDB, Nov,, 36, NDB, 72, NDB,,,,, 4
241, 3714, Bossiaea ornata (Broad Leaved Brown Pea), Fabaceae, N,, 2, NDB, Oct,, 32, NDB,,,,, 3, NDB, 4
242, 3717, Bossiaea pulchella, Fabaceae, N,, 5, BEL, Aug,, 24, BEL,,,,,,, 4
243, 3718, Bossiaea rufa, Fabaceae, N,, 5, GWJ, Nov,, 12, GWJ,,,,, 2, RTW, 4
244, 3723, Bossiaea webbii (Water Bush), Fabaceae, N,, 2, GWJ, Sep,, 33, GWJ,,,,, 1, RTW, 4
245, 4999," Brachychiton gregorii (Desert Kurrajong, Ngalta)", Malvaceae, N,,,, Dec,, 96, MUI,,,,,,, 4
246, 6341, Brachyloma preissii (Globe Heath), Ericaceae, N,, 5, GWJ, Jun,, 18, GWJ,,,,,,, 4
247, 7878, Brachyscome iberidifolia, Asteraceae, N,, 3, NDB, Sep,, 12, NDB,,,,,,, 4
248, 3726, Brachysema celsianum (Dark Pea-bush), Fabaceae, N,, 2, NDB, Sep,, 48, MUI,,,,,,, 4
249, 14787, Brachysema papilio, Fabaceae, N,, 2, UKN, Sep,, 24, NDB,,,,,,, 4
250, 3729, Brachysema praemorsum, Fabaceae, N,, 5, GWJ, Oct,, 24, GWJ,,,,,,, 4
251, 3730, Brachysema sericeum, Fabaceae, N,, 2, GWJ, Nov,, 24, NDB,,,,,,, 4
252, 12609, Bracteantha bracteata, Asteraceae, N,, 8, NDB, Oct,, 9, NDB,,,,,,, 1
253, 244, Briza maxima (Blowfly Grass), Poaceae, Y,, 8, GWJ, Oct,, 6, GWJ,,,,, 3, RTW, 1
254, 245, Briza minor (Shivery Grass), Poaceae, Y,, 8, GWJ,,, 6, GWJ,,,,,,, 1
255, 250, Bromus hordeaceus (Soft Brome), Poaceae, Y,, 8, GWJ, Sep,, 6, GWJ,,,,,,, 1
256, 1385, Burchardia multiflora (Dwarf Burchardia), Colchicaceae, N,, 11, NDB, Aug,, 12, GWJ,,,,, 1, RTW, 4
257, 1387, Burchardia umbellata (Milkmaids), Colchicaceae, N,, 4, NDB, Sep,, 18, NDB,,,,, 2, RTW, 4
258, 3735, Burtonia conferta, Fabaceae, N,, 2, GWJ, Dec,, 12, GWJ,,,,, 7, RTW, 4
259, 3739, Burtonia scabra (Painted Lady), Fabaceae, N,, 2, LMC, Feb,, 30, LMC,,,,,,, 4
260, 3178, Byblis gigantea (Rainbow Plant), Byblidaceae, N, 3, 2, GWJ, Nov,, 24, GWJ,,,,,,, 4
261, 8503, Caesia parviflora (Pale Grass Lily), Hemerocallidaceae, N,, 11, GWJ, Oct,, 6, GWJ,,,,,,, 4
262, 13852, Caladenia abbreviata, Orchidaceae, N, 3, 11, GWJ, Nov,, 12, GWJ,,,,,,, 4
263, 1576, Caladenia aphylla (Leafless Orchid), Orchidaceae, N,, 11, GWJ, Nov,, 12, GWJ,,,,, 3, RTW, 4
264, 1577, Caladenia barbarossa (Dragon Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
265, 1580, Caladenia cairnsiana (Zebra Orchid), Orchidaceae, N,, 11, GWJ, Sep,, 9, GWJ,,,,,,, 4
266, 1581, Caladenia corynephora, Orchidaceae, N,, 11, GWJ, Dec,, 9, GWJ,,,,,,, 4
267, 1584, Caladenia deformis (Blue Fairy Orchid), Orchidaceae, N,, 11, GWJ, Nov,, 9, GWJ,,,,,,, 4
268, 1585, Caladenia dilatata (Green Spider Orchid), Orchidaceae, N,, 11, GWJ,,, 9, GWJ,,,,,,, 4
269, 1590, Caladenia ferruginea (Rusty Spider Orchid), Orchidaceae, N,, 11, GWJ, Nov,, 9, GWJ,,,,,,, 4
270, 1592, Caladenia flava (Cowslip Orchid), Orchidaceae, N,, 11, LMC, Nov,, 24, LMC,,,,, 3, RTW, 4
271, 15348, Caladenia flava subsp. flava, Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
272, 15350, Caladenia flava subsp. sylvestris, Orchidaceae, N,, 11, GWJ, Nov,, 9, GWJ,,,,,,, 4
273, 1596, Caladenia huegelii (Grand Spider Orchid), Orchidaceae, N, T, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
274, 13858, Caladenia interjacens, Orchidaceae, N, 4, 11, GWJ, Oct,, 6, GWJ,,,,, 3, RTW, 4
275, 1599, Caladenia latifolia (Pink Fairy Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 12,,,,,, 3, RTW, 4
276, 15365, Caladenia longicauda subsp. longicauda, Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
277, 1603, Caladenia longiclavata (Clubbed Spider Orchid), Orchidaceae, N,, 11, LMC, Sep,, 12, LMC,,,,,,, 4
278, 17864, Caladenia luteola, Orchidaceae, N, T, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
279, 1604, Caladenia macrostylis (Leaping Spider Orchid), Orchidaceae, N,, 11, NDB, Oct,, 9, NDB,,,,,,, 4
280, 10883, Caladenia magniclavata (Big Clubbed Spider Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
281, 1608, Caladenia nana (Pink Fan Orchid), Orchidaceae, N,, 11, NDB, Aug,, 9, NDB,,,,,,, 4
282, 1609, Caladenia pectinata (King Spider Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
283, 1610, Caladenia plicata (Crab-lipped Spider Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,,,, 4
284, 1612, Caladenia radiata (Ray Spider Orchid), Orchidaceae, N,, 11, GWJ, Nov,, 9, GWJ,,,,,,, 4
285, 1613, Caladenia reptans (Little Pink Fairy Orchid), Orchidaceae, N,, 11, NDB, Sep,, 19, NDB,,,,,,, 4
286, 1616, Caladenia sericea (Silky Blue Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 9, GWJ,,,,, 3, RTW, 4
287, 13862, Caladenia speciosa, Orchidaceae, N, 4, 5, NDB, Sep,, 28, NDB,,,,,,, 4
288, 2846, Calandrinia calyptrata (Pink Purslane), Montiaceae, N,, 2, GWJ, Sep,, 6, GWJ,,,,,,, 1
289, 1213, Calectasia cyanea (Blue Tinsel Lily), Dasypogonaceae, N, T, 4, VDM, Sep,, 24, LMC,,,,,,, 4
290, 5395," Callistemon phoeniceus (Lesser Bottlebrush, Dubarda)", Myrtaceae, N,,,, Nov,, 48, MUI,,,,,,, 4
291, 1623, Calochilus robertsonii (Beard Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 12, GWJ,,,,,,, 4
292, 5397, Calothamnus affinis, Myrtaceae, N,, 1, LMC, May,, 48, LMC,,,,,,, 4
293, 5401, Calothamnus blepharospermus, Myrtaceae, N,, 5, BEL, Feb,, 48, MUI,,,,,,, 4
294, 5404, Calothamnus chrysantherus (Claw Flower), Myrtaceae, N,,,, Sep,, 48, MUI,,,,,,, 4
295, 5409, Calothamnus gracilis, Myrtaceae, N,, 5, LMC, Mar,, 48, LMC,,,,,,, 4
296, 5415, Calothamnus lateralis, Myrtaceae, N,,,, Nov,, 24, MUI,,,,,,, 4
297, 5417, Calothamnus longissimus, Myrtaceae, N,, 5, BEL, Sep,, 60, MUI,,,,,,, 4
298, 5420, Calothamnus oldfieldii, Myrtaceae, N,,,, Aug,, 48, MUI,,,,,,, 4
299, 5424, Calothamnus planifolius, Myrtaceae, N,, 5, BEL, Oct,, 60, MUI,,,,,,, 4
300, 5426," Calothamnus quadrifidus (One-sided Bottlebrush, Kwowdjard)", Myrtaceae, N,, 5, BEL, Sep,, 36, MUI,,,,, 3, NDB, 4
301, 5428, Calothamnus rupestris (Mouse Ears), Myrtaceae, N,, 1, NDB, Sep,, 57, NDB,,,,,,, 4
302, 5429," Calothamnus sanguineus (Silky-leaved Blood flower, Pindak)", Myrtaceae, N,, 5, VDM, May,, 36, MUI,,,,,,, 4
303, 5431, Calothamnus torulosus, Myrtaceae, N,, 5, VDM, Sep,, 36, VDM,,,,,,, 4
304, 5434, Calothamnus villosus, Myrtaceae, N,, 5, BEL, Nov,, 24, MUI,,,,,,, 4
305, 5437, Calytrix acutifolia, Myrtaceae, N,, 5, GWJ, Nov,, 24, GWJ,,,,,,, 4
306, 5444, Calytrix breviseta, Myrtaceae, N,,,, Sep,, 60, MUI,,,,,,, 4
307, 5450, Calytrix depressa, Myrtaceae, N,, 5, BEL, Oct,,,,,,,,,, 4
308, 9130, Calytrix empetroides, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
309, 5458, Calytrix flavescens (Summer Starflower), Myrtaceae, N,, 2, LMC, Feb,, 30, LMC,,,,,,, 4
310, 5460, Calytrix fraseri (Pink Summer Calytrix), Myrtaceae, N,, 5, BEL, Dec,, 36, MUI,,,,,,, 4
311, 5465, Calytrix leschenaultii, Myrtaceae, N,, 2, LMC, Sep,, 36, LMC,,,,,,, 4
312, 5468, Calytrix oldfieldii, Myrtaceae, N,, 5, BEL, Jun,,,,,,,,,, 4
313, 5480, Calytrix superba (Superb Starflower), Myrtaceae, N, 4, 5, BEL, Dec,,,,,,,,,, 4
314, 7909, Carduus pycnocephalus (Slender Thistle), Asteraceae, Y,, 3, GWJ, Nov,, 12, GWJ,,,,,,, 1
315, 2954, Cassytha micrantha, Lauraceae, N,, 2, NDB, Dec,, 24, NDB,,,,,,, 4
316, 2956, Cassytha pomiformis (Dodder Laurel), Lauraceae, N,,,, Dec,,,,,,,,,, 4
317, 8558, Cassytha pubescens (Downy Dodder-laurel), Lauraceae, N,, 2, VDM, Jan,,,,,,,,,, 4
318, 2957, Cassytha racemosa (Dodder Laurel), Lauraceae, N,, 2, GWJ, Jan,, 24, GWJ,,,,,,, 4
319, 1742," Casuarina obesa (Swamp Sheoak, Kuli)", Casuarinaceae, N,,,,,, 60, MUI,,,,, 10, NDB, 4
320, 760, Caustis dioica, Cyperaceae, N,, 4, BEL, Oct,,,,,,,,,, 4
321, 6539, Centaurium erythraea (Common Centaury), Gentianaceae, Y,, 8, GWJ,,, 24, GWJ,,,,,,, 2
322, 6214, Centella asiatica, Apiaceae, N,, 4, GWJ,,,,,,,,,,, 4
323, 3148, Cephalotus follicularis (Albany Pitcher Plant), Cephalotaceae, N,, 4, GWJ, Jan,, 15, GWJ,,,,,,, 4
324, 17687, Chaetanthus tenellus, Restionaceae, N,, 4, GWJ, Nov,, 24, GWJ,,,,,,, 4
325, 1280, Chamaescilla corymbosa (Blue Squill), Xanthorrhoeaceae, N,, 11, NDB, Aug,, 7, NDB,,,,,,, 4
326, 5489, Chamelaucium axillare (Esperance Waxflower), Myrtaceae, N,,,, Nov,, 36, MUI,,,,,,, 4
327, 5491, Chamelaucium ciliatum, Myrtaceae, N,,,, Jan,, 60, MUI,,,,,,, 4
328, 5495, Chamelaucium megalopetalum (Large Waxflower), Myrtaceae, N,,,, Jul,, 48, MUI,,,,,,, 4
329, 5498, Chamelaucium uncinatum (Geraldton Wax), Myrtaceae, N,,,, Sep,, 24, MUI,,,,,,, 4
330, 31, Cheilanthes austrotenuifolia, Pteridaceae, N,, 10, GWJ,,,,,,,,, 3, RTW, 4
331, 2335, Choretrum lateriflorum (Dwarf Sour Bush), Santalaceae, N,, 5, GWJ,,,,,,,,,,, 4
332, 4448, Chorilaena quercifolia (Chorilaena), Rutaceae, N,, 2, NDB, Dec,, 28, NDB,,,,,,, 4
333, 3751, Chorizema aciculare (Needle-leaved Chorizema), Fabaceae, N,, 5, GWJ, Sep,, 12, GWJ,,,,, 2, RTW, 4
334, 3753, Chorizema dicksonii (Yellow-eyed Flame Pea), Fabaceae, N,, 4, NDB, Sep,, 12, NDB,,,,,,, 4
335, 3754, Chorizema diversifolium, Fabaceae, N,, 2, GWJ, Aug,, 30, GWJ,,,,,,, 4
336, 3758, Chorizema ilicifolium (Holly Flame Pea), Fabaceae, N,, 2, NDB, Jul,, 18, NDB,,,,,,, 4
337, 13107, Chorizema retrorsum, Fabaceae, N,, 2, GWJ, Sep,, 18, GWJ,,,,,,, 4
338, 3761, Chorizema rhombeum, Fabaceae, N,, 2, GWJ, Oct,, 21, GWJ,,,,,,, 4
339, 14586, Chorizema spathulatum, Fabaceae, N,, 2, NDB, Nov,, 12, NDB,,,,,,, 4
340, 7937," Cirsium vulgare (Spear Thistle, Scotch Thistle)", Asteraceae, Y,, 3, GWJ, Jan,, 12, NDB,,,,,,, 4
341, 2929, Clematis pubescens (Common Clematis), Ranunculaceae, N,, 5, NDB, Oct,, 32, NDB,,,,,,, 4
342, 4550, Comesperma calymega (Blue-spike Milkwort), Polygalaceae, N,, 4, NDB, Dec,, 24, NDB,,,,, 9, NDB, 4
343, 4552, Comesperma confertum, Polygalaceae, N,, 2, NDB, Oct,, 22, NDB,,,,, 3,, 4
344, 4554, Comesperma flavum, Polygalaceae, N,, 4, NDB, Sep,, 23, NDB,,,,,,, 4
345, 4566, Comesperma volubile (Love Creeper), Polygalaceae, N,, 9, NDB, Nov,, 20, NDB,,,,,,, 4
346, 1857, Conospermum acerosum (Needle-leaved Smokebush), Proteaceae, N,, 5, BEL, Sep,, 24, BEL,,,,,,, 4
347, 1862, Conospermum caeruleum (Blue Brother), Proteaceae, N,, 5, GWJ, Oct,, 32, NDB,,,,,,, 4
348, 15610, Conospermum caeruleum subsp. caeruleum, Proteaceae, N,, 2, LMC, Oct,, 24, LMC,,,,,,, 4
349, 15517, Conospermum canaliculatum subsp. apiculatum, Proteaceae, N,, 5, BEL, Aug,, 24, NDB,,,,,,, 4
350, 1863, Conospermum capitatum, Proteaceae, N,, 5, NDB, Nov,, 35, NDB,,,,,,, 4
351, 1864, Conospermum crassinervium (Summer Smokebush), Proteaceae, N,, 5, BEL, Jul,, 24, NDB,,,,,,, 4
352, 1869, Conospermum dorrienii (Stirling Range Smokebush), Proteaceae, N,, 2, LMC, Aug,, 36, LMC,,,,,,, 4
353, 1872, Conospermum flexuosum (Tangled Smokebush), Proteaceae, N,, 5, NDB, Oct,, 25, NDB,,,,,,, 4
354, 1876, Conospermum incurvum (Plume Smokebush), Proteaceae, N,, 5, BEL, Sep,, 48, VDM,,,,,,, 4
355, 1878, Conospermum nervosum, Proteaceae, N,, 2, VDM, Jul,, 48, NDB,,,,,,, 4
356, 1882, Conospermum stoechadis (Common Smokebush), Proteaceae, N,, 5, VDM, Sep,, 24, VDM,,,,, 8, NDB, 4
357, 1885, Conospermum triplinervium (Tree Smokebush), Proteaceae, N,, 5, BEL, Nov,, 24, VDM,,,,,,, 4
358, 6348, Conostephium pendulum (Pearl Flower), Ericaceae, N,, 5, VDM, May,, 60, VDM,,,,,,, 4
359, 1418, Conostylis aculeata (Prickly Conostylis), Haemodoraceae, N,, 5, NDB, Sep,, 32, NDB,,,,, 3, RTW, 4
360, 1420, Conostylis androstemma (Trumpets), Haemodoraceae, N,, 5, VDM, Jul,, 24, VDM,,,,,,, 4
361, 1423, Conostylis aurea (Golden Conostylis), Haemodoraceae, N,, 5, VDM, Aug,, 24, NDB,,,,,,, 4
362, 1432, Conostylis dielsii, Haemodoraceae, N,, 5, BEL, Aug,,,,,,,,,, 4
363, 1434, Conostylis festucacea, Haemodoraceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
364, 1442, Conostylis neocymosa, Haemodoraceae, N,, 5, BEL, Aug,,,,,,,,,, 4
365, 1453, Conostylis serrulata, Haemodoraceae, N,, 5, BEL, Sep,,,,,,,,,, 4
366, 1454, Conostylis setigera (Bristly Cottonhead), Haemodoraceae, N,, 2, LMC, Jul,, 24, LMC,,,,, 1, RTW, 4
367, 1455, Conostylis setosa (White Cottonhead), Haemodoraceae, N,, 4, NDB, Oct,, 18, NDB,,,,,,, 4
368, 1457, Conostylis teretifolia, Haemodoraceae, N,, 5, VDM, Aug,,,,,,,,,, 4
369, 5500, Conothamnus aureus, Myrtaceae, N,, 5, LMC, Oct,, 36, LMC,,,,,,, 4
370, 5502, Conothamnus trinervis, Myrtaceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
371, 7939, Conyza bonariensis (Flaxleaf Fleabane), Asteraceae, Y,, 3, GWJ,,, 12, GWJ,,,,,,, 1
372, 1624, Corybas despectans, Orchidaceae, N,, 11, GWJ, Aug,, 12, NDB,,,,,,, 4
373, 11067, Corybas diemenicus, Orchidaceae, N,, 11, GWJ, Aug,, 12, GWJ,,,,,,, 4
374, 17104, Corymbia calophylla (Marri), Myrtaceae, N,, 6, GWJ, Jan,, 48, GWJ,,,,, 1, RTW, 4
375, 6352, Cosmelia rubra (Spindle Heath), Ericaceae, N,, 4, NDB, Nov,, 15, GWJ,,,,, 8, RTW, 4
376, 7948, Craspedia pleiocephala (Soft Billybuttons), Asteraceae, N,, 8, NDB, Sep,, 12, NDB,,,,,,, 4
377, 11578, Crowea angustifolia var. dentata (Bush Crowea), Rutaceae, N,, 2, NDB, Aug,, 18, NDB, 36, NDB, 72, NDB, 5, NDB, 4
378, 1627, Cryptostylis ovata (Slipper Orchid), Orchidaceae, N,, 11, NDB, Sep,, 10, NDB,,,,, 3, RTW, 4
379, 15405, Cyanicula deformis, Orchidaceae, N,, 11, NDB, Jul,, 18, NDB,,,,,,, 4
380, 15404, Cyanicula sericea, Orchidaceae, N,, 11, NDB, Sep,, 8, NDB,,,,,,, 4
381, 768, Cyathochaeta avenacea, Cyperaceae, N,, 5, NDB, Sep,, 6, NDB,,,,, 1, RTW, 4
382, 10916, Cyrtostylis huegelii, Orchidaceae, N,, 11, GWJ, Sep,, 12, GWJ,,,,, 3, RTW, 4
383, 10964, Cyrtostylis robusta, Orchidaceae, N,, 11, NDB, Jul,, 12, NDB,,,,,,, 4
384, 10942, Cyrtostylis tenuissima, Orchidaceae, N,, 11, GWJ, Sep,, 12, GWJ,,,,,,, 4
385, 7420, Dampiera alata (Winged-stem Dampiera), Goodeniaceae, N,, 4, NDB, Oct,, 12, NDB,,,,,,, 4
386, 7444, Dampiera hederacea (Karri Dampiera), Goodeniaceae, N,, 2, NDB, Nov,, 15, NDB,,,,,,, 4
387, 7449, Dampiera juncea (Rush-like Dampiera), Goodeniaceae, N,, 2, LMC, Aug,, 12, LMC,,,,,,, 4
388, 7453, Dampiera lindleyi, Goodeniaceae, N,, 5, VDM,,,,,,,,,,, 4
389, 7454, Dampiera linearis (Common Dampiera), Goodeniaceae, N,, 4, NDB, Sep,, 24, NDB,,,,, 1, RTW, 4
390, 7475, Dampiera spicigera (Spiked Dampiera), Goodeniaceae, N,, 5, VDM, Nov,,,,,,,,,, 4
391, 292, Danthonia caespitosa (Common Wallaby Grass), Poaceae, N,, 5, NDB,,, 24, NDB,,,,,,, 4
392, 294, Danthonia pilosa (Smoothflower Wallaby Grass), Poaceae, N,, 4, GWJ,,, 6, GWJ,,,,,,, 4
393, 5504, Darwinia acerosa (Fine-leaved Darwinia), Myrtaceae, N, T, 2, ARA, Oct,, 30, NDB,,,,,,, 4
394, 5508, Darwinia citriodora (Lemon-scented Darwinia), Myrtaceae, N,, 2, NDB, Sep,, 35, NDB,,,,,,, 4
395, 5529, Darwinia speciosa, Myrtaceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
396, 5533, Darwinia vestita (Pom-pom Darwinia), Myrtaceae, N,, 2, LMC, Apr,, 36, LMC,,,,,,, 4
397, 1218, Dasypogon bromeliifolius (Pineapple Bush), Dasypogonaceae, N,, 7, NDB, Dec,, 6, NDB,,,,, 5, RTW, 4
398, 1219, Dasypogon hookeri (Pineapple Bush), Dasypogonaceae, N,, 7, NDB, Jan,, 3, NDB,,,,, 2, NDB, 4
399, 3791, Daviesia alternifolia, Fabaceae, N,, 2, LMC, Oct,, 12, LMC,,,,,,, 4
400, 3796, Daviesia benthamii, Fabaceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
401, 3799, Daviesia cordata (Bookleaf), Fabaceae, N,, 4, NDB, Dec,, 24, NDB,,,,, 3, NDB, 4
402, 3803, Daviesia daphnoides, Fabaceae, N,, 5, VDM, May,,,,,,,,,, 4
403, 3805, Daviesia decurrens (Prickly Bitter-pea), Fabaceae, N,, 5, GWJ, Aug,, 18, GWJ,,,,,,, 4
404, 3807, Daviesia divaricata (Marno), Fabaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
405, 3809, Daviesia epiphyllum, Fabaceae, N,, 5, VDM, Jun,, 24, NDB,,,,,,, 4
406, 3812, Daviesia gracilis, Fabaceae, N,, 5, VDM, Sep,, 24, NDB,,,,,,, 4
407, 3815, Daviesia horrida (Prickly Bitter-pea), Fabaceae, N,, 4, NDB, Aug,, 24, NDB,,,,,,, 4
408, 3816, Daviesia incrassata, Fabaceae, N,, 5, NDB, Oct,, 17, NDB,,,,, 3, NDB, 4
409, 3817, Daviesia inflata, Fabaceae, N,, 5, LMC, Jul,, 48, LMC,,,,,,, 4
410, 3819, Daviesia longifolia, Fabaceae, N,, 5, NDB, Nov,, 20, NDB,,,,, 3, NDB, 4
411, 3821, Daviesia microphylla, Fabaceae, N,, 5, NDB,,, 24, NDB,,,,, 3, NDB, 4
412, 3824, Daviesia nudiflora, Fabaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
413, 3827, Daviesia oppositifolia (Rattle-pea), Fabaceae, N,, 2, LMC, Sep,, 24, LMC,,,,,,, 4
414, 8562, Daviesia pectinata (Prickly Bitterpea), Fabaceae, N,, 5, BEL, Jul,, 24, VDM,,,,,,, 4
415, 3831, Daviesia pedunculata, Fabaceae, N,, 5, VDM, Nov,, 24, VDM,,,,,,, 4
416, 3832, Daviesia physodes, Fabaceae, N,, 5, BEL,,,,,,,,,,, 4
417, 3834, Daviesia polyphylla, Fabaceae, N,, 4, NDB, Nov,, 18, NDB,,,,, 3, NDB, 4
418, 3835, Daviesia preissii, Fabaceae, N,, 5, NDB, Nov,, 30, NDB,,,,, 3, NDB, 4
419, 3837, Daviesia quadrilatera, Fabaceae, N,, 2, VDM, Aug,, 24, VDM,,,,,,, 4
420, 3842, Daviesia striata, Fabaceae, N,, 5, VDM, Apr,,,,,,,,,, 4
421, 299, Deyeuxia quadriseta (Reed Bentgrass), Poaceae, N,, 4, GWJ,,, 12, GWJ,,,,,,,
422, 1259, Dianella revoluta (Blueberry Lily), Hemerocallidaceae, N,, 4, NDB,,, 36, MUI,,,,,,, 4
423, 11265, Dianella revoluta var. brevicaulis, Hemerocallidaceae, N,, 4, NDB, Dec,, 12, NDB,,,,,,, 4
424, 7487, Diaspasis filifolia (Thread-leaved Diaspasis), Goodeniaceae, N,, 4, NDB, Oct,, 6, GWJ,,,,,,, 4
425, 306, Dichelachne crinita (Longhair Plumegrass), Poaceae, N,, 4, NDB,,, 30, NDB,,,,,,, 4
426, 1287, Dichopogon capillipes, Asparagaceae, N,, 4, BEL,,,,,,,,,,, 4
427, 1288, Dichopogon fimbriatus (Chocolate Lily), Asparagaceae, N,, 2, NDB, Dec,, 11, NDB,,,,,,, 4
428, 1509," Dioscorea hastifolia (Warrine, Wararn)", Dioscoreaceae, N,, 5, BEL,,,,,,,,,,, 4
429, 1632, Diuris emarginata (Tall Donkey Orchid), Orchidaceae, N,, 11, GWJ, Dec,, 12, GWJ,,,,, 3, RTW, 4
430, 1633, Diuris laevis (Nannygoat Orchid), Orchidaceae, N,, 11, GWJ, Nov,, 6, GWJ,,,,,,, 4
431, 1635, Diuris longifolia (Common Donkey Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 6, GWJ,,,,, 3, RTW, 4
432, 1638, Diuris setacea (Bristly Donkey Orchid), Orchidaceae, N,, 11, NDB, Nov,, 10, NDB,,,,,,, 4
