narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2
0,1,0,,Dilleniaceae,Hibbertia sessiliflora,0.3,9.6,3.2,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia spathulata,1.5,14.5,7.3,simple,shrub,,
0,1,0,,Dilleniaceae,Hibbertia torulosa,0.6,6.2,1,simple,shrub,,
0,1,0,,Ericaceae,Acrothamnus macraei,3,8,4,simple,shrub,,
0,1,0,,Ericaceae,Acrotriche depressa,0.8,5,3,simple,shrub,,
0,1,0,,Ericaceae,Acrotriche leucocarpa,1.3,14,3.5,simple,shrub,,
0,1,0,,Ericaceae,Acrotriche prostrata,0.15,16,8,simple,shrub,,
0,1,0,,Ericaceae,Brachyloma daphnoides,1,11,4.5,simple,shrub,,
0,1,0,,Ericaceae,Brachyloma ericoides,0.6,13,1.5,simple,shrub,,
0,1,0,,Ericaceae,Epacris breviflora,1.5,10,5,simple,shrub,,
0,1,0,,Ericaceae,Epacris celata,0.6,4,2.5,simple,shrub,,
0,1,0,,Ericaceae,Epacris microphylla,2,6,3.5,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon attenuatus,0.4,7,2,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon clelandii,0.3,6,1.8,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon cordifolius,1.5,7,8,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon costatus,0.5,5,3.5,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon fletcheri,1.5,17,3,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon fraseri,0.3,8,2.5,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon gelidus,2,25,6.5,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon glacialis,0.6,12,1.3,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon juniperinus,1,12,2.5,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon microphyllus,1,6,1,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon neurophyllus,2,45,8,simple,shrub,,
1,1,0,,Ericaceae,Leucopogon riparius,2,18,3.2,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon rufus,0.6,12,5,simple,shrub,,
1,1,0,,Ericaceae,Leucopogon thymifolius,0.5,11,2,simple,shrub,,
0,1,0,,Ericaceae,Leucopogon woodsii,0.4,5,1.7,simple,shrub,,
0,1,0,,Ericaceae,Melichrus urceolatus,0.6,25,4.2,simple,shrub,,
1,1,0,,Ericaceae,Monotoca billawinica,4.5,17,4.2,simple,shrub,,
0,1,0,,Ericaceae,Monotoca oreophila,2.5,11,2.8,simple,shrub,,
0,1,0,,Ericaceae,Monotoca rotundifolia,0.3,6,5.5,simple,shrub,,
0,1,0,,Euphorbiaceae,Adriana quadripartita,3,125,60,simple,shrub,,
0,1,0,,Euphorbiaceae,Adriana tomentosa,2,170,130,simple,shrub,,
0,1,0,,Euphorbiaceae,Bertya cunninghamii,2,20,1,simple,shrub,,
0,1,0,,Euphorbiaceae,Bertya findlayi,4,70,8,simple,shrub,,
0,1,0,,Euphorbiaceae,Bertya mitchellii,2.5,30,3,simple,shrub,,
0,1,0,,Fabaceae,Acacia acanthoclada,2,8,3,simple,shrub,,
0,1,0,,Fabaceae,Acacia acinacea,2.5,15,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia aculeatissima,0.5,12,1,simple,shrub,,
0,1,0,,Fabaceae,Acacia alpina,2,35,25,simple,shrub,,
0,1,0,,Fabaceae,Acacia amoena,4,80,17,simple,shrub,,
0,1,0,,Fabaceae,Acacia ancistrophylla,2.5,48,3.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia argyrophylla,3,50,15,simple,shrub,,
0,1,0,,Fabaceae,Acacia aspera,2,30,4,simple,shrub,,
0,1,0,,Fabaceae,Acacia ausfeldii,4,60,6,simple,shrub,,
0,1,0,,Fabaceae,Acacia boormannii,4,60,2,simple,shrub,,
0,1,0,,Fabaceae,Acacia brachybotrya,3,30,13,simple,shrub,,
0,1,0,,Fabaceae,Acacia brownii,1,25,1,simple,shrub,,
0,1,0,,Fabaceae,Acacia buxifolia,2,30,6,simple,shrub,,
0,1,0,,Fabaceae,Acacia calamifolia,4,100,5,simple,shrub,,
0,1,0,,Fabaceae,Acacia cognata,10,100,3.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia colletioides,3,30,1.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia cupularis,2.5,70,4,simple,shrub,,
0,1,0,,Fabaceae,Acacia dawsonii,4,110,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia deanei,7,10,1,compound,shrub,,
0,1,0,,Fabaceae,Acacia decora,3,55,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia difformis,7,160,15,simple,shrub,,
0,1,0,,Fabaceae,Acacia doratoxylon,8,160,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia enterocarpa,1.5,45,1.3,simple,shrub,,
0,1,0,,Fabaceae,Acacia farinosa,2,70,6,simple,shrub,,
0,1,0,,Fabaceae,Acacia flexifolia,1.5,20,2.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia floribunda,8,190,10,simple,shrub,,
0,1,0,,Fabaceae,Acacia glandulicarpa,2,13,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia hakeoides,4,120,12,simple,shrub,,
0,1,0,,Fabaceae,Acacia halliana,2.5,70,15,simple,shrub,,
0,1,0,,Fabaceae,Acacia havilandiorum,3,80,1.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia howittii,9,25,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia kybeanensis,2.5,50,6,simple,shrub,,
0,1,0,,Fabaceae,Acacia lanigera,2,65,10,simple,shrub,,
0,1,0,,Fabaceae,Acacia leprosa,4,120,15,simple,shrub,,
0,1,0,,Fabaceae,Acacia ligulata,3,75,14,simple,shrub,,
0,1,0,,Fabaceae,Acacia lineata,2,17,2.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia lucasii,4,30,15,simple,shrub,,
0,1,0,,Fabaceae,Acacia microcarpa,2.5,55,10,simple,shrub,,
0,1,0,,Fabaceae,Acacia montana,4,40,7,simple,shrub,,
0,1,0,,Fabaceae,Acacia notabilis,3,130,25,simple,shrub,,
0,1,0,,Fabaceae,Acacia nyssophylla,3,35,1.7,simple,shrub,,
0,1,0,,Fabaceae,Acacia paradoxa,4,30,7,simple,shrub,,
0,1,0,,Fabaceae,Acacia penninervis,8,130,30,simple,shrub,,
0,1,0,,Fabaceae,Acacia phasmoides,4,110,2,simple,shrub,,
1,1,0,,Fabaceae,Acacia phlebophylla,6,140,60,simple,shrub,,
0,1,0,,Fabaceae,Acacia pravissima,8,12,14,simple,shrub,,
0,1,0,,Fabaceae,Acacia pycnantha,8,150,35,simple,shrub,,
0,1,0,,Fabaceae,Acacia rigens,6,140,1,simple,shrub,,
0,1,0,,Fabaceae,Acacia rubida,5,200,25,simple,shrub,,
0,1,0,,Fabaceae,Acacia rupicola,2.5,25,3,simple,shrub,,
0,1,0,,Fabaceae,Acacia sclerophylla,3,40,4.5,simple,shrub,,
0,1,0,,Fabaceae,Acacia spinescens,1,50,3,simple,shrub,,
0,1,0,,Fabaceae,Acacia subtilinervis,4,110,12,simple,shrub,,
0,1,0,,Fabaceae,Acacia trineura,5,70,11,simple,shrub,,
0,1,0,,Fabaceae,Acacia triptera,4,40,10,simple,shrub,,
0,1,0,,Fabaceae,Acacia victoriae,5,50,8,simple,shrub,,
0,1,0,,Fabaceae,Acacia wilhelmiana,2,30,4,simple,shrub,,
0,1,0,,Fabaceae,Acacia williamsonii,2,90,3,simple,shrub,,
0,1,0,,Fabaceae,Almaleea capitata,1,6,1.5,simple,shrub,,
0,1,0,,Fabaceae,Almaleea paludosa,1,8,2,simple,shrub,,
0,1,0,,Fabaceae,Aotus subspinescens,0.6,10,1,simple,shrub,,
0,1,0,,Fabaceae,Bossiaea bracteosa,2,5,1,simple,shrub,almost leafless,
0,1,0,,Fabaceae,Bossiaea buxifolia,0.5,5,3.5,simple,shrub,,
0,1,0,,Fabaceae,Bossiaea ensata,1,2,2,simple,shrub,almost leafless,
0,1,0,,Fabaceae,Bossiaea foliosa,1.5,3.5,3,simple,shrub,,
0,1,0,,Fabaceae,Bossiaea heterophylla,1,30,12,simple,shrub,almost leafless,
0,1,0,,Fabaceae,Bossiaea rosemarinifolia,2.5,28,3,simple,shrub,,
0,1,0,,Fabaceae,Bossiaea walkeri,2,15,7,simple,shrub,almost leafless,
0,1,0,,Fabaceae,Cullen australasicum,2.5,50,30,compound,shrub,,
0,1,0,,Fabaceae,Daviesia arenaria,1.5,10,8,simple,shrub,,
0,1,0,,Fabaceae,Daviesia benthamii,0.9,30,1.75,simple,shrub,,
0,1,0,,Fabaceae,Daviesia brevifolia,1,5,1,simple,shrub,,
0,1,0,,Fabaceae,Daviesia buxifolia,2,30,20,simple,shrub,,
0,1,0,,Fabaceae,Daviesia genistifolia,2,30,1.25,simple,shrub,,
1,1,0,,Fabaceae,Daviesia laevis,4,150,25,simple,shrub,,
0,1,0,,Fabaceae,Daviesia leptophylla,2,90,10,simple,shrub,,
0,1,0,,Fabaceae,Daviesia mimosoides,2,200,30,simple,shrub,,
0,1,0,,Fabaceae,Daviesia pectinata,1.5,60,10,simple,shrub,,
0,1,0,,Fabaceae,Daviesia wyattiana,2.5,220,10,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia hispida,0.6,13,0.6,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia juniperina,2,18,0.9,simple,shrub,,
1,1,0,,Fabaceae,Dillwynia oreodoxa,4,30,1,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia phylicoides,1.5,8,0.5,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia prostrata,0.1,5,0.5,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia ramosissima,1.5,10,0.5,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia sieberi,2,20,0.8,simple,shrub,,
0,1,0,,Fabaceae,Dillwynia uncinata,0.5,7,0.5,simple,shrub,,
0,1,0,,Fabaceae,Gompholobium glabratum,0.4,15,1,compound,shrub,,
0,1,0,,Fabaceae,Gompholobium inconspicuum,0.2,10,1,compound,shrub,,
0,1,0,,Fabaceae,Gompholobium latifolium,3,50,6,compound,shrub,,
0,1,0,,Fabaceae,Goodia medicaginea,1.5,32,20,compound,shrub,,
0,1,0,,Fabaceae,Hovea pannosa,3,88,11,simple,shrub,,
0,1,0,,Fabaceae,Hovea purpurea,3,70,10,simple,shrub,,
0,1,0,,Fabaceae,Indigofera adesmiifolia,1.5,5,3,compound,shrub,,
0,1,0,,Fabaceae,Lespedeza juncea,1.2,25,5,compound,shrub,,
0,1,0,,Fabaceae,Mirbelia pungens,0.5,15,1,simple,shrub,,
0,1,0,,Fabaceae,Mirbelia rubiifolia,0.5,25,4,simple,shrub,,
0,1,0,,Fabaceae,Phyllota pleurandroides,0.7,15,1.2,simple,shrub,,
0,1,0,,Fabaceae,Phyllota remota,0.5,10,1.2,simple,shrub,,
0,1,0,,Fabaceae,Podolobium alpestre,1.3,50,14,simple,shrub,,
0,1,0,,Fabaceae,Podolobium ilicifolium,3,100,30,simple,shrub,,
0,1,0,,Fabaceae,Podolobium procumbens,0.3,25,18,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea acerosa,0.6,10,5,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea altissima,3,15,2,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea benthamii,3.5,25,3,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea canaliculata,2,12,1.5,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea capitellata,0.1,12,5,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea costata,1,15,5,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea cunninghamii,2,20,20,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea daltonii,1.5,10,1,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea densifolia,0.5,3,2,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea foliolosa,2,3,2,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea forsythiana,3,26,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea graveolens,1.5,25,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea hispidula,1,8,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea lapidosa,1,16,2,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea largiflorerens,0.5,9,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea laxiflora,0.6,12,1,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea linophylla,0.4,14,4,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea luehmanii,0.1,17,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea maidenii,1,10,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea muelleri,1.5,15,2,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea pariseae,0.3,17,3,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea patellifolia,1.5,3.5,3.5,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea platyphylla,1.5,20,6,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea polifolia,1,20,6,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea procumbens,1,10,4,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea prolifera,1.5,10,1,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea retusa,1,11,10,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea scabra,3,16,13,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea subalpina,1.5,12,1,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea subspicata,0.1,8,1.5,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea tenella,0.1,5,1,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea vestita,1,12,1,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea vrolabndii,2,6,3,simple,shrub,,
0,1,0,,Fabaceae,Pultenaea weindorferi,2,15,1.5,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea williamsonii,0.3,25,8,simple,shrub,,
1,1,0,,Fabaceae,Pultenaea williasoniana,3,15,0.5,simple,shrub,,
0,1,0,,Fabaceae,Senna aciphylla,2,25,4,compound,shrub,,
0,1,0,,Fabaceae,Senna artemesioides,3,30,6,compound,shrub,,
1,1,0,,Fabaceae,Sphaerolobium acanthos,1,3,0.2,scale,shrub,almost leafless,
0,1,0,,Fabaceae,Swainsona galegifolia,1,20,10,compound,shrub,,
0,1,0,,Fabaceae,Swainsona greyana,2,40,10,compound,shrub,,
0,1,0,,Fabaceae,Swainsona pyrophylla,1,25,12,compound,shrub,,
0,1,0,,Fabaceae,Templetonia egena,3,1,0.7,simple,shrub,almost leafless,
0,1,0,,Fabaceae,Templetonia sulcata,3,1,0.7,simple,shrub,,
0,1,0,,Goodeniaceae,Goodenia varia,0.6,40,20,simple,shrub,,
0,1,0,,Goodeniaceae,Scaevola depauperata,1,60,15,simple,shrub,,
0,1,0,,Goodeniaceae,Scaevola spinescens,2,35,6,simple,shrub,,
0,1,0,,Haloragaceae,Haloragis exalata,1.5,100,25,simple,shrub,,
0,1,0,,Haloragaceae,Haloragodendron baeuerlenii,2,50,16,simple,shrub,,
0,1,0,,Lamiaceae,Plectranthis parvifolius,0.7,65,40,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera aspathaloides,1,6,1,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera decussata,2,7,3.5,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera denticulata,1,10,3,simple,shrub,,
1,1,0,,Lamiaceae,Prostanthera galbraithiae,2,15,2,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera hirtula,2,30,6,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera incana,2.5,18,13,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera incisa,2.5,30,12,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera melissifolia,5,50,25,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera monticola,2,50,13,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera nivea,4,50,2,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera phylicifolia,2,15,4,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera rhombea,2,6,5.5,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera saxicola,2,9,1,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera serpyllifolia,0.5,3,1.3,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera spinosa,2,8,4,simple,shrub,,
0,1,0,,Lamiaceae,Prostanthera walteri,2,26,15,simple,shrub,,
0,1,0,,Lamiaceae,Westringia crassifolia,2,15,2.5,simple,shrub,,
1,1,0,,Lamiaceae,Westringia cremnophila,0.5,20,2,simple,shrub,,
0,1,0,,Lamiaceae,Westringia eremicola,1.5,20,1.6,simple,shrub,,
0,1,0,,Lamiaceae,Westringia glabra,1,20,4,simple,shrub,,
0,1,0,,Lamiaceae,Westringia lucida,0.5,14,8,simple,shrub,,
0,1,0,,Lamiaceae,Westringia senifolia,1.3,10,2,simple,shrub,,
0,1,0,,Loganiaceae,Logania albidiflora,2,55,14,simple,shrub,,
0,1,0,,Loganiaceae,Logania linifolia,0.6,21,2,simple,shrub,,
0,1,0,,Loganiaceae,Logania ovata,2,27,20,simple,shrub,,
0,1,0,,Loganiaceae,Logania sp. 1,1,10,1.5,simple,shrub,,
0,1,0,,Malvaceae,Abutilon fraseri,1,70,40,simple,shrub,,
0,1,0,,Malvaceae,Abutilon otocarpum,0.7,80,60,simple,shrub,,
0,1,0,,Malvaceae,Commersonia tatei,0.2,55,22,simple,shrub,,
0,1,0,,Malvaceae,Lasiopetalum behrii,1.5,90,30,simple,shrub,,
0,1,0,,Malvaceae,Lasiopetalum ferrugineum,1,19,2,simple,shrub,,
1,1,0,,Malvaceae,Lasiopetalum schulzenii,2,70,50,simple,shrub,,
0,1,0,,Malvaceae,Rulingia dasyphylla,3,50,15,simple,shrub,,
0,1,0,,Malvaceae,Rulingia prostrata,0.3,35,25,simple,shrub,,
0,1,0,,Malvaceae,Sida fibulifera,0.35,40,20,simple,shrub,,
0,1,0,,Malvaceae,Sida spodochroma,0.2,20,20,simple,shrub,,
0,1,0,,Malvaceae,Thomasia petalocalyx,1,40,13,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea behrii,2.5,8,0.8,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea crassifolia,0.75,5,1,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea crenatifolia,3,7,5,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea ericaea,0.3,3,1,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea linifolia,3,15,1,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea utilis,3,10,6,simple,shrub,,
0,1,0,,Myrtaceae,Baeckea virgata,4,30,6.5,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon brachyandrus,2,30,1,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon citrinus,3,70,8,simple,shrub,,
1,1,0,,Myrtaceae,Callistemon forresterae,1.2,43,4,simple,shrub,,
1,1,0,,Myrtaceae,Callistemon kenmorrisonii,3,52,6,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon pityoides,3,20,1.5,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon rugulosus,4,50,7,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon sieberi,3,50,5,simple,shrub,,
0,1,0,,Myrtaceae,Callistemon subulatus,1,40,3,simple,shrub,,
0,1,0,,Myrtaceae,Calytrix alpestris,2.5,5,0.5,simple,shrub,,
0,1,0,,Myrtaceae,Darwinia camptostylis,0.3,12,0.75,simple,shrub,,
0,1,0,,Myrtaceae,Darwinia micropetala,0.5,3,0.5,simple,shrub,,
0,1,0,,Myrtaceae,Eucalyptus kybeanensis,5,90,12,simple,shrub,,size of adult leaves
0,1,0,,Myrtaceae,Kunzea ericoides,5,25,4.5,simple,shrub,,
0,1,0,,Myrtaceae,Kunzea muelleri,0.3,8,0.5,simple,shrub,,
0,1,0,,Myrtaceae,Kunzea parvifolia,1.5,4,1,simple,shrub,,
0,1,0,,Myrtaceae,Kunzea pomifera,0.1,8,5,simple,shrub,,
0,1,0,,Myrtaceae,Kunzea sp. 1,3,25,2,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum brevipes,4,25,4.5,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum continentale,2,13,3.5,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum coriaceum,4,15,5,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum emarginatum,1.5,35,7,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum glabrescens,6,13,3,simple,shrub,,
1,1,0,,Myrtaceae,Leptospermum jingera,2,10,3.5,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum micromyrtus,3,22,14,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum multicaule,1.5,10,2.5,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum myrsinoides,2.5,13,4,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum myrtifolium,2,10,4,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum obovatum,3,17,7,simple,shrub,,
0,1,0,,Myrtaceae,Leptospermum trinervium,6,22,6,simple,shrub,,
1,1,0,,Myrtaceae,Leptospermum turbinatum,3,25,8,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca acuminata,2,10,4,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca brevifolia,2.5,7,2,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca decussata,3,14,3,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca halmaturorum,7,7,2,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca parvistaminea,5,11,1,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca uncinata,3,50,1,simple,shrub,,
0,1,0,,Myrtaceae,Melaleuca wilsonii,2,15,2,simple,shrub,,
0,1,0,,Myrtaceae,Micromyrtus ciliata,1,4,1,simple,shrub,,
1,1,0,,Myrtaceae,Thryptomene calycina,3,14,4,simple,shrub,,
0,1,0,,Olacaceae,Olax stricta,1.5,15,3,simple,shrub,,
0,1,0,,Phyllanthaceae,Phyllanthus hirtellus,0.5,11,6.6,simple,shrub,,
0,1,0,,Phyllanthaceae,Phyllanthus saxosus,2,24,16.5,simple,shrub,,
0,1,0,,Pittosporaceae,Bursaria lasiophylla,3,30,10,simple,shrub,,
0,1,0,,Pittosporaceae,Pittosporum revolutum,3,120,60,simple,shrub,,
0,1,0,,Polygalaceae,Comesperma polygaloides,0.25,12,3,simple,shrub,,
0,1,0,,Polygalaceae,Comesperma scoparium,0.8,2,1,scale,shrub,,
0,1,0,,Polygonaceae,Muehlenbeckia diclina,1,60,2,simple,shrub,,
0,1,0,,Polygonaceae,Muehlenbeckia florulenta,2,60,10,simple,shrub,,
0,1,0,,Polygonaceae,Muehlenbeckia horrida,1,50,2,simple,shrub,,
0,1,0,,Proteaceae,Adenanthos terminalis,1.5,15,1,compound,shrub,compound/deeply lobed,
0,1,0,,Proteaceae,Conospermum mitchellii,2,120,4,simple,shrub,,
0,1,0,,Proteaceae,Conospermum patens,1,30,1.5,simple,shrub,,
0,1,0,,Proteaceae,Conospermum taxifolium,1,30,3,simple,shrub,,
0,1,0,,Proteaceae,Grevillea alpina,2,30,10,simple,shrub,,
1,1,0,,Proteaceae,Grevillea alpivaga,1,25,1.4,simple,shrub,,
0,1,0,,Proteaceae,Grevillea aquifolium,2,105,45,simple,shrub,,
1,1,0,,Proteaceae,Grevillea bedggoodiana,0.5,70,35,simple,shrub,,
1,1,0,,Proteaceae,Grevillea celata,1.8,44,18,simple,shrub,,
0,1,0,,Proteaceae,Grevillea chrysophaea,2.5,60,15,simple,shrub,,
1,1,0,,Proteaceae,Grevillea confertifolia,1,45,2,simple,shrub,,
0,1,0,,Proteaceae,Grevillea dimorpha,2,150,40,simple,shrub,,
1,1,0,,Proteaceae,Grevillea dryophylla,1.2,30,20,simple,shrub,,
0,1,0,,Proteaceae,Grevillea floribunda,2,80,15,simple,shrub,,
1,1,0,,Proteaceae,Grevillea floripendula,1,20,15,simple,shrub,deeply lobed,
0,1,0,,Proteaceae,Grevillea huegelii,3,40,2.2,compound,shrub,deeply lobed,
0,1,0,,Proteaceae,Grevillea ilicifolia,2,50,8,simple,shrub,,
1,1,0,,Proteaceae,Grevillea infecunda,1.2,15,10,simple,shrub,,
0,1,0,,Proteaceae,Grevillea jephcottii,3,35,6,simple,shrub,,
0,1,0,,Proteaceae,Grevillea lanigera,0.5,40,5,simple,shrub,,
0,1,0,,Proteaceae,Grevillea lavandulacea,1.5,40,10,simple,shrub,,
0,1,0,,Proteaceae,Grevillea micrantha,0.6,40,1,simple,shrub,,
1,1,0,,Proteaceae,Grevillea microstegia,1,25,7,simple,shrub,deeply lobed,
1,1,0,,Proteaceae,Grevillea montis-cole,1.5,70,55,simple,shrub,,
0,1,0,,Proteaceae,Grevillea neurophylla,2.6,55,2,simple,shrub,,
1,1,0,,Proteaceae,Grevillea obtecta,0.25,30,10,simple,shrub,deeply lobed,
1,1,0,,Proteaceae,Grevillea pachylostyla,1.5,12,3,simple,shrub,deeply lobed,
0,1,0,,Proteaceae,Grevillea patulifolia,1.6,35,1.5,simple,shrub,,
0,1,0,,Proteaceae,Grevillea polybractea,1.8,75,6,simple,shrub,,
0,1,0,,Proteaceae,Grevillea pterosperma,4,180,1.8,simple,shrub,sometimes deeply lobed,
1,1,0,,Proteaceae,Grevillea ramosissima,1.5,28,10,simple,shrub,deeply lobed,
0,1,0,,Proteaceae,Grevillea repens,0.2,115,40,simple,shrub,,
0,1,0,,Proteaceae,Grevillea rosemarinifolia,2,38,3,simple,shrub,,
1,1,0,,Proteaceae,Grevillea sp. 1,1,30,3,simple,shrub,,
1,1,0,,Proteaceae,Grevillea stieglitziana,2,22,13,simple,shrub,,
0,1,0,,Proteaceae,Grevillea victoriae,2,140,45,simple,shrub,,
1,1,0,,Proteaceae,Grevillea williamsonii,1.5,20,8,simple,shrub,deeply lobed,
1,1,0,,Proteaceae,Grevillea willisii,4.5,25,17,simple,shrub,deeply lobed,
0,1,0,,Proteaceae,Hakea dactyloides,4.5,130,30,simple,shrub,,
0,1,0,,Proteaceae,Hakea eriantha,5,185,20,simple,shrub,,
0,1,0,,Proteaceae,Hakea leucoptera,8,100,2,simple,shrub,,
0,1,0,,Proteaceae,Hakea mitchellii,4,120,1.6,simple,shrub,,
0,1,0,,Proteaceae,Hakea repullulans,4,140,12,simple,shrub,,
0,1,0,,Proteaceae,Hakea rostrata,4,150,1.7,simple,shrub,,
0,1,0,,Proteaceae,Hakea rugosa,2,60,1.3,simple,shrub,,
0,1,0,,Proteaceae,Hakea tephrosperma,5,80,1.5,simple,shrub,,
0,1,0,,Proteaceae,Isopogon prostratus,1,20,3,compound,shrub,compound/deeply lobed,
0,1,0,,Proteaceae,Lomatia ilicifolia,1.5,200,5,simple,shrub,,
0,1,0,,Proteaceae,Lomatia myricoides,5,200,20,simple,shrub,,
0,1,0,,Proteaceae,Orites lancifolia,2,40,10,simple,shrub,,
0,1,0,,Proteaceae,Persoonia asperula,2,8,3,simple,shrub,,
0,1,0,,Proteaceae,Persoonia brevifolia,1.8,24,12,simple,shrub,,
0,1,0,,Proteaceae,Persoonia chamaepuce,0.3,25,2,simple,shrub,,
0,1,0,,Proteaceae,Persoonia confertiflora,1.5,120,30,simple,shrub,,
