region ,Family,Species,Dormancy,threatened
WA,Ericaceae,Astroloma compactum,mpd,no
WA,Ericaceae,Astroloma drummondii,mpd,no
WA,Ericaceae,Astroloma epacridis,mpd,no
WA,Ericaceae,Astroloma foliosum,mpd,no
WA,Ericaceae,Astroloma glaucescens,mpd,no
WA,Ericaceae,Astroloma macrocalyx,mpd,no
WA,Ericaceae,Astroloma microcalyx,mpd,no
WA,Ericaceae,Astroloma microdonta,mpd,no
WA,Ericaceae,Astroloma microphyllum,mpd,no
WA,Ericaceae,Astroloma oblongifolium,mpd,no
WA,Ericaceae,Astroloma pallidum,mpd,no
WA,Ericaceae,Astroloma prostratum,mpd,no
WA,Ericaceae,Astroloma serratifolium,mpd,no
WA,Ericaceae,Astroloma stomarrhena,mpd,no
WA,Ericaceae,Astroloma tectum,mpd,no
WA,Ericaceae,Astroloma xerophyllum,mpd,no
SA,Ericaceae,Astroloma conostephioides,mpd,no
NSW,Ericaceae,Astroloma humifusum,mpd,no
NSW,Ericaceae,Astroloma pinifolium,mpd,no
NSW,Araliaceae,Astrotricha floccosa,mpd,no
NSW,Araliaceae,Astrotricha latifolia,mpd,no
NSW,Araliaceae,Astrotricha longifolia,mpd,no
NSW,Araliaceae,Astrotricha obovata,mpd,no
NSW,Araliaceae,Astrotricha crassifolia,mpd,yes
WA,Myrtaceae,Astus subroseus,nd,no
WA,Myrtaceae,Astus tetragonus,nd,no
TAS,Atherospermataceae,Atherosperma moschatum,nd,no
WA,Amaranthaceae,Atriplex acutibractea,pd,no
WA,Amaranthaceae,Atriplex amnicola,pd,no
WA,Amaranthaceae,Atriplex bunburyana,pd,no
WA,Amaranthaceae,Atriplex exilifolia,pd,no
WA,Amaranthaceae,Atriplex flabelliformis,pd,no
WA,Amaranthaceae,Atriplex holocarpa,pd,no
WA,Amaranthaceae,Atriplex hymenotheca,pd,no
WA,Amaranthaceae,Atriplex hypoleuca,pd,no
WA,Amaranthaceae,Atriplex isatidea,pd,no
WA,Amaranthaceae,Atriplex limbata,pd,no
WA,Amaranthaceae,Atriplex nana,pd,no
WA,Amaranthaceae,Atriplex nummularia,pd,no
WA,Amaranthaceae,Atriplex pumilio,pd,no
WA,Amaranthaceae,Atriplex semilunaris,pd,no
WA,Amaranthaceae,Atriplex stipitata,pd,no
WA,Amaranthaceae,Atriplex vesicaria,pd,no
SA,Amaranthaceae,Atriplex cinerea,pd,no
SA,Amaranthaceae,Atriplex paludosa,pd,no
SA,Amaranthaceae,Atriplex suberecta,pd,no
NSW,Myrtaceae,Austromyrtus tenuifolia,nd,no
WA,Myrtaceae,Babingtonia camphorosmae,py,no
SA,Myrtaceae,Babingtonia behrii,py,no
WA,Myrtaceae,Baeckea crispiflora,pd,no
WA,Myrtaceae,Baeckea elderiana,pd,no
WA,Myrtaceae,Baeckea exserta,pd,no
WA,Myrtaceae,Baeckea grandibracteata,pd,no
WA,Myrtaceae,Baeckea grandiflora,pd,no
WA,Myrtaceae,Baeckea grandis,pd,no
WA,Myrtaceae,Baeckea leptophylla,pd,no
WA,Myrtaceae,Baeckea muricata,pd,no
WA,Myrtaceae,Baeckea pachyphylla,pd,no
WA,Myrtaceae,Baeckea pentagonantha,pd,no
WA,Myrtaceae,Baeckea platycephala,pd,no
WA,Myrtaceae,Baeckea preissiana,pd,no
WA,Myrtaceae,Baeckea pulchella,pd,no
WA,Myrtaceae,Baeckea pygmaea,pd,no
WA,Myrtaceae,Baeckea robusta,pd,no
WA,Myrtaceae,Baeckea thymoides,pd,no
WA,Myrtaceae,Baeckea uncinella,pd,no
SA,Myrtaceae,Baeckea crassifolia,pd,no
TAS,Myrtaceae,Baeckea gunniana,pd,no
NSW,Myrtaceae,Baeckea imbricata,pd,no
NSW,Myrtaceae,Baeckea linifolia,pd,no
NSW,Myrtaceae,Baeckea ramosissima,pd,no
NSW,Myrtaceae,Baeckea brevifolia,pd,no
NSW,Myrtaceae,Baeckea diosmifolia,pd,no
WA,Myrtaceae,Balaustion pulcherrimum,pd,no
WA,Proteaceae,Banksia acanthopoda,nd,no
WA,Proteaceae,Banksia aculeata,nd,no
WA,Proteaceae,Banksia acuminata,nd,no
WA,Proteaceae,Banksia alliacea,nd,no
WA,Proteaceae,Banksia anatona,nd,yes
WA,Proteaceae,Banksia arctotidis,nd,no
WA,Proteaceae,Banksia armata,nd,no
WA,Proteaceae,Banksia ashbyi,nd,no
WA,Proteaceae,Banksia attenuata,nd,no
WA,Proteaceae,Banksia aurantia,nd,yes
WA,Proteaceae,Banksia baueri,nd,no
WA,Proteaceae,Banksia bella,nd,no
WA,Proteaceae,Banksia benthamiana,nd,no
WA,Proteaceae,Banksia bipinnatifida,nd,no
WA,Proteaceae,Banksia biterax,nd,no
WA,Proteaceae,Banksia borealis,nd,no
WA,Proteaceae,Banksia brownii,nd,yes
WA,Proteaceae,Banksia brunnea,nd,no
WA,Proteaceae,Banksia burdettii,nd,no
WA,Proteaceae,Banksia calophylla,nd,no
WA,Proteaceae,Banksia candolleana,nd,no
WA,Proteaceae,Banksia canei,nd,no
WA,Proteaceae,Banksia carlinoides,nd,no
WA,Proteaceae,Banksia chamaephyton,nd,no
WA,Proteaceae,Banksia cirsioides,nd,no
WA,Proteaceae,Banksia coccinea,nd,no
WA,Proteaceae,Banksia columnaris,nd,no
WA,Proteaceae,Banksia comosa,nd,no
WA,Proteaceae,Banksia concinna,nd,no
WA,Proteaceae,Banksia cuneata,nd,yes
WA,Proteaceae,Banksia cynaroides,nd,no
WA,Proteaceae,Banksia cypholoba,nd,no
WA,Proteaceae,Banksia dallanneyi,nd,no
WA,Proteaceae,Banksia densa,nd,no
WA,Proteaceae,Banksia drummondii,nd,no
WA,Proteaceae,Banksia dryandroides,nd,no
WA,Proteaceae,Banksia echinata,nd,no
WA,Proteaceae,Banksia elderiana,nd,no
WA,Proteaceae,Banksia elegans,nd,no
WA,Proteaceae,Banksia epimicta,nd,no
WA,Proteaceae,Banksia erythrocephala,nd,no
WA,Proteaceae,Banksia falcata,nd,no
WA,Proteaceae,Banksia fasciculata,nd,no
WA,Proteaceae,Banksia fililoba,nd,no
WA,Proteaceae,Banksia foliolata,nd,no
WA,Proteaceae,Banksia foliosissima,nd,no
WA,Proteaceae,Banksia formosa,nd,no
WA,Proteaceae,Banksia fraseri,nd,no
WA,Proteaceae,Banksia fuscobractea,nd,yes
WA,Proteaceae,Banksia gardneri,nd,no
WA,Proteaceae,Banksia glaucifolia,nd,no
WA,Proteaceae,Banksia goodii,nd,yes
WA,Proteaceae,Banksia grandis,nd,no
WA,Proteaceae,Banksia grossa,nd,no
WA,Proteaceae,Banksia hewardiana,nd,no
WA,Proteaceae,Banksia hirta,nd,no
WA,Proteaceae,Banksia hookeriana,nd,no
WA,Proteaceae,Banksia horrida,nd,no
WA,Proteaceae,Banksia ilicifolia,nd,no
WA,Proteaceae,Banksia incana,nd,no
WA,Proteaceae,Banksia insulanemorecincta,nd,no
WA,Proteaceae,Banksia ionthocarpa,nd,no
WA,Proteaceae,Banksia kippistiana,nd,no
WA,Proteaceae,Banksia laevigata,nd,no
WA,Proteaceae,Banksia laricina,nd,no
WA,Proteaceae,Banksia lepidorhiza,nd,no
WA,Proteaceae,Banksia leptophylla,nd,no
WA,Proteaceae,Banksia littoralis,nd,no
WA,Proteaceae,Banksia lullfitzii,nd,no
WA,Proteaceae,Banksia media,nd,no
WA,Proteaceae,Banksia meganotia,nd,no
WA,Proteaceae,Banksia menziesii,nd,no
WA,Proteaceae,Banksia micrantha,nd,no
WA,Proteaceae,Banksia mimica,nd,yes
WA,Proteaceae,Banksia mucronulata,nd,no
WA,Proteaceae,Banksia nana,nd,no
WA,Proteaceae,Banksia nivea,nd,no
WA,Proteaceae,Banksia nobilis,nd,no
WA,Proteaceae,Banksia nutans,nd,no
WA,Proteaceae,Banksia obovata,nd,no
WA,Proteaceae,Banksia occidentalis,nd,no
WA,Proteaceae,Banksia octotriginta,nd,no
WA,Proteaceae,Banksia oligantha,nd,yes
WA,Proteaceae,Banksia oreophila,nd,no
WA,Proteaceae,Banksia pallida,nd,no
WA,Proteaceae,Banksia pellaeifolia,nd,no
WA,Proteaceae,Banksia platycarpa,nd,no
WA,Proteaceae,Banksia plumosa,nd,no
WA,Proteaceae,Banksia polycephala,nd,no
WA,Proteaceae,Banksia porrecta,nd,no
WA,Proteaceae,Banksia praemorsa,nd,no
WA,Proteaceae,Banksia prionotes,nd,no
WA,Proteaceae,Banksia prolata,nd,no
WA,Proteaceae,Banksia proteoides,nd,no
WA,Proteaceae,Banksia pteridifolia,nd,no
WA,Proteaceae,Banksia pulchella,nd,no
WA,Proteaceae,Banksia purdieana,nd,no
WA,Proteaceae,Banksia quercifolia,nd,no
WA,Proteaceae,Banksia recurvistylis,nd,no
WA,Proteaceae,Banksia repens,nd,no
WA,Proteaceae,Banksia rufa,nd,no
WA,Proteaceae,Banksia rufistylis,nd,no
WA,Proteaceae,Banksia scabrella,nd,no
WA,Proteaceae,Banksia sceptrum,nd,no
WA,Proteaceae,Banksia sclerophylla,nd,no
WA,Proteaceae,Banksia seminuda,nd,no
WA,Proteaceae,Banksia seneciifolia,nd,no
WA,Proteaceae,Banksia serra,nd,no
WA,Proteaceae,Banksia serratuloides,nd,no
WA,Proteaceae,Banksia sessilis,nd,no
WA,Proteaceae,Banksia shanklandiorum,nd,no
WA,Proteaceae,Banksia shuttleworthiana,nd,no
WA,Proteaceae,Banksia solandri,nd,no
WA,Proteaceae,Banksia sphaerocarpa,nd,no
WA,Proteaceae,Banksia splendida,nd,no
WA,Proteaceae,Banksia squarrosa,nd,no
WA,Proteaceae,Banksia stenoprion,nd,no
WA,Proteaceae,Banksia strictifolia,nd,no
WA,Proteaceae,Banksia stuposa,nd,no
WA,Proteaceae,Banksia subpinnatifida,nd,no
WA,Proteaceae,Banksia subulata,nd,no
WA,Proteaceae,Banksia telmatiaea,nd,no
WA,Proteaceae,Banksia tenuis,nd,no
WA,Proteaceae,Banksia tortifolia,nd,no
WA,Proteaceae,Banksia tricuspis,nd,no
WA,Proteaceae,Banksia tridentata,nd,no
WA,Proteaceae,Banksia trifontinalis,nd,no
WA,Proteaceae,Banksia undata,nd,no
WA,Proteaceae,Banksia verticillata,nd,yes
WA,Proteaceae,Banksia vestita,nd,no
WA,Proteaceae,Banksia victoriae,nd,no
WA,Proteaceae,Banksia violacea,nd,no
WA,Proteaceae,Banksia viscida,nd,no
WA,Proteaceae,Banksia wonganensis,nd,no
WA,Proteaceae,Banksia xylothemelia,nd,no
SA,Proteaceae,Banksia baxteri,nd,no
SA,Proteaceae,Banksia meisneri,nd,no
SA,Proteaceae,Banksia obtusa,nd,no
SA,Proteaceae,Banksia ornata,nd,no
NSW,Proteaceae,Banksia cunninghamii,nd,no
NSW,Proteaceae,Banksia ericifolia,nd,no
NSW,Proteaceae,Banksia marginata,nd,no
NSW,Proteaceae,Banksia oblongifolia,nd,no
NSW,Proteaceae,Banksia paludosa,nd,no
NSW,Proteaceae,Banksia robur,nd,no
NSW,Proteaceae,Banksia serrata,nd,no
NSW,Proteaceae,Banksia spinulosa,nd,no
NSW,Proteaceae,Banksia aemula,nd,no
NSW,Proteaceae,Banksia collina,nd,no
NSW,Proteaceae,Banksia integrifolia,nd,no
TAS,Cunoniaceae,Bauera rubioides,nd,no
NSW,Cunoniaceae,Bauera microphylla,nd,no
NSW,Cunoniaceae,Bauera capitata,nd,no
WA,Myrtaceae,Beaufortia aestiva,nd,no
WA,Myrtaceae,Beaufortia anisandra,nd,no
WA,Myrtaceae,Beaufortia bicolor,nd,no
WA,Myrtaceae,Beaufortia bracteosa,nd,no
WA,Myrtaceae,Beaufortia cyrtodonta,nd,no
WA,Myrtaceae,Beaufortia decussata,nd,no
WA,Myrtaceae,Beaufortia elegans,nd,no
WA,Myrtaceae,Beaufortia empetrifolia,nd,no
WA,Myrtaceae,Beaufortia eriocephala,nd,no
WA,Myrtaceae,Beaufortia incana,nd,no
WA,Myrtaceae,Beaufortia interstans,nd,no
WA,Myrtaceae,Beaufortia macrostemon,nd,no
WA,Myrtaceae,Beaufortia micrantha,nd,no
WA,Myrtaceae,Beaufortia orbifolia,nd,no
WA,Myrtaceae,Beaufortia purpurea,nd,no
WA,Myrtaceae,Beaufortia schaueri,nd,no
WA,Myrtaceae,Beaufortia sparsa,nd,no
WA,Myrtaceae,Beaufortia sprengelioides,nd,no
WA,Myrtaceae,Beaufortia squarrosa,nd,no
WA,Pittosporaceae,Billardiera coriacea,mpd,no
WA,Pittosporaceae,Billardiera drummondii,mpd,no
WA,Pittosporaceae,Billardiera floribunda,mpd,no
WA,Pittosporaceae,Billardiera fraseri,mpd,no
WA,Pittosporaceae,Billardiera fusiformis,mpd,no
WA,Pittosporaceae,Billardiera laxiflora,mpd,no
WA,Pittosporaceae,Billardiera lehmanniana,mpd,no
WA,Pittosporaceae,Billardiera variifolia,mpd,no
WA,Pittosporaceae,Billardiera venusta,mpd,no
SA,Pittosporaceae,Billardiera cymosa,mpd,no
SA,Pittosporaceae,Billardiera heterophylla,mpd,no
SA,Pittosporaceae,Billardiera sericophora,mpd,no
SA,Pittosporaceae,Billardiera uniflora,mpd,no
SA,Pittosporaceae,Billardiera versicolor,mpd,no
TAS,Pittosporaceae,Billardiera longiflora,mpd,no
WA,Rhamnaceae,Blackallia nudiflora,py,no
WA,Rutaceae,Boronia adamsiana,pd,yes
WA,Rutaceae,Boronia alata,pd,no
WA,Rutaceae,Boronia albiflora,pd,no
WA,Rutaceae,Boronia anceps,pd,no
WA,Rutaceae,Boronia busselliana,pd,no
WA,Rutaceae,Boronia capitata,pd,no
WA,Rutaceae,Boronia crassifolia,pd,no
WA,Rutaceae,Boronia crassipes,pd,no
WA,Rutaceae,Boronia crenulata,pd,no
WA,Rutaceae,Boronia cymosa,pd,no
WA,Rutaceae,Boronia defoliata,pd,no
WA,Rutaceae,Boronia denticulata,pd,no
WA,Rutaceae,Boronia dichotoma,pd,no
WA,Rutaceae,Boronia ericifolia,pd,no
WA,Rutaceae,Boronia exilis,pd,yes
WA,Rutaceae,Boronia fabianoides,pd,no
WA,Rutaceae,Boronia fastigiata,pd,no
WA,Rutaceae,Boronia gracilipes,pd,no
WA,Rutaceae,Boronia heterophylla,pd,no
WA,Rutaceae,Boronia humifusa,pd,no
WA,Rutaceae,Boronia juncea,pd,no
WA,Rutaceae,Boronia lanuginosa,pd,no
WA,Rutaceae,Boronia molloyae,pd,no
WA,Rutaceae,Boronia nematophylla,pd,no
WA,Rutaceae,Boronia octandra,pd,no
WA,Rutaceae,Boronia ovata,pd,no
WA,Rutaceae,Boronia oxyantha,pd,no
WA,Rutaceae,Boronia penicillata,pd,no
WA,Rutaceae,Boronia pulchella,pd,no
WA,Rutaceae,Boronia purdieana,pd,no
WA,Rutaceae,Boronia ramosa,pd,no
WA,Rutaceae,Boronia scabra,pd,no
WA,Rutaceae,Boronia spathulata,pd,no
WA,Rutaceae,Boronia stricta,pd,no
WA,Rutaceae,Boronia subsessilis,pd,no
WA,Rutaceae,Boronia tenuior,pd,no
WA,Rutaceae,Boronia tenuis,pd,no
WA,Rutaceae,Boronia ternata,pd,no
WA,Rutaceae,Boronia tetragona,pd,no
WA,Rutaceae,Boronia tetrandra,pd,no
WA,Rutaceae,Boronia virgata,pd,no
WA,Rutaceae,Boronia westringioides,pd,no
SA,Rutaceae,Boronia coerulescens,pd,no
SA,Rutaceae,Boronia filifolia,pd,no
SA,Rutaceae,Boronia inornata,pd,no
TAS,Rutaceae,Boronia citriodora,pd,no
TAS,Rutaceae,Boronia gunnii,pd,yes
TAS,Rutaceae,Boronia hippopala,pd,yes
TAS,Rutaceae,Boronia megastigma,pd,no
TAS,Rutaceae,Boronia pilosa,pd,no
TAS,Rutaceae,Boronia rozefeldsii,pd,no
NSW,Rutaceae,Boronia anethifolia,pd,no
NSW,Rutaceae,Boronia floribunda,pd,no
NSW,Rutaceae,Boronia fraseri,pd,no
NSW,Rutaceae,Boronia ledifolia,pd,no
NSW,Rutaceae,Boronia microphylla,pd,no
NSW,Rutaceae,Boronia mollis,pd,no
NSW,Rutaceae,Boronia parviflora,pd,no
NSW,Rutaceae,Boronia pinnata,pd,no
NSW,Rutaceae,Boronia polygalifolia,pd,no
NSW,Rutaceae,Boronia rigens,pd,no
NSW,Rutaceae,Boronia serrulata,pd,no
NSW,Rutaceae,Boronia thujona,pd,no
NSW,Rutaceae,Boronia anemonifolia,pd,no
NSW,Rutaceae,Boronia barkeriana,pd,no
NSW,Rutaceae,Boronia deanii,pd,yes
NSW,Rutaceae,Boronia nanavar.hyssopifolia,pd,no
NSW,Rutaceae,Boronia umbellata,pd,yes
WA,Rutaceae,Bosistoa transversa,pd,no
WA,Fabaceae,Bossiaea aquifolium,py,no
WA,Fabaceae,Bossiaea atrata,py,no
WA,Fabaceae,Bossiaea concinna,py,no
WA,Fabaceae,Bossiaea cucullata,py,no
WA,Fabaceae,Bossiaea dentata,py,no
WA,Fabaceae,Bossiaea disticha,py,no
WA,Fabaceae,Bossiaea divaricata,py,no
WA,Fabaceae,Bossiaea eriocarpa,py,no
WA,Fabaceae,Bossiaea halophila,py,no
WA,Fabaceae,Bossiaea linophylla,py,no
WA,Fabaceae,Bossiaea modesta,py,no
WA,Fabaceae,Bossiaea ornata,py,no
WA,Fabaceae,Bossiaea peduncularis,py,no
WA,Fabaceae,Bossiaea praetermissa,py,no
WA,Fabaceae,Bossiaea preissii,py,no
WA,Fabaceae,Bossiaea pulchella,py,no
WA,Fabaceae,Bossiaea rufa,py,no
WA,Fabaceae,Bossiaea smithiorum,py,no
WA,Fabaceae,Bossiaea spinescens,py,no
WA,Fabaceae,Bossiaea spinosa,py,no
WA,Fabaceae,Bossiaea walkeri,py,no
WA,Fabaceae,Bossiaea webbii,py,no
SA,Fabaceae,Bossiaea peninsularis,py,yes
TAS,Fabaceae,Bossiaea cinerea,py,no
TAS,Fabaceae,Bossiaea cordigera,py,no
TAS,Fabaceae,Bossiaea tasmanica,py,no
NSW,Fabaceae,Bossiaea ensata,py,no
NSW,Fabaceae,Bossiaea heterophylla,py,no
NSW,Fabaceae,Bossiaea lenticularis,py,no
NSW,Fabaceae,Bossiaea neo-anglica,py,no
NSW,Fabaceae,Bossiaea obcordata,py,no
NSW,Fabaceae,Bossiaea rhombifolia,py,no
NSW,Fabaceae,Bossiaea scolopendria,py,no
NSW,Fabaceae,Bossiaea buxifolia,py,no
NSW,Fabaceae,Bossiaea kiamensis,py,no
NSW,Fabaceae,Bossiaea oligosperma,py,yes
NSW,Fabaceae,Bossiaea prostrata,py,no
NSW,Fabaceae,Bossiaea stephensonii,py,no
WA,Ericaceae,Brachyloma geissoloma,mpd,no
WA,Ericaceae,Brachyloma jillup,mpd,no
WA,Ericaceae,Brachyloma mogin,mpd,no
WA,Ericaceae,Brachyloma preissii,mpd,no
WA,Ericaceae,Brachyloma tamminense,mpd,no
TAS,Ericaceae,Brachyloma ciliatum,mpd,no
TAS,Ericaceae,Brachyloma depressum,mpd,yes
NSW,Ericaceae,Brachyloma daphnoides,mpd,no
NSW,Phyllanthaceae,Breynia oblongifolia,nd,no
WA,Pittosporaceae,Bursaria occidentalis,nd,no
TAS,Pittosporaceae,Bursaria incana,nd,no
NSW,Pittosporaceae,Bursaria spinosa,nd,no
NSW,Pittosporaceae,Bursaria longisepala,nd,no
TAS,Fabaceae,Callistachys lanceolata,py,no
WA,Myrtaceae,Callistemon glaucus,nd,no
WA,Myrtaceae,Callistemon phoeniceus,nd,no
WA,Myrtaceae,Callistemon teretifolius,nd,no
WA,Myrtaceae,Callistemon viminalis,nd,no
SA,Myrtaceae,Callistemon rugulosus,nd,no
TAS,Myrtaceae,Callistemon pallidus,nd,no
TAS,Myrtaceae,Callistemon pityoides,nd,no
TAS,Myrtaceae,Callistemon viridiflorus,nd,no
NSW,Myrtaceae,Callistemon linearis,nd,no
NSW,Myrtaceae,Callistemon pinifolius,nd,no
NSW,Myrtaceae,Callistemon sieberi,nd,no
NSW,Myrtaceae,Callistemon citrinus,nd,no
NSW,Myrtaceae,Callistemon linearifolius,nd,yes
NSW,Myrtaceae,Callistemon rigidus,nd,no
NSW,Myrtaceae,Callistemon salignus,nd,no
NSW,Myrtaceae,Callistemon shiressii,nd,no
NSW,Myrtaceae,Callistemon subulatus,nd,no
WA,Cupressaceae,Callitris acuminata,nd,no
WA,Cupressaceae,Callitris arenaria,nd,no
WA,Cupressaceae,Callitris drummondii,nd,no
WA,Cupressaceae,Callitris verrucosa,nd,no
SA,Cupressaceae,Callitris canescens,nd,no
SA,Cupressaceae,Callitris gracilis,nd,no
TAS,Cupressaceae,Callitris oblonga,nd,no
TAS,Cupressaceae,Callitris rhomboidea,nd,no
WA,Myrtaceae,Calothamnus accedens,nd,no
WA,Myrtaceae,Calothamnus affinis,nd,no
WA,Myrtaceae,Calothamnus arcuatus,nd,no
WA,Myrtaceae,Calothamnus aridus,nd,no
WA,Myrtaceae,Calothamnus blepharospermus,nd,no
WA,Myrtaceae,Calothamnus brevifolius,nd,no
WA,Myrtaceae,Calothamnus chrysanthereus,nd,no
WA,Myrtaceae,Calothamnus gibbosus,nd,no
WA,Myrtaceae,Calothamnus gilesii,nd,no
WA,Myrtaceae,Calothamnus glaber,nd,no
WA,Myrtaceae,Calothamnus gracilis,nd,no
WA,Myrtaceae,Calothamnus graniticus,nd,no
WA,Myrtaceae,Calothamnus hirsutus,nd,no
WA,Myrtaceae,Calothamnus huegelii,nd,no
WA,Myrtaceae,Calothamnus lateralis,nd,no
WA,Myrtaceae,Calothamnus lehmannii,nd,no
WA,Myrtaceae,Calothamnus longissimus,nd,no
WA,Myrtaceae,Calothamnus macrocarpus,nd,no
WA,Myrtaceae,Calothamnus microcarpus,nd,no
WA,Myrtaceae,Calothamnus montanus,nd,no
WA,Myrtaceae,Calothamnus oldfieldii,nd,no
WA,Myrtaceae,Calothamnus pachystachyus,nd,no
WA,Myrtaceae,Calothamnus phellosus,nd,no
WA,Myrtaceae,Calothamnus pinifolius,nd,no
WA,Myrtaceae,Calothamnus planifolius,nd,no
WA,Myrtaceae,Calothamnus preissii,nd,no
WA,Myrtaceae,Calothamnus quadrifidus,nd,no
WA,Myrtaceae,Calothamnus robustus,nd,no
WA,Myrtaceae,Calothamnus rupestris,nd,no
WA,Myrtaceae,Calothamnus sanguineus,nd,no
WA,Myrtaceae,Calothamnus scabridus,nd,no
WA,Myrtaceae,Calothamnus schaueri,nd,no
WA,Myrtaceae,Calothamnus superbus,nd,no
WA,Myrtaceae,Calothamnus torulosus,nd,no
WA,Myrtaceae,Calothamnus tuberosus,nd,no
WA,Myrtaceae,Calothamnus validus,nd,no
WA,Myrtaceae,Calothamnus villosus,nd,no
WA,Myrtaceae,Calytrix acutifolia,pd,no
WA,Myrtaceae,Calytrix amethystina,pd,no
WA,Myrtaceae,Calytrix angulata,pd,no
WA,Myrtaceae,Calytrix asperula,pd,no
WA,Myrtaceae,Calytrix aurea,pd,no
WA,Myrtaceae,Calytrix brevifolia,pd,no
WA,Myrtaceae,Calytrix breviseta,pd,no
WA,Myrtaceae,Calytrix chrysantha,pd,no
WA,Myrtaceae,Calytrix depressa,pd,no
WA,Myrtaceae,Calytrix ecalycata,pd,no
WA,Myrtaceae,Calytrix erosipetala,pd,no
WA,Myrtaceae,Calytrix flavescens,pd,no
WA,Myrtaceae,Calytrix fraseri,pd,no
WA,Myrtaceae,Calytrix glutinosa,pd,no
WA,Myrtaceae,Calytrix gracilis,pd,no
WA,Myrtaceae,Calytrix habrantha,pd,no
WA,Myrtaceae,Calytrix leschenaultii,pd,no
WA,Myrtaceae,Calytrix merrelliana,pd,no
WA,Myrtaceae,Calytrix nematoclada,pd,no
WA,Myrtaceae,Calytrix oldfieldii,pd,no
WA,Myrtaceae,Calytrix oncophylla,pd,no
WA,Myrtaceae,Calytrix parvivallis,pd,no
WA,Myrtaceae,Calytrix plumulosa,pd,no
WA,Myrtaceae,Calytrix pulchella,pd,no
WA,Myrtaceae,Calytrix purpurea,pd,no
WA,Myrtaceae,Calytrix sagei,pd,no
WA,Myrtaceae,Calytrix sapphirina,pd,no
WA,Myrtaceae,Calytrix similis,pd,no
WA,Myrtaceae,Calytrix simplex,pd,no
WA,Myrtaceae,Calytrix strigosa,pd,no
WA,Myrtaceae,Calytrix sylvana,pd,no
WA,Myrtaceae,Calytrix tenuiramea,pd,no
WA,Myrtaceae,Calytrix variabilis,pd,no
WA,Myrtaceae,Calytrix violacea,pd,no
SA,Myrtaceae,Calytrix involucrata,pd,no
NSW,Myrtaceae,Calytrix tetragona,pd,no
WA,Capparaceae,Capparis spinosa,pd,no
NSW,Celastraceae,Cassine australis,pd,no
WA,Asteraceae,Cassinia arcuata,nd,no
SA,Asteraceae,Cassinia complanata,nd,no
NSW,Asteraceae,Cassinia compacta,nd,no
NSW,Asteraceae,Cassinia cunninghamii,nd,no
NSW,Asteraceae,Cassinia denticulata,nd,no
NSW,Asteraceae,Cassinia leptocephala,nd,no
NSW,Asteraceae,Cassinia longifolia,nd,no
NSW,Asteraceae,Cassinia quinquefaria,nd,no
NSW,Asteraceae,Cassinia trinerva,nd,no
NSW,Asteraceae,Cassinia aculeata,nd,no
NSW,Asteraceae,Cassinia aureonitens,nd,no
NSW,Cunoniaceae,Ceratopetalum gummiferum,nd,no
SA,Myrtaceae,Chamelaucium uncinatum,pd,no
WA,Myrtaceae,Chamelaucium brevifolium,py,no
WA,Myrtaceae,Chamelaucium ciliatum,py,no
WA,Myrtaceae,Chamelaucium confertiflorum,py,no
WA,Myrtaceae,Chamelaucium drummondii,py,no
WA,Myrtaceae,Chamelaucium megalopetalum,py,no
WA,Myrtaceae,Chamelaucium micranthum,py,no
WA,Myrtaceae,Chamelaucium pauciflorum,py,no
WA,Myrtaceae,Chamelaucium virgatum,py,no
WA,Pittosporaceae,Cheiranthera brevifolia,mpd,no
WA,Pittosporaceae,Cheiranthera filifolia,mpd,no
WA,Pittosporaceae,Cheiranthera parviflora,mpd,no
WA,Pittosporaceae,Cheiranthera preissiana,mpd,no
WA,Pittosporaceae,Cheiranthera simplicifolia,mpd,no
SA,Pittosporaceae,Cheiranthera alternifolia,mpd,no
WA,Amaranthaceae,Chenopodium curvispicatum,nd,no
WA,Amaranthaceae,Chenopodium gaudichaudianum,nd,no
WA,Amaranthaceae,Chenopodium giganteum,nd,no
SA,Amaranthaceae,Chenopodium desertorum,pd,no
WA,Lamiaceae,Chloanthes coccinea,pd,no
WA,Santalaceae,Choretrum chrysanthum,mpd,no
WA,Santalaceae,Choretrum lateriflorum,mpd,no
WA,Santalaceae,Choretrum pritzelii,mpd,no
SA,Santalaceae,Choretrum glomeratum,mpd,no
NSW,Santalaceae,Choretrum pauciflorum,mpd,no
NSW,Santalaceae,Choretrum candollei,mpd,no
WA,Rutaceae,Chorilaena quercifolia,pd,no
WA,Fabaceae,Chorizema aciculare,py,no
WA,Fabaceae,Chorizema carinatum,py,no
WA,Fabaceae,Chorizema cordatum,py,no
WA,Fabaceae,Chorizema cytisoides,py,no
WA,Fabaceae,Chorizema dicksonii,py,no
WA,Fabaceae,Chorizema diversifolium,py,no
WA,Fabaceae,Chorizema genistoides,py,no
WA,Fabaceae,Chorizema glycinifolium,py,no
WA,Fabaceae,Chorizema humile,py,yes
WA,Fabaceae,Chorizema ilicifolium,py,no
WA,Fabaceae,Chorizema nanum,py,no
WA,Fabaceae,Chorizema obtusifolium,py,no
WA,Fabaceae,Chorizema racemosum,py,no
WA,Fabaceae,Chorizema reticulatum,py,no
WA,Fabaceae,Chorizema retrorsum,py,no
WA,Fabaceae,Chorizema rhombeum,py,no
WA,Fabaceae,Chorizema rhynchotropis,py,no
