flora,taxon_name,simplified_phrase,fire,description,fire_intensity,fire_severity,fire_season,fire_response,fire_response_source,post_fire_recruitment,post_fire_recruitment_source,site,habitat_conditions,bud_bank_location,bud_bank_location_source,canopy_seedbank,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_source,dispersers,dispersers_source,fire_and_establishing,fire_ephemeral,fire_exposure_level,fire_response_juvenile,fire_response_juvenile_source,fire_response_on_maturity,fire_tolerance,life_history,life_history_ephemeral,post_fire_flowering,post_fire_flowering_source,reproductive_maturity,reproductive_maturity_secondary_after_fire,seed_longevity_categorical,seed_release,seed_storage_location,seed_storage_location_source,serotiny,soil_seedbank,soil_seedbank_source,storage_organ,threats,time_from_fire_to_fruit,original_text
Florabase_long,Buddleja madagascariensis,resprouts after fire,fire response. resprouts rapidly after fire.,"general biology. growth form. shrub. reproduction. stem fragments. dispersal. water, garden refuse. toxicity. can cause throat allergies in humans. vegetative regeneration strategy. resprouts, produces root suckers, stem layering, broken stems. woody structure. ring porous/diffuse porous. seedbank persistence. no seed set recorded in australia. fire response. resprouts rapidly after fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Shrub. Reproduction. Stem fragments. Dispersal. Water, garden refuse. Toxicity. Can cause throat allergies in humans. Vegetative regeneration strategy. Resprouts, produces root suckers, stem layering, broken stems. Woody structure. Ring porous/diffuse porous. Seedbank persistence. No seed set recorded in Australia. Fire response. Resprouts rapidly after fire."
Florabase_short,Caladenia applanata,common/found after summer fires,"sand dunes, granite or limestone outcrops, summer burnt areas.","tuberous, perennial, herb, 0.25-0.5 m high. fl. red & green/pink, sep to oct. shallow soils, sand, sandy loam. sand dunes, granite or limestone outcrops, summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.25-0.5 m high. Fl. red & green/pink, Sep to Oct. Shallow soils, sand, sandy loam. Sand dunes, granite or limestone outcrops, summer burnt areas."
NA,Caladenia applanata subsp. applanata,common/found after summer fires (inferred from species),NA,NA,NA,NA,summer,NA,NA,post_fire_recruitment,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florabase_short,Caladenia applanata subsp. erubescens,common/found after summer fires,"consolidated dunes, summer burnt areas.","tuberous, perennial, herb, 0.25-0.4 m high. fl. pink, sep to oct. sand. consolidated dunes, summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.25-0.4 m high. Fl. pink, Sep to Oct. Sand. Consolidated dunes, summer burnt areas."
Florabase_short,Caladenia flava subsp. flava,flowering enhanced by summer fires,"tuberous, perennial, herb, 0.1-0.25 m high, flowers in greater profusion after summer fire.","tuberous, perennial, herb, 0.1-0.25 m high, flowers in greater profusion after summer fire. fl. yellow, jul to dec. sand, laterite, granite. coastal woodlands, winter-wet swamps, forest areas, granite outcrops. ;",NA,NA,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_enhanced_flowering,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.1-0.25 m high, Flowers in greater profusion after summer fire. Fl. yellow, Jul to Dec. Sand, laterite, granite. Coastal woodlands, winter-wet swamps, forest areas, granite outcrops."
Florabase_short,Caladenia nana,common/found after fire,"winter-wet swamps & flats, along creeklines, previously burnt areas, jarrah forest.","clumping tuberous, perennial, herb, to 0.4 m high. fl. pink/white, aug to nov. deep white sand, grey sand over limestone, peaty sand, brown clayey sand, yellow-brown laterite clay, clay loam, granite. winter-wet swamps & flats, along creeklines, previously burnt areas, jarrah forest. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clumping tuberous, perennial, herb, to 0.4 m high. Fl. pink/white, Aug to Nov. Deep white sand, grey sand over limestone, peaty sand, brown clayey sand, yellow-brown laterite clay, clay loam, granite. Winter-wet swamps & flats, along creeklines, previously burnt areas, Jarrah forest."
NA,Caladenia nana subsp. nana,common/found after fire (inferred from species),NA,NA,NA,NA,NA,NA,NA,post_fire_recruitment,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Caladenia nana subsp. unita,common/found after fire (inferred from species),NA,NA,NA,NA,NA,NA,NA,post_fire_recruitment,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florabase_short,Caladenia pholcoidea,common/found after summer fires,"winter-wet swamps or flats, creeklinesin jarrah forest, summer burnt areas.","tuberous, perennial, herb, 0.3-0.6 m high. fl. yellow-cream-white, oct to dec. loam, peaty sand, laterite. winter-wet swamps or flats, creeklinesin jarrah forest, summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.3-0.6 m high. Fl. yellow-cream-white, Oct to Dec. Loam, peaty sand, laterite. Winter-wet swamps or flats, creeklinesin jarrah forest, summer burnt areas."
Florabase_short,Caladenia pholcoidea subsp. augustensis,common/found after summer fires,winter-wet flat in summer burnt areas.,"tuberous, perennial, herb, 0.15-0.45 m high. fl. cream-white, oct to nov. sandy clay. winter-wet flat in summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.15-0.45 m high. Fl. cream-white, Oct to Nov. Sandy clay. Winter-wet flat in summer burnt areas."
Florabase_short,Caladenia pholcoidea subsp. pholcoidea,common/found after summer fires,"winter-wet swamps, creeklines in jarrah forest, summer burnt areas.","tuberous, perennial, herb, 0.3-0.6 m high. fl. yellow, nov to dec. moist sandy clay. winter-wet swamps, creeklines in jarrah forest, summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.3-0.6 m high. Fl. yellow, Nov to Dec. Moist sandy clay. Winter-wet swamps, creeklines in jarrah forest, summer burnt areas."
Florabase_short,Caladenia ultima,common/found after summer fires,"winter-wet situations, summer burnt areas.","tuberous, perennial, herb, 0.15-0.25 m high. fl. cream-yellow, nov to dec. winter-wet situations, summer burnt areas. ;",NA,NA,summer,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuberous, perennial, herb, 0.15-0.25 m high. Fl. cream-yellow, Nov to Dec. Winter-wet situations, summer burnt areas."
Florabase_long,Callitris columellaris,killed by fire; regenerates from seed; serotinous,fire response. hot fire kills mature plants. seed is released from the canopy and germinates rapidly in the post fire environment.,"general biology. growth form. tree. reproduction. seed. dispersal. wind, water. time to first flowering. 6-8 years. vegetative regeneration strategy. produces root suckers. woody structure. non-porous. seedbank persistence. short, days-1 year. fire response. hot fire kills mature plants. seed is released from the canopy and germinates rapidly in the post fire environment. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,canopy_seedbank_present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,serotinous,canopy,direct_from_flora,serotinous,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed. Dispersal. Wind, water. Time to first flowering. 6-8 years. Vegetative regeneration strategy. Produces root suckers. Woody structure. Non-porous. Seedbank persistence. Short, days-1 year. Fire response. Hot fire kills mature plants. Seed is released from the canopy and germinates rapidly in the post fire environment."
Florabase_long,Carex divisa,resprouts from rhizomes after fire,fire response. possibly tolerant to fire due to thick rhizomes.,"general biology. growth form. sedge. life form. perennial. reproduction. rhizomes and seed. dispersal. water, soil movement, possibly animals. fire response. possibly tolerant to fire due to thick rhizomes. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,rhizome,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Sedge. Life form. Perennial. Reproduction. Rhizomes and seed. Dispersal. Water, soil movement, possibly animals. Fire response. Possibly tolerant to fire due to thick rhizomes."
Florabase_long,Carpobrotus aequilaterus,fire-tolerant,moderately fire-resistant.,"general biology. growth form. herb. life form. perennial. reproduction. primarily seed, also stem fragments. dispersal. birds, garden waste, inappropriate or inadvertant restoration planting. notes. naturalised throughout australia except for the northern territory. a vigorous prostrate plant, forming roots along its stems. capable of out-competing native plant species. may inadvertently be planted in natural areas. flowers are monoecious (have both male and female parts) and are bee-pollinated. can grow in low nutrient and/or saline soil. established plants are highly drought tolerant. moderately fire-resistant. very resistant to wind and salt spray. frost tender. flowers only open in the afternoon. rain triggers release of seed from fleshy fruits. can also establish from fresh or significantly dehydrated cuttings. has large, edible fruits in summer that are consumed and spread by birds, possibly also by other animals. additional information. origin. south america, africa. history of use/introduction. ornamental, edible fruit, erosion control particularly in coastal areas. similar exotic species. carpobrotus edulis. similar native species. virescens. suggested method of management and control. manual methods appear to be the most effective means of control. roll up large mats removing all roots and stem fragments and remove from site. follow up with removal of any germinating plants. otherwise spray with glyphosate at 2% + surfactant. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Primarily seed, also stem fragments. Dispersal. Birds, garden waste, inappropriate or inadvertant restoration planting. Notes. Naturalised throughout Australia except for the Northern Territory. A vigorous prostrate plant, forming roots along its stems. Capable of out-competing native plant species. May inadvertently be planted in natural areas. Flowers are monoecious (have both male and female parts) and are bee-pollinated. Can grow in low nutrient and/or saline soil. Established plants are highly drought tolerant. Moderately fire-resistant. Very resistant to wind and salt spray. Frost tender. Flowers only open in the afternoon. Rain triggers release of seed from fleshy fruits. Can also establish from fresh or significantly dehydrated cuttings. Has large, edible fruits in summer that are consumed and spread by birds, possibly also by other animals. Additional information. Origin. South America, Africa. History of use/introduction. Ornamental, edible fruit, erosion control particularly in coastal areas. Similar exotic species. Carpobrotus edulis. Similar native species. C. virescens. Suggested method of management and control. Manual methods appear to be the most effective means of control. Roll up large mats removing all roots and stem fragments and remove from site. Follow up with removal of any germinating plants. Otherwise spray with glyphosate at 2% + surfactant. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Carpobrotus edulis,fire-retardant,moderately fire-retardant and relies upon disturbance such as fire to open up vegetative cover.,"general biology. growth form. herb. life form. perennial. reproduction. primarily seed, also stem fragments. dispersal. rabbits, rats, birds, other mammals, inappropriate or inadvertant restoration planting, garden refuse. seedbank persistence. 2+ years. notes. naturalised in many parts of the world. is invasive primarily in coastal habitats. can have strong negative effects on the germination, survival, growth, and reproduction of other species. capable of directly smothering native flora, suppressing regeneration, outcompeting and/or hybridising with native carpobrotus species. forms impenetrable mats that break down over time, increasing soil organic matter and altering nutrient dynamics, allowing new non-native species to invade. also capable of reducing soil pdense fibrous root systems interfere with water uptake by other plants. can prevent sand movement, which hinders the natural processes in dune environments. flowers are monoecious (both male and female parts), only open in the afternoon and are pollinated by bees and beetles. established plants are highly drought, wind and salt spray resistant. moderately fire-retardant and relies upon disturbance such as fire to open up vegetative cover. once established it is competitively superior to native species particularly grasses and herbs. it has high vegetative reproduction rates. produces fleshy indehiscent fruit in spring/summer which remains on the plant until autumn when it is eaten and dipersed by a variety of mammals. it can establish from fresh or significantly dehydrated small stem fragments. hybridises with related native and naturalised species. hybrids are very successful invaders of californian plant communities - they produce more fruit per clone, have larger fruits and enhanced survival of seed after gut passage through frugivores. additional information. origin. south africa. history of use/introduction. ornamental, ersoion control, medicines, food. similar exotic species. carpobrotus aequilaterus. similar native species. virescens, rossii. suggested method of management and control. manual methods appear to be the most effective means of control. roll up large mats removing all roots and stem fragments and remove from site. follow up with removal of any germinating plants. otherwise spray with glyphosate at 2% + surfactant. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_retardant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Primarily seed, also stem fragments. Dispersal. Rabbits, rats, birds, other mammals, inappropriate or inadvertant restoration planting, garden refuse. Seedbank persistence. 2+ years. Notes. Naturalised in many parts of the world. Is invasive primarily in coastal habitats. Can have strong negative effects on the germination, survival, growth, and reproduction of other species. Capable of directly smothering native flora, suppressing regeneration, outcompeting and/or hybridising with native Carpobrotus species. Forms impenetrable mats that break down over time, increasing soil organic matter and altering nutrient dynamics, allowing new non-native species to invade. Also capable of reducing soil pH. Dense fibrous root systems interfere with water uptake by other plants. Can prevent sand movement, which hinders the natural processes in dune environments. Flowers are monoecious (both male and female parts), only open in the afternoon and are pollinated by bees and beetles. Established plants are highly drought, wind and salt spray resistant. Moderately fire-retardant and relies upon disturbance such as fire to open up vegetative cover. Once established it is competitively superior to native species particularly grasses and herbs. It has high vegetative reproduction rates. Produces fleshy indehiscent fruit in spring/summer which remains on the plant until autumn when it is eaten and dipersed by a variety of mammals. It can establish from fresh or significantly dehydrated small stem fragments. Hybridises with related native and naturalised species. Hybrids are very successful invaders of Californian plant communities - they produce more fruit per clone, have larger fruits and enhanced survival of seed after gut passage through frugivores. Additional information. Origin. South Africa. History of use/introduction. Ornamental, ersoion control, medicines, food. Similar exotic species. Carpobrotus aequilaterus. Similar native species. C. virescens, C. rossii. Suggested method of management and control. Manual methods appear to be the most effective means of control. Roll up large mats removing all roots and stem fragments and remove from site. Follow up with removal of any germinating plants. Otherwise spray with glyphosate at 2% + surfactant. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Casuarina cunninghamiana,killed by hot fires or resprouts epicormically after fire; juvenile plants resprout from base after fire,"fire response. hot fire will kill most individuals, young plants can occasionally resprout from the base. if not killed by fire, mature plants will produce epicormic growth.","general biology. growth form. tree. reproduction. seed. dispersal. wind, water. time to first flowering. 4+ years. vegetative regeneration strategy. young plants will resprout from base. seedbank persistence. short, days-1 year. fire response. hot fire will kill most individuals, young plants can occasionally resprout from the base. if not killed by fire, mature plants will produce epicormic growth. ;",high,NA,NA,fire_killed,direct_from_flora,NA,NA,NA,NA,basal_buds none,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juvenile_resprout,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed. Dispersal. Wind, water. Time to first flowering. 4+ years. Vegetative regeneration strategy. Young plants will resprout from base. Seedbank persistence. Short, days-1 year. Fire response. Hot fire will kill most individuals, young plants can occasionally resprout from the base. If not killed by fire, mature plants will produce epicormic growth."
Florabase_long,Casuarina cunninghamiana,killed by hot fires or resprouts epicormically after fire; juvenile plants resprout from base after fire,"fire response. hot fire will kill most individuals, young plants can occasionally resprout from the base. if not killed by fire, mature plants will produce epicormic growth.","general biology. growth form. tree. reproduction. seed. dispersal. wind, water. time to first flowering. 4+ years. vegetative regeneration strategy. young plants will resprout from base. seedbank persistence. short, days-1 year. fire response. hot fire will kill most individuals, young plants can occasionally resprout from the base. if not killed by fire, mature plants will produce epicormic growth. ;",low_to_moderate,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,epicormic_buds basal_buds,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juvenile_resprout,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed. Dispersal. Wind, water. Time to first flowering. 4+ years. Vegetative regeneration strategy. Young plants will resprout from base. Seedbank persistence. Short, days-1 year. Fire response. Hot fire will kill most individuals, young plants can occasionally resprout from the base. If not killed by fire, mature plants will produce epicormic growth."
NA,Casuarina cunninghamiana subsp. cunninghamiana,killed by hot fires or resprouts epicormically after fire; juvenile plants resprout from base after fire (inferred from species),NA,NA,high,NA,NA,fire_killed,inferred_from_species,NA,NA,NA,NA,basal_buds none,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juvenile_resprout,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Casuarina cunninghamiana subsp. cunninghamiana,killed by hot fires or resprouts epicormically after fire; juvenile plants resprout from base after fire (inferred from species),NA,NA,low_to_moderate,NA,NA,resprouts,inferred_from_species,NA,NA,NA,NA,epicormic_buds basal_buds,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juvenile_resprout,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florabase_long,Celosia argentea,resprouts after fire,fire response.,"general biology. growth form. grass. life form. perennial, caespitose/rhizomatous. reproduction. rhizomes, tillers, possibly seed. dispersal. wind, water, birds, soil movement, garden refuse. photosynthetic pathway. c4. seedbank persistence. possibly produces viable seed, persistence unknown. fire response. resprouts. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Grass. Life form. Perennial, caespitose/rhizomatous. Reproduction. Rhizomes, tillers, possibly seed. Dispersal. Wind, water, birds, soil movement, garden refuse. Photosynthetic Pathway. C4. Seedbank persistence. Possibly produces viable seed, persistence unknown. Fire response. Resprouts."
Florabase_long,Cenchrus ciliaris,regenerates from seed after fire,"fire response. heat may kill seeds, however buried or protected seed may survive and readily germinate in the post-fire environment.","general biology. growth form. grass. life form. perennial, caespitose. reproduction. seed, short rhizome. dispersal. primarily wind and water, also mammals (on skin and fur), birds, vehicles. photosynthetic pathway. c4. seedbank persistence. 5+ years. fire response. resprouts. heat may kill seeds, however buried or protected seed may survive and readily germinate in the post-fire environment. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Grass. Life form. Perennial, caespitose. Reproduction. Seed, short rhizome. Dispersal. Primarily wind and water, also mammals (on skin and fur), birds, vehicles. Photosynthetic Pathway. C4. Seedbank persistence. 5+ years. Fire response. Resprouts. Heat may kill seeds, however buried or protected seed may survive and readily germinate in the post-fire environment."
Florabase_long,Cenchrus echinatus,regenerates from seed after fire; soil seedbank,fire response.,"general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. wind, mammals, water, clothing. photosynthetic pathway. c4. seedbank persistence. medium, 1-5 years. fire response. stimulates germination of soil-stored seed. notes. common in disturbed sites, particularly on coastal dunes and limestone soils. also found on cultivated and abandoned fields, pastures, roadsides, lawns, dunes and along river sands. under dry conditions plants are short-lived, small, and produce few burrs, while under moist conditions they may be long-lived, large and produces many burrs. rapidly colonises bare or open ground. withstands repeated defoliation in lawns, harvesting in forage crops or in pastures. burrs readily attach to clothing or animals and can be carried by water. additional information. origin. south america, southern north america. similar exotic species. cenchrus ciliaris. suggested method of management and control. prevent seed set. manually remove small infestations and isolatated plants. spray with verdict 520® 5 ml/10 l (250 ml/ha) + wetting agent or spot spray with 1% glyphosate. follow-up with seedling control. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Grass. Life form. Annual, caespitose. Reproduction. Seed. Dispersal. Wind, mammals, water, clothing. Photosynthetic Pathway. C4. Seedbank persistence. Medium, 1-5 years. Fire response. Stimulates germination of soil-stored seed. Notes. Common in disturbed sites, particularly on coastal dunes and limestone soils. Also found on cultivated and abandoned fields, pastures, roadsides, lawns, dunes and along river sands. Under dry conditions plants are short-lived, small, and produce few burrs, while under moist conditions they may be long-lived, large and produces many burrs. Rapidly colonises bare or open ground. Withstands repeated defoliation in lawns, harvesting in forage crops or in pastures. Burrs readily attach to clothing or animals and can be carried by water. Additional information. Origin. South America, southern North America. Similar exotic species. Cenchrus ciliaris. Suggested method of management and control. Prevent seed set. Manually remove small infestations and isolatated plants. Spray with Verdict 520® 5 ml/10 L (250 ml/ha) + wetting agent or spot spray with 1% glyphosate. Follow-up with seedling control. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Chamaecytisus palmensis,sometimes resprouts after fire; regenerates from seed after fire; soil-stored seedbank,fire response. soil stored seed germinates prolifically following fire and mature plants occasionally resprout.,"general biology. growth form. shrub/small tree. reproduction. seed. dispersal. explosive, ants, birds, slashing, garden refuse, plantings, machinery, soil movement. time to first flowering. 3 years. toxicity. seeds are poisonous to humans. vegetative regeneration strategy. resprouts. seedbank persistence. long, 10+ years. fire response. soil stored seed germinates prolifically following fire and mature plants occasionally resprout. ;",NA,NA,NA,fire_killed resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Explosive, ants, birds, slashing, garden refuse, plantings, machinery, soil movement. Time to first flowering. 3 years. Toxicity. Seeds are poisonous to humans. Vegetative regeneration strategy. Resprouts. Seedbank persistence. Long, 10+ years. Fire response. Soil stored seed germinates prolifically following fire and mature plants occasionally resprout."
Florabase_long,Chamelaucium uncinatum,resprouts and regenerates from seed after fire; soil seedbank,fire response. following fire prolific germination of soil-stored seed occurs and mature plants can resprout.,"general biology. growth form. shrub. reproduction. seed. dispersal. water, soil movement, garden refuse. time to first flowering. 2 years. vegetative regeneration strategy. resprouts from the base. seedbank persistence. medium. fire response. following fire prolific germination of soil-stored seed occurs and mature plants can resprout. ;",NA,NA,NA,resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub. Reproduction. Seed. Dispersal. Water, soil movement, garden refuse. Time to first flowering. 2 years. Vegetative regeneration strategy. Resprouts from the base. Seedbank persistence. Medium. Fire response. Following fire prolific germination of soil-stored seed occurs and mature plants can resprout."
Florabase_long,Chasmanthe floribunda,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarlily seed, also corm offsets. dispersal. primarily birds, also water and soil. time to first flowering. 4 years. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Primarlily seed, also corm offsets. Dispersal. Primarily birds, also water and soil. Time to first flowering. 4 years. Fire response. Generally survives fire."
