error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Morgan_2011_2_018,Williams_2020_1,Brachyscome basaltica,NA,NA,Williams_2020_1_502,seed_mass,0.25,mg,NA,site_mean,unknown,Brachyscome basaltica
Duplicate of Morgan_2011_2_024,Williams_2020_1,Calocephalus citreus,NA,NA,Williams_2020_1_030,seed_mass,0.2,mg,NA,site_mean,unknown,Calocephalus citreus
Duplicate of Morgan_2011_2_025,Williams_2020_1,Calocephalus lacteus,NA,NA,Williams_2020_1_507,seed_mass,0.9625,mg,NA,site_mean,unknown,Calocephalus lacteus
Duplicate of Morgan_2011_2_026,Williams_2020_1,Calotis anthemoides,NA,NA,Williams_2020_1_508,seed_mass,1.06,mg,NA,site_mean,unknown,Calotis anthemoides
Duplicate of Morgan_2011_2_027,Williams_2020_1,Carex breviculmis,NA,NA,Williams_2020_1_131,seed_mass,0.642,mg,NA,site_mean,unknown,Carex breviculmis
Duplicate of Morgan_2011_2_031,Williams_2020_1,Chrysocephalum apiculatum,NA,NA,Williams_2020_1_034,seed_mass,0.12,mg,NA,site_mean,unknown,Chrysocephalum apiculatum
Duplicate of Morgan_2011_2_035,Williams_2020_1,Convolvulus remotus,NA,NA,Williams_2020_1_111,seed_mass,5.38,mg,NA,site_mean,unknown,Convolvulus remotus
Duplicate of Morgan_2011_2_041,Williams_2020_1,Calamagrostis quadriseta,NA,NA,Williams_2020_1_384,seed_mass,1.56,mg,NA,site_mean,unknown,Deyeuxia quadriseta
Duplicate of Morgan_2011_2_042,Williams_2020_1,Dianella amoena,NA,NA,Williams_2020_1_704,seed_mass,5.09,mg,NA,site_mean,unknown,Dianella amoena
Duplicate of Morgan_2011_2_044,Williams_2020_1,Dichanthium sericeum,NA,NA,Williams_2020_1_385,seed_mass,1.384,mg,NA,site_mean,unknown,Dichanthium sericeum ssp sericeum
Duplicate of Morgan_2011_2_048,Williams_2020_1,Dillwynia cinerascens,NA,NA,Williams_2020_1_646,seed_mass,4.324,mg,NA,site_mean,unknown,Dillwynia cinerascens
Duplicate of Morgan_2011_2_056,Williams_2020_1,Einadia nutans,NA,NA,Williams_2020_1_096,seed_mass,0.78,mg,NA,site_mean,unknown,Einadia nutans ssp nutans
Duplicate of Morgan_2011_2_058,Williams_2020_1,Enchylaena tomentosa,NA,NA,Williams_2020_1_930,seed_mass,4.61,mg,NA,site_mean,unknown,Enchylaena tomentosa
Duplicate of Morgan_2011_2_059,Williams_2020_1,Erodium crinitum,NA,NA,Williams_2020_1_198,seed_mass,4.26,mg,NA,site_mean,unknown,Erodium crinitum
Duplicate of Morgan_2011_2_063,Williams_2020_1,Eutaxia microphylla,NA,NA,Williams_2020_1_182,seed_mass,3.818,mg,NA,site_mean,unknown,Eutaxia microphylla
Duplicate of Morgan_2011_2_064,Williams_2020_1,Geranium retrorsum,NA,NA,Williams_2020_1_200,seed_mass,2.5,mg,NA,site_mean,unknown,Geranium retrorsum
Duplicate of Morgan_2011_2_065,Williams_2020_1,Glycine latrobeana,NA,NA,Williams_2020_1_184,seed_mass,6.67,mg,NA,site_mean,unknown,Glycine latrobeana
Duplicate of Morgan_2011_2_066,Williams_2020_1,Glycine tabacina,NA,NA,Williams_2020_1_185,seed_mass,8.08,mg,NA,site_mean,unknown,Glycine tabacina
Duplicate of Morgan_2011_2_076,Williams_2020_1,Linum marginale,NA,NA,Williams_2020_1_259,seed_mass,1.25,mg,NA,site_mean,unknown,Linum marginale
Duplicate of Morgan_2011_2_079,Williams_2020_1,Lythrum hyssopifolia,NA,NA,Williams_2020_1_267,seed_mass,0.112,mg,NA,site_mean,unknown,Lythrum hyssopifolia
Duplicate of Morgan_2011_2_081,Williams_2020_1,Minuria leptophylla,NA,NA,Williams_2020_1_050,seed_mass,0.86,mg,NA,site_mean,unknown,Minuria leptophylla
Duplicate of Morgan_2011_2_083,Williams_2020_1,Panicum effusum,NA,NA,Williams_2020_1_398,seed_mass,0.715,mg,NA,site_mean,unknown,Panicum effusum
Duplicate of Morgan_2011_2_085,Williams_2020_1,Pimelea curviflora,NA,NA,Williams_2020_1_467,seed_mass,1.47,mg,NA,site_mean,unknown,Pimelea curviflora
Duplicate of Morgan_2011_2_086,Williams_2020_1,Pimelea glauca,NA,NA,Williams_2020_1_469,seed_mass,2.545,mg,NA,site_mean,unknown,Pimelea glauca
Duplicate of Morgan_2011_2_094,Williams_2020_1,Ptilotus spathulatus forma spathulatus,NA,NA,Williams_2020_1_490,seed_mass,3.76,mg,NA,site_mean,unknown,Ptilotus spathulatus forma spathulatus
Duplicate of Morgan_2011_2_095,Williams_2020_1,Pycnosorus chrysanthes,NA,NA,Williams_2020_1_538,seed_mass,0.85,mg,NA,site_mean,unknown,Pycnosorus chrysanthes
Duplicate of Morgan_2011_2_098,Williams_2020_1,Rutidosis leptorhynchoides,NA,NA,Williams_2020_1_539,seed_mass,1.37,mg,NA,site_mean,unknown,Rutidosis leptorhynchoides
Duplicate of Morgan_2011_2_101,Williams_2020_1,Senecio macrocarpus,NA,NA,Williams_2020_1_545,seed_mass,0.53,mg,NA,site_mean,unknown,Senecio macrocarpus
Duplicate of Morgan_2011_2_103,Williams_2020_1,Senecio squarrosus,NA,NA,Williams_2020_1_058,seed_mass,0.296,mg,NA,site_mean,unknown,Senecio squarrosus
Duplicate of Morgan_2011_2_117,Williams_2020_1,Vittadinia gracilis,NA,NA,Williams_2020_1_066,seed_mass,0.987,mg,NA,site_mean,unknown,Vittadinia gracilis
Duplicate of Morgan_2011_2_118,Williams_2020_1,Vittadinia muelleri,NA,NA,Williams_2020_1_551,seed_mass,0.16,mg,NA,site_mean,unknown,Vittadinia muelleri
Duplicate of Williams_2020_1_303,Williams_2020_1,Acianthus exsertus,NA,NA,Williams_2020_1_761,seed_mass,0.001,mg,NA,site_mean,unknown,Acianthus exsertus
Duplicate of Williams_2020_1_325,Williams_2020_1,Microtis unifolia,NA,NA,Williams_2020_1_327,seed_mass,0.001,mg,NA,site_mean,unknown,Microtis unifolia
