Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality ,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA
3,1,0,Centrolepis fascicularis,CENTROLEPIDACEAE,,,1,,,,,,,,,5,2,0.05,1,,1,12,0,,0,1,
3,1,0,Centrolepis polygyna,CENTROLEPIDACEAE,,,1,,,,,,,,,1,5,0.05,1,,1,12,0,,0,1,
3,1,0,Centrolepis strigosa,CENTROLEPIDACEAE,1,1,1,,,,,,,,,1,5,0.1,1,,1,12,0,,0,1,
,1,,Atriplex australasica,CHENOPODIACEAE,,,,,,,,,,,,4,5,1,1,,7,2,0,,0,,
4,1,0,Atriplex cinerea,CHENOPODIACEAE,,,,,,1,,,,,,8,1,2,1,,2,2,0,,0,,
,1,,Atriplex muelleri,CHENOPODIACEAE,,,,,,,,,,,,3,5,0.3,1,,1,2,0,,0,,
,1,,Atriplex paludosa ssp cordata,CHENOPODIACEAE,,,,,,1,,,,,,8,1,1,1,,1,2,0,,0,,
4,1,0,Atriplex paludosa ssp paludosa,CHENOPODIACEAE,,,1,,,1,,,,,,8,1,1.6,1,,1,2,0,,0,,
4,1,0,Atriplex semibaccata,CHENOPODIACEAE,,1,1,1,,1,,,,1,,8,2,0.4,1,,1,2,0,1.13,0,,
4,1,0,Atriplex suberecta,CHENOPODIACEAE,,,,,,,,,,,,8,2,0.6,1,,1,2,0,,0,,
,1,,Chenopodium ambiguum,CHENOPODIACEAE,,,,,,,,,,,,4,5,0.5,1,,3,12,2,,0,2,
,1,,Chenopodium cristatum,CHENOPODIACEAE,,,,,,,,,,,,1,5,0.2,1,,3,12,0,,0,2,
4,1,0,Chenopodium pumilio,CHENOPODIACEAE,,,,,,,,,,1,,1,5,0.25,1,,1,12,0,,0,2,
,1,,Dissocarpus biflorus,CHENOPODIACEAE,,,,,,,,,,,,4,2,0.25,1,,1,,0,,0,2,
4,1,0,Einadia nutans ssp nutans,CHENOPODIACEAE,1,1,1,1,1,,,,,,,1,2,0.3,1,,3,,0,0.78,0,2,
4,1,0,Enchylaena tomentosa,CHENOPODIACEAE,,1,1,1,1,1,,,,,,8,1,1.5,1,,3,12,0,4.61,0,2,
,1,,Halosarcia fabelliformis,CHENOPODIACEAE,,,,,,,,,,,,7,2,0.2,1,,1,,0,,0,2,
4,1,0,Halosarcia halocnemoides ssp halocnemoides,CHENOPODIACEAE,,,1,,,,,,,,,11,1,0.3,1,,1,,0,,0,2,
,1,,Halosarcia indica ssp. bidens,CHENOPODIACEAE,,,,,,1,,1,,,,8,1,2,1,,1,,0,,0,2,
,1,,Halosarcia indica ssp. leiostachya,CHENOPODIACEAE,,,,,,1,,1,,,,1,1,0.4,1,,1,,0,,0,2,
4,1,0,Halosarcia pergranulata ssp pergranulata,CHENOPODIACEAE,,,,,,,,,,,,11,1,0.6,1,,1,,0,,0,2,
,1,,Halosarcia syncarpa,CHENOPODIACEAE,,,,,,,,,,,,8,1,1,1,,1,,0,,0,2,
,1,,Maireana aphylla,CHENOPODIACEAE,,,1,,,,,,,,,8,1,2,1,,2,,0,,0,2,
,1,,Maireana brevifolia,CHENOPODIACEAE,,,1,1,,,,,,,,8,1,1,1,,2,,0,,0,2,
4,1,0,Maireana decalvans,CHENOPODIACEAE,,1,,,1,,,,,,,7,2,0.5,1,,2,,0,,0,2,
4,1,0,Maireana enchylaenoides,CHENOPODIACEAE,,1,,,,,,,,,,4,2,0.3,1,,2,,0,,0,2,
,1,,Maireana oppositifolia,CHENOPODIACEAE,,1,,,,,,,,,,8,1,1,1,,2,,0,,0,2,
,1,,Maireana rohrlachii,CHENOPODIACEAE,,1,,,,,,,,,,8,1,1,1,,2,,0,,0,2,
4,1,0,Rhagodia candolleana ssp candolleana,CHENOPODIACEAE,,1,,,,1,,,,,,8,1,2,1,,3,2,0,,0,2,
,1,,Rhagodia crassifolia,CHENOPODIACEAE,,,,,,,,,,,,8,1,1.5,1,,3,12,0,,0,2,
4,1,0,Rhagodia parabolica,CHENOPODIACEAE,,1,1,1,,,,,,,,8,1,2,1,,3,12,0,,0,2,
,1,,Rhagodia spinescens,CHENOPODIACEAE,,,,,,,,,,,,7,1,1.5,1,,3,12,3,,0,2,
,1,,Salsola kali,CHENOPODIACEAE,,,,,,,,,,,,4,5,0.6,1,,2,12,0,,0,2,
4,1,0,Sarcocornia blackiana,CHENOPODIACEAE,,,,,,1,,,,,,11,2,0.6,2,a,2,2,0,,0,2,
4,1,0,Sarcocornia quinqueflora ssp quinqueflora,CHENOPODIACEAE,,,,,,1,,,,,,11,2,0.05,2,a,1,2,0,,0,2,
,1,,Sclerolaena diacantha,CHENOPODIACEAE,,,1,1,,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
,1,,Sclerolaena uniflora,CHENOPODIACEAE,,,,,,,,,,,,4,3,0.2,1,,4,2,0,,0,2,
4,1,0,Sclerostegia arbuscula,CHENOPODIACEAE,,,,,,,,,,,,12,1,2,1,,1,,0,,0,2,
4,1,0,Suaeda australis,CHENOPODIACEAE,,1,,,,,,,,,,7,1,0.8,1,,7,2,0,,0,,
4,1,0,Threlkeldia diffusa,CHENOPODIACEAE,,,,,,1,,,,,,11,2,0.3,1,,3,,0,,0,1,
4,1,0,Hypericum gramineum,CLUSIACEAE,1,1,1,1,1,,,,,,,3,3,0.4,3,a,2,2,0,0.015,,,23.24
4,1,0,Hypericum japonicum,CLUSIACEAE,1,,1,1,,,,,,,,1,3,0.08,1,,2,2,0,,,,
4,1,0,Calystegia sepium,CONVOLVULACEAE,1,,,,,,,,,1,,15,1,4,1,,1,2,0,33.9,1,1,
4,1,0,Convolvulus erubescens,CONVOLVULACEAE,1,1,,,1,,,,,,,15,4,0.3,1,,1,2,0,4.322,1,1,
4,1,0,Convolvulus remotus,CONVOLVULACEAE,,1,,,1,,,,,,,1,4,0.05,1,,1,2,0,5.38,1,1,
,1,,Cressa cretica,CONVOLVULACEAE,,,,,,,,1,,,,7,2,0.2,1,,1,12,0,,1,1,
4,1,0,Dichondra repens,CONVOLVULACEAE,1,1,1,1,1,,,,,1,,1,3,0.04,2,a,1,2,0,3.19,3,1,35.48
4,1,0,Wilsonia backhousei,CONVOLVULACEAE,,,,,,1,,,,,,1,2,0.2,2,a,1,,0,,,1,
4,1,0,Wilsonia humilis,CONVOLVULACEAE,,,,,,,,1,,,,1,2,0.1,1,,1,,0,,,1,
4,1,0,Wilsonia rotundifolia,CONVOLVULACEAE,,,,,,1,,1,,,,1,2,0.2,1,,1,,0,,,1,
4,1,0,Crassula closiana,CRASSULACEAE,1,1,1,1,,1,,,,,,3,5,0.1,1,,2,2,0,,0,3,
4,1,0,Crassula colorata,CRASSULACEAE,1,,1,1,1,,,,,,,3,5,0.15,1,,2,2,0,,0,3,
4,1,0,Crassula decumbens,CRASSULACEAE,1,1,1,1,,1,,,,,,1,5,0.15,1,,2,2,0,0.006,0,3,85.92
4,1,0,Crassula helmsii,CRASSULACEAE,1,1,,,,,,,,1,,3,3,0.3,1,,2,2,0,,0,3,
4,1,0,Crassula peduncularis,CRASSULACEAE,,1,,,,,,,,,,3,5,0.05,1,,2,2,0,,0,3,
,1,,Crassula sieberiana ssp. sieberiaina,CRASSULACEAE,,,,,,1,,,,,,1,3,0.2,3,d,2,2,0,,0,3,
,1,,Crassula sieberiana ssp. tetramera,CRASSULACEAE,,,,,,,,,,,,1,5,0.15,1,,2,2,0,,0,3,
,1,,Cucumis microcarpum,CUCURBITACEAE,,1,,,1,,,,,,,15,5,3,3,a,3,2,0,,1,3,
,1,,Callitris preissii ,CUPRESSACEAE,,1,1,,,,,,,,,9,1,15,1,,2,3,0,,0,1,
,1,,Callitris rhomboidea ,CUPRESSACEAE,,1,,,,,,,,,,9,1,6,1,,2,3,0,,0,1,
,1,,Amphibolis antarctica,CYMODOCEACEAE,,,,,,,,1,,,,18,7,1.5,3,a,7,12,0,,0,1,
3,1,0,Baumea acuta,CYPERACEAE,,,1,,,,,,,,,6,3,0.3,3,a,1,,0,,0,2,
3,1,0,Baumea arthrophylla,CYPERACEAE,,,,,,,1,,,,,19,3,1.3,3,a,7,,0,,0,2,
3,1,0,Baumea articulata,CYPERACEAE,,,,,,,,,,1,,6,3,2,3,a,1,,0,,0,2,
3,1,0,Baumea gunnii,CYPERACEAE,,,1,,,,,,,,,6,3,1,3,a,1,,0,,0,2,
3,1,0,Baumea juncea,CYPERACEAE,,1,,,,,,,,,,6,3,0.9,3,a,1,,0,,0,2,
,1,,Baumea laxa,CYPERACEAE,,,1,,,,,,,,,2,4,0.6,3,a,1,,0,,0,2,
3,1,0,Baumea rubiginosa,CYPERACEAE,,,1,,,,,,,,,6,3,1,3,a,1,,0,,0,2,
3,1,0,Baumea tetragona,CYPERACEAE,,,1,,,,,,,,,6,3,1,3,a,1,,0,,0,2,
3,1,0,Bolboschoenus caldwellii,CYPERACEAE,,1,,,,,,,,,,2,3,0.9,3,a,1,2,0,,0,2,
3,0,0,Bolboschoenus medianus,CYPERACEAE,,,,,,,,,,1,,2,3,2,3,a,1,2,0,,0,2,
3,1,0,Carex appressa,CYPERACEAE,1,1,,,,,,,,1,,2,3,1.5,1,,1,12,0,1.0009,1,2,
3,1,0,Carex bichenoviana,CYPERACEAE,,1,,,1,,,,,,,1,3,0.5,3,a,1,12,0,,1,2,
3,1,0,Carex breviculmis,CYPERACEAE,1,1,,,1,,,,,,,6,3,0.15,3,a,1,12,0,0.642,1,2,
3,1,0,Carex fascicularis,CYPERACEAE,1,,,,,,,,,,,6,3,1,3,a,1,12,0,,1,2,
3,1,0,Carex gaudichaudiana,CYPERACEAE,1,,,,,,,,,,,2,3,0.9,3,a,1,12,0,,1,2,
,1,,Carex gunniana,CYPERACEAE,,,,,,,1,,,,,6,3,0.4,3,a,1,12,0,,1,2,
3,1,0,Carex inversa,CYPERACEAE,1,1,,,1,,,,,,,1,3,0.5,3,a,1,12,0,1.33,1,2,20.69
3,1,0,Carex pumila,CYPERACEAE,,,,,,1,,,,,,1,3,0.5,3,a,1,12,0,,1,2,
3,0,0,Carex tereticaulis,CYPERACEAE,1,,,,,1,,,1,,,6,3,1.2,3,a,7,12,0,,1,2,
,1,,Chorizandra enodis,CYPERACEAE,,,,1,,,,,,,,1,4,0.3,3,a,1,,0,,1,2,
,1,,Cladium mariscus,CYPERACEAE,,,,,,,,,,1,,2,2,2,2,a,1,2,0,,0,2,
,1,,Cladium procerum,CYPERACEAE,,,,,,,,1,,1,,2,2,2,2,a,1,2,0,,0,2,
3,1,0,Cyperus gunnii ssp gunnii,CYPERACEAE,,,,,,,,,,1,,2,1,1.5,3,a,1,2,0,,0,,
3,1,0,Cyperus gymnocaulos,CYPERACEAE,,,,,,,,,,1,,6,3,0.9,3,a,1,2,0,,0,,
,1,,Cyperus tenellus,CYPERACEAE,,,,,1,,,,,,,1,3,0.08,1,,1,2,0,,0,,
,1,,Cyperus vaginatus,CYPERACEAE,1,1,,,,,,,,,,6,3,1.5,3,a,1,2,0,,0,,
3,1,0,Eleocharis acuta,CYPERACEAE,1,1,1,,,,,,,1,,18,7,0.9,3,a,7,12,0,,0,2,
3,1,0,Eleocharis gracilis,CYPERACEAE,,,,,,,,,,1,,1,3,0.3,3,a,4,12,0,,0,2,
3,1,0,Eleocharis pusilla,CYPERACEAE,,,,,,,1,,,,,18,6,0.25,3,a,7,12,0,,0,2,
3,1,0,Eleocharis sphacelata,CYPERACEAE,,,,,,,1,,,,,18,6,2,3,a,4,12,0,5.2,0,2,
,1,,Gahnia ancistrophylla,CYPERACEAE,,,,,,,,,,,,6,3,0.8,3,a,1,2,0,,0,2,
,0,,Gahnia deusta,CYPERACEAE,,,,,,1,,,,,,6,4,0.5,3,a,3,2,0,,0,2,
3,1,0,Gahnia filum,CYPERACEAE,,,,,,,1,1,,,,6,3,1.2,3,a,1,2,0,,0,2,
,1,,Gahnia lanigera,CYPERACEAE,,,,1,,,,,,,,6,3,0.3,3,a,1,2,0,,0,2,
3,1,0,Gahnia sieberiana,CYPERACEAE,1,,1,,,,,,,,,6,3,3,3,a,1,2,0,,0,2,
3,1,0,Gahnia trifida,CYPERACEAE,,1,,,,,,,,,,6,3,1,3,a,1,2,0,,0,2,
3,1,0,Isolepis cernua,CYPERACEAE,,1,1,,,,,,,1,,6,3,0.2,3,a,1,2,0,,0,2,
,1,,Isolepis congrua,CYPERACEAE,,,,,,,,,,,,1,5,0.05,1,,1,2,0,,0,2,
3,1,0,Isolepis fluitans,CYPERACEAE,,,,,,,1,,,,,19,3,0.15,1,,1,2,0,,0,2,
3,1,0,Isolepis hookeriana,CYPERACEAE,1,,1,,,,,,,,,6,5,0.15,1,,1,2,0,,0,2,
3,1,0,Isolepis inundata,CYPERACEAE,1,,,,,,,,,1,,6,3,0.4,1,,1,2,0,,0,2,
3,1,0,Isolepis marginata,CYPERACEAE,1,,,,,,,,,1,,6,5,0.1,1,,1,2,0,,0,2,
,1,,Isolepis nodosa,CYPERACEAE,,,,1,,1,,,,,,6,3,2,3,a,1,2,0,,0,2,
,1,,Isolepis platycarpa,CYPERACEAE,,,,,,,,,,,,6,3,0.7,1,,1,2,0,,0,2,
,1,,Lepidosperma canescens,CYPERACEAE,1,1,,,,,,,,,,2,3,1,3,a,1,2,0,,0,2,
,1,,Lepidosperma carphoides,CYPERACEAE,,,,,,,,,,1,,1,3,0.4,3,a,1,2,0,,0,2,
3,1,0,Lepidosperma concavum,CYPERACEAE,,1,,,,1,,,,,,1,3,1,3,a,1,2,0,,0,2,
3,1,0,Lepidosperma congestum,CYPERACEAE,,1,,,,,,,,,,1,3,0.55,3,a,1,2,0,,0,2,
3,1,0,Lepidosperma curtisiae,CYPERACEAE,,1,,,,,,,,,,2,3,0.25,1,,6,2,0,3.2,0,2,
3,1,0,Lepidosperma laterale,CYPERACEAE,1,1,1,,,,,,,,,2,3,1,3,a,6,12,0,4.12,0,2,4.37
3,1,0,Lepidosperma longitudinale,CYPERACEAE,,,1,,,,,,,,,1,3,2,3,a,1,2,0,,0,2,
3,1,0,Lepidosperma semiteres,CYPERACEAE,1,1,1,,,,,,,,,2,3,1,3,a,1,2,0,,0,2,2.044
,1,,Lepidosperma viscidum,CYPERACEAE,1,1,,,,,,,,,,1,3,0.5,3,a,1,2,0,,0,2,
,1,,Schoenoplectus litoralis,CYPERACEAE,,,,,,,1,,,1,,2,3,1.5,3,a,1,12,0,,0,2,
3,1,0,Schoenoplectus pungens,CYPERACEAE,,,,,,,,,,1,,1,3,0.6,3,a,1,12,0,1.74,0,2,
,1,,Schoenoplectus validus,CYPERACEAE,,,,,,,1,,,1,,2,3,2,3,a,1,12,0,,0,2,
3,1,0,Schoenus apogon,CYPERACEAE,1,1,1,,1,,,,,,,1,3,0.25,3,a,1,2,0,0.54,0,2,
,1,,Schoenus brachyphyllus,CYPERACEAE,1,1,,,,,,,,,,1,3,0.6,3,a,1,2,0,,0,2,
3,1,0,Schoenus breviculmis,CYPERACEAE,,1,1,,,,,,,,,1,3,0.06,3,a,1,2,0,,0,2,
,1,,Schoenus carsei,CYPERACEAE,,,,,,,,,,,,1,3,0.75,1,,1,2,0,,0,2,
3,1,0,Schoenus lepidosperma ssp lepidosperma,CYPERACEAE,,,1,,,,,,,,,1,3,0.5,3,a,1,2,0,,0,2,
3,1,0,Schoenus maschalinus,CYPERACEAE,1,,1,,,,,,,,,1,3,0.25,1,,1,2,0,,0,2,
,1,,Schoenus nanus,CYPERACEAE,,,1,,,,,,,,,1,5,0.05,1,,1,2,0,,0,2,
3,1,0,Schoenus nitens,CYPERACEAE,,,,,,,,,,,,1,3,0.3,3,a,1,2,0,,0,2,
3,1,0,Schoenus tesquorum,CYPERACEAE,,1,,,,,,,,1,,1,3,0.45,1,,1,2,0,,0,2,
3,1,0,Tetraria capillaris,CYPERACEAE,1,,1,,,,,,,,,1,3,0.4,3,a,1,2,0,,0,2,
2,1,0,Hypolepis rugosula,DENNSTAEDTIACEAE,1,,,,,,,,,,,2,3,1.5,3,a,2,12,0,0.0001,0,1,
2,1,0,Pteridium esculentum,DENNSTAEDTIACEAE,1,1,1,,,,,,,,,2,4,2.5,3,a,2,2,0,0.0001,0,1,
4,1,0,Hibbertia acicularis,DILLENIACEAE,,1,,,,,,,,,,7,2,0.4,1,,6,2,0,,1,1,
,1,,Hibbertia exutiacies,DILLENIACEAE,1,1,,,,,,,,,,7,2,0.5,1,,6,2,0,,1,1,
,1,,Hibbertia incana,DILLENIACEAE,,1,,,,,,,,,,7,2,0.5,1,,6,2,0,,1,1,
4,1,0,Hibbertia riparia,DILLENIACEAE,1,1,,,,,,,,,,8,1,1.2,1,,6,2,0,1.445,1,1,10.008
4,1,0,Hibbertia sericea,DILLENIACEAE,,1,,,,,,,,,,7,1,0.7,1,,6,2,0,,1,1,2.1
4,1,0,Hibbertia stricta,DILLENIACEAE,1,1,,,,,,,,,,8,1,1.2,1,,6,2,0,,1,1,
,1,,Hibbertia virgata,DILLENIACEAE,,,1,,,,,,,,,7,2,0.5,1,,6,2,0,,1,1,
,1,,Drosera auriculata,DROSERACEAE,1,1,,,,,,,,,,1,4,0.7,2,a,2,10,0,,1,1,
4,1,0,Drosera binata,DROSERACEAE,1,,,,,,,,,,,1,4,0.6,2,a,2,10,0,,1,1,
4,1,0,Drosera glanduligera,DROSERACEAE,,1,,,,,,,,,,1,4,0.05,3,a,2,10,0,,1,1,
,1,,Drosera macrantha ssp. planchonii,DROSERACEAE,,1,1,,,,,,,,,4,4,0.6,3,b,2,10,0,,1,1,
4,1,0,Drosera peltata,DROSERACEAE,1,1,1,1,1,,,,,,,3,4,0.8,3,b,2,10,0,,1,1,
4,1,0,Drosera pygmaea,DROSERACEAE,1,,1,1,,,,,,,,1,4,0.03,2,c,2,10,0,,1,1,
4,1,0,Drosera whittakeri ssp aberrans,DROSERACEAE,1,1,,,1,,,,,,,1,4,0.05,3,b,1,10,0,0.34,1,1,26.07
,1,,Acrotriche affinis,EPACRIDACEAE,,,1,,,,,,,,,8,1,1,1,,6,4,0,,1,1,
,1,,Acrotriche cordata,EPACRIDACEAE,,,1,1,,,,,,,,8,1,1,1,,6,4,0,,1,1,
,1,,Acrotriche depressa,EPACRIDACEAE,1,,1,1,,,,,,,,8,1,0.8,1,,6,4,0,,1,1,
,1,,Acrotriche fasciculiflora,EPACRIDACEAE,1,1,,,,,,,,,,8,1,1.5,1,,6,4,0,,1,1,
,1,,Acrotriche patula,EPACRIDACEAE,,,1,,,,,,,,,8,1,1,1,,6,4,0,,1,1,
4,1,0,Acrotriche serrulata,EPACRIDACEAE,1,1,,,,,,,,,,7,2,0.3,2,a,6,4,0,6.6,1,1,6.49
,1,,Astroloma conostephioides,EPACRIDACEAE,1,1,1,,,,,,,,,8,1,1,1,,3,4,0,,1,1,
4,1,0,Astroloma humifusum,EPACRIDACEAE,1,1,,1,,,,,,,,7,1,0.7,1,,3,4,2,51.22,1,1,8.5
4,1,0,Brachyloma ciliatum,EPACRIDACEAE,,,,1,,,,,,,,7,2,0.5,1,,3,4,0,,1,1,
,1,,Brachyloma daphnoides,EPACRIDACEAE,1,1,,1,,,,,,,,7,2,0.8,1,,3,4,0,,1,1,
,1,,Brachyloma ericoides ssp. ericoides,EPACRIDACEAE,,,1,1,,,,,,,,8,1,0.9,1,,3,4,0,,1,1,
4,1,0,Epacris impressa,EPACRIDACEAE,1,1,1,1,,,,,,,,8,1,1.5,1,,1,4,2,0.039,1,1,8.19
,1,,Leucopogon australis,EPACRIDACEAE,,,,,,,,,,,,9,1,1.5,1,,6,4,0,,1,1,
,1,,Leucopogon clelandii,EPACRIDACEAE,,1,,,,,,,,,,7,2,0.3,1,,6,4,0,,1,1,
,1,,Leucopogon concurvus,EPACRIDACEAE,1,,1,1,,,,,,,,7,2,0.6,1,,6,4,0,,1,1,
,1,,Leucopogon cordifolius,EPACRIDACEAE,1,1,,1,,,,,,,,8,1,1.5,1,,6,4,0,,1,1,
,1,,Leucopogon lanceolatus,EPACRIDACEAE,1,1,,,,,,,,,,8,1,1.5,1,,6,4,0,,1,1,
4,1,0,Leucopogon parviflorus,EPACRIDACEAE,,1,,,,1,,,,,,9,1,5,1,,6,4,0,,1,1,
,1,,Leucopogon rufus,EPACRIDACEAE,,1,1,,,,,,,,,8,1,0.9,1,,6,4,0,,1,1,
4,1,0,Leucopogon virgatus,EPACRIDACEAE,1,,,,,,,,,,,8,1,1,1,,6,4,2,1.34,1,1,9.99
4,1,0,Lissanthe strigosa,EPACRIDACEAE,1,,,,,,,,,,,8,1,1,1,,3,4,2,,1,1,
4,1,0,Sprengelia incarnata,EPACRIDACEAE,,,1,1,,,1,,,,,8,1,2,1,,2,4,2,,1,1,
,1,,Adriana klotzschii,EUPHORBIACEAE,,,1,,,1,,,,,,8,1,3,1,,6,,0,,1,,
,1,,Beyeria lechenaultii,EUPHORBIACEAE,1,,1,,,,,,,,,8,1,1.5,1,,6,2,0,,1,,
,1,,Euphorbia drummondii,EUPHORBIACEAE,,1,1,,1,,,,,1,,1,5,0.05,1,,1,2,0,,1,,
,1,,Micrantheum demissum,EUPHORBIACEAE,,1,,,,,,,,,,7,2,0.5,1,,6,,0,,1,,
,1,,Phyllanthus australis,EUPHORBIACEAE,,,,,,1,,,,,,7,2,0.3,1,,1,2,0,,0,,
,1,,Phyllanthus saxosus,EUPHORBIACEAE,,1,,,,,,,,,,8,1,2,1,,1,2,0,,0,,
,1,,Poranthera ericoides,EUPHORBIACEAE,1,1,,,,,,,,,,7,2,0.25,1,,1,2,0,,1,,
4,1,0,Poranthera microphylla,EUPHORBIACEAE,1,1,,,,,,,,,,3,5,0.15,1,,8,2,0,0.07,1,,28
,1,,Poranthera triandra,EUPHORBIACEAE,,1,,,,,,,,,,7,5,0.4,1,,1,2,0,,1,,
4,1,0,Bossiaea prostrata,FABACEAE,1,1,,,1,,,,,,,15,2,0.1,1,,6,1,0,2.94,1,1,
,1,,Daviesia benthamii ssp. humilis,FABACEAE,,1,,,,,,,,,,7,2,0.6,1,,6,1,0,,1,1,
,1,,Daviesia brevifolia,FABACEAE,,1,,,,,,,,,,10,1,1,1,,6,1,0,,1,1,
4,1,0,Daviesia leptophylla,FABACEAE,1,1,,,,,,,,,,8,1,2,1,,6,1,0,3.94,1,1,5.39
4,1,0,Daviesia ulicifolia s.l.,FABACEAE,1,,,,,,,,,1,,8,1,2,1,,6,1,2,,1,1,
4,1,0,Dillwynia hispida,FABACEAE,,,,1,,,,,,,,7,2,0.6,1,,6,1,0,,1,1,
4,1,0,Dillwynia sericea,FABACEAE,1,1,,,,,,,,,,8,1,1.5,1,,6,1,0,2.3,1,1,6.17
4,1,0,Eutaxia microphylla,FABACEAE,,1,,,1,,,,,,,8,1,1,1,,6,1,0,3.818,1,1,10.28
4,1,0,Glycine clandestina,FABACEAE,1,1,,,,,,,,,,15,1,2,1,,1,1,0,3.01,1,1,11.05
4,1,0,Glycine latrobeana,FABACEAE,1,1,,,1,,,,,,,15,2,0.3,1,,6,1,0,6.67,1,1,
4,1,0,Glycine tabacina,FABACEAE,1,1,,,1,,,,,1,,15,2,0.3,2,a,6,1,0,8.08,1,1,
,1,,Gompholobium ecostatum,FABACEAE,1,,,,,,,,,,,7,2,0.5,1,,6,1,0,,1,1,
4,1,0,Goodia lotifolia,FABACEAE,1,1,,,,,,,,,,8,1,4,1,,6,1,0,,1,1,
4,1,0,Hardenbergia violacea,FABACEAE,1,1,,,,,,,,,,15,2,0.3,1,,6,1,0,35.03,1,1,8.09
4,1,0,Indigofera australis,FABACEAE,1,,,,,,,,,1,,8,1,2.5,1,,1,1,0,7.13,1,1,7.33
4,1,0,Kennedia prostrata,FABACEAE,1,1,,,1,,,,,1,,1,2,0.1,1,,6,1,0,15.69,1,1,
4,1,0,Lotus australis,FABACEAE,,,,,1,,,,,,,3,3,0.6,1,,1,1,0,2.83,1,1,
,1,,Phyllota pleurandroides,FABACEAE,,,1,,,,,,,,,7,2,0.5,2,c,1,1,0,,1,1,
,1,,Phyllota remota,FABACEAE,,,,,,,,,,,,2,2,0.5,1,,1,1,0,,1,1,
4,1,0,Platylobium obtusangulum,FABACEAE,1,1,,,,,,,,,,8,1,1,1,,6,1,0,,1,1,
,1,,Psoralea australasica,FABACEAE,,,,,,,,,,1,,1,8,2.5,1,,1,1,0,,1,1,
,1,,Psoralea cinereum,FABACEAE,,,,,1,,,,,1,,4,1,1,1,,1,1,0,,1,1,
,1,,Psoralea parva,FABACEAE,1,,,,1,,,,,,,4,3,0.3,1,,1,1,0,,1,1,
,1,,Psoralea patens,FABACEAE,,1,,,1,,,,,,,1,3,0.1,1,,1,1,0,,1,1,
,1,,Pultenaea acerosa,FABACEAE,,1,1,,,,,,,,,7,2,0.6,1,,6,1,0,,1,1,
,1,,Pultenaea canaliculata,FABACEAE,1,1,1,,,,,,,,,8,1,2,1,,6,1,0,,1,1,
,1,,Pultenaea daphnoides,FABACEAE,1,1,,,,,,,,,,8,1,3,1,,6,1,0,,1,1,
,1,,Pultenaea graveolens,FABACEAE,1,,,,,,,,,,,8,1,1.5,1,,6,1,0,,1,1,
4,1,0,Pultenaea hispidula,FABACEAE,1,1,1,1,,,,,,,,8,1,1.5,1,,6,1,0,,1,1,
,1,,Pultenaea humilis,FABACEAE,1,,,,,,,,,,,7,2,0.5,1,,6,1,0,,1,1,
,1,,Pultenaea involucrata,FABACEAE,1,1,,,,,,,,,,8,1,1,1,,6,1,0,,1,1,
,1,,Pultenaea largiflorens,FABACEAE,1,1,,,,,,,,,,8,1,1,1,,6,1,0,,1,1,
,1,,Pultenaea laxiflora,FABACEAE,,,,1,,,,,,1,,1,2,0.5,1,,6,1,0,,1,1,
4,1,0,Pultenaea mollis,FABACEAE,1,,,1,,,,,,,,8,1,3,1,,6,1,0,,1,1,
4,1,0,Pultenaea pedunculata,FABACEAE,1,1,,,,,,,,,,7,2,0.2,1,,6,1,0,,1,1,
4,1,0,Pultenaea scabra,FABACEAE,1,,,,,,,,,,,8,1,3,1,,6,1,0,,1,1,
4,1,0,Pultenaea tenuifolia,FABACEAE,,1,,,,1,,,,,,8,1,1,1,,6,1,0,,1,1,
,1,,Pultenaea trinervis,FABACEAE,,1,1,1,,,,,,,,8,1,1,1,,6,1,0,,1,1,
4,1,0,Sphaerolobium minus,FABACEAE,1,,,,,,,,,,,7,2,0.5,1,,6,1,0,,1,1,
,1,,Swainsona behriana ,FABACEAE,,,,,,,,,,,,1,3,0.3,1,,1,1,0,,1,1,
,1,,Swainsona formosa,FABACEAE,,1,,,,,,,,,,1,5,0.2,1,,1,1,0,,1,1,
,0,,Swainsona lessertiifolia,FABACEAE,,,,1,,,,,,,,4,3,1,1,,1,1,0,,1,1,
,1,,Swainsona oroboides,FABACEAE,,,,,,,,,,,,1,3,0.3,1,,1,1,0,,1,1,
4,1,0,Viminaria juncea,FABACEAE,1,1,1,1,,,,,,1,,8,1,5,1,,6,1,0,6.4,1,1,
4,1,0,Frankenia pauciflora,FRANKENIACEAE,,,1,,,1,,,,,,8,1,1,1,,1,7,0,,1,1,
4,1,0,Sebaea ovata,GENTIANACEAE,1,,,,,,,,,,,3,5,0.3,1,,2,2,0,,1,1,
4,1,0,Erodium crinitum,GERANIACEAE,,1,,,1,,,,,,,3,5,0.8,1,,4,2,0,4.26,1,3,
4,1,0,Geranium potentilloides,GERANIACEAE,1,,,,,,,,,,,15,3,1,2,a,1,2,0,1.75,1,3,19.85
