source,taxon_name,original_text,text,category,,l_absolute_min,l_min,l_max,l_absolute_max,l_units,l_f,w_absolute_min,w_min,w_max,w_absolute_max,w_units,w_f,t_min,t_max,t_absolute_max,t_units,b_f,changes,checked seed dimensons
missed_pn,Aristolochia meridionalis,"Description: Slender vine with stems to c. 1.5 m long, glabrous. Leaves: pseudo-stipules absent; lamina narrowly sagittate or sagittate to ovate-sagittate, 1.2-11.5 cm long, 0.5-5 cm wide, base sagittate or shallowly to deeply cordate, apex acute to blunt, glabrous above, sparsely puberulent or glabrous below; petiole 0.5-5.5 cm long. Flowers solitary, axillary. Calyx straight or curved, creamish or greyish mottled maroon or purplish brown, glabrous outside; utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. Fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., not beaked. Seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, not winged."," seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, .",seed,,,3,5.5,,mm,,,3,5,,mm,,1,1.5,,mm,,,checked
missed_pn,Aristolochia meridionalis subsp. meridionalis,"Description: Slender vine with stems to c. 1.5 m long, glabrous. Leaves sagittate to ovate-sagittate, sometimes triangular but always less than three times as long as wide, 1.2-9 cm long, 0.9-5 cm wide, base sagittate or shallowly to deeply cordate, apex acute to blunt, glabrous above, sparsely puberulent or glabrous below; petiole 0.5-5.5 cm long. Flowers solitary, axillary. Calyx straight or curved, creamish or greyish mottled maroon or purplish brown, glabrous outside; utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. Fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., not beaked. Seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, not winged."," seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, .",seed,,,3,5.5,,mm,,,3,5,,mm,,1,1.5,,mm,,,checked
missed_pn,Aristolochia elegans,"Description: Vigorous climber, glabrous. Leaves broad-cordate to kidney-shaped, mostly wider than long, 3-8 cm long, 3-10 cm wide; lower surface pale, glaucous; petiole 1.5-5 cm long; pseudo-stipules cordate-reniform, deciduous, 7-27 mm long, 9-30 mm wide. Leaves emit an unpleasant odour when crushed. Flowers solitary, axillary. Calyx sigmoid, green-yellow to white, veined and marbled purple to maroon, with a dark throat, glabrous outside; utricle obovoid, 2.5-3.3 cm long; tube 10-20 mm long, expanding abruptly into a spreading limb; limb 1-lobed, disk-shaped, broadly cordate-ovate, 7.5-8 cm long, 8-8.4 cm wide. Capsule ribbed, 5-8 cm long with an apical projection. Seed cordate-triangular, flat, 4-6 mm long, 4-5.5 mm wide, c. 0.2 mm thick, tuberculate, laterally winged; wing 0.25-1 mm wide."," seed cordate-triangular, flat, 4-6 mm long, 4-5.5 mm wide,   0.2 mm thick, tuberculate, laterally winged; wing 0.25-1 mm wide.",seed,,,4,6,,mm,,,4,5.5,,mm,,,0.2,,mm,,,checked
missed_pn,Washingtonia robusta,"Description: Palm-tree, to c. 20 m high, trunk erect, usually tapered, to about 80 cm diam., ringed by close leaf scars. Leaves sometimes with a few dead hanging leaves. Adaxial hastula large, papery, more or less triangular, the margins irregular. fraying with age; leaf blades uniformly shiny green on both surfaces, nearly flat, the free portion of the segments usually drooping. Petioles of juvenile to half-grown trees armed with strong, sharp, orange-brown teeth 10-15 mm long along the full length, some teeth double-pointed; petioles of taller trees often reaching 1.4 m long, the margins entire or with some basal teeth to 3.0-3.5 mm long. Flowering branches often reaching c. 2.6 m long, arching well beyond the leaves, then drooping with weight of the fruits. Flowers white, short-pedicelled; calyx cupulate, 3-lobed, apices and margins irregular; petals basally connate into tube; stamens adnate briefly to petals; styles connate; stigma inconspicuous. Fruits ellipsoid, 7.5-10 mm long, blackish when ripe, the thin fleshy pericarp edible and sweet like a date, the fruits mostly falling with the dry, persistent calyx and short pedicel. Seeds 4.7-6.5 mm long, ellipsoid to globose, dark red-brown."," seeds 4.7-6.5 mm long, ellipsoid to globose, dark red-brown.",seeds,,,4.7,6.5,,mm,,,4.7,6.5,,mm,inferred_from_shape,4.7,6.5,,mm,inferred_from_shape,,checked
missed_pn,Dracaena trifasciata,"Description: Plant with very short stem, strongly stoloniferous; rhizome sympodial, yellow-red. Leaves 2-6 per plant, 40-175 cm long, 2.5-9 cm wide, dark green with conspicuous light or greyish green, irregularly defined transverse bands; often with a light green, yellowish or reddish margin. Raceme erect, 40-75 cm long including scape; flower clusters scattered or in groups; pedicels 6-8 mm long. Perianth 2.5-3 cm long, greenish white, scented, the segments broadening to greenish tip. Stamens 7-8 mm long; filaments 6-7 mm long; anthers 2 mm long. Style 15-18 mm long; stigma 0.5-1 mm long. Berry  globose, 7-9 mm diam., orange; seeds usually 2, 6-7 mm long, c. 5 mm diam., cream-brown."," seeds usually 2, 6-7 mm long,   5 mm diam., cream-brown.",seeds,,,6,7,,mm,,,,5,,mm,,,5,,mm,inferred_from_diameter,,checked
missed_pn,Capparis canescens,"Description: Shrub or tree, erect, to 5 m high, hairy. Spines straight, spreading, 6-10 mm long, reduced or absent on flowering branches. Leaves broadly elliptic or obovate, obtuse, acute or mucronate, 4.5-10 cm long, 2.5-6 cm wide, mostly glabrous; base acute to wedge-shaped; midrib flat; 4-7 pairs of veins; petiole 1-4 cm long. Inflorescence solitary or in collateral pairs in axils of uppermost leaves; pedicels 3-10 cm long. Buds prominently quadrangular. Sepals 16-23 mm long, outer pair hairy, inner pair glabrous. Petals c. 3 cm long, 2 cm wide, glabrous or woolly at base, white or pink. Stamens 85-160. Gynophore 6.5-8 cm long, glabrous; ovary elliptic, 4-6 mm long; placentas 4 or 5. Fruit globose, 2.5-7.5 cm wide, surface various. Seeds several; axis through attachment 7-9 mm long.", seeds several; axis through attachment 7-9 mm long.,seeds,,,7,9,,mm,,,,,,,,,,,,,,checked
missed_pn,Akania bidwillii,"Description: Tree to c. 12 m high; bark grey to dark brown, finely scaled and wrinkled. Leaves mostly paripinnate, to 75 cm long; leaflets 8-31 per leaf, lanceolate, 10-28 cm long, 2-4.5 cm wide, apex acuminate, base obtuse to  cordate, margins regularly spinose-toothed, upper surface dark green and shiny, lower surface paler and dull; venation prominent, finely reticulate; petiole 10-15 cm long; petiolules swollen, 5-15 mm long; stipules subulate. Panicles usually 8-15 cm long; pedicels 5-20 mm long. Flowers white or pink, fragrant. Calyx 3-4 mm long. Corolla 8-12 mm long, pubescent. Capsule  ovoid to pyriform; 20-30 mm long, dull-red; seeds 1 or 2, 10-12 mm long, yellow, hanging  outside capsule on a thread at maturity."," seeds 1 or 2, 10-12 mm long, yellow, hanging  outside capsule on a thread at maturity.",seeds,,,10,12,,mm,,,,,,,,,,,,,,checked
missed_pn,Acanthus mollis,"Description: Perennial herb with tuberous roots. Leaves in a basal rosette, with axillary spines absent, with lamina glabrous, to 50 cm long, to 30 cm wide, margin divided or incised, deeply lobed/toothed, dark glossy green; petiole to 20-30 cm long. Inflorescence an erect spike arising from basal leaf rosette, to 2 m high. Calyx with outer lobes unequal, upper lobes functioning as upper lip of corolla, c. 4 cm long, lower c. 3 cm long, purple or purple-tinged. Corolla c. 4-4.5 cm long, white; tube thickened distally, with ring of dense upright hairs at point of insertion of stamens. Capsule c. 2 cm long, mucronate at apex, 1- or 2-seeded; seed brown, c. 14 mm long, 8 mm wide."," seed brown,   14 mm long, 8 mm wide.",seed,,,,14,,mm,,,,8,,mm,,,,,,,,checked
missed_pn,Cynanchum carnosum,"Description: Trailing herb with much-branched twining stems, glabrous or almost so; latex clear, watery. Leaves with lamina oblong-oblanceolate to obovate or elliptic, occasionally lanceolate or linear, 2-5.5 cm long, 5-30 mm wide, apex mucronate, rather thick, semi-succulent, faintly veined, glands absent from lamina; petiole 2-13 mm long. Flowers pale green or yellowish green, 15-16 mm diam. Calyx lobes c. 2 mm long. Corolla lobes 6-7 mm long. Corona of 5 conspicuous, whitish, erect distinct segments, the tips often recurved, longer than the column. Anthers red. Follicles 5-7 cm long; seeds with coma 10-20 mm long.", seeds with coma 10-20 mm long.,seeds wjth coma,,,10,20,,mm,,,,,,,,,,,,,changed entity,checked
missed_pn,Cynanchum elegans,"Description: Climber or twiner with stems becoming corky, cream to fawn. Leaves with lamina broad-ovate to ovate, 1.5-5.5 cm long, 15-25 mm wide, apex short-acuminate, base truncate to scarcely cordate, mostly  glabrous, 2 basal glands present; petiole 5-25 mm long. Inflorescences few-flowered, in clusters or umbels on branched peduncles. Calyx lobes c. 1 mm long. Corolla c. 5 mm long, 10-12 mm diam., white; tube about as long as calyx; lobes broad. Corona lobes abruptly acuminate, the apex short and curved inwards. Follicles narrow-ovoid, 6-7 cm long, apex long-acuminate, glabrous, thin-walled; seeds with coma 10-20 mm long.", seeds with coma 10-20 mm long.,seeds wjth coma,,,10,20,,mm,,,,,,,,,,,,,changed entity,checked
missed_pn,Cynanchum floribundum,"Description: Shrubs with twining branches to c. 1 m high, new growth pubescent. Leaves with lamina ovate to narrow-lanceolate, 3-9 cm long, 10-30 mm wide, apex long-acuminate, base cuneate to cordate, glabrous, mostly with 2 basal glands; petiole 10-30 mm long. Inflorescence dense,  umbellate. Calyx lobes c. 2 mm long. Corolla 5-8 mm long, creamy above, greenish to purplish below. Corona tubular with 20 narrow-acuminate lobes, longer than anthers and  as long as corolla. Follicles ovoid, 3-5 cm long, acuminate, sometimes falcate, pubescent, thin-walled; seeds with coma 10-25 mm long.", seeds with coma 10-25 mm long.,seeds wjth coma,,,10,25,,mm,,,,,,,,,,,,,changed entity,checked
missed_pn,Alstroemeria psittacina,"Description: Herb with many simple stems to 1 m long, from rhizome, with numerous white fleshy tuberous roots. Leaves spathulate, soft-textured, often slightly glaucous, 3-10 cm long, 10-35 mm wide, apex obtuse to bluntly acute; petiole 1-6 cm long. Inflorescence few-many-flowered; pedicels 10-15 mm long. Perianth dark red below, pale yellowish green near the apex, with green stripes and dark purplish blotches; tepals spathulate, overlapping to form a narrow tube 4-7 cm long; outer tepals 4-7 cm long, 15-20 mm wide; inner tepals 4-7 cm long, 7-10 mm wide. Stamens 3.5-6 cm long; anthers 4-6 mm long. Ovary 10-15 mm long, ribbed; style 3.5-6.5 mm long; stigmas 3-5 mm long. Capsule  globose with prominent ribs, 10-15 mm diam.; seeds 2.5-3 mm diam., reddish brown."," seeds 2.5-3 mm diam., reddish brown.",seeds,,,,,,,,,2.5,3,,mm,,2.5,3,,mm,inferred_from_diameter,,checked
missed_pn,Bulbine alata,"Description: Annual herb, 11-45 cm high, with fibrous roots. Leaves 10-many, 2-30 cm long, to 3 mm diam., glabrous, glaucous, basal 1-3 c. of leaves 4-16 mm wide. Scape several-many, terete, 4-20 cm long, 0.5-2 mm diam.; raceme 3-30 cm long, to 30 flowers; pedicels 0.5-18 mm long; bracts 1-8 mm long, 1-4 mm wide. Tepals 4-5.5 mm long, 1-2 mm wide, fused at base for c. 2 mm. Stamens unequal, outer ones c. 3 mm long, inner ones c. 5 mm long, all with red hairs at base of anther; anthers 0.5-1.5 mm long, gold. Ovules 2 per loculus; stigma entire. Capsule 4-9 mm long; seeds pyramidal often with transverse ridges on all faces, c. 2 mm diam. with wing 0.5 mm wide, black with opaque wing."," seeds pyramidal often with transverselyridged on all faces,   2 mm diam. with wing 0.5 mm wide, black with opaque wing.",wing,,,,,,,,,,0.5,,mm,,,0.5,,mm,inferred_from_diameter,,checked
missed_pn,Aristolochia elegans,"Description: Vigorous climber, glabrous. Leaves broad-cordate to kidney-shaped, mostly wider than long, 3-8 cm long, 3-10 cm wide; lower surface pale, glaucous; petiole 1.5-5 cm long; pseudo-stipules cordate-reniform, deciduous, 7-27 mm long, 9-30 mm wide. Leaves emit an unpleasant odour when crushed. Flowers solitary, axillary. Calyx sigmoid, green-yellow to white, veined and marbled purple to maroon, with a dark throat, glabrous outside; utricle obovoid, 2.5-3.3 cm long; tube 10-20 mm long, expanding abruptly into a spreading limb; limb 1-lobed, disk-shaped, broadly cordate-ovate, 7.5-8 cm long, 8-8.4 cm wide. Capsule ribbed, 5-8 cm long with an apical projection. Seed cordate-triangular, flat, 4-6 mm long, 4-5.5 mm wide, c. 0.2 mm thick, tuberculate, laterally winged; wing 0.25-1 mm wide."," seed cordate-triangular, flat, 4-6 mm long, 4-5.5 mm wide,   0.2 mm thick, tuberculate, laterally winged; wing 0.25-1 mm wide.",wing,,,,,,,,,0.25,1,,mm,,,,,,,,checked
missed_pn,Sesuvium portulacastrum,"Description: Prostrate herb with stems to 1 m long, rooting at nodes. Leaves linear to lanceolate or oblanceolate, to 7 cm long, 5-10 mm wide. Flowers solitary, axillary, pedicellate; bracts absent. Perianth lobes 6-9 mm long, dorsal mucro c. 1.5 mm long. Filaments c. 6 mm long. Capsule c. 8 mm long; seeds c. 1.5 mm across, smooth, black."," seeds   1.5 mm across, smooth, black.",seeds,,,,,,,,,,1.5,,mm,,,1.5,,mm,,added diameter,checked
missed_pn,Bulbine alata,"Description: Annual herb, 11-45 cm high, with fibrous roots. Leaves 10-many, 2-30 cm long, to 3 mm diam., glabrous, glaucous, basal 1-3 c. of leaves 4-16 mm wide. Scape several-many, terete, 4-20 cm long, 0.5-2 mm diam.; raceme 3-30 cm long, to 30 flowers; pedicels 0.5-18 mm long; bracts 1-8 mm long, 1-4 mm wide. Tepals 4-5.5 mm long, 1-2 mm wide, fused at base for c. 2 mm. Stamens unequal, outer ones c. 3 mm long, inner ones c. 5 mm long, all with red hairs at base of anther; anthers 0.5-1.5 mm long, gold. Ovules 2 per loculus; stigma entire. Capsule 4-9 mm long; seeds pyramidal often with transverse ridges on all faces, c. 2 mm diam. with wing 0.5 mm wide, black with opaque wing."," seeds pyramidal often with transverselyridged on all faces,   2 mm diam. with wing 0.5 mm wide, black with opaque wing.",seeds,,,,,,,,,,2,,mm,,,2,,mm,inferred_from_diameter,,checked
missed_pn,Ruellia squarrosa,"Description: Sprawling perennial shrub with branches to 60 (-100) cm long, densely white-pilose (some hairs with small glandular apex). Leaf blades mostly ovate to narrowly ovate, to 7 cm long and 2.7 cm wide, attenuate at base, entire, acute apically; younger leaves densely white-pilose, sparser with age; petioles to 2 cm long. Inflorescence axillary, solitary; bracteoles linear, 4.5-9 mm long, much shorter than calyx, pubescence as on stems and leaves but usually glandular. Flowers on pedicel to 1 mm long; calyx 10-16 mm long, with linear lobes joined only at the very base, reflexed after fruit is lost; corolla blue, finely pubescent externally on tube, throat and veins of lobes; tube c. 25 mm long; throat c. 12 mm long, curved slightly; lobes c. 15 mm long, more or less equal. Stamens with filaments c. 10 and 14 mm long. Stigma very unequally 2-lobed. Capsule 12-15 mm long, glabrous, 16-20-seeded, very shortly stipitate; seed c. 2 mm diam., thickened rim with mucilaginous hairs."," seed   2 mm diam., thickened rim with mucilaginous hairs.",seed,,,,,,,,,,2,,mm,,,2,,mm,inferred_from_diameter,,checked
missed_pn,Zaleya galericulata,"Description: Robust, perennial or annual herb, stems prostrate to ascending, 10-60 cm long, often arising from a thick rootstock. Leaves ovate or oblong, to 50 mm long, 25 mm wide; petiole to 20 mm, partially ensheathing stem. Perianth segments 2-3 mm long, pink or purple inside. Capsule c. 5 mm long; seeds c. 2 mm diam., black."," seeds   2 mm diam., black.",seeds,,,,,,,,,,2,,mm,,,2,,mm,inferred_from_diameter,,checked
missed_pn,Zaleya galericulata subsp. galericulata,"Description: Robust, perennial or annual herb, stems prostrate to ascending, 10-60 cm long, often arising from a thick rootstock. Leaves ovate or oblong, to 50 mm long, 25 mm wide; petiole to 20 mm, partially ensheathing stem. Perianth segments 2-3 mm long, pink or purple inside. Capsule c. 5 mm long; seeds c. 2 mm diam., black. CC NWS CWS SWS NWP SWP NFWP; Qld, N.T., S.A., W.A. SYNONYMS:"," seeds   2 mm diam., black. cc nws cws sws nwp swp nfwp; qld, n.t., s.a., w.synonyms:",seeds,,,,,,,,,,2,,mm,,,2,,mm,inferred_from_diameter,,checked
missed_pn,Wollemia nobilis,"Description: Trees to 40 m high; trunk to 1 m diam.; bark densely covered with dark brown nodules or tubercles. Leaves on leading shoots, arranged in 5-8 spiral rows, narrow-triangular, 3-10 mm long, keeled, acute, pungent; leaves on juvenile lateral shoots (growing horizontally away from the leading shoots) spirally distichous, linear to narrow-triangular, leathery, rounded or obtuse, upper surface deep green, lower surface glaucous, 2-8 cm long, 2-5 mm wide; leaves on adult lateral shoots arranged in 4 regular vertical rows, narrow-oblong, leathery, rounded, dull pale to mid-green, 1-4 cm long, 4-8 mm wide. Male cones to10.9 cm long, 19 mm diam. Female cones 5-8 cm long diam. Seeds pale brown, 4-6 mm wide including the wing."," seeds pale brown, 4-6 mm wide including the wing.",seeds,,,,,,,,,4,6,,mm,,4,6,,mm,,added diameter,checked
