Site,Species,Latitude,Longitude,Reference.s.,Asat_area_micromol.m2.s,gsw_mmol.m2.s,CiCa,Vcmax25_micromol.m2.s,LMA_g.m2,LeafN_area_g.m2,LeafP_area_g.m2,PNUE,PPUE,MAP,MAT,MI,Radiation,AET,PET,GDD0,Isothermality,Max.Temp,Min.Temp,Temp.Seasonality,VPD,Soil.Phosphorus,Soil.Nitrogen,pH,X.Clay,X.Sand,X.Silt,ECE,BDW,SOC,source_id,collection_date
Cocoparra,Hakea tephrosperma,-34.13,146.2,D. Ellsworth,9.7,98,0.516304348,59.16252383,414.9377593,4.65,NA,2.086021505,NA,437.7000634,16.91414935,0.307334644,18.60524657,512.6767632,1424.180682,195.7821598,45.30871548,23.58044217,9.99741757,92.67751066,0.812637367,213.396276,903.6923076,5.554448446,0.173207119,73.63458761,7.883867105,8.580881437,1.447707494,1.365534961,Ellsworth_unpub,2023
Cumberland Plain,Acacia parramattensis,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,7.2705,92.26,0.6175,38.00457536,224.9575,6.2344,0.149,1.166190812,48.79530201,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Breynia oblongifolia,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,4.017,57.23,0.6335,20.8258275,71.706,1.56465,0.049555,2.56734733,81.06144688,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Bursaria spinosa,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,7.715,65,0.495,48.60226058,95.995,1.4945,0.0654,5.162261626,117.9663609,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Eucalyptus amplifolia,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,12.104,149.89,0.572631579,75.05716013,154.1605,2.8329,0.11669,4.272653465,103.7278259,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Eucalyptus fibrosa,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,5.022777778,54.06666667,0.599444444,27.64955235,221.1244444,2.430277778,0.094777778,2.066750486,52.99531067,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Eucalyptus moluccana,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,6.9685,89.47,0.637,33.26396554,211.157,2.46825,0.0961,2.823255343,72.51300728,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Eucalyptus tereticornis,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,11.7905,172.435,0.610526316,63.36680058,180.6725,2.968,0.122715,3.972540431,96.08034878,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Hakea sericea,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,6.9525,79.76,0.5885,36.79471721,255.7325,1.86385,0.072815,3.73018215,95.4817002,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Jacksonia scoparia,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,5.575,67.895,0.632,34.14541607,178.22,4.1058,0.113645,1.357835257,49.05627172,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Melaleuca decora,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,6.255,98.81,0.682,29.80039535,140.2525,1.64535,0.06849,3.801622755,91.32720105,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Melaleuca nodosa,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,6.029,59.92,0.522,42.70208569,166.079,2.5096,0.08695,2.40237488,69.3387004,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Cumberland Plain,Ozothamnus diosmifolius,-33.62,150.74,Bloomfield et al. 2018 Functional Ecology,6.718,62.55,0.488,44.9627728,107.188,2.43,0.100465,2.764609053,66.86905888,773.5194121,17.75647606,0.572662852,17.24697482,743.9597869,1350.741383,212.199881,48.16284191,23.96211848,11.46757008,72.94310138,0.665855607,113,1116.666667,4.233333333,0.285157472,49.69088491,17.39365768,12.11255105,1.34160014,1.616752942,Bloomfield_2018,2018
Curtain Fig,Aleurites rockinghamensis,-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,8.846666667,130.6666667,0.663333333,42.04081123,102.4466667,1.925,0.236,4.595670996,37.48587571,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Curtain Fig,Argyrodendron sp. Boonjie (B.P.Hyland RFK 2139),-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.413333333,62.33333333,0.626666667,27.76175024,184.0366667,2.679,0.387333333,2.020654473,13.97590361,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Curtain Fig,Castanospermum australe,-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.316666667,44.33333333,0.566666667,23.13932789,84.45,1.905333333,0.269666667,2.265570329,16.00741656,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Curtain Fig,Dendrocnide photinophylla,-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.846666667,106.6666667,0.753333333,25.1025224,83.89666667,1.945,0.146,3.005998286,40.0456621,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Curtain Fig,Dysoxylum pettigrewianum,-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.02,71.66666667,0.646666667,23.97257591,89.89,2.001666667,0.261666667,2.507910075,19.18471338,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Curtain Fig,Flindersia brayleyana,-17.28,145.57,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.02,93,0.663333333,28.683098,107.83,1.565333333,0.213666667,3.845826235,28.17472699,1410.273258,21.02174236,0.955885048,17.39328892,1033.895374,1475.358634,252.3651133,52.89888325,25.91195552,16.15999161,45.73575937,0.516213193,3790,2309.884379,6.5,0.419741452,28.79547501,20.16038577,5.031811237,1.198013981,3.634820223,Bauman_2022; Cernusak_unpub,2022
Daintree,Alstonia scholaris,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,NA,134.48125,0.66,44.62842919,125.8511765,2.275764706,0.104335294,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Daintree,Argyrodendron peralatum,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,8.381428571,119.6642857,0.615714286,39.26624503,167.0692857,2.437571429,0.110264286,3.438434039,76.01217853,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Daintree,Cardwellia sublimis,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,NA,215.0142857,0.728571429,40.89882873,122.4226667,2.004,0.071133333,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub; Weerasinghe_2014,2014/2022
Daintree,Castanospermum australe,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,NA,108.85,0.588125,42.36600668,NA,NA,NA,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub; Weerasinghe_2014,2014/2022
Daintree,Cleistanthus myrianthus,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,83.33333333,0.69,23.17275344,81.9275,1.5205,0.091,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Cryptocarya mackinnoniana,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,11.39666667,183.86,0.684,48.35675948,194.4593333,3.239733333,0.12438,3.517779241,91.62780726,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub; Weerasinghe_2014,2014/2022
Daintree,Dysoxylum alliaceum,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,69.33333333,0.593333333,30.60618544,NA,NA,NA,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Dysoxylum papuanum,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,NA,173.7,0.697333333,40.44255105,NA,NA,NA,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub; Weerasinghe_2014,2014/2022
Daintree,Dysoxylum pettigrewianum,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.686666667,61,0.583333333,29.24838791,118.7233333,2.592666667,0.153333333,2.193365904,37.08695652,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Elaeocarpus angustifolius,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,45.66666667,0.583333333,22.65264016,128.87,2.2125,0.1395,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Elaeocarpus grandis,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,16.60583333,355.6916667,0.73,68.03500794,105.8716667,2.426916667,0.103666667,6.842358274,160.1848875,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daintree,Endiandra leptodendron,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,8.881666667,184.6583333,0.76,33.53729704,85.085,2.090916667,0.088941667,4.247738233,99.85945845,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daintree,Endiandra microneura,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,7.6325,146.25,0.715,31.34075785,NA,NA,NA,NA,NA,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Ficus variegata,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,12.80888889,232.8777778,0.721111111,52.01635495,67.48222222,1.804222222,0.0923,7.099396477,138.7745275,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daintree,Gillbeea whypallana,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,12.4575,296.7083333,0.754166667,48.09928981,148.8041667,1.89975,0.056833333,6.557441769,219.1935484,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daintree,Myristica globosa ssp. muelleri,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,7.663846154,109.7230769,0.631538462,35.23739525,108.5946154,2.142692308,0.098507692,3.576736672,77.799469,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Normanbya normanbyi,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,7.69,88.33333333,0.59,39.11157073,155.7,2.655333333,0.147333333,2.896058248,52.19457014,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Rockinghamia angustifolia,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,5.780833333,128.5,0.781666667,21.31723323,90.66416667,1.638666667,0.054325,3.527766477,106.4120264,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daintree,Synima cordierorum,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,7.698666667,114.34,0.667333333,33.52932493,104.2433333,2.07,0.114413333,3.719162641,67.28819485,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Daintree,Syzygium graveolens,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,8.308666667,136.7066667,0.664666667,35.93465854,139.2766667,2.451733333,0.132066667,3.388894931,62.91267037,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Daintree,Syzygium gustavioides,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.04,51,0.616666667,19.00201603,145.59,1.757666667,0.095,2.298501802,42.52631579,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333111,1159.29914,4.766666889,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Cernusak_unpub,2022
Daintree,Syzygium sayeri,-16.1,145.45,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,7.582727273,88.13636364,0.587272727,38.11470299,123.5736364,2.051636364,0.090754545,3.695941156,83.55203847,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333242,1159.29914,4.766666758,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Daintree,Xanthophyllum octandrum,-16.1,145.45,Bloomfield et al. 2018 Functional Ecology; Weerasinghe et al. 2014 Tree Physiology,10.67363636,167.5090909,0.675454545,46.16610858,107.7318182,2.257636364,0.073381818,4.727792542,145.4534192,3581.037495,24.57435442,2.290365785,17.10739985,1363.420337,1563.522089,301.4113943,49.49090445,28.23472382,20.53728231,38.92017649,0.662366517,310.8333333,1159.29914,4.766666667,0.639619589,49.03833262,14.75590038,3.841913303,1.27902174,3.786721388,Bloomfield_2018; Weerasinghe_2014,2014/2018
Daly river,Corymbia latifolia,-14.09,131.23,Cernusak et al. 2006 PCE; Cernusak et al. 2011 Agricultural and Forest Meteorology,NA,NA,NA,NA,NA,1.18,NA,NA,NA,1179.853898,27.51274177,0.579129015,21.62874277,1028.116633,2037.290254,330.8020882,57.97660258,34.41283349,20.74254723,52.01506974,1.512237066,154.6696542,563.2440373,5.336303075,0.16063866,67.51676687,8.641825994,9.36188221,1.511090716,0.801472048,Cernusak_2006; Cernusak_2011,2006/2011
Daly river,Eucalyptus tetrodonta,-14.09,131.23,Cernusak et al. 2006 PCE; Cernusak et al. 2011 Agricultural and Forest Meteorology,NA,NA,NA,NA,NA,1.55,NA,NA,NA,1179.853898,27.51274177,0.579129015,21.62874277,1028.116633,2037.290254,330.8020882,57.97660258,34.41283349,20.74254723,52.01506974,1.512237066,154.6696542,563.2440373,5.336303075,0.16063866,67.51676687,8.641825994,9.36188221,1.511090716,0.801472048,Cernusak_2006; Cernusak_2011,2006/2011
Danbulla,Ardisia brevipedata,-17.11,145.6,Atkin et al. 2015 New Phyt,4.705,95.5,NA,18.73903,60.4,0.805,0.04,5.844720497,117.625,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Danbulla,Cardwellia sublimis,-17.11,145.6,Atkin et al. 2015 New Phyt,6.52,130.5,NA,26.57508,96.025,1.1,0.06,5.927272727,108.6666667,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Danbulla,Cryptocarya onoprienkoana,-17.11,145.6,Atkin et al. 2015 New Phyt,7.03,85,NA,33.63631,84,2.16,0.14,3.25462963,50.21428571,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Danbulla,Darlingia darlingiana,-17.11,145.6,Atkin et al. 2015 New Phyt,6.8,95,NA,30.39862,138.3,1.71,0.09,3.976608187,75.55555556,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Danbulla,Polyscias elegans,-17.11,145.6,Atkin et al. 2015 New Phyt,7.49,83.25,NA,38.636,74.85,1.56,0.08,4.801282051,93.625,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Danbulla,Toechima,-17.11,145.6,Atkin et al. 2015 New Phyt,4.42,71.66667,NA,19.63013,81.43333,1.913333,0.1066667,2.310104932,41.43748705,2315.403431,21.03668717,1.632795381,17.21618265,1202.044395,1418.060988,235.784843,52.9272301,24.8503341,15.89699573,44.19587175,0.526472029,200.6977362,2559.286356,4.669843356,0.452504992,42.77932485,20.76288732,4.260292212,1.034927507,3.678977966,Atkin_2015,2015
Dorrigo,Callicoma serratifolia,-30.32,152.71,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",6.33,85.65,0.588531175,34.55705,NA,NA,NA,NA,NA,1860.626721,14.79972667,1.483459026,17.02559105,1139.447376,1254.248812,179.8030127,49.1891806,20.4772972,9.327117569,63.22043856,0.284352016,2126,8573.5,4.55,0.505336106,32.23342196,27.21321297,8.768869082,1.027867138,5.681836446,Leishman_2010,2010
Dorrigo,Cordyline stricta,-30.32,152.71,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",3.736,61.04,0.6468495,20.700838,NA,NA,NA,NA,NA,1860.626721,14.79972667,1.483459026,17.02559105,1139.447376,1254.248812,179.8030127,49.1891806,20.4772972,9.327117569,63.22043856,0.284352016,2126,8573.5,4.55,0.505336106,32.23342196,27.21321297,8.768869082,1.027867138,5.681836446,Leishman_2010,2010
Dorrigo,Duboisia myoporoides,-30.32,152.71,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",5.568,68.58,0.5496747,32.697104,NA,NA,NA,NA,NA,1860.626721,14.79972667,1.483459026,17.02559105,1139.447376,1254.248812,179.8030127,49.1891806,20.4772972,9.327117569,63.22043856,0.284352016,2126,8573.5,4.55,0.505336106,32.23342196,27.21321297,8.768869082,1.027867138,5.681836446,Leishman_2010,2010
Dorrigo,Eupomatia laurina,-30.32,152.71,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",3.668333333,31.91333333,0.5056557,26.8543425,NA,NA,NA,NA,NA,1860.626721,14.79972667,1.483459026,17.02559105,1139.447376,1254.248812,179.8030127,49.1891806,20.4772972,9.327117569,63.22043856,0.284352016,2126,8573.5,4.55,0.505336106,32.23342196,27.21321297,8.768869082,1.027867138,5.681836446,Leishman_2010,2010
