code,codeStem,unique,Family,Binomial,site,size,trait,trait.val,compositeSample
alli,alli3,alli3h,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,density,0.647058824,FALSE
anba,anba1,anba1d,Myrtaceae,Angophora bakeri,Castlereagh,small,density,0.463714637,FALSE
anba,anba1,anba1i,Myrtaceae,Angophora bakeri,Castlereagh,small,density,0.517928287,FALSE
anba,anba3,anba3k,Myrtaceae,Angophora bakeri,Castlereagh,small,density,0.532588454,FALSE
baae,baae1,baae1d,Proteaceae,Banksia aemula,Agnes Banks,small,density,0.540642722,FALSE
baae,baae2,baae2p,Proteaceae,Banksia aemula,Agnes Banks,small,density,0.505144995,FALSE
baae,baae3,baae3g,Proteaceae,Banksia aemula,Agnes Banks,small,density,0.577287066,FALSE
basp,basp1,basp1b,Proteaceae,Banksia spinulosa,Castlereagh,small,density,0.674418605,FALSE
basp,basp2,basp2a,Proteaceae,Banksia spinulosa,Castlereagh,small,density,0.702061856,FALSE
basp,basp3,basp3d,Proteaceae,Banksia spinulosa,Castlereagh,small,density,0.675503712,FALSE
cali,cali1,cali1b,Myrtaceae,Callistemon linearis,Agnes Banks,small,density,0.713963964,FALSE
cali,cali1,cali1j,Myrtaceae,Callistemon linearis,Agnes Banks,small,density,0.648103309,FALSE
cali,cali2,cali2l,Myrtaceae,Callistemon linearis,Agnes Banks,small,density,0.733862959,FALSE
cota,cota1,cota1j,Proteaceae,Conospermum taxifolium,Agnes Banks,small,density,0.69133574,FALSE
cota,cota4,cota4b,Proteaceae,Conospermum taxifolium,Agnes Banks,small,density,0.668508287,FALSE
cota,cota4,cota4c,Proteaceae,Conospermum taxifolium,Agnes Banks,small,density,0.672043011,FALSE
eusc,eusc1,eusc1e,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,density,0.565306122,FALSE
eusc,eusc1,eusc1l,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,density,0.59869281,FALSE
eusc,eusc3,eusc3f,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,density,0.555813953,FALSE
eute,eute2,eute2h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,density,0.5,FALSE
eute,eute3,eute3a,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,density,0.530050083,FALSE
eute,eute3,eute3h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,density,0.546539379,FALSE
excu,excu1,excu1l,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,density,0.663294798,FALSE
excu,excu2,excu2g,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,density,0.639280125,FALSE
excu,excu3,excu3b,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,density,0.613821138,FALSE
hase,hase1,hase1a,Proteaceae,Hakea sericea,Castlereagh,small,density,0.646341463,FALSE
hase,hase2,hase2k,Proteaceae,Hakea sericea,Castlereagh,small,density,0.614772727,FALSE
hase,hase3,hase3h,Proteaceae,Hakea sericea,Castlereagh,small,density,0.62556391,FALSE
isan,isan1,isan1h,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,density,0.694382022,FALSE
isan,isan4,isan4a,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,density,0.695974576,FALSE
isan,isan5,isan5g,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,density,0.649415693,FALSE
jasc,jasc2,jasc2l,Fabaceae,Jacksonia scoparia,UWS Flux,small,density,0.670063694,FALSE
jasc,jasc3,jasc3j,Fabaceae,Jacksonia scoparia,UWS Flux,small,density,0.690721649,FALSE
jasc,jasc3,jasc3k,Fabaceae,Jacksonia scoparia,UWS Flux,small,density,0.701785714,FALSE
leer,leer1,leer1b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,density,0.702586207,FALSE
leer,leer3,leer3b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,density,0.755588674,FALSE
leer,leer9,leer9a,Ericaceae,Leucopogon ericoides,Agnes Banks,small,density,0.776504298,FALSE
lepa,lepa1,lepa1i,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,density,0.670886076,FALSE
lepa,lepa1,lepa1k,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,density,0.674807198,FALSE
lepa,lepa2,lepa2a,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,density,0.697420635,FALSE
mede,mede1,mede1h,Myrtaceae,Melaleuca decora,UWS Flux,small,density,0.589876033,FALSE
mede,mede2,mede2b,Myrtaceae,Melaleuca decora,UWS Flux,small,density,0.606232295,FALSE
mede,mede2,mede2k,Myrtaceae,Melaleuca decora,UWS Flux,small,density,0.530726257,FALSE
olst,olst1,olst1f,Olacaceae,Olax stricta,Agnes Banks,small,density,0.620711167,FALSE
olst,olst3,olst3c,Olacaceae,Olax stricta,Agnes Banks,small,density,0.63507109,FALSE
olst,olst4,olst4d,Olacaceae,Olax stricta,Agnes Banks,small,density,0.657370518,FALSE
peli,peli1,peli1g,Proteaceae,Persoonia linearis,Castlereagh,small,density,0.507575758,FALSE
peli,peli1,peli1h,Proteaceae,Persoonia linearis,Castlereagh,small,density,0.488333333,FALSE
peli,peli2,peli2b,Proteaceae,Persoonia linearis,Castlereagh,small,density,0.572677596,FALSE
penu,penu2,penu2e,Proteaceae,Persoonia nutans,Agnes Banks,small,density,0.578021978,FALSE
penu,penu3,penu3a,Proteaceae,Persoonia nutans,Agnes Banks,small,density,0.57577955,FALSE
penu,penu4,penu4a,Proteaceae,Persoonia nutans,Agnes Banks,small,density,0.623330365,FALSE
pepu,pepu2,pepu2k,Proteaceae,Petrophile pulchella,Agnes Banks,small,density,0.571197411,FALSE
pepu,pepu3,pepu3h,Proteaceae,Petrophile pulchella,Agnes Banks,small,density,0.655856728,FALSE
pepu,pepu3,pepu3k,Proteaceae,Petrophile pulchella,Agnes Banks,small,density,0.637526652,FALSE
ripi,ripi1,ripi1e,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,density,0.413236481,FALSE
ripi,ripi1,ripi1h,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,density,0.460329341,FALSE
ripi,ripi1,ripi1l,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,density,0.454011742,FALSE
acel,acel1,acel1i,Fabaceae,Acacia elongata,Agnes Banks,small,waterperc,31.40668524,FALSE
acel,acel1,acel1j,Fabaceae,Acacia elongata,Agnes Banks,small,waterperc,31.39367816,FALSE
acel,acel5,acel5b,Fabaceae,Acacia elongata,Agnes Banks,small,waterperc,35.4005168,FALSE
acpa,acpa3,acpa3g,Fabaceae,Acacia parramattensis,Castlereagh,small,waterperc,37.28557013,FALSE
acpa,acpa3,acpa3h,Fabaceae,Acacia parramattensis,Castlereagh,small,waterperc,37.28173667,FALSE
acpa,acpa3,acpa3j,Fabaceae,Acacia parramattensis,Castlereagh,small,waterperc,37.1875,FALSE
alli,alli1,alli1k,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,waterperc,38.95378365,FALSE
alli,alli2,alli2i,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,waterperc,42.50378597,FALSE
alli,alli3,alli3h,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,waterperc,37.74267851,FALSE
anba,anba1,anba1d,Myrtaceae,Angophora bakeri,Castlereagh,small,waterperc,49.40092166,FALSE
anba,anba1,anba1i,Myrtaceae,Angophora bakeri,Castlereagh,small,waterperc,49.07135875,FALSE
anba,anba3,anba3k,Myrtaceae,Angophora bakeri,Castlereagh,small,waterperc,39.1025641,FALSE
baae,baae1,baae1d,Proteaceae,Banksia aemula,Agnes Banks,small,waterperc,44.86055777,FALSE
baae,baae2,baae2p,Proteaceae,Banksia aemula,Agnes Banks,small,waterperc,48.07831762,FALSE
baae,baae3,baae3g,Proteaceae,Banksia aemula,Agnes Banks,small,waterperc,45.38174052,FALSE
basp,basp1,basp1b,Proteaceae,Banksia spinulosa,Castlereagh,small,waterperc,39.19821826,FALSE
basp,basp2,basp2a,Proteaceae,Banksia spinulosa,Castlereagh,small,waterperc,41.1918795,FALSE
basp,basp3,basp3d,Proteaceae,Banksia spinulosa,Castlereagh,small,waterperc,43.22147651,FALSE
cali,cali1,cali1b,Myrtaceae,Callistemon linearis,Agnes Banks,small,waterperc,38.71763255,FALSE
cali,cali1,cali1j,Myrtaceae,Callistemon linearis,Agnes Banks,small,waterperc,43.90756303,FALSE
cali,cali2,cali2l,Myrtaceae,Callistemon linearis,Agnes Banks,small,waterperc,40.30037547,FALSE
cota,cota1,cota1j,Proteaceae,Conospermum taxifolium,Agnes Banks,small,waterperc,25.79564489,FALSE
cota,cota4,cota4b,Proteaceae,Conospermum taxifolium,Agnes Banks,small,waterperc,29.15742794,FALSE
cota,cota4,cota4c,Proteaceae,Conospermum taxifolium,Agnes Banks,small,waterperc,30.48919226,FALSE
eusc,eusc1,eusc1e,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,waterperc,47.01986755,FALSE
eusc,eusc1,eusc1l,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,waterperc,45.19408503,FALSE
eusc,eusc3,eusc3f,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,small,waterperc,47.16193656,FALSE
eute,eute2,eute2h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,waterperc,58.63723608,FALSE
eute,eute3,eute3a,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,waterperc,54.00126024,FALSE
eute,eute3,eute3h,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,waterperc,55.81089954,FALSE
excu,excu1,excu1l,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,waterperc,43.24324324,FALSE
excu,excu2,excu2g,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,waterperc,45.28207688,FALSE
excu,excu3,excu3b,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,waterperc,47.63435921,FALSE
hase,hase1,hase1a,Proteaceae,Hakea sericea,Castlereagh,small,waterperc,42.21311475,FALSE
hase,hase2,hase2k,Proteaceae,Hakea sericea,Castlereagh,small,waterperc,42.69340974,FALSE
hase,hase3,hase3h,Proteaceae,Hakea sericea,Castlereagh,small,waterperc,46.25550661,FALSE
isan,isan1,isan1h,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,waterperc,36.55737705,FALSE
isan,isan4,isan4a,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,waterperc,36.34854772,FALSE
isan,isan5,isan5g,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,waterperc,43.13280363,FALSE
jasc,jasc2,jasc2l,Fabaceae,Jacksonia scoparia,UWS Flux,small,waterperc,40.50822123,FALSE
jasc,jasc3,jasc3j,Fabaceae,Jacksonia scoparia,UWS Flux,small,waterperc,44.13793103,FALSE
jasc,jasc3,jasc3k,Fabaceae,Jacksonia scoparia,UWS Flux,small,waterperc,44.01140684,FALSE
leer,leer1,leer1b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,waterperc,27.30732636,FALSE
leer,leer3,leer3b,Ericaceae,Leucopogon ericoides,Agnes Banks,small,waterperc,25.066313,FALSE
leer,leer9,leer9a,Ericaceae,Leucopogon ericoides,Agnes Banks,small,waterperc,24.91145218,FALSE
lepa,lepa1,lepa1i,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,waterperc,37.77006173,FALSE
lepa,lepa1,lepa1k,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,waterperc,40.06968641,FALSE
lepa,lepa2,lepa2a,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,waterperc,37.79033271,FALSE
mede,mede1,mede1h,Myrtaceae,Melaleuca decora,UWS Flux,small,waterperc,49.26372155,FALSE
mede,mede2,mede2b,Myrtaceae,Melaleuca decora,UWS Flux,small,waterperc,46.74952199,FALSE
mede,mede2,mede2k,Myrtaceae,Melaleuca decora,UWS Flux,small,waterperc,43.15895372,FALSE
olst,olst1,olst1f,Olacaceae,Olax stricta,Agnes Banks,small,waterperc,42.76248726,FALSE
olst,olst3,olst3c,Olacaceae,Olax stricta,Agnes Banks,small,waterperc,37.5,FALSE
olst,olst4,olst4d,Olacaceae,Olax stricta,Agnes Banks,small,waterperc,39.01918977,FALSE
peli,peli1,peli1g,Proteaceae,Persoonia linearis,Castlereagh,small,waterperc,45.31668153,FALSE
peli,peli1,peli1h,Proteaceae,Persoonia linearis,Castlereagh,small,waterperc,48.18181818,FALSE
peli,peli2,peli2b,Proteaceae,Persoonia linearis,Castlereagh,small,waterperc,48.981026,FALSE
penu,penu2,penu2e,Proteaceae,Persoonia nutans,Agnes Banks,small,waterperc,47.55364807,FALSE
penu,penu3,penu3a,Proteaceae,Persoonia nutans,Agnes Banks,small,waterperc,44.23191871,FALSE
penu,penu4,penu4a,Proteaceae,Persoonia nutans,Agnes Banks,small,waterperc,44.90740741,FALSE
pepu,pepu2,pepu2k,Proteaceae,Petrophile pulchella,Agnes Banks,small,waterperc,48.46153846,FALSE
pepu,pepu3,pepu3h,Proteaceae,Petrophile pulchella,Agnes Banks,small,waterperc,43.14152411,FALSE
pepu,pepu3,pepu3k,Proteaceae,Petrophile pulchella,Agnes Banks,small,waterperc,45.37444934,FALSE
ripi,ripi1,ripi1e,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,waterperc,51.88284519,FALSE
ripi,ripi1,ripi1h,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,waterperc,48.87920299,FALSE
ripi,ripi1,ripi1l,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,waterperc,50.4398827,FALSE
ACPA,ACPA1,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,C,49.082,TRUE
ACPA,ACPA3,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,C,49.789,TRUE
ACPA,ACPA4,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,C,49.308,TRUE
ALLI,ALLI1,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,C,50.028,TRUE
ALLI,ALLI2,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,C,50.18,TRUE
ALLI,ALLI3,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,C,49.975,TRUE
ANBA,ANBA1,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,C,49.001,TRUE
ANBA,ANBA2,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,C,49.233,TRUE
ANBA,ANBA3,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,C,49.839,TRUE
BAAE,BAAE1,NA,Proteaceae,Banksia aemula,Agnes Banks,large,C,51.658,TRUE
BAAE,BAAE2,NA,Proteaceae,Banksia aemula,Agnes Banks,large,C,50.865,TRUE
BAAE,BAAE3,NA,Proteaceae,Banksia aemula,Agnes Banks,large,C,50.825,TRUE
EUSC,EUSC1,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,C,50.26,TRUE
EUSC,EUSC2,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,C,50.348,TRUE
EUSC,EUSC3,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,C,51.023,TRUE
EUTE,EUTE1,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,C,52.815,TRUE
EUTE,EUTE2,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,C,51.031,TRUE
EUTE,EUTE3,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,C,52.978,TRUE
EXCU,EXCU1,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,C,50.003,TRUE
EXCU,EXCU2,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,C,50.162,TRUE
EXCU,EXCU3,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,C,51.088,TRUE
JASC,JASC1,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,C,51.217,TRUE
JASC,JASC2,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,C,52.471,TRUE
JASC,JASC3,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,C,51.892,TRUE
LEPA,LEPA1,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,C,53.702,TRUE
LEPA,LEPA2,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,C,54.214,TRUE
LEPA,LEPA3,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,C,53.609,TRUE
LEPA,LEPA4,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,C,52.875,TRUE
MEDE,MEDE1,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,C,52.878,TRUE
MEDE,MEDE2,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,C,51.921,TRUE
MEDE,MEDE3,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,C,52.116,TRUE
PELI,PELI1,NA,Proteaceae,Persoonia linearis,Castlereagh,large,C,53.699,TRUE
PELI,PELI2,NA,Proteaceae,Persoonia linearis,Castlereagh,large,C,51.76,TRUE
PELI,PELI3,NA,Proteaceae,Persoonia linearis,Castlereagh,large,C,53.358,TRUE
PEPU,PEPU1,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,C,50.428,TRUE
PEPU,PEPU2,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,C,50.623,TRUE
PEPU,PEPU3,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,C,50.26,TRUE
ACPA,ACPA1,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,N,0.22755,TRUE
ACPA,ACPA3,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,N,0.2791,TRUE
ACPA,ACPA4,NA,Fabaceae,Acacia parramattensis,Castlereagh,large,N,0.2571,TRUE
ALLI,ALLI1,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,N,0.19199,TRUE
ALLI,ALLI2,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,N,0.17376,TRUE
ALLI,ALLI3,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,large,N,0.17524,TRUE
ANBA,ANBA1,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,N,0.35367,TRUE
ANBA,ANBA2,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,N,0.24054,TRUE
ANBA,ANBA3,NA,Myrtaceae,Angophora bakeri,Castlereagh,large,N,0.30109,TRUE
BAAE,BAAE1,NA,Proteaceae,Banksia aemula,Agnes Banks,large,N,0.14357,TRUE
BAAE,BAAE2,NA,Proteaceae,Banksia aemula,Agnes Banks,large,N,0.15909,TRUE
BAAE,BAAE3,NA,Proteaceae,Banksia aemula,Agnes Banks,large,N,0.10229,TRUE
EUSC,EUSC1,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,N,0.19239,TRUE
EUSC,EUSC2,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,N,0.21352,TRUE
EUSC,EUSC3,NA,Myrtaceae,Eucalyptus sclerophylla,Castlereagh,large,N,0.16416,TRUE
EUTE,EUTE1,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,N,0.28168,TRUE
EUTE,EUTE2,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,N,0.19414,TRUE
EUTE,EUTE3,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,large,N,0.22359,TRUE
EXCU,EXCU1,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,N,0.20795,TRUE
EXCU,EXCU2,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,N,0.18737,TRUE
EXCU,EXCU3,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,large,N,0.19666,TRUE
JASC,JASC1,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,N,0.53029,TRUE
JASC,JASC2,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,N,0.69339,TRUE
JASC,JASC3,NA,Fabaceae,Jacksonia scoparia,UWS Flux,large,N,0.54278,TRUE
LEPA,LEPA1,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,N,0.22615,TRUE
LEPA,LEPA2,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,N,0.25163,TRUE
LEPA,LEPA3,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,N,0.24644,TRUE
LEPA,LEPA4,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,large,N,0.26845,TRUE
MEDE,MEDE1,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,N,0.36504,TRUE
MEDE,MEDE2,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,N,0.37142,TRUE
MEDE,MEDE3,NA,Myrtaceae,Melaleuca decora,UWS Flux,large,N,0.35149,TRUE
PELI,PELI1,NA,Proteaceae,Persoonia linearis,Castlereagh,large,N,0.14047,TRUE
PELI,PELI2,NA,Proteaceae,Persoonia linearis,Castlereagh,large,N,0.14581,TRUE
PELI,PELI3,NA,Proteaceae,Persoonia linearis,Castlereagh,large,N,0.13315,TRUE
PEPU,PEPU1,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,N,0.09027,TRUE
PEPU,PEPU2,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,N,0.07292,TRUE
PEPU,PEPU3,NA,Proteaceae,Petrophile pulchella,Agnes Banks,large,N,0.08547,TRUE
acel,acelA,NA,Fabaceae,Acacia elongata,Agnes Banks,small,C,51.72,TRUE
acel,NA,NA,Fabaceae,Acacia elongata,Agnes Banks,small,C,50.635,TRUE
acpa,acpa1,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,C,50.675,TRUE
acpa,acpa2,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,C,50.659,TRUE
acpa,acpa3,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,C,52.133,TRUE
acpa,acpa4,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,C,49.266,TRUE
alli,alli1,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,C,49.975,TRUE
alli,alli2,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,C,50.118,TRUE
alli,alli3,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,C,49.589,TRUE
anba,anba2,NA,Myrtaceae,Angophora bakeri,Castlereagh,small,C,49.834,TRUE
anba,anba3,NA,Myrtaceae,Angophora bakeri,Castlereagh,small,C,50.292,TRUE
baae,baae1,NA,Proteaceae,Banksia aemula,Agnes Banks,small,C,51.547,TRUE
baae,baae2,NA,Proteaceae,Banksia aemula,Agnes Banks,small,C,50.939,TRUE
baae,baae3,NA,Proteaceae,Banksia aemula,Agnes Banks,small,C,52.365,TRUE
basp,NA,NA,Proteaceae,Banksia spinulosa,Castlereagh,small,C,51.316,TRUE
cali,NA,NA,Myrtaceae,Callistemon linearis,Agnes Banks,small,C,50.82,TRUE
cota,NA,NA,Proteaceae,Conospermum taxifolium,Agnes Banks,small,C,50.518,TRUE
eute,eute1,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,C,51.099,TRUE
eute,eute2,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,C,50.656,TRUE
eute,eute3,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,C,49.681,TRUE
excu,excu1,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,C,49.278,TRUE
excu,excu2,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,C,50.7,TRUE
excu,excu3,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,C,51.739,TRUE
hase,haseB,NA,Proteaceae,Hakea sericea,Castlereagh,small,C,49.118,TRUE
hase,NA,NA,Proteaceae,Hakea sericea,Castlereagh,small,C,48.961,TRUE
isan,NA,NA,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,C,49.588,TRUE
jasc,jasc1,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,C,50.929,TRUE
jasc,jasc2,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,C,51.422,TRUE
jasc,jasc3,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,C,51.814,TRUE
leer,NA,NA,Ericaceae,Leucopogon ericoides,Agnes Banks,small,C,49.98,TRUE
lepa,lepa2,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,C,53.577,TRUE
lepa,lepa3,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,C,51.022,TRUE
lepa,lepa4,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,C,48.377,TRUE
mede,mede1,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,C,52.419,TRUE
mede,mede2,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,C,51.83,TRUE
mede,mede3,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,C,50.954,TRUE
olst,NA,NA,Olacaceae,Olax stricta,Agnes Banks,small,C,47.673,TRUE
peli,peli1,NA,Proteaceae,Persoonia linearis,Castlereagh,small,C,51.49,TRUE
peli,peli2,NA,Proteaceae,Persoonia linearis,Castlereagh,small,C,51.076,TRUE
peli,peli3,NA,Proteaceae,Persoonia linearis,Castlereagh,small,C,51.19,TRUE
penu,NA,NA,Proteaceae,Persoonia nutans,Agnes Banks,small,C,48.732,TRUE
pepu,pepu1,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,C,51.787,TRUE
pepu,pepu2,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,C,49.979,TRUE
pepu,pepu3,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,C,53.284,TRUE
ripi,NA,NA,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,C,49.998,TRUE
acel,acelA,NA,Fabaceae,Acacia elongata,Agnes Banks,small,N,0.81398,TRUE
acel,NA,NA,Fabaceae,Acacia elongata,Agnes Banks,small,N,0.68338,TRUE
acpa,acpa1,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,N,0.58651,TRUE
acpa,acpa2,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,N,0.57882,TRUE
acpa,acpa3,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,N,0.52475,TRUE
acpa,acpa4,NA,Fabaceae,Acacia parramattensis,Castlereagh,small,N,0.6114,TRUE
alli,alli1,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,N,0.38309,TRUE
alli,alli2,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,N,0.26827,TRUE
alli,alli3,NA,Casuarinaceae,Allocasuarina littoralis,Castlereagh,small,N,0.38382,TRUE
anba,anba2,NA,Myrtaceae,Angophora bakeri,Castlereagh,small,N,0.32513,TRUE
anba,anba3,NA,Myrtaceae,Angophora bakeri,Castlereagh,small,N,0.38488,TRUE
baae,baae1,NA,Proteaceae,Banksia aemula,Agnes Banks,small,N,0.26119,TRUE
baae,baae2,NA,Proteaceae,Banksia aemula,Agnes Banks,small,N,0.13336,TRUE
baae,baae3,NA,Proteaceae,Banksia aemula,Agnes Banks,small,N,0.16193,TRUE
basp,NA,NA,Proteaceae,Banksia spinulosa,Castlereagh,small,N,0.18218,TRUE
cali,NA,NA,Myrtaceae,Callistemon linearis,Agnes Banks,small,N,0.12946,TRUE
cota,NA,NA,Proteaceae,Conospermum taxifolium,Agnes Banks,small,N,0.25475,TRUE
eute,eute1,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,N,0.21475,TRUE
eute,eute2,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,N,0.23504,TRUE
eute,eute3,NA,Myrtaceae,Eucalyptus tereticornis,UWS near EucFACE,small,N,0.87475,TRUE
