Date,Run,Species,Filter Paper,Assay type,Ramp rate (˚C/h),Combination,Fv/Fm,Tcrit (˚C)-hot,Tcrit (˚C)-cold,experiment,location name,latitude (deg),longitude (deg)
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,,0.823,,-12.04,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,,0.833,,-14.45,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,,0.834,,-7.7,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,,0.82,,-16.66,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Melaleuca citrina,Dry,Cold,60,,0.797,,-16.98,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,,0.761,,-17.53,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,,0.75,,-17.1,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,,0.796,,-18.17,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Escallonia rubra,Dry,Cold,60,,0.668,,-14.87,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,,0.709,,-15.19,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,,0.725,,-13.81,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,,0.697,,-14.86,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,,0.74,,-15.1,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.776,,-15.81,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.83,,-11.99,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.808,,-14.18,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.816,,-16.18,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.819,,-16.92,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.812,,-13.54,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.834,,-15.72,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.834,,-7.88,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.823,,-10.43,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,,0.814,,-16.79,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Melaleuca citrina,Dry,Cold,60,,0.704,,-18.17,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,,0.716,,-15.82,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,,0.668,,-18.02,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,,0.742,,-15.49,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,,0.773,,-18.65,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Escallonia rubra,Dry,Cold,60,,0.742,,-14.11,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,,0.734,,-14.54,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,,0.763,,-11.59,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,,0.694,,-15.7,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,,0.731,,-13.25,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.813,,-15.77,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.823,,-11.42,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.831,,-11.05,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.834,,-16.32,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.815,,-13.71,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.81,,-13.68,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.815,,-14.66,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.828,,-15.7,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.834,,-13.77,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,,0.821,,-15.75,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.692,,-14.28,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.778,,-12.02,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.747,,-15.23,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.762,,-16.74,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.679,,-11.49,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.745,,-14.32,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.698,,-11.99,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,,0.717,,-12.47,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Escallonia rubra,Dry,Cold,15,,0.683,,-8.25,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.674,,-8.86,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.664,,-13.45,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.749,,-9.62,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.751,,-11.48,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.656,,-11.99,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.754,,-13.55,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.677,,-14.42,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.651,,-14.04,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,,0.728,,-10.58,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.808,,-14.89,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.812,,-16.1,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.83,,-13.05,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.818,,-13.88,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.828,,-14.68,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.807,,-15.26,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.82,,-15.64,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.83,,-14.45,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.821,,-13.42,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,,0.82,,-16.02,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.762,,-12.86,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.749,,-14.96,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.745,,-12.11,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.717,,-13.56,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.763,,-18.11,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.726,,-14.52,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.744,,-17.52,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,,0.743,,-14.75,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Escallonia rubra,Dry,Cold,15,,0.68,,-13.69,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.73,,-8.84,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.669,,-12.77,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.723,,-13.23,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.711,,-10.43,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.731,,-9.14,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.717,,-12.89,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.757,,-13.68,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.746,,-13.11,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,,0.722,,-7.89,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.815,,-16.09,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.795,,-15.55,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.814,,-15.34,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.803,,-15.24,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.8,,-13.13,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.806,,-15.57,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.801,,-16.45,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.834,,-14.44,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.801,,-13.45,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Wahlenbergia ceracea,Dry,Cold,15,,0.821,,-15.66,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.776,,-12.98,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.703,,-16.87,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.716,,-10.99,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.783,,-13.82,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.776,,-14.53,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.743,,-16.99,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.754,,-16.73,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Melaleuca citrina,Dry,Cold,6,,0.71,,-16.17,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190718,1,Escallonia rubra,Dry,Cold,6,,0.717,,-14.29,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.731,,-9.26,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.725,,-7.71,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.738,,-8.32,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.738,,-14.1,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.696,,-11.76,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.727,,-10.69,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.738,,-13.02,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.762,,-14.89,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Escallonia rubra,Dry,Cold,6,,0.747,,-12.84,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.8,,-9.2,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.812,,-10.85,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.825,,-12.38,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.819,,-13.88,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.815,,-14.62,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.813,,-15.05,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.801,,-15.7,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.832,,-14.6,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.825,,-11.88,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190718,1,Wahlenbergia ceracea,Dry,Cold,6,,0.812,,-16.1,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.784,,-19.12,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.733,,-15.08,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.708,,-16.21,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.704,,-9.34,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.689,,-15.25,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Melaleuca citrina,Dry,Cold,6,,0.671,,-18.84,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190723,1,Escallonia rubra,Dry,Cold,6,,0.691,,-9.7,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.68,,-7.2,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.721,,-10.87,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.66,,-12.76,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.728,,-14.67,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.737,,-13.95,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.669,,-12.74,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.744,,-11.96,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Escallonia rubra,Dry,Cold,6,,0.667,,-10.62,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.802,,-13.95,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.822,,-17.46,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.829,,-8.41,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.798,,-15.13,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.821,,-16.29,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.803,,-16.29,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.823,,-14.7,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.834,,-14.12,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.813,,-15.52,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190723,1,Wahlenbergia ceracea,Dry,Cold,6,,0.819,,-16.28,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.734,,-13.87,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.737,,-12.88,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.816,,-14.03,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.788,,-16.7,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.723,,-14.87,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.779,,-10.91,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.689,,-11.59,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Melaleuca citrina,Dry,Cold,3,,0.793,,-12.63,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190724,1,Escallonia rubra,Dry,Cold,3,,0.681,,-13.25,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.691,,-8.49,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.777,,-11.53,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.695,,-14.25,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.728,,-10.66,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.682,,-12.58,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.67,,-9.7,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.72,,-14.08,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.765,,-13.31,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Escallonia rubra,Dry,Cold,3,,0.776,,-9.17,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.785,,-14.97,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.811,,-14.54,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.827,,-13.87,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.809,,-16.05,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.821,,-15.81,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.818,,-15.41,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.809,,-17.14,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.832,,-15.41,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.813,,-16.06,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190724,1,Wahlenbergia ceracea,Dry,Cold,3,,0.828,,-16.55,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.727,,-15.76,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.721,,-16.77,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.676,,-17.66,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.764,,-13.01,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.764,,-12.98,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.702,,-15.46,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.689,,-15.25,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.746,,-12.65,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Melaleuca citrina,Dry,Cold,240,,0.701,,-15.96,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,1,Escallonia rubra,Dry,Cold,240,,0.776,,-12.46,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.767,,-13.07,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.742,,-12.64,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.827,,-12.77,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.815,,-12.78,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.734,,-13.02,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.725,,-12.58,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.729,,-12.5,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Escallonia rubra,Dry,Cold,240,,0.816,,-12.58,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
