longitude,latitude,sampling date,site,species,wood density (g cm^-1),pith area (micron^2),vessel area (micron^2),hydraulically weighted vessel diameter (micron),vessel number per area (mm^-2),vessel lumen fraction,vessel wall fraction,axial parenchyma fraction,ray fraction,axial+ray parenchyma fraction,fibre fraction,fibre wall fraction,fibre lumen fraction,fibre wall area (micron^2),fibre lumen area (micron^2),fibre area (micron^2),fibre wall area to fibre lumen ratio (averaged across multiple fibres measured),fibre wall to fibre area ratio (averaged across multiple fibres measured),fibre lumen to fibre area ratio (averaged across multiple fibres measured),tracheid fraction,references
145.52E,18.25S,2009 Nov,Princess Hills,Corymbia intermedia,0.57067,1141309.4,1336.650151,87.46565794,149.522272,0.199858966,0.050974843,0.079223231,0.142132388,0.221355619,0.492920831,0.426227434,0.066693397,94.772186,15.914461,110.68665,15.47130006,0.864697549,0.135302451,0.034889741,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Corymbia intermedia,0.64103,560148.69,1101.159301,79.62764199,159.0163841,0.175102377,0.034555095,0.106243372,0.126757508,0.23300088,0.544146369,0.432936102,0.111210267,86.28167,22.965761,109.24743,7.236843761,0.795624352,0.204375648,0.01319528,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Gastrolobium grandiflorum,0.67623,1956019.8,811.4646546,61.80692909,235.7131419,0.19127289,0.08557941,0.068082714,0.216101616,0.284184329,0.43896337,0.417477413,0.021485957,129.72467,7.2385468,136.96321,53.9583614,0.95105296,0.04894704,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Gastrolobium grandiflorum,0.71966,3057010.5,836.1293186,63.3331181,233.8422291,0.195522335,0.072657764,0.097122283,0.159136465,0.256258748,0.475561153,0.435756433,0.03980472,122.2207,12.613464,134.83417,55.65143411,0.916299472,0.083700528,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Gastrolobium grandiflorum,0.70507,3139334,758.2183555,60.33195272,231.4709707,0.175505537,0.084031808,0.050871779,0.198053721,0.2489255,0.491537155,0.468325845,0.02321131,161.82562,9.0622177,170.88783,73.20908535,0.952778117,0.047221883,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Grevillea parallela,0.59548,323842.97,1587.939133,91.48373636,73.40859874,0.116568378,0.029748289,0.178506762,0.21932742,0.397834182,0.455849151,0.398062975,0.057786176,110.05719,17.095879,127.15307,13.91131186,0.873233994,0.126766006,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Grevillea parallela,0.63572,329726.25,1580.140463,89.90184654,68.47535729,0.108200685,0.028362647,0.137282775,0.262366161,0.399648936,0.463787732,0.424060855,0.039726876,110.45031,11.248314,121.69862,29.30499185,0.914342546,0.085657454,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Grevillea parallela,0.67013,195478.956,1416.605062,85.88958316,75.91522747,0.107541896,0.028996035,0.134532268,0.209774337,0.344306605,0.519155465,0.480460643,0.038694822,115.817688,10.27085914,126.0885474,123.4849165,0.92546583,0.07453417,0,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Lophostemon suaveolens,0.49609,1082341,352.5693849,46.77487921,487.0150272,0.171706589,0.052075877,0.110298348,0.222429242,0.332727591,0.375655985,0.270005368,0.105650618,79.548462,32.033569,111.58203,2.836083816,0.718756997,0.281243003,0.067833958,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Lophostemon suaveolens,0.61768,1574160,380.5716214,47.63448802,355.3379432,0.135231541,0.04372098,0.063648307,0.191915804,0.255564111,0.539920889,0.446649439,0.09327145,68.725784,15.526957,84.252739,178.2705107,0.827249785,0.172750215,0.025562478,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Lophostemon suaveolens,0.55371,698932.13,605.4084731,55.94754588,292.1308309,0.176858474,0.049365369,0.06686747,0.154719841,0.221587312,0.519765125,0.386041476,0.133723649,67.457085,24.920082,92.377167,3.361868667,0.742722929,0.257277071,0.03242372,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Persoonia falcata,0.65708,5290938,1441.633663,85.31048396,113.05477,0.16298356,0.05335287,0.046519372,0.062192237,0.108711609,0.620905577,0.556172925,0.064732652,275.8757,32.688152,308.56384,26.3028728,0.895744773,0.104255227,0.054046383,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Persoonia falcata,0.6895,2038507.3,997.4184088,70.09036867,97.37685016,0.097102986,0.037077069,0.08159109,0.043533952,0.125125042,0.721301993,0.628916018,0.092385975,253.58237,38.011978,291.59436,14.94449986,0.87191776,0.12808224,0.019392909,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
145.52E,18.25S,2009 Nov,Princess Hills,Persoonia falcata,0.56006,1946603,1194.065803,76.99273089,137.0603288,0.163659049,0.05779127,0.080893912,0.101321237,0.182215149,0.48389648,0.396264343,0.087632137,239.89186,55.330158,295.22202,5.418233519,0.818903133,0.181096867,0.112438052,"Zieminska K, Butler DW, Gleason SM, Wright IJ, Westoby M. 2013. Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms. AoB PLANTS 5."
