genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Codonocarpus,Codonocarpus pyramidalis,"shrubs or trees rarely more than 8 m tall, often with more than one stem;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Pl. lndig. Col. Vic. 1:201 (1862)."
Colobanthus,Colobanthus,small tufted herbs. mostly growing in clumps;,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Bartling, Ord. Nat. Pl. 305 (1830)."
Colobanthus,Colobanthus apetalus,"perennial, almost stemless, and densely tufted;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:616 (1917) var. apetalus."
Comesperma,Comesperma,"shrubs or subshrubs, often climbing, rarely spiny, often arising from a woodyrootstock;",NA,NA,NA,NA,subshrub shrub,subshrubs shrubs,NA,NA,NA,NA,climbing,climbing,woody_root woody,woodyrootstock,"Citation: .Labill., Nov. Holl. Pl. Sp. 2:21 (1806)."
Comesperma,Comesperma calymega,glabrous or almost glabrous erect perennial often with a woody root stock;,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,erect,erect,woody_root herbaceous,woody root,"Citation: Labill., Nov. Holl. Pl. Sp. 2:23 (1806)."
Comesperma,Comesperma polygaloides,"subshrub similar in habit to calymega, 100-200 mm tall rarely to 350 mm tall, leaves subsessile, narrowly oblong to oblong or obovate, 5-15 rarely 17 mm long, 1-3 mm wide, glaucous, midrib conspicuous below;",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Comesperma,Comesperma scoparium,"erect perennial, to 55 cm high; branched from the base and above;",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: J.L. Drumm., J. Bot.(Hooker) 2:369 (1840)."
Comesperma,Comesperma volubile,slender sparsely leaved or leafless climbing or creeping perennial;,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,creeping climbing,creeping climbing,herbaceous,NA,"Citation: Labill., Nov. Holl. Pl. Sp. 2:24 (1806)."
Commelina,Commelina,herbs.,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 40 (1753)."
Commelina,Commelina ensifolia,"glabrous plant, 30-50 cm high;",NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 269 (1810)."
Commelinaceae,Commelinaceae,erect or creeping herbs;,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect creeping,erect creeping,herbaceous,NA,Author:Prepared by J.P. Jessop
Commersonia,Commersonia tatei,"slender shrubs to 80 cm high and circa 1.5 m broad, often branching mainly near the base, stellate-tomentose especially on the leaves;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell. ex Tate, Trans. R. Soc. S. Aust. 11:82 (1889)."
Commersonia,Commersonia,densely stellately hairy evergreen shrubs (in s.aust.) or trees;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Forster & Forster f., Char. Gen. Pl. 43 (1776)."
Commicarpus,Commicarpus,"perennial herbs, erect or climbing,",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,erect climbing,erect climbing,herbaceous,NA,"Citation: Standley, Contr. U.S. natn. Herb. 12:373 (1909)."
Commicarpus,Commicarpus australis,glabrous or somewhat puberulent perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Meikle, Notes R. Bot. Gard. Edinb. 36:248 (1978)."
Compositae,Compositae,"herbs, undershrubs and shrubs,",NA,NA,NA,NA,herb subshrub shrub,herbs undershrubs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Author:
Conium,Conium,tall biennial or winter-annual glabrous herbs;,annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 243 (1753)."
Conium,Conium maculatum,"erect glabrous biennial, 1-2.5 m high.",biennial,biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 243 (1753)."
Conospermum,Conospermum,shrubs or subshrubs;,perennial,inferred_from_family,NA,NA,subshrub shrub,subshrubs shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Smith, Trans. Linn. Soc. 4:213 (1798)."
Conospermum,Conospermum patens,shrub 0.2-2 m high;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Schldl., Linnaea 20:587 (1847)."
Conringia,Conringia,"annual herbs, glabrous.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Heister ex Fabr., Enum. Meth. Pl. 160 (1759)."
Conringia,Conringia orientalis,"herb, erect, 10-50 cm tall, glaucous and glabrous;",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: C.Presl, Fl. Sicula 1:79 (1826)."
Consolida,Consolida,annuals with slender taproots and alternate palmately divided leaves.,annual,annuals,NA,NA,herb,inferred_from_life_history,terrestrial,inferred_from_family,NA,NA,NA,NA,herbaceous,NA,"Citation: Gray, Nat. arr. Brit. Pl. 2:711 (1821)."
Consolida,Consolida ambigua,NA,annual,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,terrestrial,inferred_from_family,NA,NA,NA,NA,herbaceous,NA,"Citation: P. Ball & Heyw. in Heyw. & P. Ball, Reprium nov. Spec. Regni veg. 66:151 (1962)."
Convolvulaceae,Convolvulaceae,"annual or perennial herbs or shrubs, often with trailing or twining stems, or leafless parasites;",annual perennial,annual perennial,parasitic,parasites,herb shrub,herbs shrubs,NA,NA,NA,NA,prostrate,trailing,woody herbaceous,NA,Author:Prepared by R. W. Johnson
Convolvulus,Convolvulus,"perennials, rarely annuals.",annual perennial,annuals perennials,NA,inferred_from_family,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 153 (1753)."
Convolvulus,Convolvulus remotus,perennial with trailing and twining stems;,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus_life_history,NA,NA,NA,NA,prostrate,trailing,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 483 (1810)."
Convolvulus,Convolvulus erubescens,perennial with trailing and twining stems;,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus_life_history,NA,NA,NA,NA,prostrate,trailing,herbaceous,NA,"Citation: Sims, Curtis's Bot. Mag. 27:t. 1067 (1807)."
Convolvulus,Convolvulus arvensis,rhizomatous perennial with trailing and twining stems;,perennial,perennial,NA,inferred_from_family,herb,inferred_from_genus_life_history,NA,NA,NA,NA,prostrate rhizomatous,trailing rhizomatous,herbaceous,NA,"Citation: L., Sp. Pl. 153 (1753)."
Conyza,Conyza,"erect herbs,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Less., Syn. Gen. Comp. 203 (1832)."
Conyza,Conyza bilbaoana,annual herb to 2 m high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Remy in C. Gay, Fl. Chilena 4:76 (1849)."
Conyza,Conyza bonariensis,annual herb to 1 m high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Cronq., Bull. Torrey Bot. Club 70:632 (1943)."
Conyza,Conyza canadensis,annual herb to 1.5 m high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Cronq., Bull. Torrey Bot. Club 70:632 (1943) var. canadensis."
Conyza,Conyza albida,annual herb to 2 m high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Willd. ex Sprengel, Syst. Veg. 3:514 (1826)."
Coopernookia,Coopernookia,viscid perennial undershrubs with glandular and stellate  hairs;,perennial,perennial,NA,NA,subshrub,undershrubs,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Carolin, Proc. Linn. Soc. N.S. W. 92:209 (1968)."
Coopernookia,Coopernookia strophiolata,spreading undershrub to 1 m high;,perennial,inferred_from_genus,NA,NA,subshrub,undershrub,NA,NA,NA,NA,spreading,spreading,NA,NA,"Citation: Carolm, Proc. Linn. Soc. N.S. W. 92:211 (1968)."
Coprosma,Coprosma,perennial woody shrubs;,perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Forster & Forster f., Char. Gen. Pl. 137 (1776)."
Coprosma,Coprosma repens,"shrubs or trees up to 2.5 m high, much branched.",perennial,inferred_from_genus,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: A. Rich. in P. Lesson, Voy. l'Atstrolabe 1:264 (1832)."
Coronopus,Coronopus squamatus,"herb, annual or biennial, prostrate, glabrous;",annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Citation: Asch., Fl. Prov. Brandenb. 1:62 (1860)."
Coronopus,Coronopus didymus,"herb, annual or perennial, prostrate to ascending, to 30 cm tall, glabrous or pilose, foetid;",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,ascending prostrate,herbaceous,NA,"Citation: Smith, fl. Brit. 2:691 (1800)."
Correa,Correa,prostrate or decumbent to tall shrubs with woodystems;,perennial,inferred_from_family,NA,NA,shrub,shrubs,NA,NA,NA,NA,decumbent prostrate,decumbent prostrate,soft_wood woody,woodystems,"Author:Prepared by R. Anderson; Citation: Andrews, Bot. Rep. l:t. 18 (1798)."
Correa,Correa reflexa nummulariifolia,erect dense shrub 1-3 x 1-3 m;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect dense,erect dense,woody,NA,"Citation: Paul G. Wilson, Trans. R. Soc. S. Aust. 85:30 (1961)."
Correa,Correa decumbens,"procumbent or low erect shrub, 0.2-1 x 1-3 m.",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect prostrate,erect procumbent,woody,NA,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa,Correa reflexa coriacea,"low to erect open or dense shrub, circa 1 x 1-2 m;",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect dense open,erect dense open,woody,NA,"Citation: Paul G. Wilson, Trans. R. Soc. S. Aust. 85:30 (1961)."
Correa,Correa alba,procumbent to erect shrub 0.5-1 x 0.5-1.5 m;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect prostrate,erect procumbent,woody,NA,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa,Correa pulchella,"prostrate or erect shrub 0.3-1 x 1-2 m, almost glabrous;",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect prostrate,erect prostrate,woody,NA,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa,Correa calycina,"tall dense shrub, 1-3 x  1-2 m;",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa,Correa reflexa,decumbent or erect shrub 0.5-2 x 0.5-2 m;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa,Correa reflexa reflexa,"decumbent or erect shrub to 1.3 m, open or dense,",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent dense open,erect decumbent dense open,woody,NA,NA
Correa,Correa schlechtendalii,erect sparse to dense shrub 1-2 x 1-2 m.,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect dense,erect dense,woody,NA,"Citation: Behr in Schldl., Linnaea 20:630 (1847)."
Correa,Correa aemula,erect spreading shrub of 1-2 x 1-2 m;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa,Correa glabra,erect dense shrub of 1-3 x 1-3 m.,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect dense,erect dense,woody,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:48 (1838)."
Cortaderia,Cortaderia selloana,NA,NA,NA,NA,NA,graminoid,NA,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Citation:  Asch. & Graebner, Syn. Mitteleur. Fl. 2:325 (1900)."
Cortaderia,Cortaderia,NA,NA,NA,NA,NA,graminoid,NA,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Citation: Stapf, Gdnrs' Chron. ser. 3, 22:378 (1897)."
Corybas,Corybas,dwarf terrestrial herbs arising from small rounded tubers;,NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Citation: Salisb., Parad. Lond. t. 83 (1807)."
Corybas,Corybas unguiculatus,3 cm high;,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation:  Reichb. f., Beitr. Syst. Pfl. 43 (1871)."
Corybas,Corybas fordhamii,a small plant 2-4 cm high;,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation:  Rupp, Victorian Nat. 59:61 (1942)."
Corybas,Corybas diemenicus,plant attaining a height of 1.5-4 cm;,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation:  Rupp, Proc. Linn. Soc. N.S.W. 53:551 (1928)."
Corybas,Corybas despectans,a small plant rarely exceeding 2 cm;,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation: D. Jones & R. Nash, Muelleria 3:165 (1976)."
Cotoneaster,Cotoneaster,"shrubs or small trees, unarmed. mostly evergreen;",annual,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Medikus, Gesch. Bot. 85 (1793)."
Cotoneaster,Cotoneaster simonsii,erect shrub; evergreen;,NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Baker in Saund., Ref. Bot. 1:t. 55 (1869)."
Cotula,Cotula,annual and perennial herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 891 (1753)."
Cotula,Cotula australis,annual or perennial herb to 12 cm high;,annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  Hook. f., Fl. Nov. Zel. 1:128 (1853)."
Cotula,Cotula reptans,creeping perennial to 5 cm high;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,creeping,creeping,herbaceous,NA,"Citation:  Benth., Fl. Aust. 3:551 (1867)."
Cotula,Cotula vulgaris,annual to 20 cm high;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Levyns, Jl S. Afr. Bot. 7:133 (1941) var. australasica J.H. Willis, Victorian Nat. 73:201 (1957)."
Cotula,Cotula bipinnata,annual to 20 cm high;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Thunb., Prod. Pl. Cap. 162 (1800)."
Cotula,Cotula coronopifolia,spreading perennial to 60 cm high forming dense mats;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,mat-forming spreading dense,forming dense mats spreading dense,herbaceous,NA,"Citation: L., Sp. Pl. 892 (1753)."
Cotyledon,Cotyledon,"perennial shrubs, soft-wooded;",perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 429 (1753)."
Cotyledon,Cotyledon orbiculata oblonga,robust shrubs rarely higher than 30 cm.,perennial,inferred_from_genus,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: DC., Prod. 3:396 (1828)."
Cotyledon,Cotyledon orbiculata orbiculata,shrubs to 50 cm high.,perennial,inferred_from_genus,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Cotyledon,Cotyledon orbiculata,shrubs with spreading or decumbent branches to 50 cm high ();,perennial,inferred_from_genus,NA,NA,shrub,shrubs,NA,NA,NA,NA,decumbent spreading,decumbent spreading,woody,NA,"Citation: L., Sp. Pl. 429 (1753)."
Craspedia,Craspedia,annual and perennial herbs with cobwebby  hairs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Forster f., Fl. Inul. Aust. Prod. 58 (1786)."
Craspedia,Craspedia glauca,"annual herb, sometimes persisting for a second year, 10-80 cm high;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  Sprengel, Syst. Veg. 3:441 (1826)."
Craspedia,Craspedia globosa,perennial herb 40-100 cm high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Benth., Fl. Aust. 3:580 (1867)."
Craspedia,Craspedia pleiocephala,annual herb 5-30 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F. Muell., Linnaea 25:404 (1853)."
Craspedia,Craspedia chrysantha,annual 5-25 cm high;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Benth., Fl. Aust. 3:580 (1867)."
Crassula,Crassula,"annual herbs, delicate aquatics or rarely soft-wooded perennial shrublets;",annual perennial,annual perennial,NA,NA,herb shrub,herbs shrublets,aquatic,aquatics,NA,NA,NA,NA,woody herbaceous,NA,"Citation: L., Sp. Pl. 282 (1753)."
Crassula,Crassula tetragona,"perennial shrubs usually 30-50 cm high, usually moderately branched;",perennial,perennial,NA,NA,shrub,shrubs,NA,inferred_from_genus,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 283 (1753) subsp. robusta (Toelken)Toelken, Jl S. Afr. Bot. 41:122 (1975)."
Crassula,Crassula pedicellosa,"annuals with erect branches to 10 cm long,",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Citation: Ostenf., Dansk bot. Ark. 2, 8:42 (1918)."
Crassula,Crassula colorata,"annual with usually erect stems to 15 cm long, little branched and mainly from the base;",annual,annual,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Citation: Ostenf., Dansk bot. Ark. 2, 8:46 (1918)."
Crassula,Crassula ciliata,"perennial shrublets rarely to 30 cm high when flowering, usually much branched at the base;",perennial,perennial,NA,NA,shrub,shrublets,NA,inferred_from_genus,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 283 (1753)."
Crassula,Crassula helmsii,"annuals with decumbent branches to 12 cm long and often much branched in marsh plants,",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,decumbent,decumbent,herbaceous,NA,"Citation: Cockayne, Trans. N.Z. Inst. 39:349 (1907)."
Crassula,Crassula exserta,"annuals with erect stems to 15 cm long, little branched and mainly from the base;",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Citation: Ostenf., Dansk bot. Ark. 2, 8:48 (1918)."
Crassula,Crassula alata,"annuals with erect stems to 5 cm long, little branched;",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Citation: A. Berger, Nat rl. Pflanzenfam. edn 2, 18a:389 (1930) var. alata."
Crassula,Crassula peduncularis,annuals with short decumbent branches to 6 cm long and usually much branched;,annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,decumbent,decumbent,herbaceous,NA,"Citation: F. Meigen, Bot. Jb. 17:239 (1893)."
Crassula,Crassula colorata acuminata,NA,NA,NA,NA,NA,NA,NA,NA,inferred_from_genus,NA,NA,NA,NA,NA,NA,"Citation: Toelken, J. Adelaide Bot. Gard. 6:195 (1983)."
Crassula,Crassula multicava,"perennials with decumbent branches to 30 cm long,",perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,decumbent,decumbent,herbaceous,NA,"Citation: Lemaire, Rev. Hort. (1862) 97 subsp. multicava."
Crassula,Crassula decumbens,NA,NA,NA,NA,NA,NA,NA,NA,inferred_from_genus,NA,NA,NA,NA,NA,NA,"Citation: Thunb., Prod. Pl. Cap. 54 (1794) var. decumbens."
Crassula,Crassula glomerata,"annuals with stiffly erect branches to 16 cm high,",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Citation: P. Bergius, Desc. Pl. Cap. 85 (1767)."
Crassula,Crassula natans,"annuals with decumbent filiform branches to 10 cm long and often much branched when growing on a marshy substrate,",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,inferred_from_genus,NA,NA,decumbent,decumbent,herbaceous,NA,"Citation: Thunb., Prod. Pl. Cap. 54 (1794) var. minus (Ecklon & Zeyher)Rowley, Cactus Succ. J. Gt Brit. 40:53 (1978)."
Crassula,Crassula colorata colorata,NA,NA,NA,NA,NA,NA,NA,NA,inferred_from_genus,NA,NA,NA,NA,NA,NA,NA
Crassulaceae,Crassulaceae,"herbs, usually succulent, varying from minute annuals to soft-wooded perennial shrubs;",annual perennial,annuals perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Author:Prepared by H. R. Toelken
Crataegus,Crataegus,"woody shrubs or small trees, deciduous, often spiny;",NA,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 475 (1753)."
Crataegus,Crataegus sinaica,"large shrub to rounded tree, deciduous, often spiny;",NA,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Boiss., Diagn. Pl. Orient. ser. 2,2:48 (1856)."
Crataegus,Crataegus monogyna,spiny shrub or small tree;,NA,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Jacq., Fl. Austr. 3:50 (1775). May."
Cratystylis,Cratystylis,dioecious shrubs with dense  tomentum;,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,dioecious,dioecious,dense,dense,woody,NA,"Citation: S. Moore, J. Bot., Lond. 43:138 (1905)."
Cratystylis,Cratystylis conocephala,shrub 1-1.8 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,"Citation:  S. Moore, J. Bot., Lond. 43:138 (1905)."
Crepis,Crepis,annual and biennial herbs with a tap root;,annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Crepis,Crepis capillaris,annual or biennial herb 4-90 cm high;,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  Wallr., Linnaea 14:657 (1841)."
Crepis,Crepis dioscoridis,annual herb 7-35 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. edn 2:1133 (1763)."
Crepis,Crepis foetida,"annual herb 10-50 cm high, sometimes persisting as a biennial with a woodytaproot;",annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,woody_root herbaceous,woodytaproot,"Citation: L., Sp. Pl. 807 (1753) subsp. foetida."
Crepis,Crepis vesicaria,annual or biennial herb 5-70 cm high;,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 805 (1753) subsp. haenseleri (Boiss. ex DC.) Sell, Bot. J. Linn. Soc. 71:254 (1975)."
Crepis,Crepis pusilla,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Merxm., Mitt. Bot. M nchen 7:275 (1968)."
Cressa,Cressa,"perennial subshrubs with erect and ascending stems,",perennial,perennial,NA,inferred_from_family,subshrub,subshrubs,NA,NA,NA,NA,erect decumbent,erect ascending,NA,NA,"Citation: L., Sp. Pl. 223 (1753)."
Cressa,Cressa cretica,appressedly greyish-pubescent subshrub.,perennial,inferred_from_genus,NA,inferred_from_family,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: L., Sp. Pl. 223 (1753)."
Crinum,Crinum,tall bulbous herbs;,perennial,inferred_from_family,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 291 (1753)."
Crinum,Crinum flaccidum,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Herbert, Curtis's Bot. Mag. 47:t. 2121 (1820)."
Crocosmia,Crocosmia,deciduous glabrous perennial herbs dormant in winter;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Planchon, Fl. des Serres 7:161 & t. 702 (1851-2)."
Crotalaria,Crotalaria,herbs or shrubs;,NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Citation: L., Sp. Pl. 714 (1753)."
Crotalaria,Crotalaria cunninghamii,"erect shrub to 2 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 71 (1849)."
Crotalaria,Crotalaria eremaea,"softwood shrubs to 1 m high, densely grey-tomentose to glabrous;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Enum. Greg. Pl. 5 (1859)."
Crotalaria,Crotalaria eremaea eremaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 387."
