dataset_id,taxon_name,closest_names,keep,reason
White_2020,Caladenia X cardiochila x reticulata,Caladenia cardiochila x Caladenia reticulata,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Callitris glaucophylla x verrucosa,Callitris glaucophylla x Callitris verrucosa,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-30)"
White_2020,Cardamine paucijuga s.s. (type form),Cardamine paucijuga,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Carex aff. tereticaulis (Lake Omeo),Carex tereticaulis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Carpobrotus aff. rossii (N.W. Victoria),Carpobrotus sp. Short Calyx (S.T.Blake 20451) Toelken ,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Celmisia asteliifolia spp. agg.,Celmisia asteliifolia,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Celmisia 'pulchella',Celmisia sp. Pulchella (M.Gray & C.Totterdell 7079),1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Chiloglottis aff. valida (Alpine),Chiloglottis sp. aff. valida 1,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-30)"
White_2020,Chiloglottis aff. valida (Lowland),Chiloglottis sp. aff. valida 2,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-30)"
White_2020,Coprosma sp. C,Coprosma nitida,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Correa lawrenceana aff. var. latrobeana (Licola),Correa lawrenceana var. latrobeana,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Corybas aff. diemenicus (Portland),Corybas dentatus,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Craspedia sp. Q,Pycnosorus globosus,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Cryptandra sp. Floriferous,Cryptandra sp. Floriferous (W.R.Barker 4131) W.R.Barker ,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Cyperus gymnocaulos x vaginatus,Cyperus gymnocaulos x Cyperus vaginatus,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Dianella aff. caerulea (Lake Tyers),Dianella caerulea,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Dianella aff. caerulea (Mallacoota),Dianella sp. aff. laevis (Mallacoota),1,"Alignment with current phrase name, sourced through ALA (Elizabeth Wenk, 2020-06-30)"
White_2020,Dianella sp. aff. laevis (Mallacoota),Dianella sp. aff. laevis (Mallacoota),1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Diuris aff. pardina (Western Goldfields),Diuris calcicola,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Diuris orientis X Diuris pardina,Diuris orientis x Diuris pardina,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Elymus scaber (glabrous form),Anthosachne scabra (glabrous form),1,"Alignment with current genus, but varieties unofficial (Elizabeth Wenk, 2020-06-30)"
White_2020,Elymus scaber (hairy form),Anthosachne scabra (hairy form),1,"Alignment with current genus, but varieties unofficial (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. aromaphloia (Brisbane Ranges),Eucalyptus aromaphloia,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. baxteri (Avoca),Eucalyptus baxteri,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. camphora (Upper Yarra),Eucalyptus camphora,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. crenulata (Yering),Eucalyptus crenulata,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. cyanophylla (Antwerp),Eucalyptus cyanophylla,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. ignorabilis (Lerderderg),Eucalyptus ignorabilis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. phenax (Jeparit),Eucalyptus phenax,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. sabulosa (Mt Zero),Eucalyptus sabulosa,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus aff. verrucata (Mirranatwa),Eucalyptus verrucata,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus albens X crebra,Eucalyptus albens x Eucalyptus crebra,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus albens x moluccana,Eucalyptus albens x  Eucalyptus moluccana,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus blakelyi -- dealbata,Eucalyptus blakelyi x  Eucalyptus dealbata,1,"Change wording for graded/hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus blakelyi X chloroclada,Eucalyptus blakelyi x  Eucalyptus chloroclada,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus camaldulensis -- chloroclada,Eucalyptus camaldulensis x  Eucalyptus chloroclada,1,"Change wording for graded/hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus microcarpa -- Eucalyptus odorata,Eucalyptus microcarpa x Eucalyptus odorata,1,"Change wording for graded/hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus microcarpa x crebra,Eucalyptus microcarpa x Eucalyptus cebra,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus pauciflora x radiata,Eucalyptus pauciflora x Eucalyptus radiata,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus racemosa X haemastoma,Eucalyptus racemosa x Eucalyptus haemastoma,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus racemosa X piperita,Eucalyptus racemosa x Eucalyptus piperita,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Eucalyptus tereticornis X robusta,Eucalyptus tereticornis x Eucalyptus robusta,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Grevillea linearifolia x parviflora,Grevillea linearifolia x Grevillea parviflora,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Hakea aff. eriantha (Genoa River),Hakea eriantha,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Helichrysum apiculatum f. 'A',Chrysocephalum apiculatum subsp. apiculatum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Juncus continuus X usitatus,Juncus continuus x Juncus usitatus,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Juncus subsecundus x usitatus,Juncus subsecundus x Juncus usitatus,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Kunzea peduncularis x phylicoides,Kunzea peduncularis x Kunzea phylicoides,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Lepidosperma aff. laterale (Licola),Lepidosperma laterale,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group A,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group B,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group C,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group D,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group E,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus subsp. group F,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Leucopogon lanceolatus var. lanceolatus,Leucopogon affinis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Liliaceae spp. (sensu lato),Liliaceae spp. ,1,"Align with family name (Elizabeth Wenk, 2020-06-30)"
White_2020,Lomatia ilicifolia X silaifolia,Lomatia ilicifolia x Lomatia silaifolia,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Lomatia myricoides X silaifolia,Lomatia myricoides x Lomatia silaifolia,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Muehlenbeckia diclina subsp. diclina,Muehlenbeckia diclina,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Muehlenbeckia rhyticarya subsp. rhyticarya,Muehlenbeckia rhyticarya ,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Olearia magniflora X Olearia muelleri,Olearia magniflora x Olearia muelleri,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Oxalis aff. rubens (Mornington Peninsula),Oxalis rubens,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Pellaea aff. paradoxa (Floating Islands),Pellaea paradoxa,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Persoonia chamaepeuce x confertiflora,Persoonia chamaepeuce x Persoonia confertiflora,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Persoonia levis x myrtilloides subsp. myrtilloides,Persoonia levis x Persoonia myrtilloides subsp. myrtilloides,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Persoonia sericea x terminalis,Persoonia sericea x Persoonia terminalis,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Plantago aff. gaudichaudii (Lowland Swamps),Plantago gaudichaudii,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Poa aff. morrisii (Silurian),Poa morrisii,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Poa sp. (Licola),Poa orthoclada,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Pomaderris aspera x cinerea,Pomaderris aspera x Pomaderris cinerea,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. diversiflorum (North-east),Prasophyllum diversiflorum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. frenchii (Wilsons Promontory),Prasophyllum frenchii,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. odoratum (Chewton),Prasophyllum odoratum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. parviflorum (SW Victoria),Prasophyllum parviflorum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. petilum (Wangaratta),Prasophyllum petilum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. pyriforme (Inglewood),Prasophyllum pyriforme,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum aff. sphacelatum (Cobberas),Prasophyllum sphacelatum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Prasophyllum sp. Moama,Prasophyllum sp. Moama (D.L. Jones 19276) ,1,"Alignment with ALA phrase name (Elizabeth Wenk, 2020-06-30)"
White_2020,Pterostylis aff. despectans (Terrick Terrick),Pterostylis despectans,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Pterostylis concinna x obtusa,Pterostylis concinna x Pterostylis obtusa,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Salsola tragus 'strobilifera',Salsola strobilifera,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-30)"
White_2020,Salsola tragus subsp. tragus (narrow-leaf variant),Salsola australis [Salsola tragus subsp. tragus (narrow-leaf variant)],1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Sida corrugata var. angustifolia (peltate-hairy form),Sida corrugata var. angustifolia,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Thelymitra media X juncifolia,Thelymitra media x Thelymitra juncifolia,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Thelymitra nuda X ixioides,Thelymitra nuda x Thelymitra ixioides,1,"Change wording for hybrid species (Elizabeth Wenk, 2020-06-30)"
White_2020,Triglochin procera (broad erect leaf variant),Cycnogeton procerum [Triglochin procera (broad erect leaf variant)],1,"Alignment with known name in APC list , but keeping original phrase name (Elizabeth Wenk, 2020-06-30)"
White_2020,Triglochin procera (East Gippsland variant),Cycnogeton procerum (East Gippsland variant),1,"Alignment with ALA phrase name (Elizabeth Wenk, 2020-06-30)"
White_2020,Triglochin procera (narrow floating leaf variant),Cycnogeton procerum [Triglochin procera (narrow floating leaf variant)],1,"Alignment with known name in APC list , but keeping original phrase name (Elizabeth Wenk, 2020-06-30)"
White_2020,Triglochin procera (small tuber variant),Cycnogeton microtuberosum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Veronica sp. 1 (aff. notabilis),Veronica grosseserrata,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Villarsia aff. reniformis (non-stoloniferous),Ornduffia reniformis,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,X Calassodia sp. nov. (Cyanicula caerulea hybrid),x Calassodia,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Xerochrysum bracteatum subsp. interiore,Xerochrysum bracteatum,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
White_2020,Xerochrysum bracteatum subsp. lanatum,Xerochrysum sp. Mt Merino (S.T.Blake 22869),1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-30)"
