"genus_root","taxon_name","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f"
"Conostylis","Conostylis seminuda","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis serrulata","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis setosa","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis stylidioides","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis teretiuscula","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis tomentosa","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis vaginata","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis villosa","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis wonganensis","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis dielsii subsp. teres","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis setigera subsp. dasys","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis pauciflora subsp. euryrhipis","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis aculeata subsp. breviflora","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis dielsii subsp. dielsii","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis candicans subsp. candicans","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis aculeata subsp. echinissima","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis aculeata subsp. cygnorum","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis candicans subsp. procumbens","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis teretifolia subsp. planescens","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis setigera subsp. setigera","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis aculeata subsp. rhipidion","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis pauciflora subsp. pauciflora","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis festucacea subsp. festucacea","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis seorsiflora subsp. trichophylla","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis crassinervia subsp. absens","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis caricina subsp. elachys","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis aculeata subsp. aculeata","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis teretifolia subsp. teretifolia","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis seorsiflora subsp. seorsiflora","  ","","","","","","","","","","","","","",""
"Conostylis","Conostylis seorsiflora subsp. longissima","  ","","","","","","","","","","","","","",""
"Conyza","Conyza bonariensis"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind, water run-off. seedbank persistence. at least 3 years. fire response. likely resprouts. notes. does  well under high plant density or cover and requires disturbance to establish and persist. light stimulates germination. some biotypes have herbicide-resistance in parts of the world, however no glyphosate-resistant conyza populations are recorded in the southeast of western australia. additional information. origin. neotropics. similar exotic species. conyza sumatrensis, parva, canadensis. suggested method of management and control. generally more difficult to control than other species of fleabane. hand remove small and/or isolated infestations prior to seed set. resprouts from basal buds after top removal. timing of application is key to the efficacy of any herbicide treatment. apply glyphosate when plants are small (at rosette stage <10cm across) 25 ml/ 10l after stem elongation and before flowering and actively growing. at later stages, it is difficult to control with any single herbicide treatment. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","rosette","rosette","herbaceous",""
"Conyza","Conyza parva"," general biology. growth form. herb. life form. annual. reproduction. by seed. dispersal. wind dispersal. seedbank persistence. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Conyza","Conyza sumatrensis"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind. toxicity. suspected of poisoning stock, taints milk. fire response. killed by fire. notes. widespread weed in warm temperate and subtropical regions, and widespread throughout australia. is a common contaminant of nursery plants. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Correa","Correa backhouseana var. coriacea"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Cortaderia","Cortaderia selloana"," general biology. growth form. grass. life form. perennial, caespitose. reproduction. seed, rhizomes and tillers. dispersal. wind, water, slashing, mammals, garden refuse. photosynthetic pathway. c3. seedbank persistence. 2 years. fire response. resprouts. notes. capable of altering vegetation structure and decreasing diversity of invertebrate and vertebrate fauna. often found in open sunny sites which receive additional moisture. intolerant of prolonged or intensive grazing especially when plants are small. reproduces both sexually and asexually. there are two sexual forms: monoecious (bisexual) and female. seed from female plants have long fine hairs on the lemma making them suitable for wind dispersal; ","perennial","perennial","","","graminoid","grass","","","monoecious","monoecious","caespitose rhizomatous open","caespitose rhizomes open","herbaceous","inferred_from_growth_form"
"Cotoneaster","Cotoneaster pannosus"," general biology. growth form. shrub. reproduction. seed. dispersal. birds, pigs, garden refuse. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Crepis","Crepis capillaris"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Crepis","Crepis foetida"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind. notes. can be biennial. early growth is enhanced by leaf litter and by neighbouring plants, however in later stages competition can suppress growth and reproduction. additional information. origin. temperate asia, europe. suggested method of management and control. spot spray 1% glyphosate + pulse® or lontrel® 10 ml/10 l + pulse®. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual biennial","annual biennial","","","herb","herb","","","","","","","herbaceous",""
"Crinum","Crinum moorei"," general biology. growth form. geophyte. life form. perennial bulb. ","perennial","perennial","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Crocosmia","Crocosmia xcrocosmiiflora"," general biology. growth form. geophyte. life form. perennial corm. reproduction. plants may have as many as 15 corms at the base that form a dense mat below the soil surface. additional information. origin. hybrid betweeen two south african species. history of use/introduction. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","dense","dense","woody","inferred_from_growth_form"
"Crowea","Crowea angustifolia var. platyphylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Crowea","Crowea angustifolia var. angustifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Cucumis","Cucumis myriocarpus"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. birds, water, machinery, garden/other waste, herbivorous mammals (including rabbits and cattle). toxicity. potentially toxic to sheep, cattle, horses and pigs. notes. declared plant in california. additional information. origin. southern africa. suggested method of management and control. hand remove isolated plants before flowering. has a high tolerance to glyphosate. metsulfuron applied by backpack at 4.2 g/ha + wetting agent is effective, otherwise spot spray 2 ml garlon® in 10 l of water + wetting agent. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Cuscuta","Cuscuta campestris"," general biology. growth form. vine. life form. annual. reproduction. dispersed by wind, water, animals, and machinery and planting material contaminated by dodder seeds. ","annual","annual","","","climber_herbaceous","vine","","","","","","","herbaceous",""
"Cyathea","Cyathea cooperi"," general biology. reproduction. life cycle with a sporophyte generation and a gametophyte generation. germination from spores usually takes about three months. spores spread by wind can travel over 12 km from the parent plant. seedbank persistence. ","","","","","","","","","","","","","",""
"Cynodon","Cynodon dactylon"," general biology. growth form. grass. life form. perennial, stoloniferous/rhizomatous. reproduction. seed, rhizomes, stolons. ","perennial","perennial","","","graminoid","grass","","","","","rhizomatous stoloniferous","rhizomatous rhizomes stoloniferous","herbaceous","inferred_from_growth_form"
"Cynosurus","Cynosurus echinatus"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. herbicide resistance has been recorded in south america. additional information. origin. africa, temperate and tropical asia, mediterranean europe. history of use/introduction. seed contaminant. similar exotic species. cynosurus cristatus. suggested method of management and control. in small populations hand remove plants in early spring before seed set. otherwise spot spray 50 g 2,2 dpa + wetter in 10 l of water. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Cyperus","Cyperus congestus"," general biology. growth form. sedge. life form. perennial. reproduction. seed. dispersal. water. notes. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","graminoid","sedge","","","","","","","herbaceous","inferred_from_growth_form"
"Cyperus","Cyperus rotundus"," general biology. growth form. sedge. life form. perennial. reproduction. can displace native plants and change the availability of food or shelter for native animals. although relatively small in size it is highly competitive for resources. has rapid growth, is able to produce an extensive system of rhizomes and tubers and can quickly form dense colonies. most seed produced is . plants are susceptible to shading, which reduces vegetative growth and tuber production. hand remove small/isolated plants ensuring all tubers and rhizomes are removed. responds differently to glyphosate depending on growth stage. apply glyphosate at label rate before the fifth leaf stage - after this time herbicide is  to tubers. repeated applications are usually required for effectiveness. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","graminoid","sedge","","","","","rhizomatous dense","rhizomes dense","herbaceous","inferred_from_growth_form"
"Cyperus","Cyperus polystachyos"," general biology. growth form. sedge. life form. perennial. reproduction. seed. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","graminoid","sedge","","","","","","","herbaceous","inferred_from_growth_form"
"Cyperus","Cyperus eragrostis"," general biology. growth form. sedge. life form. perennial. reproduction. primarily seed, also rhizomes. dispersal. hand remove small/isolated infestations ensuring removal of all rhizomes. otherwise try 1% glyphosate + pulse®. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","graminoid","sedge","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Cytogonidium","Cytogonidium leptocarpoides"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Dactylis","Dactylis glomerata"," general biology. growth form. grass. life form. perennial, caespitose. reproduction. seed, tillers. dispersal. planting (as fodder), mammals, slashing, occasionally water. photosynthetic pathway. c3. toxicity. severe allergen. seedbank persistence. 1-4 years. fire response. survives and resprouts after moderate fires. hot fire will damage root crowns and can kill adult plants. notes. once established plants are generally very persistent. frost, drought and heat resistant. highly shade tolerant. higher nutrient levels make it more competitive over native perennial grasses. wide range of cultivars available. additional information. origin. europe, west asia, north africa. history of use/introduction. planted as pasture, used in seed mixtures with other grasses and forbs, revegetation. suggested method of management and control. cut out plants. slash/burn clumps and spray regrowth with 1% glyphosate. follow-up with seedling control over following years. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb graminoid","forbs grass","","","","","caespitose","caespitose","herbaceous",""
"Desmocladus","Desmocladus lateriticus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus parthenicus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus semiplanus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus quiricanus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus castaneus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus austrinus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus biformis"," rhizomes tufted, glabrous. dioecious (with separate male and female plants). ","","","","","graminoid","","","","dioecious","dioecious","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus elongatus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus asper"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus flexuosus"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus myriocladus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus glomeratus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus virgatus"," rhizomes tufted, ","","","","","graminoid","","","","","","rhizomatous","rhizomes","herbaceous","inferred_from_growth_form"
"Desmocladus","Desmocladus fasciculatus"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Dielsia","Dielsia stenostachya"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Digitaria","Digitaria sanguinalis"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mowing, movement of seed in hay. photosynthetic pathway. c4. notes. small infestations and individual plants can be hand removed by releasing the roots with a knife or trowel, ensure sprawling stems are also removed. otherwise spray 1% glyphosate in spring. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose sprawling","caespitose sprawling","herbaceous","inferred_from_growth_form"
"Digitaria","Digitaria ciliaris"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. mowing, movement of seed in hay. photosynthetic pathway. c4. seedbank persistence. short, several months. notes. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Diplolaena","Diplolaena andrewsii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena angustifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena dampieri"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena ferruginea"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena grandiflora"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena microcephala"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena drummondii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena graniticola"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena velutina"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena geraldtonensis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena eneabbensis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena cinerea"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena leemaniana"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena mollis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Diplolaena","Diplolaena obovata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Dipogon","Dipogon lignosus"," general biology. growth form. vine. reproduction. seed. dispersal. fire can kill mature plants and stimulate seed germination. ","","","","","climber_herbaceous","vine","","","","","","","herbaceous",""
"Disa","Disa bracteata"," general biology. growth form. geophyte. life form. perennial tuber. reproduction. primarily seed.. dispersal. wind. seedbank persistence. 6+ years. additional information. origin. south africa. history of use/introduction. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form"
"Dischisma","Dischisma arenarium"," general biology. growth form. herb. life form. annual. reproduction. seed. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Dischisma","Dischisma capitatum"," general biology. growth form. herb. life form. annual. reproduction. seed. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Dittrichia","Dittrichia graveolens"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. wind, water, agricultural activity, machinery, vehicles, animals (especially on wool and fur). toxicity. poisonous to livestock, can cause dermatitis and skin irritation in people. seedbank persistence. up to 3 years. notes. adapted to temperate mediterranean climates with winter-dominant rainfall. declared plant in victoria. additional information. origin. northern africa, temperate and tropical asia, europe. similar exotic species. dittrichia viscosa. suggested method of management and control. hand remove isolated plants before flowering. slash close to ground otherwise plants can resprout. any treatment should be applied twice, early and then late summer. apply glyphosate at 1% when plants are small, or up to flowering. clean equipment, clothing and shoes, etc. to prevent spread of seed. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Dodonaea","Dodonaea viscosa"," general biology. growth form. shrub. reproduction. easily propopogated from seed and cuttings. very high seed production.. dispersal. spread by birds.. fire response. fire promotes seed germination.. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita ericoides"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita hassellii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita miniata"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita wilsonii"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita microphylla"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita longifolia"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita fulva"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Drummondita","Drummondita rubroviridis"," shrub, ; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Echinochloa","Echinochloa crusgalli"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. water, birds especially water birds, other animals, wind. photosynthetic pathway. c4. seedbank persistence. 1-13 years. fire response. root exudates of young plants have allelopathic effects. herbicide resistance has been recorded. additional information. origin. europe, india. history of use/introduction. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Echium","Echium plantagineum"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. water, machinery, animals (ingestion and adhesion), contaminated hay and grain. toxicity. poisonous to mammals, potential allergen. seedbank persistence. up to 6 years. fire response. smoke can stimulate seedling emergence. notes. can also be biennial. herbicide resistance to group b/2 herbicides has been recorded in western australia. a biological control program started in the late 1980s and 6 agents have since been released. the first, a leaf-mining moth is widely distributed but has had limited impact. of the remaining six agents, four are currently being redistributed across southern australia. declared plant in western australia. additional information. origin. macaronesia, temperate asia. history of use/introduction. ornamental, bee-plants, seed contaminant. suggested method of management and control. plants are best treated when young. spot spray in late autumn/winter when most seed has germinated for the year with 0.5 g/10 l chlorsulfuron + wetting agent, this will also help prevent further germination. grubbing and cutting are suitable for young plants as long as 20 to 40 mm of taproot is removed. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual biennial","annual biennial","","","herb","herb","","","","","","","herbaceous",""
"Ecklonia","Ecklonia radiata"," habit and structure. thallus dark brown, 0.3-2 m high. ","","","","","","","","","","","","","",""
"Ehrharta","Ehrharta villosa"," general biology. growth form. grass. life form. perennial, rhizomatous. reproduction. rhizomes, possibly seed. dispersal. inappropriate plantings for dune stabilization. photosynthetic pathway. c3. seedbank persistence. short to medium term, days-5 years. fire response. resprouts. ","perennial","perennial","","","graminoid","grass","","","","","rhizomatous","rhizomatous rhizomes","herbaceous","inferred_from_growth_form"
"Ehrharta","Ehrharta longiflora"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. dispersal. water, wind, mammals, slashing. photosynthetic pathway. c3. seedbank persistence. 1+ years. fire response. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Ehrharta","Ehrharta brevifolia"," general biology. growth form. grass. life form. annual, caespitose. reproduction. seed. photosynthetic pathway. c3. additional information. origin. southern africa. suggested method of management and control. spot spray 1% glyphosate. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","graminoid","grass","","","","","caespitose","caespitose","herbaceous","inferred_from_growth_form"
"Ehrharta","Ehrharta calycina"," general biology. growth form. grass. life form. perennial, caespitose/shortly rhizomatous. reproduction. seed, short rhizome. dispersal. water, wind, birds, mammals, slashing. photosynthetic pathway. c3. established plants resprout vigorously from the base of the tussock following drought stress. for small infestations, cut out plants ensuring crown removal. do . alternatively spray with fusilade® forte 13 ml/l or 6.5 l/ha + wetting agent on actively growing and unstressed plants. for generic fluazifop-p (212g/l active ingredient) 8ml/l or 4l/ha +wetting agent. follow-up in subsequent years. use unplanned fires to spray regrowth and seedlings within 4-6 weeks of germination. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","tussock graminoid","tussock grass","","","","","caespitose rhizomatous","caespitose tussock rhizomatous rhizome","herbaceous","inferred_from_growth_form"
"Ehrharta","Ehrharta erecta"," general biology. growth form. grass. life form. perennial, caespitose/shortly rhizomatous. reproduction. seed, short rhizome. dispersal. water, wind, birds, slashing/mowing. photosynthetic pathway. c3. seedbank persistence. possibly short, 1 year. fire response. resprouts, enhances seed production and germination. notes. can rapidly spread and mature. capable of outcompeting native grasses and herbs. accumulates large amounts of litter beneath plants, which has been identified as one of the mechanisms of competitive exclusion. dominates ground and understorey layers. thrives in sun or heavy shade. cut out small populations, removing all rhizomes. alternatively spray with fusilade® forte 30 ml/10 l or 1.6 l/ha (based on 500 l water/ha) +vwetting agent or for generic fluazifop-p (212g/l active ingredient) 18ml/10l or 1l/ha + wetting agent on actively growing and unstressed plants. use unplanned fires to spray regrowth and seedlings within 4-6 weeks of germination. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb graminoid","herbs grass","","","","","caespitose rhizomatous","caespitose rhizomatous rhizome","herbaceous",""
"Emex","Emex australis"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. any control program must aim at killing all plants shortly after emergence and should continue for a number of years. herbicides will give poor results applied to plants with more than 12 leaves at the time of spraying. spot spray plants with 1% grazon® or glyphosate at 0.5-0.7% to kill existing plants. alternatively wipe actively growing plants with 50% glyphosate. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Empodisma","Empodisma gracillimum"," rhizomes spreading, ","","","","","graminoid","","","","","","rhizomatous spreading","rhizomes spreading","herbaceous","inferred_from_growth_form"
"Epilobium","Epilobium ciliatum"," general biology. growth form. herb. life form. perennial. reproduction. primarily seed, also crown fragments. dispersal. few herbicides provide effective control. additional information. origin. temperate asia, russia, eastern asia, north america. similar native species. billardiereanum, hirtigerum. suggested method of management and control. prevent plants going to seed. hand remove small/isolated infestations of seedlings. if hand removing large plants ensure any crown fragments are removed as they may regrow left in the soil. alternatively spray seedlings with glyphosate. tolerant to glyphosate in later stages - established plants will resprout after treatment. herbicides alone will  effective control - use a combination of good hygenie and herbicide management. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous",""
"Eragrostis","Eragrostis curvula"," general biology. growth form. grass. life form. perennial. reproduction. ","perennial","perennial","","","graminoid","grass","","","","","","","herbaceous","inferred_from_growth_form"
"Erica","Erica baccans"," general biology. growth form. shrub. reproduction. seed. dispersal. wind, water, garden refuse. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody",""
"Erodium","Erodium botrys"," general biology. growth form. herb. life form. annual. reproduction. seed. dispersal. adhesion. seedbank persistence. 3+ years. notes. germinates mainly in autumn/winter but also in spring/summer if moisture is available. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual","annual","","","herb","herb","","","","","","","herbaceous",""
"Erythrina","Erythrina xsykesii"," general biology. growth form. tree. reproduction. stem fragments, suckers. dispersal. water, garden refuse. vegetative regeneration strategy. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","","","woody",""
"Eucalyptus","Eucalyptus camaldulensis"," general biology. growth form. tree. reproduction. seed. dispersal. wind, water. hot fire will kill adult plants. prolific germination of seed follows fire. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","","","woody",""
"Eucalyptus","Eucalyptus conferruminata"," general biology. growth form. tree. reproduction. seed. dispersal. wind. vegetative regeneration strategy. lacks a lignotuber. seedbank persistence. short, days-1 year. fire response. hot fire will kill adult plants. prolific germination of seed follows fire. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","","","woody",""
"Eucalyptus","Eucalyptus gracilis"," general biology. growth form. tree. reproduction. seed. dispersal. wind, water, garden waste, animals. after harvest in plantations, under favourable conditions will coppice/resprout from stumps. seedbank persistence. short. fire response. geneally killed by fire. no lignotuber but may coppice/resprout from stumps following cooler fire. prolific germination of seed and rapid growth following fire. notes. a rapid growing tree of rainforest margins. ","perennial","inferred_from_growth_form","","","tree","tree","","","","","","","woody",""
