origRow,site_IJW,Rain,log_rain,SoilP,log_p,family,clade,mono_di,ps_path,genus,genus spp (ian),LfSize(mm2),DryMass(mg),SLA(mm2/mg),LaminaT(um),upPalisT(um),SpongyT(um),loPalisT(um),Sclerified%,upCuticT(um),loCuticT(um),upCutEW(um),loCutEW(um),upEpiderm(um),upCutEpi(um),loEpiderm(um),loCutEpi(um),Epiderm_com,Cutic_com,CutEpi_com,upHypo(um),loHypo(um),cwfa_upr,cwfa_lwr,curv_wid,proj_wid,cwi_pwi,ts_area,ocst_ind,var00001,dmc_var,dmc_v1,dmc_v2,ts_ar_mm,pr_wi_mm,lam_d_mm,ar_1_lf,ms_1_mg,lma,var00004,leaf_typ,tot_case,tot_pal,tot_mes3,aerenchy,var00003,inn_mes,rain_con,nutr_con,stom_dis,trichome,ijw_sla,ijw_dmfm,ijw_lamd,ijw_dmc,var00006,spon_ra2,spon4,spon_rat,tpal_rat,upcs_rat,locs_rat,uhyp_rat,lhyp_rat,inms_rat,tmes_rat,var00007,tpal_ra2,case_typ,var00009,filter_$,aer_rat,check,gen spp,spec_ord,area_2,mass_2,sla,site_dhd
36,CastlereaghNR,778,2.89,105,2.02,Proteaceae,Proteaceae,dicot,C3,Grevillea,Grevillea mucronulata,83.2,6.5,12.79,171,57,72,,12.1,5.1,,6.9,3.8,17.8,22.9,17.1,18.8,34.8,,41.7,,,,,7137,0,1.04,"1,208,875.40",0,Gre_mucr,0.46,0.4574,0.4615,1.21,7.14,0.17,83.15,6.5,0.08,Gre_mucr,"flat, broad",41.7,56.62,,0,Gre_mucr,0,1,0,hypostomatous,,,,,,Gre_mucr,0.4247,71.67,0.42,0.33,0.13,0.11,0,0,0,0.756,Gre_mucr,0.3313,species mean,,Selected,0,1,Grevillea mucronulata,Gre_mucr,166.3,0.013,12.4,Castlereagh NR
37,Talleeban,410,2.61,175,2.24,Proteaceae,Proteaceae,dicot,C3,Grevillea,Grevillea rosmarinifolia,13.7,2.3,5.89,257,77,148,,18.7,12.2,0.7,12.2,3.9,12,24.2,17.7,18.4,29.7,12.9,42.6,,,34.6,36.1,1122,503,2.34,"286,082.34",1.52,Gre_rosm,0.3,0.6611,0.2988,0.29,0.5,0.26,13.66,2.32,0.17,Gre_rosm,recurved,42.57,76.55,214.33,0,Gre_rosm,0,1,0,hypostomatous,,,,,,Gre_rosm,0.5363,137.78,0.54,0.3,0.09,0.07,0,0,0,0.8343,Gre_rosm,0.298,species mean,,Selected,0,1,Grevillea rosmarinifolia,Gre_rosm,27.32,0.0046,5.89,talleeban
38,KCNP_loP,1220,3.09,105,2.02,Proteaceae,Proteaceae,dicot,C3,Grevillea,Grevillea sericea,153.1,24.2,6.32,228,94,100,,13.7,9.7,2.5,9.1,4,12.6,22.2,17.5,20,30,12.2,42.2,,,34.5,38.8,4473,4040,1.11,"1,015,683.33",0,Gre_seri,0.63,0.695,0.6296,1.02,4.04,0.23,153.07,24.23,0.16,Gre_seri,"flat, broad",42.22,94.49,185.54,0,Gre_seri,0,1,1,hypostomatous,,,,,,Gre_seri,0.3998,91.05,0.4,0.41,0.1,0.09,0,0,0,0.8146,Gre_seri,0.4149,species mean,,Selected,0,1,Grevillea sericea,Gre_seri,306.14,0.0485,6.32,kcnp
39,KCNP_loP,1220,3.09,105,2.02,Proteaceae,Proteaceae,dicot,C3,Grevillea,Grevillea speciosa,137.4,19,7.23,269,92,139,,9.1,11.9,4.4,14,6.8,16.2,28.1,21.8,26.2,38,16.3,54.3,,,,,7603,6464,1.18,"2,044,315.87",0.59,Gre_spec,0.44,0.5139,0.4372,2.04,6.46,0.27,137.41,19,0.14,Gre_spec,"flat, broad",54.28,92.34,214.8,0,Gre_spec,0,1,1,hypostomatous,,5.98,0.5,380.3667,0.4396,Gre_spec,0.4551,122.46,0.46,0.34,0.1,0.1,0,0,0,0.7983,Gre_spec,0.3432,species mean,,Selected,0,1,Grevillea speciosa,Gre_spec,274.82,0.038,7.23,kcnp
40,MortonNP,1821,3.26,87,1.94,Proteaceae,Proteaceae,dicot,C3,Hakea,Hakea dactyloides,1079.4,288.8,3.74,419,111,136,100,28.7,24.5,22.9,25.5,27.1,22.3,46.8,20.4,43.3,42.7,47.4,90,,,32.4,34.9,16413,16413,1,"6,772,043.65",0,Hak_dact,0.64,0.6379,0.6485,6.77,16.41,0.42,"1,079.38",288.81,0.27,Hak_dact,"flat, broad",90.04,211.04,329.4,0,Hak_dact,0,1,1,amphistomatous,,4.01,0.57,504.9667,0.4938,Hak_dact,0.2822,118.35,0.28,0.5,0.11,0.1,0,0,0,0.7853,Hak_dact,0.5032,species mean,,Selected,0,1,Hakea dactyloides,Hak_dact,"2,158.76",0.5776,3.74,mnp
41,KCNP_loP,1220,3.09,105,2.02,Proteaceae,Proteaceae,dicot,C3,Hakea,Hakea sericea,42.7,13.6,3.13,613,144,,144,34.1,13.2,11.1,14.1,11.3,18.3,31.5,15.2,26.3,33.5,24.3,57.8,,,39.4,39.4,968,968,1,"594,138.89",11.46,Hak_ser1,0.52,0.521,0.5201,0.59,0.97,0.61,42.7,13.63,0.32,Hak_ser1,"terete, subterete",57.77,287.1,554.9,0,Hak_ser1,273.01,1,1,amphistomatous,,,,,,Hak_ser1,-0.0085,0,0,0.47,0.05,0.04,0,0,0.45,0.9057,Hak_ser1,0.4686,"species X site ""replicate""",,Not Selected,0,1,Hakea sericea (kcnp),Hak_ser1,85.4,0.0273,3.13,kcnp
42,MortonNP,1821,3.26,87,1.94,Proteaceae,Proteaceae,dicot,C3,Hakea,Hakea sericea,70.9,24.9,2.85,1054,191,,191,30.1,17.4,14,19.5,,25.3,42.8,21.4,35.4,46.7,31.5,78.2,,,30.2,30.2,1266,1266,1,"1,343,276.79",23.45,Hak_ser2,0.33,0.3328,0.3308,1.34,1.27,1.05,70.93,24.89,0.35,Hak_ser2,"terete, subterete",78.19,381.79,976.22,0,Hak_ser2,601.1,1,1,amphistomatous,,,,,,Hak_ser2,-0.0063,0,0,0.36,0.04,0.03,0,0,0.57,0.9258,Hak_ser2,0.3621,"species X site ""replicate""",,Not Selected,0,1,Hakea sericea (mnp),Hak_ser2,141.85,0.0498,2.85,mnp
44,DennyDF,410,2.61,175,2.24,Proteaceae,Proteaceae,dicot,C3,Hakea,Hakea tephrosperma,49.5,26.5,1.86,1332,144,,144,37.8,22.8,22.8,20.8,,32.4,55.2,32.4,55.2,64.9,45.5,110.4,,,27.3,27.3,1379,1379,1,"1,846,994.05",21.98,Hak_teph,0.4,0.4029,0.4008,1.85,1.38,1.33,49.45,26.54,0.54,Hak_teph,"terete, subterete",110.37,288.38,"1,221.83",0,Hak_teph,933.46,1,0,amphistomatous,,2.2,0.6,860,0.5285,Hak_teph,0,0,0,0.22,0.04,0.04,0,0,0.7,0.9172,Hak_teph,0.2165,species mean,,Selected,0,1,Hakea tephrosperma,Hak_teph,98.9,0.0531,1.86,dsf
58,GoobangNP1,650,2.81,122,2.09,Proteaceae,Proteaceae,dicot,C3,Isopogon,Isopogon petiolaris,568.3,164.8,3.45,519,74,330,76,24.6,10.6,8.3,12.3,,10.3,20.9,9.6,17.8,19.9,18.8,38.7,,,,,3017,3017,1,"1,119,294.37",0,Iso_peti,0.56,0.5585,0.555,1.58,3.02,0.52,568.25,164.82,0.29,Iso_peti,"flat, dissected",38.69,150.33,480.67,0,Iso_peti,0,1,0,amphistomatous,,,,,,Iso_peti,0.636,330.33,0.64,0.29,0.04,0.03,0,0,0,0.9255,Iso_peti,0.2895,species mean,,Selected,0,1,Isopogon petiolaris,Iso_peti,"1,136.50",0.3296,3.45,gnp1
88,GoobangNP4,650,2.81,127,2.1,Cyperaceae,Poales,monocot,C3,Lepidosperma,Lepidosperma laterale,1344.4,362.8,3.71,591,,,,25.6,,3,,11.6,,17.8,15.4,17.8,30.1,5.9,34.3,,,,,3152,3152,1,"1,881,515.87",0,Lep_lat2,0.46,0.4568,,1.88,3.15,0.59,"1,344.40",362.75,0.27,Lep_lat2,fused elipsoid,34.26,0,554.97,251.5,Lep_lat2,0,1,0,amphistomatous,,,,,,Lep_lat2,0.9396,573.5,0.97,0,0.03,0.03,0,0,0,0.5138,Lep_lat2,0,"species X site ""replicate""",,Not Selected,0.43,1,Lepidosperma laterale (gnp),Lep_lat2,"2,688.80",0.7255,3.71,gnp4
87,KCNP_loP,1220,3.09,105,2.02,Cyperaceae,Poales,monocot,C3,Lepidosperma,Lepidosperma laterale,1421.7,307.3,4.63,445,,,,20.3,,1.3,,8.9,,13.2,11.8,13.2,23.7,2.6,26.3,,,,,2954,2954,1,"1,351,816.47",0,Lep_lat1,0.49,0.4854,,1.35,2.95,0.45,"1,421.70",307.34,0.22,Lep_lat1,fused elipsoid,26.32,0,419.03,246.1,Lep_lat1,0,1,1,amphistomatous,,,,,,Lep_lat1,0.9409,432.21,0.97,0,0.03,0.03,0,0,0,0.3883,Lep_lat1,0,"species X site ""replicate""",,Not Selected,0.55,1,Lepidosperma laterale (kcnp)),Lep_lat1,"2,843.40",0.6147,4.63,kcnp
14,GoobangNP2,650,2.81,157,2.2,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum divaricatum,13.5,1.7,8.11,214,71,70,50,9.5,7.5,7.7,10,9.7,8,15.5,7.8,15.6,15.9,15.2,31.1,,,,,1938,1938,1,"379,776.02",,Lep_diva,0.58,0.6221,0.6297,0.38,1.94,0.21,13.54,1.67,0.12,Lep_diva,"flat, incurved",31.07,121.17,182.62,0,Lep_diva,0,1,1,amphistomatous,,,,,,Lep_diva,0.2876,61.45,0.29,0.57,0.07,0.07,0,0,0,0.8546,Lep_diva,0.567,species mean,,Selected,0,1,Leptospermum divaricatum,Lep_diva,27.07,0.0033,8.11,gnp2
15,KCNP_hiP,1231,3.09,245,2.39,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum polygalifolium,29.2,2.1,13.9,252,102,104,36,5.4,4.6,4.6,7.6,7.6,16.9,21.4,18.6,23.1,35.4,9.1,44.6,,,,,2283,2283,1,"569,423.81",0,Lep_poly,0.31,0.3125,0.3155,0.57,2.28,0.25,26.69,2.1,0.08,Lep_poly,"flat, broad",44.56,137.44,207.28,0,Lep_poly,0,1,1,amphistomatous,,9.02,0.51,,,Lep_poly,0.2773,69.84,0.28,0.55,0.09,0.09,0,0,0,0.8231,Lep_poly,0.5457,species mean,,Selected,0,1,Leptospermum polygalifolium,Lep_poly,58.37,0.0042,14.13,kcnp (wh)
16,MortonNP,1821,3.26,87,1.94,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum rotundifolium,13.5,2.1,6.37,337,121,66,88,2.9,7.6,8,9.7,11.2,22.6,29.1,28,32.8,50.6,15.6,66.2,,,,,4487,4487,1,"1,727,415.87",,Lep_rotu,0.47,0.4053,0.408,1.73,4.49,0.34,13.5,2.12,0.16,Lep_rotu,"flat, incurved",66.18,241.12,271.06,0,Lep_rotu,0,1,1,amphistomatous,,,,,,Lep_rotu,0.1962,66.17,0.09,0.62,0.09,0.1,0,0,0,0.8163,Lep_rotu,0.62,species mean,,Selected,0,1,Leptospermum rotundifolium,Lep_rotu,26.99,0.0042,6.37,mnp
17,KCNP_loP,1220,3.09,105,2.02,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum trinervium,59.3,8.4,7.03,221,77,46,70,10.8,5.8,6.1,8.1,8.5,10.6,15.1,11.9,14.2,22.5,11.9,34.4,,,47.9,54,4144,4144,1,"911,203.18",0,Lep_tri1,0.64,0.6445,0.6469,0.91,4.14,0.22,59.26,8.43,0.14,Lep_tri1,"flat, incurved",34.4,147.04,186.33,0,Lep_tri1,0,1,1,amphistomatous,,7.2,0.54,252.4167,0.5502,Lep_tri1,0.2015,39.29,0.18,0.67,0.07,0.06,0,0,0,0.8676,Lep_tri1,0.6662,"species X site ""replicate""",,Not Selected,0,1,Leptospermum trinervium (kcnp),Lep_tri1,118.52,0.0169,7.03,kcnp
18,MortonNP,1821,3.26,87,1.94,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum trinervium,33.1,5.6,5.9,330,130,44,110,9.4,9.5,9.5,10.9,10.2,13.4,22.7,13.4,22.7,26.8,19,45.8,,,40,40,3771,3771,1,"1,495,856.92",,Lep_tri2,0.51,0.4424,0.4274,1.5,3.77,0.33,33.08,5.61,0.17,Lep_tri2,"flat, incurved",45.76,257,283.82,0,Lep_tri2,0,1,1,amphistomatous,,,,,,Lep_tri2,0.135,44.48,0.08,0.73,0.07,0.07,0,0,0,0.8621,Lep_tri2,0.7272,"species X site ""replicate""",,Not Selected,0,1,Leptospermum trinervium (mnp),Lep_tri2,66.17,0.0112,5.9,mnp
19,MyallLakesNP2,1374,3.14,22,1.34,Myrtaceae,Myrtaceae,dicot,C3,Leptospermum,Leptospermum trinervium,37.7,4.4,8.57,323,119,64,96,8.4,7.9,7.8,10.5,10,14.5,22.4,13.8,21.5,28.3,15.6,43.9,,,,,3367,3367,1,"1,240,205.26",0,Lep_tri3,0.36,0.3194,0.3167,1.24,3.37,0.32,37.72,4.4,0.12,Lep_tri3,"flat, incurved",43.92,243.29,279.56,0,Lep_tri3,0,1,1,amphistomatous,,,,,,Lep_tri3,0.198,64.04,0.11,0.67,0.07,0.07,0,0,0,0.8642,Lep_tri3,0.6663,"species X site ""replicate""",,Not Selected,0,1,Leptospermum trinervium (ml2),Lep_tri3,75.45,0.0088,8.57,mlnp2
63,KCNP_hiP,1231,3.09,695,2.84,Proteaceae,Proteaceae,dicot,C3,Lomatia,Lomatia silaifolia,3239.3,514.5,6.3,289,77,181,,16.8,8.5,4.6,10.7,6.5,19.7,28.2,13.3,17.8,33,13,46,,,,,3540,3540,1,"1,037,444.45",0,Lom_sila,0.55,0.5492,0.542,1.04,3.54,0.29,"3,239.27",514.5,0.16,Lom_sila,"flat, dissected",46.04,77.35,243.17,0,Lom_sila,0,0,1,hypostomatous,,7.31,0.46,,,Lom_sila,0.5734,165.83,0.57,0.27,0.1,0.06,0,0,0,0.8408,Lom_sila,0.2674,species mean,,Selected,0,1,Lomatia silaifolia,Lom_sila,"6,478.54",1.029,6.3,kcnp (wh)
26,ShanesPark,778,2.89,105,2.02,Myrtaceae,Myrtaceae,dicot,C3,Melaleuca,Melaleuca nodosa,14.7,2.8,5.33,474,69,326,62,15,8.6,7.7,10.4,9.5,11.9,20.5,10.7,18.4,22.6,16.3,38.9,,,,,685,685,1,"326,256.35",0,Mel_nodo,0.4,0.3957,0.3942,0.33,0.69,0.47,14.65,2.75,0.19,Mel_nodo,"terete, subterete",38.9,131.29,435.52,0,Mel_nodo,0,1,1,amphistomatous,,,,,,Mel_nodo,0.6413,304.23,0.64,0.28,0.04,0.04,0,0,0,0.918,Mel_nodo,0.2767,species mean,,Selected,0,1,Melaleuca nodosa,Mel_nodo,29.3,0.0055,5.33,Shane's Park
27,CocoparraNP,455,2.66,122,2.09,Myrtaceae,Myrtaceae,dicot,C3,Melaleuca,Melaleuca sp,5.4,1.1,4.79,371,77,171,77,5.9,11.2,11,11.8,12,12.4,23.7,11.2,22,23.6,22.2,45.8,,,,,604,604,1,"226,605.30",,Mel_sp.,0.56,0.5623,0.5569,0.23,0.6,0.37,5.41,1.13,0.21,Mel_sp.,"terete, subterete",45.79,154.57,325.47,0,Mel_sp.,0,1,0,amphistomatous,,,,,,Mel_sp.,0.4607,170.91,0.46,0.42,0.06,0.06,0,0,0,0.877,Mel_sp.,0.4163,species mean,,Selected,0,1,Melaleuca sp. (cnp),Mel_sp.,10.83,0.0023,4.79,cnp
28,Talleeban,410,2.61,175,2.24,Myrtaceae,Myrtaceae,dicot,C3,Melaleuca,Melaleuca uncinata,31.9,10.1,3.16,640,98,407,94,12.4,15.8,15,18.4,16.4,17.4,33.2,16.5,31.5,33.9,30.9,64.7,,,,,860,860,1,"551,077.38",,Mel_unci,0.49,0.4939,0.4931,0.55,0.86,0.64,31.93,10.09,0.32,Mel_unci,"terete, subterete",64.72,191.56,575.13,0,Mel_unci,0,1,1,amphistomatous,,2.71,0.57,940,0.3926,Mel_unci,0.5995,383.56,0.6,0.3,0.05,0.05,0,0,0,0.8988,Mel_unci,0.2994,species mean,,Selected,0,1,Melaleuca uncinata,Mel_unci,63.86,0.0202,3.16,talleeban
25,Talleeban,410,2.61,175,2.24,Myrtaceae,Myrtaceae,dicot,C3,Micromyrtus,Micromyrtus sessilis,1.7,0.2,7.68,247,50,119,47,4,10.9,17.3,14.7,21.8,16.1,26,16.2,28.2,32.2,28.2,60.4,,,,,843,843,1,"220,638.25",,Mic_sess,0.53,0.5271,0.4971,0.22,0.84,0.25,1.65,0.21,0.13,Mic_sess,trigonous,60.42,97.2,186.55,0,Mic_sess,0,1,1,epistomatous,,,,,,Mic_sess,0.3867,89.35,0.36,0.39,0.11,0.11,0,0,0,0.7802,Mic_sess,0.3936,species mean,,Selected,0,1,Micromyrtus sessilis,Mic_sess,3.3,0.0004,7.68,talleeban
67,MacquariePass,1578,3.2,607,2.78,Poaceae,Poales,monocot,C3,Oplismenus,Oplismenus aemulus,115.4,2.1,54.97,93,,,,3.5,,1.9,2.6,2.5,17.7,19.3,12.9,14.8,30.5,2,33.4,,,,,5659,,,"531,313.42",,Opl_aemu,0.19,0.1949,,0.53,,0.09,115.43,2.1,0.02,Opl_aemu,graminoid,33.43,0,59.21,0,Opl_aemu,0,0,1,hypostomatous,,,,,,Opl_aemu,0.6344,59.91,0.64,0,0.21,0.16,0,0,0,0.6344,Opl_aemu,0,species mean,,Selected,0,1,Oplismenus aemulus,Opl_aemu,230.86,0.0042,54.97,mqp
73,MacquariePass,1578,3.2,607,2.78,Poaceae,Poales,monocot,C3,Panicum,Panicum pygmaeum,112,2.3,49.21,79,,,,4.2,1.2,1.7,2.1,2.4,15.5,17.1,12.8,14.7,28.3,2.5,21.5,,,,,,,,"350,303.02",,Pan_pygm,0.26,0.2571,,0.35,,0.08,111.96,2.28,0.02,Pan_pygm,graminoid,21.55,0,47.23,0,Pan_pygm,0,0,1,hypostomatous,,,,,,Pan_pygm,0.5974,57.5,0.73,0,0.22,0.19,0,0,0,0.5974,Pan_pygm,0,species mean,,Selected,0,1,Panicum ?pygmaeum,Pan_pygm,223.91,0.0046,49.21,mqp
74,MyallLakesNP2,1374,3.14,31,1.49,Poaceae,Poales,monocot,C3,Panicum,Panicum simile,34.7,2.3,14.86,216,,,,9.4,3,2.7,4.3,4,29.3,24.8,16,18.7,45.3,5.7,51,,,,,2224,,,"479,231.48",,Pan_sim1,0.31,0.3116,,0.48,,0.22,34.68,2.33,0.07,Pan_sim1,graminoid,51.01,0,172.47,0,Pan_sim1,0,0,1,amphistomatous,,,,,,Pan_sim1,0.7988,164.9,0.76,0,0.11,0.09,0,0,0,0.7988,Pan_sim1,0,"species X site ""replicate""",,Not Selected,0,1,Panicum ?simile,Pan_sim1,69.37,0.0047,14.86,mlnp2
75,ShanesPark,778,2.89,105,2.02,Poaceae,Poales,monocot,C3,Panicum,Panicum simile,217.3,12.5,17.38,107,,,,11.3,2.2,3.1,2.8,4.9,21.3,23.2,13.1,16.4,34.4,5.4,38.3,,,,,2641,2641,1,"287,561.51",0,Pan_sim2,0.54,0.5368,,0.29,,0.11,217.25,12.5,0.06,Pan_sim2,graminoid,38.32,0,67.54,0,Pan_sim2,0,1,0,amphistomatous,,,,,,Pan_sim2,0.6301,68.86,0.64,0,0.22,0.15,0,0,0,0.6301,Pan_sim2,0,"species X site ""replicate""",,Not Selected,0,1,Panicum ?simile (sp),Pan_sim2,434.5,0.025,16.8,Shane's Park
45,CocoparraNP,455,2.66,101,2,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia curvifolia,24.9,5.5,4.5,463,54,326,41,7.5,12.7,7.8,14.9,13,17.3,29.9,21,28.8,38.2,23.3,61.6,,,64.6,67.1,1418,1418,1,"657,508.73",0,Per_cur1,0.48,0.4802,0.4793,0.66,1.42,0.46,24.87,5.53,0.22,Per_cur1,"flat, linear",61.59,94.96,401.32,0,Per_cur1,0,1,0,amphistomatous,,,,,,Per_cur1,0.668,306.36,0.66,0.21,0.06,0.06,0,0,0,0.8732,Per_cur1,0.2051,"species X site ""replicate""",,Not Selected,0,1,Persoonia curvifolia (cnp),Per_cur1,49.75,0.0111,4.5,cnp
46,GoobangNP1,650,2.81,122,2.09,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia curvifolia,59.7,12.9,4.63,574,66,408,45,8.3,5.8,3.4,13,,23.6,29.4,22.7,26.1,46.3,9.2,55.5,,,,,1639,1639,1,"667,772.40",0,Per_cur2,0.38,0.3766,0.3765,0.94,1.64,0.57,59.74,12.91,0.22,Per_cur2,"flat, linear",55.52,110.45,518.32,0,Per_cur2,0,1,0,amphistomatous,,,,,,Per_cur2,0.7108,407.87,0.71,0.19,0.05,0.05,0,0,0,0.9032,Per_cur2,0.1925,"species X site ""replicate""",,Not Selected,0,1,Persoonia curvifolia (gnp),Per_cur2,119.48,0.0258,4.63,gnp1
48,MyallLakesNP2,1374,3.14,22,1.34,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia lanceolata,568.3,75.1,7.57,460,77,246,82,5.8,9,9.1,17.2,18.2,32.7,41.7,30.7,41.6,63.4,18.1,81.5,,,,,14043,14043,1,"6,449,884.92",0,Per_lanc,0.29,0.2872,0.2877,6.45,14.04,0.46,568.3,75.1,0.13,Per_lanc,"flat, broad",81.45,158.69,378.6,0,Per_lanc,0,0,1,amphistomatous,,,,,,Per_lanc,0.474,219.91,0.48,0.34,0.09,0.09,0,0,0,0.819,Per_lanc,0.3449,species mean,,Selected,0,1,Persoonia lanceolata,Per_lanc,"1,136.60",0.1502,7.57,mlnp2
49,MortonNP,1821,3.26,87,1.94,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia levis,2275.6,371.8,6.12,430,58,249,48,7.7,10.5,9.1,9.6,9.6,36.8,47.3,37.6,46.7,74.4,19.6,94,,,79.9,80.6,32061,32061,1,"13,642,798.94",0,Per_lev1,0.38,0.3803,0.3839,13.64,32.06,0.43,"2,275.58",371.76,0.16,Per_lev1,"flat, broad",93.99,106,335.61,0,Per_lev1,0,1,1,amphistomatous,,4.67,0.47,524.5952,0.4082,Per_lev1,0.5345,229.61,0.53,0.25,0.11,0.11,0,0,0,0.7812,Per_lev1,0.2467,"species X site ""replicate""",,Not Selected,0,1,Persoonia levis (mnp),Per_lev1,"4,551.16",0.7435,6.12,mnp
50,MyallLakesNP2,1374,3.14,22,1.34,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia levis,2356.7,319.8,7.37,446,57,274,46,8,9.6,9.3,27.4,29,34.6,44.2,36.5,45.8,71.2,18.8,90,,,,,28834,28834,1,"12,897,720.24",0.12,Per_lev2,0.3,0.3044,0.3034,12.9,28.83,0.45,"2,356.65",319.8,0.14,Per_lev2,"flat, broad",89.99,102.75,355.85,0,Per_lev2,0,0,1,amphistomatous,,,,,,Per_lev2,0.5677,253.1,0.57,0.23,0.1,0.1,0,0,0,0.7982,Per_lev2,0.2305,"species X site ""replicate""",,Not Selected,0,1,Persoonia levis (ml2),Per_lev2,"4,713.30",0.6396,7.37,mlnp2
52,KCNP_hiP,1231,3.09,695,2.84,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia linearis,86,11.5,7.48,497,89,298,67,7.1,7,5.6,13.9,12.5,25.2,32.2,25,30.6,50.2,12.7,62.8,,,,,1854,1854,1,"918,795.24",0,Per_line,0.27,0.2694,0.2699,0.92,1.85,0.5,85.98,11.5,0.13,Per_line,"flat, linear",62.83,155.76,433.73,0,Per_line,0,0,1,amphistomatous,,6.63,0.41,,,Per_line,0.5598,277.97,0.56,0.31,0.06,0.06,0,0,0,0.8735,Per_line,0.3137,species mean,,Selected,0,1,Persoonia linearis,Per_line,171.96,0.023,7.48,kcnp (wh)
53,MortonNP,1821,3.26,87,1.94,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia mollis,91.7,18.4,4.98,507,129,299,34,4.6,8.2,6.1,7.5,6.7,31.4,39.6,30.5,36.6,61.9,14.3,76.2,,,40.5,47,3681,3681,1,"1,848,757.56",0,Per_moll,0.4,0.3962,0.3999,1.85,3.68,0.51,91.73,18.42,0.2,Per_moll,"flat, broad",76.19,163.12,430.68,0,Per_moll,0,1,1,hypostomatous,,,,,,Per_moll,0.5279,267.56,0.53,0.32,0.08,0.07,0,0,0,0.8497,Per_moll,0.3218,species mean,,Selected,0,1,Persoonia mollis,Per_moll,183.45,0.0368,4.98,mnp
54,KCNP_loP,1220,3.09,105,2.02,Proteaceae,Proteaceae,dicot,C3,Persoonia,Persoonia pinifolia,51.8,9.3,5.58,478,76,321,32,7.4,6.4,5.9,8.9,7.6,24.6,30,26.1,32,50.7,12.3,63.1,,,46.6,46.3,733,733,1,"347,990.48",0,Per_pini,0.38,0.3751,0.3775,0.35,0.73,0.48,51.76,9.28,0.18,Per_pini,"terete, subterete",63.06,107.65,414.96,0,Per_pini,0,1,1,amphistomatous,,,,,,Per_pini,0.6451,307.31,0.64,0.23,0.06,0.07,0,0,0,0.8703,Per_pini,0.2252,species mean,,Selected,0,1,Persoonia pinifolia,Per_pini,103.52,0.0186,5.58,kcnp
62,KCNP_loP,1220,3.09,105,2.02,Proteaceae,Proteaceae,dicot,C3,Petrophile,Petrophile pulchella,537.1,110.5,4.86,551,110,,105,18.9,6.9,6.8,10.5,9.9,26,32.9,23.6,30.4,49.6,13.7,63.3,,,,,898,898,1,"497,698.41",8.25,Pet_pulc,0.37,0.3732,0.3714,0.5,0.9,0.55,537.13,110.5,0.21,Pet_pulc,"flat, dissected",63.33,214.67,487.87,0,Pet_pulc,273,1,1,amphistomatous,,,,,,Pet_pulc,-0.0863,0,0,0.39,0.06,0.06,0,0,0.58,0.8851,Pet_pulc,0.3895,species mean,,Selected,0,1,Petrophile pulchella,Pet_pulc,"1,074.25",0.221,4.86,kcnp
57,MacquariePass,1578,3.2,607,2.78,Proteaceae,Proteaceae,dicot,C3,Stenocarpus,Stenocarpus salignus,2440,310.9,7.85,310,55,226,,17.9,6.9,4.9,7.6,6,17.6,24.5,17.6,22.4,35.2,11.8,46.9,,,29.6,24.6,33380,33380,1,"10,315,614.06",0,Ste_sali,0.41,0.4107,0.4122,10.32,33.38,0.31,"2,440.04",310.85,0.13,Ste_sali,"flat, broad",46.93,54.76,263.25,0,Ste_sali,0,0,1,hypostomatous,,,,,,Ste_sali,0.6722,208.49,0.67,0.18,0.08,0.07,0,0,0,0.8487,Ste_sali,0.1765,species mean,,Selected,0,1,Stenocarpus salignus,Ste_sali,"4,880.08",0.6217,7.85,mqp
68,BoxCrossing,290,2.46,214,2.33,Poaceae,Poales,monocot,C3,Stipa,Stipa scabra,210.4,32.5,6.47,216,,,,28.7,2.9,8.5,3.2,9.4,9.9,13.1,16.7,25.2,26.6,11.3,37.9,,,37.7,51.4,1987,,,"431,431.31",,Sti_sca1,0.72,0.7161,,0.43,,0.22,210.42,32.5,0.15,Sti_sca1,graminoid,37.92,0,177.45,0,Sti_sca1,0,1,0,epistomatous,,,,,,Sti_sca1,0.8227,177.78,0.82,0,0.06,0.12,0,0,0,0.8227,Sti_sca1,0,"species X site ""replicate""",,Not Selected,0,1,Stipa ?scabra (bx-c),Sti_sca1,420.84,0.065,6.47,box-cross.
