taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Bellendena montana,Bellendena,NA,Bellendenoideae,Proteaceae,Proteales,Eudicotyledoneae,"P.H.Weston (2020) Bellendena montana, in (ed.), Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Bellendena%20montana [Date Accessed: 11 February 2022]",https://profiles.ala.org.au/opus/foa/profile/Bellendena%20montana,bird and insect,animal,no,NA,guessed from the illustration,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,NA,NA,NA,species,Ruby Stephens,11/2/2022
Persoonia lanceolata,Persoonia,Persoonieae,Persoonioideae,Proteaceae,Proteales,Eudicotyledoneae,"Bernhardt, P., & Weston, P. (1996). The pollination ecology of Persoonia (Proteaceae) in eastern Australia. Telopea, 6(4), 775–804. https://doi.org/10.7751/telopea19963035",http://plantnet.rbgsyd.nsw.gov.au/emuwebnswlive/objects/common/webmedia.php?irn=75863&reftable=ebibliography,bee,animal,no,"""Table 5. Pollen load analyses of insect foragers collected on Persoonia species. [Shows Persoonia lanceolata visited by numerous bee species carrying conspecific pollen]…",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,yes,"""The fruity scent of P. lanceolata and P. oxycoccoides is also weak to the human nose when sampled in situ. Upon bottling the concentrated odour is similar to ripe, commercial bananas or cherries...Field examinations and lab dissections showed that nectar droplets are secreted by each of the four receptacular nectaries surrounding the gynoecium and flanking each of the four tepals (Fig. 1)...The insect then depressed one or two tepals and inserted its head and thorax down the floral tube to probe within the nectar chamber...These bees were so small that they did not usually contact the Persoonia stigma while foraging for pollen.""",explicit from the text (described as such),species,Ruby Stephens,11/2/2022
Petrophile canescens,Petrophile,Petrophileae,Proteoideae,Proteaceae,Proteales,Eudicotyledoneae,"Western Australian Herbarium (1998–). Florabase—the Western Australian Flora. Department of Biodiversity, Conservation and Attractions. https://florabase.dpaw.wa.gov.au/
(Accessed 11 Feb 2022).",https://florabase.dpaw.wa.gov.au/browse/profile/22382,animal,animal,no,"""Entomophilous, or pollinated by unusual means (by small marsupials).""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,genus,Ruby Stephens,11/2/2022
Symphionema montanum,Symphionema,NA,Symphionematoideae,Proteaceae,Proteales,Eudicotyledoneae,"Bernhardt, P., Camilo, G. R., & Weston, P. H. (2019). Shaken vs scraped: Floral presentation contributes to pollinator guild segregation in co-blooming Symphionema montanum and Isopogon anemonifolius (Proteaceae). Gardens’ Bulletin Singapore, 71(2), 377–396. https://doi.org/10.26492/gbs71(2).2019-05",https://www.nparks.gov.sg/sbg/research/publications/gardens-bulletin-singapore/-/media/sbg/gardens-bulletin/gbs_71_02_y2019/71_02_04_y2019_v71p2_gbs_pg377.pdf,insect,animal,no,"""Symphionema montanum has porose anthers encircling the protruding style, and lacks a pollen presenter...Neither species secretes nectar...The majority of foragers on Symphionema montanum were polylectic, female bees (Halictidae). Their pollen foraging resembled sonication and shaking...Exoneura species (Apidae) visited both shrubs...There was no discernible fragrance...Visitors to Symphionema montanum represented three insect Orders (Table 1) but buprestid beetles and syrphid flies in the genus Melangyna actually foraged on anthers less frequently than bees.""",interpreted from the text,system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,no,no,"""Neither species secretes nectar...There was no discernible fragrance.""",explicit from the text (described as such),species,Ruby Stephens,11/2/2022
Akebia quinata,Akebia,NA,Lardizabaloideae,Lardizabalaceae,Ranunculales,Eudicotyledoneae,"Kawagoe, T., & Suzuki, N. (2002). Floral sexual dimorphism and flower choice by pollinators in a nectarless monoecious vine Akebia quinata (Lardizabalaceae): Floral sexual dimorphism in A. quinata. Ecological Research, 17(3), 295–303. https://doi.org/10.1046/j.1440-1703.2002.00489.x",http://doi.wiley.com/10.1046/j.1440-1703.2002.00489.x,bee,animal,yes,"""nectarless, monoecious vine Akebia quinata in natural populations and experimental floral arrays. Female flowers did not offer any rewards for pollinators and were larger than male flowers. Pollinators of A. quinata, such as small solitary bees and hoverflies, clearly discriminated between male and female flowers. Hoverflies always visited male flowers and rarely visited female flowers. In contrast, solitary bees tended to visit female flowers first when entering the array, but then switched to male flowers within the same foraging bout...We bagged 30 female flower buds from each of five plants (three from site A and two from site B) using a 1mm-meshed polyethylene net [this would surely allow wind pollination to occur if it did?]....Bagged flowers without manipulation also developed no fruits, indicating that no apomixis occurred""",interpreted from the text,system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",pollen,no,yes,"""The monoecious vine Akebia quinata Decaisne (Lardizabalaceae) bears nectarless flowers and pol- len from the male flowers is the only reward for pollinators. Female flowers are rewardless...Flowers have a sweet scent, but no nectaries.""",explicit from the text (described as such),species,Ruby Stephens,10/2/2022
Cissampelos pareira,Cissampelos,Cissampelideae,Menispermoideae,Menispermaceae,Ranunculales,Eudicotyledoneae,"Percival, M. (1974). Floral Ecology of Coastal Scrub in Southeast Jamaica. Biotropica, 6(2), 104–129. https://doi.org/10.2307/2989824",http://www.jstor.org/stable/2989824,insect,animal,no,"[Table 1 - Flower data shows Cissampelos pareira has nectar and pollen rewards, and suggests one ""class"" of native visitor observed on flowers]",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,10/2/2022
Eschscholzia californica,Eschscholzia,Eschscholtzieae,Papaveroideae,Papaveraceae,Ranunculales,Eudicotyledoneae,"Anic, V., Henríquez, C. A., Abades, S. R., & Bustamante, R. O. (2015). Number of conspecifics and reproduction in the invasive plant Eschscholzia californica (Papaveraceae): Is there a pollinator-mediated Allee effect? Plant Biology, 17(3), 720–727. https://doi.org/10.1111/plb.12293",http://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12293,wind and insect,wind&animal,yes,"""E. californica is an exotic species and described as an invasive plant in Chile (Arroyo et al. 2000; Leger & Rice 2003). The species is native to western North America, where it is mainly insect-pollinated (Cook 1962). Cook (1962) also stated that E. californica presents anemophily; however, the importance of this type of pollina- tion has not been evaluated. In populations of E. californica from central Chile it was determined, through a pollinator exclusion experiment, that seed production depends on polli- nator activity (Arredondo-Nun~ez 2011). Furthermore, it was found that individuals of E. californica in populations from Chile and California (USA) are mostly self-incompatible (Cook 1962; Leger & Rice 2007), and that those having a degree of self-compatibility produce more seeds with cross-pollination than with self-pollination (Cook 1962; Arredondo-Nun~ez 2011)...On each selected individual, one flower was assigned to a pollinator exclusion treatment and covered with a semi-transparent bag of tulle netting...A total of 14 species of insect pollinator belonging to four orders and seven families were identified as having visited E. californica flowers. The most represented families were Apidae (four species) and Halictidae (four species)...Fruit set (number of fruits/number of flowers) in the pollinator exclusion treatment was 30.8%, while in the control group it was 92.3% (n = 52 flowers)...Our pollinator exclusion experiment in an E. californica population showed that seed production requires pollinator visitation. However, this exclusion experiment, as well as others (e.g. Mun~oz & Cavieres 2008; Vale etal. 2011), does not exclude the possible effect of wind pollination on fruit and seed production (e.g. Goodwillie 1999). Cook (1962) states that anemophily in E. californica could be facilitated by the large amount of pollen produced by the flowers and size of the pollen grains (29–55 9 29–36 lm), which is similar to that of other wind-pollinated species (Heusser 1971).""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",pollen,no,NA,"""Eschscholzia californica (Papaveraceae) is an invasive perennial herb in Chile (Quiroz et al. 2009). The nectarless flower...the large amount of pollen produced by the flowers""",NA,species,Ruby Stephens,27/1/2022
Ficaria verna,Ficaria,Ranunculeae,Ranunculoideae,Ranunculaceae,Ranunculales,Eudicotyledoneae,"Taylor, K., & Markham, B. (1978). Ranunculus ficaria L. (Ficaria verna Huds.; F. ranunculoides Moench). Journal of Ecology, 66(3), 1011–1031. https://doi.org/10.2307/2259310",http://www.jstor.org/stable/2259310,insect,animal,no,"""Pollen and nectar are accessible to short-tongued insects, the nectar being secreted within a small scale at the base of each petal. Bees, small beetles and flies are agents of pollination. (Knuth, Poll. 1; Marsden-Jones 1935; Proctor & Yeo, Poll.Fls.).""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar and pollen,yes,NA,"""Pollen and nectar are accessible to short-tongued insects, the nectar being secreted within a small scale at the base of each petal.""",explicit from the text (described as such),species,Ruby Stephens,10/2/2022
Ranunculus acris,Ranunculus,Ranunculeae,Ranunculoideae,Ranunculaceae,Ranunculales,Eudicotyledoneae,"TRY- BiolFlor, The Ecological Flora Database, BASECO",NA,insect,animal,no,"""pollination animals…syrphids, bees…insects always…insects the rule…entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,27/1/2022
Pilostyles collina,Pilostyles,NA,NA,Apodanthaceae,Cucurbitales,Fabidae,"Bellot, S., & Renner, S. S. (2013). Pollination and mating systems of Apodanthaceae and the distribution of reproductive traits in parasitic angiosperms. American Journal of Botany, 100(6), 1083–1094. https://doi.org/10.3732/ajb.1200627",http://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1200627,insect,animal,no,"""The studied Apodanthaceae are dioecious and pollinated by nectar- or pollen-foraging Calliphoridae and other flies….In an Australian species of Pilostyles...wasps have been observed on the flowers (Dell and Burbidge, 1981; Brasil, 2010).""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,genus,Ruby Stephens,8/3/2022
Corynocarpus laevigatus,Corynocarpus,NA,NA,Corynocarpaceae,Cucurbitales,Fabidae,iNaturalist. (2022). Corynocarpus laevigatus. iNaturalist. https://www.inaturalist.org/taxa/160928-Corynocarpus-laevigatus/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/160928-Corynocarpus-laevigatus/browse_photos?term_id=12&term_value_id=13,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,8/3/2022
Cucurbita pepo,Cucurbita,NA,NA,Cucurbitaceae,Cucurbitales,Fabidae,"Nepi, M., & Pacini, E. (1993). Pollination, Pollen Viability and Pistil Receptivity in Cucurbita pepo. Annals of Botany, 72(6), 527–536. https://doi.org/10.1006/anbo.1993.1141",https://doi.org/10.1006/anbo.1993.1141,insect,animal,no,"""Cucurbita pepo…is pollinated by nectar collecting bees…Pollination is almost exclusively performed by bees…Philippe (1991) reports occasional visits by Diptera, Lepidoptera and Coleoptera""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""Cucurbita pepo…is pollinated by nectar collecting bees…In male flowers the insect lands near the edge of the corolla and goes towards one of the three nectary pores, through which it sucks the nectar…Once the bee is out of the male flower, it often rests on a leaf to remove some of the pollen with its legs""",interpreted from the text,species,Ruby Stephens,9/3/2022
Tetrameles nudiflora,Tetrameles,NA,NA,Tetramelaceae,Cucurbitales,Fabidae,efloras.org. (2022). Tetrameles nudiflora. Flora of China. http://efloras.org/object_page.aspx?object_id=94317&flora_id=2,http://efloras.org/object_page.aspx?object_id=94317&flora_id=2,wind,wind,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,9/3/2022
Ceratonia siliqua,Ceratonia,NA,Caesalpinioideae,Fabaceae,Fabales,Fabidae,"Dafni, A., Marom-Levy, T., Jürgens, A., Dötterl, S., Shimrat, Y., Dorchin, A., Kirkpatrick, H. E., & Witt, T. (2012). Ambophily and “super generalism” in Ceratonia siliqua (Fabaceae) pollination. In Evolution of Plant-Pollinator Relationships. (pp. 326–355). Cambridge University Press.",https://books.google.com.au/books?hl=en&lr=&id=lOMT3R2EpMIC&oi=fnd&pg=PA344&dq=Ceratonia+siliqua+pollination&ots=yLXWMjSGKW&sig=k7JBQA4ABdaw09cyCKsPFeMH4Js&redir_esc=y#v=onepage&q=Ceratonia%20siliqua%20pollination&f=false,wind and insect,wind&animal,yes,"""Several authors mentioned bees as main pollinators and Diptera as secondary (Ortiz et al. 1996; Arista et al. 1999) or vice versa (Retana et al. 1990). Arista et al. (1999) found Vespidae as main visitors rather than bees and lies. Retana et al. (1990) mentioned moths as night visitors but also stated that they did not carry any Ceratonia pollen. he role of wind pollination in the carob is under debate. Retana et al. (1990) found no wind pollination even though other authors have suspected wind pollination based on the loral structure (Hillcoat et al. 1980; Passos de Caravalho 1988; Tous and Battle 1990), and Goor’s (1965) conclusion that “pollination is carried out especially by wind.” he observation that 27 % of all the airborne pollen found in October near the Mediterranean in Israel was of C. siliqua (Waisel et al. 1997) ofers circumstantial evidence for pollen transport by wind...In both male and female trees of C. siliqua, Hymenoptera (comprising Apidae, Vespidae and Halictidae), dominated the lower visitor spectra...Table 12.1 Day-active lower visitors on Ceratonia siliqua at Rom Carmel, Israel. [Hymenoptera and Diptera]...he rate of wind pollination in the four investigated populations was between 6.5 % and 20.8 % (Fig 12.3). Wind pollination resulted in up to 48 % of the total open pollination (Table 12.4). he more-detailed pollination experiments conducted at Nahal Lotem showed that lowers under open pollination (i.e. the control) had a natural pollination rate of 61.8 ± 18.7 % (mean ± SD; Fig 12.3). In day-exposed low- ers, the pollination rate was 33.0 ± 14.1 %; in night-exposed flowers, pollination was 22.7 ± 13.9 %; and wind pollination resulted in only 6.5 ± 5.0 % of the flowers developing fruits...We may conclude that the shift of C. siliqua from typical showy entomophilous lowers into night as well as wind pollination, in addition to general diurnal pol- lination by bees and lies, is a kind of “super generalism.” """,explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar and pollen,yes,yes,"""The strong odor emitted from the lowers (Ortiz et al. 1996; Custódio et al. 2004, 2006), the secretion of nectar, and the high frequency of insect floral visitors suggest that the carob is predominantly an entomophilous species (Ortiz et al. 1996)…Bees and lies may seek both pollen and nectar, and the male trees can attract visi- tors from both the nectar and pollen reward-seeking fraction""",explicit from the text (described as such),species,Ruby Stephens,28/1/2022
Bauhinia galpinii,Bauhinia,NA,Cercidoideae,Fabaceae,Fabales,Fabidae,iNaturalist. (2022). Bauhinia galpinii. iNaturalist. https://www.inaturalist.org/taxa/159197-Bauhinia-galpinii/browse_photos,https://www.inaturalist.org/taxa/159197-Bauhinia-galpinii/browse_photos,animal,animal,no,NA,seen explicitly on the illustration,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,9/3/2022
Schotia brachypetala,Schotia,NA,Detarioideae,Fabaceae,Fabales,Fabidae,"Nicolson, S. W. (2002). Pollination by passerine birds: Why are the nectars so dilute? Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology, 131(4), 645–652. https://doi.org/10.1016/S1096-4959(02)00014-3",https://www.sciencedirect.com/science/article/pii/S1096495902000143,bird,animal,no,"""the common name of Schotia brachypetala, the weeping boer-bean, refers to the nectar that drips abun- dantly from the flowers. Such nectars are removed by unspecialised passerines such as weavers, bulbuls, white-eyes and starlings, as well as by sunbirds (Skead, 1967; Jacot Guillarmod et al., 1979; Daniels, 1987).""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,NA,"""the common name of Schotia brachypetala, the weeping boer-bean, refers to the nectar that drips abundantly from the flowers. Such nectars are removed by unspecialised passerines such as weavers, bulbuls, white-eyes and starlings, as well as by sunbirds (Skead, 1967; Jacot Guillarmod et al., 1979; Daniels, 1987).""",explicit from the text (described as such),species,Ruby Stephens,9/3/2022
Tamarindus indica,Tamarindus,NA,Detarioideae,Fabaceae,Fabales,Fabidae,"Diallo*, B. O., Ouedraogo, M., Chevallier, M.-H., Joly, H. I., HOSSAERT-McKEY, M., & McKEY, D. (2014). Potential pollinators of Tamarindus indica L. (Caesalpinioideae) in Sudanian region of Burkina Faso. African Journal of Plant Science, 8(12), 528–536. https://doi.org/10.5897/AJPS12.072",https://academicjournals.org/journal/AJPS/article-abstract/DAC98E049354,insect,animal,yes,"""Our study indicates that the wind pollination is low...The collection and identification of insects on T. indica show that the first species group (Hymenoptera) belong to the same group as those identified in India (Rhadamani et al., 1993). This confirms partially Leppik (1956)’s observations that leguminous species are pollinated mainly by Hymenoptera group (especially bees). The second group is represented by the species of Diptera""",interpreted from the text,system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar and pollen,yes,NA,"""The nectar is produced only during certain times of the day. Therefore, the two main resources which attract visitors to the tamarind tree (nectar and pollen)""",explicit from the text (described as such),species,Ruby Stephens,9/3/2022
Medicago sativa,Medicago,NA,Faboideae,Fabaceae,Fabales,Fabidae,"TRY- BASECO, Ecological Flora of the British Isles",NA,insect,animal,no,"""entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,28/1/2022
Stylobasium spathulatum,Stylobasium,NA,NA,Surianaceae,Fabales,Fabidae,"Schneider, J. V. (2007). Surianaceae. In K. Kubitzki (Ed.), Flowering Plants · Eudicots: Berberidopsidales, Buxales, Crossosomatales, Fabales p.p., Geraniales, Gunnerales, Myrtales p.p., Proteales, Saxifragales, Vitales, Zygophyllales, Clusiaceae Alliance, Passifloraceae Alliance, Dilleniaceae, Huaceae, Picramniaceae, Sabiaceae (pp. 449–455). Springer. https://doi.org/10.1007/978-3-540-32219-1_51",https://doi.org/10.1007/978-3-540-32219-1_51,wind,wind,no,"""There is little information on the pollination biology of the family. However, the small apetalous flowers of Stylobasium, with large stamens which produce copious pollen and an expanded stigmatic surface, can be associated with wind pollination (Prance 1965).""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,9/3/2022
Casuarina cunninghamiana,Casuarina,NA,NA,Casuarinaceae,Fagales,Fabidae,"Woolfrey, A. R., & Ladd, P. G. (2001). Habitat preference and reproductive traits of a major Australian riparian tree species (Casuarina cunninghamiana). Australian Journal of Botany, 49(6), 705. https://doi.org/10.1071/BT01009",http://www.publish.csiro.au/?paper=BT01009,wind,wind,no,"""a species such as C. cunninghamiana which is wind-pollinated""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,10/3/2022
Hevea brasiliensis,Hevea,NA,Crotonoideae,Euphorbiaceae,Malpighiales,Fabidae,"Warmke, H. E. (1952). Studies on Natural Pollination of Hevea brasiliensis in Brazil. Science, 116(3018), 474–475.",http://www.jstor.org/stable/1680707,fly and thrip,animal,no,"""Hevea brasiliensis…natural pollination of this species in Puerto Rico was accomplished largely by midges of the family Heleidae…heleid midges were also the chief agents of pollination in Brazil…In puerto Rica, thrips were found to be the most numerous insects around Hevea flowers and were shown to be agents of pollination, although not as important as the midges""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,NA,NA,NA,species,Ruby Stephens,15/3/2022
Manihot esculenta,Manihot,NA,Crotonoideae,Euphorbiaceae,Malpighiales,Fabidae,"Halsey, M. E., Olsen, K. M., Taylor, N. J., & Chavarriaga-Aguirre, P. (2008). Reproductive Biology of Cassava (Manihot esculenta Crantz) and Isolation of Experimental Field Trials. Crop Science, 48(1), 49–58. https://doi.org/10.2135/cropsci2007.05.0279",http://onlinelibrary.wiley.com/doi/abs/10.2135/cropsci2007.05.0279,hymenoptera,animal,no,"""Female flowers are ready for pollination 15 d after floral initiation. An indication of receptivity is the presence of a drop of nectar within the flower...The pollen grains of cassava are relatively large in size and are sticky. Wind pollination therefore appears to be of little consequence (Rogers and Appan, 1973), with several species of wasp (mainly Polistes spp.) and honeybees (Apis mellifera) considered the main pollinators in Colombia and Africa, respectively (Kawano, 1980).""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,NA,"""Female flowers are ready for pollination 15 d after floral initiation. An indication of receptivity is the presence of a drop of nectar within the flower.""",interpreted from the text,species,Ruby Stephens,15/3/2022
Hypericum perforatum,Hypericum,NA,NA,Hypericaceae,Malpighiales,Fabidae,"TRY- BiolFlor, Traits from the Wildfire Project, Ecological Flora of the British Isles",NA,insect,animal,no,"""short tongued bees, syrphids, flies, beetles…insects the rule…selfing rare…Animals…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,28/1/2022
Turnera ulmifolia,Turnera,NA,Turneroideae,Passifloraceae,Malpighiales,Fabidae,"Benitez-Vieyra, S., Ordano, M., Fornoni, J., Boege, K., & Domínguez, C. A. (2010). Selection on signal–reward correlation: Limits and opportunities to the evolution of deceit in Turnera ulmifolia L. Journal of Evolutionary Biology, 23(12), 2760–2767. https://doi.org/10.1111/j.1420-9101.2010.02132.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1420-9101.2010.02132.x,insect,animal,no,"""Turnera ulmifolia L. is a heterostylous perennial weed native to the Neotropics (Barret, 1978). Although this species exhibits homostylous, self-compatible flowers in the study area, pollinator visitation can duplicate the number of ripe fruits (and seeds per fruit) produced by plants (Cuautle & Rico-Gray, 2003). Each plant produces between 3 and 16 (with a mean of 5.54), yellow flowers ⁄ day which last on average 4 h. Anthesis occurs 2–3 h after dawn. Flowers of T. ulmifolia have five nectar pockets, which alternate with the corolla lobes. Because the flowers last only few hours, the process of nectar secretion, pollen release and stigmatic receptivity is closely synchronized (Elias et al., 1975), suggesting that nectar reabsorption and response to nectar removal by pollinators may be negligible. Flower visitors at the study site include butterflies (Lycaenidae, Pieridae and Hesperidae); bees (Apidae, Halictidae and Megachilidae); flies (Bombilidae); and occasional nectar-seeking ants and wasps (Nubia Lara Rodrı ́guez, pers. com.). Bees and skippers are more likely to function as true pollinators because their sizes allow them to touch fertile parts of the flower, whereas Lycaenidae and Pieridae butterflies are probably nectar thieves (S. Benitez-Vieyra, pers. obs.). Ants and wasps concentrate their foraging in extra-floral nectaries (Cuautle & Rico-Gray, 2003).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,NA,"""Flowers of T. ulmifolia have five nectar pockets, which alternate with the corolla lobes...In T. ulmifolia, nectar production per flower had a significant effect on the number of seeds per flower, although the intensity of selection indicates that quantity (and probably the quality) of nectar is a less important cue that pollinators consider in their foraging decisions.""",interpreted from the text,species,Ruby Stephens,16/3/2022
Bischofia javanica,Bischofia,NA,NA,Phyllanthaceae,Malpighiales,Fabidae,Kew Science. (2022). Bischofia javanica Blume. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:339921-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:339921-1,insect,animal,no,"""Male panicles (9–)11–14(–20) cm. long; peduncles ± 2–2.5 cm. long; axis and rhachides sparingly minutely puberulous; bracts ovate, 1–2 mm. long, acute, brown. Male flowers:pedicels 2 mm. long, slender, articulate 1/3 up from the base, pubescent below the articulation, glabrous above it; sepals broadly elliptic, 2 mm. long, rounded, ciliolate, yellowish green; stamens 1.1 mm. long, anthers 0.9 mm. long and wide, yellow; pistillode 0.5 mm. high, 0.7 mm. across...Female panicles somewhat larger (up to 27 cm. long), with the peduncles up to 7 cm. long. Female flowers:pedicels (1–)2–4 mm. long, articulate, pubescent throughout, extending to 2 cm. long in fruit; sepals ovate-lanceolate to oblong-lanceolate, 1.5–2 mm. long, acute, subentire, sparingly puberulous without at the base, otherwise glabrous, pale green with white margins; ovary subglobose, 1–1.5 mm. in diameter, ± smooth, glabrous; style-arms (4–)5–6 mm. long, stigmas slightly papillose...Female flowers:pedicels (1–)2–4 mm. long, articulate, pubescent throughout, extending to 2 cm. long in fruit; sepals ovate-lanceolate to oblong-lanceolate, 1.5–2 mm. long, acute, subentire, sparingly puberulous without at the base, otherwise glabrous, pale green with white margins; ovary subglobose, 1–1.5 mm. in diameter, ± smooth, glabrous; style-arms (4–)5–6 mm. long, stigmas slightly papillose. Male flowers:pedicels 2 mm. long, slender, articulate 1/3 up from the base, pubescent below the articulation, glabrous above it; sepals broadly elliptic, 2 mm. long, rounded, ciliolate, yellowish green; stamens 1.1 mm. long, anthers 0.9 mm. long and wide, yellow; pistillode 0.5 mm. high, 0.7 mm. across.""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,17/3/2022
Bruguiera gymnorhiza,Bruguiera,NA,NA,Rhizophoraceae,Malpighiales,Fabidae,"Kondo, K., Nakamura, T., Piyakarnchana, T., & Mechvichai, W. (1991). Pollination in Bruguiera gymnorrhiza (Rhizophoraceae) in Miyara River, Ishigaki Island, Japan, and Phangnga, Thailand. Plant Species Biology, 6(2), 105–109. https://doi.org/10.1111/j.1442-1984.1991.tb00216.x",http://esj.journals.onlinelibrary.wiley.com/doi/10.1111/j.1442-1984.1991.tb00216.x,wind and bird,wind&animal,yes,"""Bruguiera gymnorhiza is bird-pollinated but with the possibility of some indirect pollination by wind…No visitors were observed at night…An air sampler…with filter paper…was set…under a tree branch of flowering B. gymnorrhiza…All pollen grains collected were counted...The nectar resource at each B. gymnorhiza tree in each study area was shared and harvested by two bird species...A great many pollen grains are released into the air and blown away...The pollen...is dry and never sticky...Wind-borne pollen grains would not easily be caught by such small, simple, dry stigmas. Numerous powdery pollen grains of B.  gymnorhiza might adhere to nectar on a bird bill making nectar-forgaing birds highly efficient pollinators""",interpreted from the text,system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar,yes,NA,"""The nectar resource at each B. gymnorhiza tree in each study area was shared and harvested by two bird species...Numerous powdery pollen grains of B.  gymnorhiza might adhere to nectar on a bird bill making nectar-forgaing birds highly efficient pollinators""",explicit from the text (described as such),species,Ruby Stephens,17/3/2022
