"","family","taxa","spauth","infraspecauth","species3author","thousandseedweight","materialweigheddesc","seedweightnotes","weightprecision","refdesc","refshort"
"2292","COMPOSITAE","Solenogyne gunnii","(Hook.f.) Cabrera",NA,NA,0.3048,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2293","COMPOSITAE","Sonchus hydrophilus","Boulos",NA,NA,0.3416,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2294","COMPOSITAE","Sphaeranthus indicus","L.",NA,NA,0.134,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2295","COMPOSITAE","Sphaeranthus indicus","L.",NA,NA,0.2176,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2296","COMPOSITAE","Streptoglossa adscendens","(Benth.) Dunlop",NA,NA,0.5108,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2297","COMPOSITAE","Streptoglossa adscendens","(Benth.) Dunlop",NA,NA,0.8744,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2298","COMPOSITAE","Streptoglossa bubakii","(Domin) Dunlop",NA,NA,2.3004,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2299","COMPOSITAE","Streptoglossa decurrens","(DC.) Dunlop",NA,NA,1.316,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2300","COMPOSITAE","Streptoglossa liatroides","(Turcz.) Dunlop",NA,NA,1.3756,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2301","COMPOSITAE","Streptoglossa liatroides","(Turcz.) Dunlop",NA,NA,1.5168,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2302","COMPOSITAE","Streptoglossa odora","(F.Muell.) Dunlop",NA,NA,1.295,"Diaspore","SD=0.241; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"2303","COMPOSITAE","Streptoglossa odora","(F.Muell.) Dunlop",NA,NA,1.064,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2304","COMPOSITAE","Taraxacum aristum","G.E.Haglund & Markl.",NA,NA,0.6016,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2305","COMPOSITAE","Taraxacum cygnorum","Hand.-Mazz.",NA,NA,0.5228,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2306","COMPOSITAE","Taraxacum cygnorum","Hand.-Mazz.",NA,NA,0.3328,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2307","COMPOSITAE","Trichanthodium baracchianum","(Ewart & Jean White) P.S.Short",NA,NA,0.05892,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2308","COMPOSITAE","Trichanthodium baracchianum","(Ewart & Jean White) P.S.Short",NA,NA,0.2632,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2309","COMPOSITAE","Trichanthodium skirrophorum","Sond. & F.Muell.",NA,NA,0.0812,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2310","COMPOSITAE","Triptilodiscus pygmaeus","Turcz.",NA,NA,0.0828,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2311","COMPOSITAE","Triptilodiscus pygmaeus","Turcz.",NA,NA,0.086,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2312","COMPOSITAE","Triptilodiscus pygmaeus","Turcz.",NA,NA,0.0872,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2313","COMPOSITAE","Triptilodiscus pygmaeus","Turcz.",NA,NA,0.108,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2314","COMPOSITAE","Vittadinia arida","N.T.Burb.",NA,NA,0.6144,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2315","COMPOSITAE","Vittadinia australasica var. australasica","(Turcz.) N.T.Burb.",NA,NA,1.0152,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2316","COMPOSITAE","Vittadinia australasica var. oricola","(Turcz.) N.T.Burb.","N.T.Burb.",NA,0.85,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2317","COMPOSITAE","Vittadinia australasica var. oricola","(Turcz.) N.T.Burb.","N.T.Burb.",NA,1.0812,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2318","COMPOSITAE","Vittadinia blackii","N.T.Burb.",NA,NA,1.018,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2319","COMPOSITAE","Vittadinia burbidgeae","A.M.Gray & Rozefelds",NA,NA,0.5892,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2320","COMPOSITAE","Vittadinia cervicularis","N.T.Burb.",NA,NA,0.4476,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2321","COMPOSITAE","Vittadinia cervicularis","N.T.Burb.",NA,NA,1.0612,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2322","COMPOSITAE","Vittadinia cervicularis var. cervicularis","N.T.Burb.",NA,NA,1.286,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2323","COMPOSITAE","Vittadinia cuneata var. cuneata","DC.",NA,NA,1.0444,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2324","COMPOSITAE","Vittadinia cuneata var. cuneata","DC.",NA,NA,1.872,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2325","COMPOSITAE","Vittadinia cuneata var. cuneata","DC.",NA,NA,0.7472,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2326","COMPOSITAE","Vittadinia cuneata var. cuneata","DC.",NA,NA,0.5624,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2327","COMPOSITAE","Vittadinia cuneata var. hirsuta","DC.",NA,NA,1.54,"Seed","oven dry",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"2328","COMPOSITAE","Vittadinia cuneata var. morrisii","DC.","N.T.Burb.",NA,1.2288,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2329","COMPOSITAE","Vittadinia dissecta var. hirta","(Benth.) N.T.Burb.","N.T.Burb.",NA,0.482,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2330","COMPOSITAE","Vittadinia dissecta var. hirta","(Benth.) N.T.Burb.","N.T.Burb.",NA,0.6964,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2331","COMPOSITAE","Vittadinia eremaea","N.T.Burb.",NA,NA,0.598,"Diaspore","SD=0.106; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"2332","COMPOSITAE","Vittadinia eremaea","N.T.Burb.",NA,NA,1.44,"Seed","oven dry",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"2333","COMPOSITAE","Vittadinia eremaea","N.T.Burb.",NA,NA,1.0244,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2334","COMPOSITAE","Vittadinia gracilis","(Hook.f.) N.T.Burb.",NA,NA,0.6624,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2335","COMPOSITAE","Vittadinia gracilis","(Hook.f.) N.T.Burb.",NA,NA,0.8044,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2336","COMPOSITAE","Vittadinia gracilis","(Hook.f.) N.T.Burb.",NA,NA,1.2724,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2337","COMPOSITAE","Vittadinia megacephala","(Benth.) J.M.Black",NA,NA,2.0772,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2338","COMPOSITAE","Vittadinia muelleri","N.T.Burb.",NA,NA,0.4796,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2339","COMPOSITAE","Vittadinia muelleri","N.T.Burb.",NA,NA,0.6568,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2340","COMPOSITAE","Vittadinia pterochaeta","(Benth.) J.M.Black",NA,NA,1.8512,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2341","COMPOSITAE","Vittadinia pterochaeta","(Benth.) J.M.Black",NA,NA,1.09,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2342","COMPOSITAE","Vittadinia pustulata","N.T.Burb.",NA,NA,0.6464,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2343","COMPOSITAE","Vittadinia sulcata","N.T.Burb.",NA,NA,0.3884,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2344","COMPOSITAE","Vittadinia sulcata","N.T.Burb.",NA,NA,0.4564,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2345","COMPOSITAE","Vittadinia sulcata","N.T.Burb.",NA,NA,1.0316,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2346","COMPOSITAE","Vittadinia tenuissima","(Benth.) J.M.Black",NA,NA,0.1644,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2347","COMPOSITAE","Waitzia acuminata","Steetz",NA,NA,0.194,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2348","COMPOSITAE","Waitzia acuminata","Steetz",NA,NA,0.3292,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2349","COMPOSITAE","Waitzia acuminata var. acuminata","Steetz",NA,NA,0.1512,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2350","COMPOSITAE","Waitzia acuminata var. albicans","Steetz","Paul G.Wilson",NA,0.1308,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2351","COMPOSITAE","Waitzia corymbosa","J.C.Wendl.",NA,NA,0.6356,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2352","COMPOSITAE","Waitzia nitida","(Lindl.) Paul G.Wilson",NA,NA,0.14728,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2353","COMPOSITAE","Waitzia podolepis","(Gaudick.) Benth.",NA,NA,4.986,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2354","COMPOSITAE","Waitzia suaveolens","(Benth.) Druce",NA,NA,0.13,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
"2355","COMPOSITAE","Waitzia suaveolens","(Benth.) Druce",NA,NA,0.23,"Fruit","fruits with awns/pappus",2,"Pate, J.S., Casson, N.E., Rullo, J. & Kuo, J. 1985. Biology of fire ephemerals of the sandplains of the Kwongan of South-Western Australia. Australian Journal of Plant Physiology. 12:641-656.","(Pate et al., 1985)"
"2356","COMPOSITAE","Waitzia suaveolens","(Benth.) Druce",NA,NA,0.108,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2357","COMPOSITAE","Waitzia suaveolens var. flava","(Benth.) Druce","Paul G.Wilson",NA,0.12764,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2358","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.3,"Seed","dry",1,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
"2359","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.47,"Embryo+endosperm","Dry weight.",2,"Ganade, G. and Westoby, M. 1999. Seed mass and the evolution of early-seedling etiolation. The American Naturalist, 154:469-480.","(Ganade & Westoby, 1999)"
"2360","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.556,"Diaspore","SD=0.068; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"2361","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.7,"Seed+pericarp","Seed mc not stated, but weight is likely to refer to air-dry seed.",1,"Jones, Q. and Earle, F.R. 1966. Chemical analyses of seeds II: oil and protein content of 759 species. Economic Botany, 20:127-155.","(Jones & Earle, 1966)"
"2362","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.79,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Felfoldi, E. 1980. Seed Counts (Numbers of Seeds Per Unit Weight). Technical Report Series, 32. Government of Victoria, Department of Agriculture.","(Felfoldi, 1980)"
"2363","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.8,"Seed+pericarp","Seed mc not stated, but weight is likely to refer to air-dry seed.",1,"Earle, F.R. and Jones, Q. 1962. Analyses of seed samples from 113 plant families. Economic Botany, 16:221-250.","(Earle & Jones, 1962)"
"2364","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.32,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2365","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.7196,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2366","COMPOSITAE","Xerochrysum bracteatum","(Vent.) Tzvelev",NA,NA,0.75908,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2367","COMPOSITAE","Xerochrysum collierianum","A.M.Buchanan",NA,NA,0.4624,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2368","COMPOSITAE","Xerochrysum palustre","(Flann) R.J.Bayer",NA,NA,0.4428,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2369","COMPOSITAE","Xerochrysum palustre","(Flann) R.J.Bayer",NA,NA,0.5872,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2370","COMPOSITAE","Xerochrysum palustre","(Flann) R.J.Bayer",NA,NA,0.3108,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2371","COMPOSITAE","Xerochrysum palustre","(Flann) R.J.Bayer",NA,NA,0.3944,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2372","COMPOSITAE","Xerochrysum papillosum","(Labill.) R.J.Bayer",NA,NA,0.7912,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2373","COMPOSITAE","Xerochrysum subundulatum","(Sch.Bip.) R.J.Bayer",NA,NA,0.3932,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2374","COMPOSITAE","Xerochrysum subundulatum","(Sch.Bip.) R.J.Bayer",NA,NA,0.4972,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2375","COMPOSITAE","Xerochrysum subundulatum","(Sch.Bip.) R.J.Bayer",NA,NA,0.7272,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2376","COMPOSITAE","Xerochrysum subundulatum","(Sch.Bip.) R.J.Bayer",NA,NA,0.7656,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2377","COMPOSITAE","Xerochrysum viscosum","(DC.) R.J.Bayer",NA,NA,0.3604,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2378","COMPOSITAE","Youngia japonica","(L.) DC.",NA,NA,0.0764,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2379","CONVOLVULACEAE","Aniseia martinicensis","(Jacq.) Choisy",NA,NA,32.8728,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2380","CONVOLVULACEAE","Aniseia martinicensis","(Jacq.) Choisy",NA,NA,45.9576,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2381","CONVOLVULACEAE","Bonamia media","(R.Br.) Hallier f.",NA,NA,3.2268,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2382","CONVOLVULACEAE","Bonamia media","(R.Br.) Hallier f.",NA,NA,6.114,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2383","CONVOLVULACEAE","Bonamia pannosa","(R.Br.) Hallier f.",NA,NA,5.9472,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2384","CONVOLVULACEAE","Calystegia marginata","R.Br.",NA,NA,12.6256,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2385","CONVOLVULACEAE","Calystegia marginata","R.Br.",NA,NA,14.1536,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2386","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,21.055,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"2387","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,30,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"2388","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,28.9884,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2389","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,38.0472,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2390","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,29.6,"Seed","*Seed weights reported may include minor covering structures",1,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2391","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,25.31112,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2392","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,26.6073491,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2393","CONVOLVULACEAE","Calystegia sepium","(L.) R.Br.",NA,NA,25.626,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2394","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,56.8,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"2395","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,59.338,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"2396","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,45.5272,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2397","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,46.4004,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2398","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,49.0664,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2399","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,51.3056,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2400","CONVOLVULACEAE","Calystegia soldanella","(L.) R.Br.",NA,NA,52.0544,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2401","CONVOLVULACEAE","Convolvulus angustissimus","R.Br.",NA,NA,13.2732,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2402","CONVOLVULACEAE","Convolvulus angustissimus","R.Br.",NA,NA,15.82268,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2403","CONVOLVULACEAE","Convolvulus angustissimus","R.Br.",NA,NA,7.3836,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2404","CONVOLVULACEAE","Convolvulus clementii","Domin",NA,NA,4.1064,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2405","CONVOLVULACEAE","Convolvulus clementii","Domin",NA,NA,6.3848,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2406","CONVOLVULACEAE","Convolvulus clementii","Domin",NA,NA,3.964,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2407","CONVOLVULACEAE","Convolvulus crispifolius","F.Muell.",NA,NA,3.096,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2408","CONVOLVULACEAE","Convolvulus erubescens","Sims",NA,NA,2.09,"Embryo+endosperm","Dry weight.",2,"Ganade, G. and Westoby, M. 1999. Seed mass and the evolution of early-seedling etiolation. The American Naturalist, 154:469-480.","(Ganade & Westoby, 1999)"
"2409","CONVOLVULACEAE","Convolvulus erubescens","Sims",NA,NA,6.101,"Diaspore","SD=1.248; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"2410","CONVOLVULACEAE","Convolvulus eyreanus","R.W.Johnson",NA,NA,7.1184,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"2411","CONVOLVULACEAE","Convolvulus microsepalus","R.W.Johnson",NA,NA,7.3268,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
