Date,Site,Position,Spp,Branchno,IndividualLeafnumber,Area,DryweightGroup,Date dryweight
24-Apr,F16S,Mid,OlFla,3,1,134.209,0.077,30-Apr
24-Apr,F16S,Mid,OlFla,3,2,177.694,,30-Apr
24-Apr,F16S,Mid,OlFla,3,3,156.062,,30-Apr
24-Apr,F16S,Mid,OlFla,3,4,188.069,,30-Apr
24-Apr,F16S,Bottom,OlFla,1,1,107.5,0.069,30-Apr
24-Apr,F16S,Bottom,OlFla,1,2,105.844,,30-Apr
24-Apr,F16S,Bottom,OlFla,1,3,117.764,,30-Apr
24-Apr,F16S,Bottom,OlFla,1,4,121.627,,30-Apr
24-Apr,F16S,Bottom,OlFla,2,1,177.915,0.116,30-Apr
24-Apr,F16S,Bottom,OlFla,2,2,121.296,,30-Apr
24-Apr,F16S,Bottom,OlFla,2,3,87.854,,30-Apr
24-Apr,F16S,Bottom,OlFla,2,4,172.617,,30-Apr
24-Apr,F16S,Bottom,OlFla,2,5,164.009,,30-Apr
24-Apr,F16S,Bottom,OlFla,2,6,80.79,,30-Apr
24-Apr,F16S,Bottom,OlFla,3,1,73.285,0.053,30-Apr
24-Apr,F16S,Bottom,OlFla,3,2,87.633,,30-Apr
24-Apr,F16S,Bottom,OlFla,3,3,64.897,,30-Apr
24-Apr,F16S,Bottom,OlFla,3,4,53.419,,30-Apr
24-Apr,F16S,Bottom,OlFla,3,5,82.998,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,1,3.973,0.015,30-Apr
24-Apr,F13S,Bottom,KuMue,1,2,2.98,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,3,1.876,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,4,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,5,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,6,4.304,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,7,3.311,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,8,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,9,2.428,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,10,3.311,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,11,7.284,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,12,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,13,2.87,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,14,2.538,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,15,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,16,4.636,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,17,6.953,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,18,3.973,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,19,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,20,3.973,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,21,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,22,3.753,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,23,3.09,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,24,2.318,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,25,2.87,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,26,4.084,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,27,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,28,3.642,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,29,5.408,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,30,1.987,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,31,3.642,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,32,4.084,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,33,3.532,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,34,3.421,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,35,4.856,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,36,3.311,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,37,1.987,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,38,4.304,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,39,1.545,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,40,1.766,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,41,4.636,,30-Apr
24-Apr,F13S,Bottom,KuMue,1,42,2.428,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,1,4.304,0.014,30-Apr
24-Apr,F13S,Bottom,KuMue,2,2,5.187,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,3,2.538,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,4,6.733,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,5,2.538,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,6,1.656,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,7,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,8,2.98,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,9,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,10,2.538,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,11,3.09,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,12,2.318,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,13,4.415,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,14,4.304,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,15,4.084,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,16,3.642,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,17,2.318,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,18,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,19,4.415,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,20,4.746,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,21,3.973,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,22,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,23,7.284,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,24,4.084,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,25,5.408,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,26,1.987,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,27,3.421,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,28,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,29,4.746,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,30,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,31,3.753,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,32,4.967,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,33,3.421,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,34,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,35,1.214,,30-Apr
24-Apr,F13S,Bottom,KuMue,2,36,2.207,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,1,5.077,0.014,30-Apr
24-Apr,F13S,Bottom,KuMue,3,2,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,3,4.856,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,4,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,5,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,6,3.421,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,7,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,8,4.415,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,9,5.077,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,10,6.512,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,11,4.967,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,12,10.485,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,13,5.96,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,14,5.518,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,15,5.187,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,16,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,17,6.181,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,18,3.753,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,19,4.194,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,20,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,21,4.746,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,22,3.311,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,23,3.201,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,24,4.636,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,25,4.084,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,26,4.746,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,27,2.759,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,28,6.07,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,29,3.863,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,30,5.077,,30-Apr
24-Apr,F13S,Bottom,KuMue,3,31,2.98,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,1,3.973,0.01,30-Apr
26-Apr,F04N,Bottom,BaGun,1,2,1.876,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,3,3.201,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,4,1.104,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,5,2.538,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,6,5.85,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,7,2.538,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,8,3.311,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,9,1.324,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,10,2.428,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,11,2.759,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,12,1.435,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,13,1.545,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,14,2.649,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,15,4.525,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,16,1.987,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,17,1.324,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,18,8.278,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,19,2.318,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,20,1.987,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,21,1.435,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,22,1.766,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,23,1.876,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,24,1.104,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,25,1.324,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,26,1.656,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,27,2.759,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,28,2.98,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,29,4.415,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,30,1.545,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,31,2.207,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,32,2.759,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,33,1.656,,30-Apr
26-Apr,F04N,Bottom,BaGun,1,34,7.064,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,1,2.538,0.011,30-Apr
26-Apr,F04N,Bottom,BaGun,2,2,1.987,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,3,3.642,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,4,0.993,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,5,5.85,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,6,1.435,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,7,8.498,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,8,1.766,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,9,1.987,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,10,8.057,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,11,2.428,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,12,2.538,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,13,2.649,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,14,2.428,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,15,6.291,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,16,4.194,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,17,2.097,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,18,2.428,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,19,1.656,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,20,3.973,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,21,1.435,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,22,1.324,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,23,1.876,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,24,1.766,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,25,3.642,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,26,2.207,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,27,1.766,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,28,1.876,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,29,2.759,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,30,1.545,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,31,1.104,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,32,2.097,,30-Apr
26-Apr,F04N,Bottom,BaGun,2,33,2.097,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,1,3.201,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,2,3.311,0.012,30-Apr
26-Apr,F04N,Bottom,BaGun,3,3,2.98,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,4,3.311,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,5,2.98,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,6,3.532,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,7,2.87,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,8,5.077,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,9,2.318,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,10,3.201,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,11,3.532,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,12,4.856,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,13,1.324,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,14,2.87,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,15,2.98,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,16,1.545,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,17,1.545,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,18,2.428,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,19,3.311,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,20,8.609,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,21,3.201,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,22,4.636,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,23,3.09,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,24,4.304,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,25,4.415,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,26,5.85,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,27,5.518,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,28,3.311,,30-Apr
26-Apr,F04N,Bottom,BaGun,3,29,2.538,,30-Apr
26-Apr,F21N,Mid,KuMue,1,1,6.291,0.024,30-Apr
26-Apr,F21N,Mid,KuMue,1,2,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,1,3,4.415,,30-Apr
26-Apr,F21N,Mid,KuMue,1,4,5.85,,30-Apr
26-Apr,F21N,Mid,KuMue,1,5,5.298,,30-Apr
26-Apr,F21N,Mid,KuMue,1,6,5.96,,30-Apr
26-Apr,F21N,Mid,KuMue,1,7,4.194,,30-Apr
26-Apr,F21N,Mid,KuMue,1,8,4.746,,30-Apr
26-Apr,F21N,Mid,KuMue,1,9,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,1,10,5.408,,30-Apr
26-Apr,F21N,Mid,KuMue,1,11,4.084,,30-Apr
26-Apr,F21N,Mid,KuMue,1,12,4.194,,30-Apr
26-Apr,F21N,Mid,KuMue,1,13,5.96,,30-Apr
26-Apr,F21N,Mid,KuMue,1,14,5.85,,30-Apr
26-Apr,F21N,Mid,KuMue,1,15,3.09,,30-Apr
26-Apr,F21N,Mid,KuMue,1,16,3.973,,30-Apr
26-Apr,F21N,Mid,KuMue,1,17,4.525,,30-Apr
26-Apr,F21N,Mid,KuMue,1,18,6.181,,30-Apr
26-Apr,F21N,Mid,KuMue,1,19,3.863,,30-Apr
26-Apr,F21N,Mid,KuMue,1,20,6.181,,30-Apr
26-Apr,F21N,Mid,KuMue,1,21,5.85,,30-Apr
26-Apr,F21N,Mid,KuMue,1,22,4.967,,30-Apr
26-Apr,F21N,Mid,KuMue,1,23,5.96,,30-Apr
26-Apr,F21N,Mid,KuMue,1,24,3.973,,30-Apr
26-Apr,F21N,Mid,KuMue,1,25,6.733,,30-Apr
26-Apr,F21N,Mid,KuMue,1,26,6.07,,30-Apr
26-Apr,F21N,Mid,KuMue,1,27,4.084,,30-Apr
26-Apr,F21N,Mid,KuMue,1,28,3.532,,30-Apr
26-Apr,F21N,Mid,KuMue,1,29,6.622,,30-Apr
26-Apr,F21N,Mid,KuMue,1,30,14.127,,30-Apr
26-Apr,F21N,Mid,KuMue,1,31,4.967,,30-Apr
26-Apr,F21N,Mid,KuMue,1,32,5.408,,30-Apr
26-Apr,F21N,Mid,KuMue,2,1,5.298,0.03,30-Apr
26-Apr,F21N,Mid,KuMue,2,2,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,2,3,5.298,,30-Apr
26-Apr,F21N,Mid,KuMue,2,4,8.609,,30-Apr
26-Apr,F21N,Mid,KuMue,2,5,5.408,,30-Apr
26-Apr,F21N,Mid,KuMue,2,6,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,2,7,5.518,,30-Apr
26-Apr,F21N,Mid,KuMue,2,8,5.518,,30-Apr
26-Apr,F21N,Mid,KuMue,2,9,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,2,10,8.167,,30-Apr
26-Apr,F21N,Mid,KuMue,2,11,4.967,,30-Apr
26-Apr,F21N,Mid,KuMue,2,12,5.408,,30-Apr
26-Apr,F21N,Mid,KuMue,2,13,5.629,,30-Apr
26-Apr,F21N,Mid,KuMue,2,14,7.395,,30-Apr
26-Apr,F21N,Mid,KuMue,2,15,6.291,,30-Apr
26-Apr,F21N,Mid,KuMue,2,16,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,2,17,6.953,,30-Apr
26-Apr,F21N,Mid,KuMue,2,18,6.291,,30-Apr
26-Apr,F21N,Mid,KuMue,2,19,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,2,20,8.609,,30-Apr
26-Apr,F21N,Mid,KuMue,2,21,5.85,,30-Apr
26-Apr,F21N,Mid,KuMue,2,22,4.415,,30-Apr
26-Apr,F21N,Mid,KuMue,2,23,5.629,,30-Apr
26-Apr,F21N,Mid,KuMue,2,24,3.311,,30-Apr
26-Apr,F21N,Mid,KuMue,2,25,5.518,,30-Apr
26-Apr,F21N,Mid,KuMue,2,26,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,2,27,6.512,,30-Apr
26-Apr,F21N,Mid,KuMue,2,28,4.415,,30-Apr
26-Apr,F21N,Mid,KuMue,2,29,3.863,,30-Apr
26-Apr,F21N,Mid,KuMue,2,30,4.194,,30-Apr
26-Apr,F21N,Mid,KuMue,2,31,6.733,,30-Apr
26-Apr,F21N,Mid,KuMue,2,32,5.408,,30-Apr
26-Apr,F21N,Mid,KuMue,2,33,6.07,,30-Apr
26-Apr,F21N,Mid,KuMue,2,34,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,2,35,4.636,,30-Apr
26-Apr,F21N,Mid,KuMue,2,36,3.973,,30-Apr
26-Apr,F21N,Mid,KuMue,2,37,4.967,,30-Apr
26-Apr,F21N,Mid,KuMue,2,38,3.863,,30-Apr
26-Apr,F21N,Mid,KuMue,3,1,2.318,0.022,30-Apr
26-Apr,F21N,Mid,KuMue,3,2,5.629,,30-Apr
26-Apr,F21N,Mid,KuMue,3,3,4.084,,30-Apr
26-Apr,F21N,Mid,KuMue,3,4,4.746,,30-Apr
26-Apr,F21N,Mid,KuMue,3,5,5.187,,30-Apr
26-Apr,F21N,Mid,KuMue,3,6,2.98,,30-Apr
26-Apr,F21N,Mid,KuMue,3,7,7.615,,30-Apr
26-Apr,F21N,Mid,KuMue,3,8,3.863,,30-Apr
26-Apr,F21N,Mid,KuMue,3,9,3.973,,30-Apr
26-Apr,F21N,Mid,KuMue,3,10,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,3,11,6.622,,30-Apr
26-Apr,F21N,Mid,KuMue,3,12,2.87,,30-Apr
26-Apr,F21N,Mid,KuMue,3,13,7.947,,30-Apr
26-Apr,F21N,Mid,KuMue,3,14,3.09,,30-Apr
26-Apr,F21N,Mid,KuMue,3,15,4.304,,30-Apr
26-Apr,F21N,Mid,KuMue,3,16,4.525,,30-Apr
26-Apr,F21N,Mid,KuMue,3,17,5.187,,30-Apr
26-Apr,F21N,Mid,KuMue,3,18,7.064,,30-Apr
26-Apr,F21N,Mid,KuMue,3,19,5.629,,30-Apr
26-Apr,F21N,Mid,KuMue,3,20,3.532,,30-Apr
26-Apr,F21N,Mid,KuMue,3,21,6.291,,30-Apr
26-Apr,F21N,Mid,KuMue,3,22,5.629,,30-Apr
26-Apr,F21N,Mid,KuMue,3,23,5.85,,30-Apr
26-Apr,F21N,Mid,KuMue,3,24,6.512,,30-Apr
26-Apr,F21N,Mid,KuMue,3,25,4.304,,30-Apr
26-Apr,F21N,Mid,KuMue,3,26,19.756,,30-Apr
26-Apr,F21N,Mid,KuMue,3,27,5.739,,30-Apr
26-Apr,F21N,Mid,KuMue,3,28,4.856,,30-Apr
26-Apr,F21N,Mid,KuMue,3,29,2.649,,30-Apr
26-Apr,F21N,Mid,KuMue,3,30,5.298,,30-Apr
26-Apr,F21N,Mid,KuMue,3,31,4.746,,30-Apr
26-Apr,F21N,Mid,KuMue,3,32,4.856,,30-Apr
26-Apr,F21N,Mid,KuMue,3,33,5.518,,30-Apr
26-Apr,F21N,Mid,KuMue,3,34,3.863,,30-Apr
26-Apr,FBPN,Top,BoFol,1,1,8.057,0.016,30-Apr
26-Apr,FBPN,Top,BoFol,1,2,8.498,,30-Apr
26-Apr,FBPN,Top,BoFol,1,3,7.947,,30-Apr
26-Apr,FBPN,Top,BoFol,1,4,8.94,,30-Apr
26-Apr,FBPN,Top,BoFol,1,5,7.615,,30-Apr
26-Apr,FBPN,Top,BoFol,1,6,6.843,,30-Apr
26-Apr,FBPN,Top,BoFol,1,7,9.05,,30-Apr
26-Apr,FBPN,Top,BoFol,1,8,6.622,,30-Apr
26-Apr,FBPN,Top,BoFol,1,9,6.401,,30-Apr
26-Apr,FBPN,Top,BoFol,1,10,7.284,,30-Apr
26-Apr,FBPN,Top,BoFol,1,11,7.836,,30-Apr
26-Apr,FBPN,Top,BoFol,1,12,6.181,,30-Apr
26-Apr,FBPN,Top,BoFol,1,13,4.856,,30-Apr
26-Apr,FBPN,Top,BoFol,1,14,7.284,,30-Apr
26-Apr,FBPN,Top,BoFol,1,15,7.505,,30-Apr
26-Apr,FBPN,Top,BoFol,2,1,6.953,0.013,30-Apr
26-Apr,FBPN,Top,BoFol,2,2,5.298,,30-Apr
26-Apr,FBPN,Top,BoFol,2,3,6.843,,30-Apr
26-Apr,FBPN,Top,BoFol,2,4,4.415,,30-Apr
26-Apr,FBPN,Top,BoFol,2,5,5.187,,30-Apr
26-Apr,FBPN,Top,BoFol,2,6,5.298,,30-Apr
26-Apr,FBPN,Top,BoFol,2,7,3.973,,30-Apr
26-Apr,FBPN,Top,BoFol,2,8,4.967,,30-Apr
26-Apr,FBPN,Top,BoFol,2,9,4.525,,30-Apr
26-Apr,FBPN,Top,BoFol,2,10,5.077,,30-Apr
26-Apr,FBPN,Top,BoFol,2,11,6.07,,30-Apr
26-Apr,FBPN,Top,BoFol,2,12,5.408,,30-Apr
26-Apr,FBPN,Top,BoFol,2,13,4.304,,30-Apr
26-Apr,FBPN,Top,BoFol,2,14,6.401,,30-Apr
26-Apr,FBPN,Top,BoFol,2,15,6.181,,30-Apr
26-Apr,FBPN,Top,BoFol,3,1,4.746,0.019,30-Apr
26-Apr,FBPN,Top,BoFol,3,2,8.83,,30-Apr
26-Apr,FBPN,Top,BoFol,3,3,7.505,,30-Apr
26-Apr,FBPN,Top,BoFol,3,4,7.064,,30-Apr
26-Apr,FBPN,Top,BoFol,3,5,7.395,,30-Apr
26-Apr,FBPN,Top,BoFol,3,6,9.492,,30-Apr
26-Apr,FBPN,Top,BoFol,3,7,7.174,,30-Apr
26-Apr,FBPN,Top,BoFol,3,8,6.733,,30-Apr
26-Apr,FBPN,Top,BoFol,3,9,9.271,,30-Apr
26-Apr,FBPN,Top,BoFol,3,10,7.174,,30-Apr
26-Apr,FBPN,Top,BoFol,3,11,5.629,,30-Apr
26-Apr,FBPN,Top,BoFol,3,12,8.719,,30-Apr
26-Apr,FBPN,Top,BoFol,3,13,6.843,,30-Apr
26-Apr,FBPN,Top,BoFol,3,14,7.505,,30-Apr
26-Apr,FBPN,Top,BoFol,3,15,5.739,,30-Apr
26-Apr,FBPN,Top,BoFol,3,16,7.615,,30-Apr
26-Apr,FBPN,Top,BoFol,3,17,7.064,,30-Apr
26-Apr,FBPN,Top,BoFol,3,18,7.947,,30-Apr
26-Apr,FBPN,Top,HoMon,1,1,83.77,0.11,30-Apr
26-Apr,FBPN,Top,HoMon,1,2,101.871,,30-Apr
26-Apr,FBPN,Top,HoMon,1,3,92.489,,30-Apr
26-Apr,FBPN,Top,HoMon,1,4,104.851,,30-Apr
26-Apr,FBPN,Top,HoMon,1,5,98.229,,30-Apr
26-Apr,FBPN,Top,HoMon,1,6,85.205,,30-Apr
26-Apr,FBPN,Top,HoMon,2,1,78.472,0.116,30-Apr
26-Apr,FBPN,Top,HoMon,2,2,52.094,,30-Apr
26-Apr,FBPN,Top,HoMon,2,3,85.426,,30-Apr
26-Apr,FBPN,Top,HoMon,2,4,85.536,,30-Apr
26-Apr,FBPN,Top,HoMon,2,5,97.346,,30-Apr
26-Apr,FBPN,Top,HoMon,3,1,80.68,0.101,30-Apr
26-Apr,FBPN,Top,HoMon,3,2,96.573,,30-Apr
26-Apr,FBPN,Top,HoMon,3,3,98.56,,30-Apr
26-Apr,FBPN,Top,HoMon,3,4,99.001,,30-Apr
26-Apr,FBPN,Top,HoMon,3,5,107.058,,30-Apr
26-Apr,FBPN,Top,TaXer,1,1,493.902,0.324,30-Apr
26-Apr,FBPN,Top,TaXer,1,2,575.465,,30-Apr
26-Apr,FBPN,Top,TaXer,1,3,435.848,,30-Apr
26-Apr,FBPN,Top,TaXer,2,1,563.324,0.316,30-Apr
26-Apr,FBPN,Top,TaXer,2,2,471.056,,30-Apr
26-Apr,FBPN,Top,TaXer,2,3,421.5,,30-Apr
26-Apr,FBPN,Top,TaXer,3,1,481.43,0.318,30-Apr
26-Apr,FBPN,Top,TaXer,3,2,321.395,,30-Apr
26-Apr,FBPN,Top,TaXer,3,3,647.315,,30-Apr
