Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA,Melbourne,Adelaide,context,SLA_duplicate,seed_mass_duplicate,plant_height_duplicate,SLA_filtered,Plant height_filtered,Seed Mass_filtered
3,1,0,Thelymitra antennifera,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.19,3,b,2,6,0,0.001,1,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.19,0.001
3,1,0,Thelymitra aristata,ORCHIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.35,3,b,2,6,0,0.001,2,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.35,0.001
3,1,0,Thelymitra carnea,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.15,0.001
3,1,0,Thelymitra flexuosa,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,0.001
3,1,0,Thelymitra ixioides,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,1,NA,2,6,0,0.001,1,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,0.001
3,1,0,Thelymitra nuda,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,3,b,2,6,0,0.001,1,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,0.001
3,1,0,Thelymitra pauciflora,ORCHIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.2,NA
3,1,0,Thelymitra rubra,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,0.001
2,1,0,Todea barbara,OSMUNDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,NA,2,2,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2,0.001
4,1,0,Oxalis perennans,OXALIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,2,a,8,2,0,0.32,1,3,34.44,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Oxalis radicosa,OXALIDACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,8,2,0,NA,1,3,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Bursaria spinosa ssp spinosa,PITTOSPORACEAE,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,9,1,8,1,NA,1,2,2,1.32,2,1,9.91,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Plantago gaudichaudii,PLANTAGINACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,3,d,1,2,0,2.31,0,1,6.444,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.3,NA
4,1,0,Plantago hispida,PLANTAGINACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.15,1,NA,1,2,0,NA,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.15,NA
4,1,0,Plantago varia,PLANTAGINACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.2,1,NA,1,2,0,2.25,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,2.25
3,1,0,Amphibromus archeri,POACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.3,1,NA,4,NA,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,0,0,Amphibromus neesii,POACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,3,0.25,3,a,4,NA,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
3,1,0,Austrodanthonia auriculata,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.15,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.15,NA
3,1,0,Austrodanthonia caespitosa,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.9,3,a,4,2,0,0.9,0,2,19.3,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
3,1,0,Austrodanthonia carphoides,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.2,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
3,1,0,Austrodanthonia duttoniana,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.5,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
3,1,0,Austrodanthonia eriantha,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.25,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,NA
3,1,0,Austrodanthonia geniculata,POACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.25,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Austrodanthonia laevis,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.4,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.4,NA
3,1,0,Austrodanthonia pilosa,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.2,1,NA,4,2,0,0.64,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.2,NA
3,1,0,Austrodanthonia racemosa,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.2,3,a,4,2,0,0.636,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.2,NA
3,1,0,Austrodanthonia setacea,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Austrodanthonia tenuior,POACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.3,1,NA,4,2,0,1.1,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,1.1
3,0,0,Austrofestuca littoralis,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,3,0.5,3,a,2,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
3,1,0,Austrostipa aristiglumis,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.5,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
3,1,0,Austrostipa blackii,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Austrostipa curticoma,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,4.6,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.3,NA
3,1,0,Austrostipa elegantissima,POACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.8,3,a,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.8,NA
3,1,0,Austrostipa flavescens,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,0.7,3,a,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.7,NA
3,1,0,Austrostipa gibbosa,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1.5,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Austrostipa mollis,POACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Austrostipa nodosa,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1.2,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.2,NA
3,1,0,Austrostipa pubinodis,POACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1.5,3,a,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.5,NA
3,1,0,Austrostipa scabra ssp falcata,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Austrostipa scabra ssp scabra,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Austrostipa semibarbata,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Austrostipa setacea,POACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Austrostipa stipoides,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,3,0.7,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.7,NA
3,1,0,Austrostipa stuposa,POACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1.2,1,NA,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.2,NA
3,1,0,Bothriochloa macra,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.8,3,a,4,2,0,1.07,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
3,0,0,Deyeuxia densa,POACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,a,4,NA,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1,NA
3,1,0,Deyeuxia quadriseta,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.4,1,NA,4,NA,0,1.56,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
3,1,0,Dichanthium sericeum ssp sericeum,POACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.8,1,NA,2,2,0,1.384,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
3,1,0,Dichelachne crinita,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,1,3,a,4,12,0,0.65,0,2,20.27,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
3,0,0,Dichelachne micrantha,POACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,1.1,1,NA,4,12,0,0.118,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.1,0.118
3,1,0,Distichlis distichophylla,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0.2,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
3,1,0,Echinopogon ovatus,POACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,3,a,4,12,0,0.75,0,2,28.5,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,1,NA
3,1,0,Elymus scaber,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.8,3,a,4,2,0,5.56,0,2,26.42,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
3,1,0,Enneapogon nigricans,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.4,1,NA,2,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.4,NA
3,1,0,Eragrostis brownii,POACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,6,3,0.3,1,NA,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.3,NA
3,1,0,Eragrostis infecunda,POACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.7,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Eragrostis parviflora,POACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,5,0.8,1,NA,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.8,NA
3,1,0,Glyceria australis,POACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,3,0.5,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
3,1,0,Hemarthria uncinata,POACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.5,3,a,4,NA,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Imperata cylindrica,POACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.7,3,a,2,2,0,0.116,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.7,NA
3,1,0,Microlaena stipoides,POACEAE,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,3,3,0.25,3,a,4,2,0,3.86,0,2,33.02,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.25,NA
3,1,0,Panicum effusum,POACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.6,3,a,1,2,0,0.715,0,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
3,0,0,Paspalidium jubiflorum,POACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,3,0.9,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.9,NA
3,1,0,Pentapogon quadrifidus,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.2,1,NA,4,NA,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
3,1,0,Phragmites australis,POACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.5,3,a,2,2,0,0.12,0,2,20.93,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,20.93,NA,0.12
3,1,0,Poa clelandii,POACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.75,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Poa labillardierei,POACEAE,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.8,1,NA,1,2,0,0.71,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,0.8,NA
3,1,0,Poa poiformis,POACEAE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,6,3,NA,3,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,NA,NA
3,1,0,Poa tenera,POACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.2,2,a,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
3,1,0,Puccinellia stricta,POACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,0.6,1,NA,1,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Spinifex sericeus,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0.5,2,a,2,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.5,NA
3,1,0,Sporobolus virginicus,POACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0.25,3,a,1,2,0,0.227,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.25,0.227
3,1,0,Themeda triandra,POACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,0.5,1,NA,4,2,0,3.85,0,2,14.42,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Comesperma calymega,POLYGALACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,3,0.6,3,a,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.6,NA
4,1,0,Comesperma volubile,POLYGALACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,3,1,NA,2,2,0,1.6086,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,NA,NA,3,NA
4,1,0,Muehlenbeckia adpressa,POLYGONACEAE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,15,1,2,1,NA,3,NA,0,NA,1,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Muehlenbeckia florulenta,POLYGONACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,1,2.5,1,NA,3,NA,0,NA,1,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,2.5,NA
4,1,0,Muehlenbeckia gunnii,POLYGONACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,15,1,3,1,NA,3,NA,0,NA,1,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,3,NA
4,1,0,Persicaria lapathifolia,POLYGONACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1.6,1,NA,3,2,0,1.24,1,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.6,1.24
4,1,0,Persicaria prostrata,POLYGONACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.4,1,NA,3,2,0,NA,1,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Polygonum plebeium,POLYGONACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.05,2,a,1,3,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.05,NA
4,1,0,Rumex bidens,POLYGONACEAE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19,7,0.8,2,a,4,2,0,NA,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.8,NA
4,1,0,Rumex brownii,POLYGONACEAE,1,1,1,1,NA,NA,NA,NA,NA,1,NA,3,3,1,1,NA,4,2,0,1.58,0,2,24.22,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Rumex dumosus,POLYGONACEAE,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,3,0.6,1,NA,4,2,0,2.54,0,2,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Calandrinia calyptrata,PORTULACACEAE,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,5,0.1,1,NA,1,5,0,NA,1,NA,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.1,NA
3,1,0,Potamogeton crispus,POTAMOGETONACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,7,4,3,a,7,12,0,NA,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,4,NA
3,1,0,Potamogeton ochreatus,POTAMOGETONACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,7,4.5,3,a,7,12,0,NA,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,4.5,NA
3,1,0,Potamogeton pectinatus,POTAMOGETONACEAE,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,18,7,3,3,a,7,12,0,NA,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,3,NA
4,1,0,Samolus repens,PRIMULACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,0.4,3,a,2,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Banksia marginata,PROTEACEAE,1,1,1,1,NA,NA,NA,NA,NA,1,NA,8,1,12,1,NA,2,5,0,10.2,1,1,5.69,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,5.69,NA,10.2
4,1,0,Isopogon ceratophyllus,PROTEACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,5,3,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Persoonia juniperina,PROTEACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,3,5,2,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
2,1,0,Pteris tremula,PTERIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1.5,3,a,2,2,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,1.5,0.001
4,1,0,Clematis microphylla,RANUNCULACEAE,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,15,1,5,1,NA,2,2,0,NA,1,1,26.18,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,NA,plant_height,NA,NA,NA
4,1,0,Ranunculus amphitrichus,RANUNCULACEAE,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.2,2,a,7,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.2,NA
4,1,0,Ranunculus inundatus,RANUNCULACEAE,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,19,3,0.3,2,a,7,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
4,1,0,Ranunculus lappaceus,RANUNCULACEAE,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,3,0.6,3,b,1,2,0,2.29,1,1,17.8,Melbourne,Adelaide,grows in Melbourne and Adelaide,specific_leaf_area,seed_mass,NA,NA,0.6,NA
4,0,0,Ranunculus pumilio,RANUNCULACEAE,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,3,5,0.35,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,NA,0.35,NA
4,1,0,Ranunculus sessiliflorus,RANUNCULACEAE,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,3,5,0.35,1,NA,1,2,0,NA,1,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,NA
3,1,0,Empodisma minus,RESTIONACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,20,4,0.5,3,a,1,12,0,0.001,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,NA,NA,0.001
3,1,0,Hypolaena fastigiata,RESTIONACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,4,0.5,3,a,1,NA,0,NA,0,1,2.1,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,NA,2.1,0.5,NA
3,1,0,Leptocarpus tenax,RESTIONACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1,3,a,1,12,0,1.5159,0,1,NA,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Spyridium parvifolium,RHAMNACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,2,0,NA,1,1,9.877,Melbourne,Adelaide,grows in Melbourne and Adelaide,NA,NA,plant_height,9.877,NA,NA
