genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Caulerpa,Caulerpa distichophylla,  ,,,,,,,,,,,,,,
Caulerpa,Caulerpa scalpelliformis," green marine alga, epilithic, to 20 cm tall; base stoloniferous, terete, naked; ",,,,,,,lithophyte aquatic,epilithic marine,,,stoloniferous,stoloniferous,,
Caustis,Caustis pentandra," rhizomatous, slender perennial, g or herb (sedge), to 2.5 m high. ",perennial,perennial,,,herb graminoid,herb sedge,,,,,rhizomatous,rhizomatous,herbaceous,
Caustis,Caustis gigas," rhizomatous, robust perennial, g or herb (sedge), to 2 m high. ",perennial,perennial,,,herb graminoid,herb sedge,,,,,rhizomatous,rhizomatous,herbaceous,
Caustis,Caustis dioica," monoecious, rhizomatous, tangled, tussocky, pungent leaved perennial, g or herb (sedge), 0.15-0.7 m high, to 0.5 m wide. ",perennial,perennial,,,herb graminoid,herb sedge,,,monoecious,monoecious,rhizomatous,rhizomatous,herbaceous,
Caustis,Caustis sp. Boyanup (G.S. McCutcheon 1706)," rhizomatous, clumped perennial, g or herb (sedge), 0.7-1 m high. ",perennial,perennial,,,herb graminoid,herb sedge,,,,,rhizomatous,rhizomatous,herbaceous,
Cayratia,Cayratia cardiophylla, deciduous climber. ,,,,,climber,climber,,,,,,,,
Cayratia,Cayratia trifolia," deciduous climber, to 20 m high. ",,,,,climber,climber,,,,,,,,
Celosia,Celosia argentea," robust, erect herb, ca 1.5 m high. ",,,,,herb,herb,,,,,erect,erect,herbaceous,
Celtis,Celtis australiensis," small tree or shrub, 2-4 m high, bark smooth, white to grey. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Cenchrus,Cenchrus echinatus," sometimes rhizomatous, tufted annual or perennial (rarely), g or herb, 0.1-0.6(-1.2) m high. ",annual perennial,annual perennial,,,herb graminoid,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Cenchrus,Cenchrus ciliaris," tufted or sometimes stoloniferous perennial, g or herb, 0.2-1.5 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,stoloniferous,stoloniferous,herbaceous,
Cenchrus,Cenchrus biflorus," annual, g or herb, 0.1-0.6 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Cenchrus,Cenchrus elymoides var. brevisetosus," tufted perennial, g or herb, 0.4-3 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,,,herbaceous,
Cenchrus,Cenchrus elymoides," perennial, g or herb, 0.4-3 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,,,herbaceous,
Cenchrus,Cenchrus incertus," annual or biennial (occasionally), g or herb, 0.05-1 m high. ",annual biennial,annual biennial,,,herb graminoid,herb,,,,,,,herbaceous,
Cenchrus,Cenchrus longispinus," decumbent perennial, g or herb, 0.8 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,decumbent,decumbent,herbaceous,
Cenchrus,Cenchrus setiger," erect, tussocky, stoloniferous perennial, herb or g, to 0.5 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,erect stoloniferous,erect stoloniferous,herbaceous,
Cenchrus,Cenchrus elymoides var. elymoides," tufted perennial, g or herb, 0.4-3 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,,,herbaceous,
Centaurea,Centaurea calcitrapa," erect, divaricately branched annual, herb, to 1 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Centaurea,Centaurea melitensis," erect annual or biennial, herb, 0.2-1 m high. ",annual biennial,annual biennial,,,herb,herb,,,,,erect,erect,herbaceous,
Centaurea,Centaurea solstitialis," erect biennial, herb, to 1 m high. ",biennial,biennial,,,herb,herb,,,,,erect,erect,herbaceous,
Centaurium,Centaurium erythraea," biennial or annual, herb, 0.05-0.5 m high. ",annual biennial,annual biennial,,,herb,herb,,,,,,,herbaceous,
Centaurium,Centaurium spicatum," annual or biennial, herb, 0.02-0.3 m high. ",annual biennial,annual biennial,,,herb,herb,,,,,,,herbaceous,
Centaurium,Centaurium tenuiflorum," annual, herb, 0.15-0.53 m high. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Centaurium,Centaurium clementii," annual or biennial, herb, 0.15-0.3 m high, ",annual biennial,annual biennial,,,herb,herb,,,,,,,herbaceous,
Centaurium,Centaurium pulchellum," annual, herb, 0.05-0.25 m high. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Centella,Centella asiatica," creeping, stoloniferous perennial, herb, 0.05-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,creeping stoloniferous,creeping stoloniferous,herbaceous,
Centipeda,Centipeda cunninghamii," prostrate to erect perennial, herb, 0.05-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,erect prostrate,erect prostrate,herbaceous,
Centipeda,Centipeda minima," erect, ascending or spreading annual, herb, 0.03-0.2 m high. ",annual,annual,,,herb,herb,,,,,erect decumbent spreading,erect ascending spreading,herbaceous,
Centipeda,Centipeda thespidioides," erect annual, herb, 0.05-0.2 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Centipeda,Centipeda racemosa," erect, open perennial, herb, ca 0.06 m high. ",perennial,perennial,,,herb,herb,,,,,erect open,erect open,herbaceous,
Centipeda,Centipeda borealis," small, aromatic herb, 0.1-0.2 m high. ",,,,,herb,herb,,,,,,,herbaceous,
Centipeda,Centipeda pleiocephala," erect annual, herb, to 0.07 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Centipeda,Centipeda minima subsp. minima," upright, spreading, moderately open annual, herb, to 0.1 m high. ",annual,annual,,,herb,herb,,,,,spreading open,spreading open,herbaceous,
Centipeda,Centipeda crateriformis," annual, herb, 0.05-0.18 m high. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Centipeda,Centipeda crateriformis subsp. crateriformis," erect to prostrate annual, herb, 0.05-0.18 m high. ",annual,annual,,,herb,herb,,,,,erect prostrate,erect prostrate,herbaceous,
Centipeda,Centipeda nidiformis," herb, 0.04-0.06 m high. ",,,,,herb,herb,,,,,,,herbaceous,
Centipeda,Centipeda minima subsp. macrocephala," erect or ascending, aromatic annual, herb, to 0.15 m high. ",annual,annual,,,herb,herb,,,,,erect decumbent,erect ascending,herbaceous,
Centipeda,Centipeda crateriformis subsp. compacta," decumbent, domed, suckering annual, ",annual,annual,,,herb,inferred_from_species,,,,,decumbent,decumbent,herbaceous,
Centranthera,Centranthera cochinchinensis," erect annual, herb, 0.1-0.4(-0.55) m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Centranthus,Centranthus macrosiphon," erect annual, herb, (0.05-)0.1-0.4 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Centranthus,Centranthus ruber," perennial, herb or shrub, 0.3-1 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,,,woody herbaceous,
Centrolepis,Centrolepis cephaloformis," annual, herb, to 0.01 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis eremica," annual, herb (forming dense, hemispherical tufts to 60 mm across), 0.01-0.04 m high. ",annual,annual,,,herb graminoid,herb,,,,,tufted dense,tufts dense,herbaceous,
Centrolepis,Centrolepis cephaloformis subsp. murrayi," annual, herb (forming dense, rounded tufts 4-25 mm across), to 0.01 m high. ",annual,annual,,,herb graminoid,herb,,,,,tufted dense,tufts dense,herbaceous,
Centrolepis,Centrolepis caespitosa," tufted annual, herb (forming a rounded cushion up to 25 mm across). ",annual,annual,,,herb graminoid,herb,,,,,cushion-forming,cushion,herbaceous,
Centrolepis,Centrolepis glabra," tufted annual, herb, 0.01-0.9 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis strigosa," annual, herb, 0.01-0.11 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis aristata," tufted annual, herb, 0.02-0.2 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis alepyroides," tufted, reddish annual, herb, 0.015-0.06 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis banksii," tufted, sometimes reddish annual, herb, 0.02-0.12 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis drummondiana," tufted annual, herb, to 0.12 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis exserta," tufted, often reddish annual, herb, 0.02-0.15 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis pilosa," tufted reddish annual, herb, 0.025-0.9 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis polygyna," tufted reddish annual, herb, 0.01-0.07 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis strigosa subsp. rupestris," tufted annual, herb, 0.01-0.04 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis curta," dwarf annual, herb (forming rounded tufts 20-40 mm across). ",annual,annual,,,herb graminoid,herb,,,,,tufted,tufts,herbaceous,
Centrolepis,Centrolepis cephaloformis subsp. cephaloformis," annual, herb (forming dense, rounded tufts 4-32 mm across), to 0.01 m high. ",annual,annual,,,herb graminoid,herb,,,,,tufted dense,tufts dense,herbaceous,
Centrolepis,Centrolepis mutica," slender annual, herb, 0.03-0.07 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis inconspicua," minute tufted annual, herb, 0.005-0.02 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrolepis,Centrolepis humillima," densely tufted annual, herb (forming dense colonies), 0.03-0.1 m high. ",annual,annual,,,herb graminoid,herb,,,,,dense,dense,herbaceous,
Centrolepis,Centrolepis fascicularis," annual, herb (forming dense cushions 30-200 mm across). ",annual,annual,,,herb graminoid,herb,,,,,cushion-forming dense,cushions dense,herbaceous,
Centrolepis,Centrolepis strigosa subsp. strigosa," tufted annual, herb, 0.01-0.11 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Centrosema,Centrosema pascuorum," erect, stoloniferous annual, herb or climber, ca 0.25 m high. ",annual,annual,,,herb climber,herb climber,,,,,erect stoloniferous,erect stoloniferous,herbaceous,
Cephalipterum,Cephalipterum drummondii," slender, erect annual, herb, (0.025-)0.05-0.45 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Cephalosorus,Cephalosorus carpesioides," erect annual, herb, 0.06-0.3 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Cephalotus,Cephalotus follicularis," insectivorous perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Cerastium,Cerastium glomeratum," erect or decumbent annual, herb, 0.05-0.45 m high. ",annual,annual,,,herb,herb,,,,,erect decumbent,erect decumbent,herbaceous,
Cerastium,Cerastium balearicum," herb, to 2 m high. ",,,,,herb,herb,,,,,,,herbaceous,
Cerastium,Cerastium vulgare," fibrous-rooted, broad-leaved, very hairy biennial or perennial, ",biennial perennial,biennial perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Cerastium,Cerastium pumilum," erect or decumbent annual, herb, 0.15 m high. ",annual,annual,,,herb,herb,,,,,erect decumbent,erect decumbent,herbaceous,
Cerastium,Cerastium comatum," erect annual, herb, to 0.03 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Ceratogyne,Ceratogyne obionoides," erect annual, herb, 0.03-0.1 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Ceratophyllum,Ceratophyllum demersum," submerged aquatic perennial, herb. ",perennial,perennial,,,herb,herb,aquatic,submerged aquatic,,,submerged,submerged,herbaceous,
Ceratopteris,Ceratopteris thalictroides," rhizomatous, perennial, herb or (fern), to 0.4 m high, amphibious or aquatic; ",perennial,perennial,,,herb fern,herb fern,aquatic terrestrial,amphibious amphibious aquatic,,,rhizomatous,rhizomatous,herbaceous,
Ceriops,Ceriops tagal," mangrove shrub or tree, 2-15 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Cestrum,Cestrum parqui," shrub, 1-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chaetanthus,Chaetanthus leptocarpoides," densely tufted perennial, herb (sedge), 0.2-0.4 m high. ",perennial,perennial,,,herb graminoid,herb sedge,,,,,,,herbaceous,
Chaetanthus,Chaetanthus tenellus," rhizomatous, perennial, herb (), 0.1-0.7 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Chaetanthus,Chaetanthus aristatus," tufted perennial, herb (), 0.2-1 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista absus," viscidly pubescent annual or perennial (short-lived), ",annual short_lived_perennial,annual perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Chamaecrista,Chamaecrista mimosoides," erect or straggling herb or shrub, to 1 m high. ",,,,,herb shrub,herb shrub,,,,,erect,erect,woody herbaceous,
Chamaecrista,Chamaecrista symonii," erect or spreading shrub, 0.25-0.7(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Chamaecrista,Chamaecrista moorei," sparse, tufted perennial, herb, to 0.3 m high, ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista nomame," erect, slender perennial, herb or shrub, (0.4-)0.6-4 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect,erect,woody herbaceous,
Chamaecrista,Chamaecrista nomame var. nomame," shortlivedperennial or annual, herb, to 1.5 m high, largest petal of flower to 9 mm long; petiolar gland 0.5-0.9 mm diam. ",annual short_lived_perennial,annual shortlivedperennial,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista nomame var. grandiflora," shortlivedperennial or annual, herb, to 1.5 m high, largest petal of flower 9-12 mm long; petiolar gland rather massive, 1-1.4 mm diam. ",annual short_lived_perennial,annual shortlivedperennial,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista absus var. absus," annual, herb, 0.1-1.2 m high, leaves with 4 large leaflets, eglandular; plant sticky because of vesicle-based setae. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista nigricans," annual, herb, to 1 m high, plant usually unbranched; ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista deserti," tufted perennial, herb, to 0.2 m high, leaflets 6-11 pairs; petiolar gland with stout stipe; ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaecrista,Chamaecrista rotundifolia," prostrate perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Chamaecytisus,Chamaecytisus palmensis," erect shrub or tree, 0.7-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Chamaescilla,Chamaescilla corymbosa var. paradoxa," tuberous, rosetted perennial, herb, 0.05-0.15(-0.2) m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaescilla,Chamaescilla corymbosa," tuberous, rosetted perennial, herb, 0.05-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaescilla,Chamaescilla spiralis," tuberous, rosetted perennial, herb, 0.16-0.33 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaescilla,Chamaescilla versicolor," tuberous, rosetted perennial, herb, 0.15-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaescilla,Chamaescilla corymbosa var. corymbosa," tuberous, rosetted perennial, herb, 0.05-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chamaescilla,Chamaescilla gibsonii," clumped tuberous, herb. ",,,,,herb,herb,,,,,,,herbaceous,
Chamaexeros,Chamaexeros fimbriata," rhizomatous, tufted, clump forming perennial, herb, 0.15-0.7 m high, usually 2-leaved. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Chamaexeros,Chamaexeros macranthera," rhizomatous, tufted, clump forming perennial, herb, 0.12-0.35 m high. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Chamaexeros,Chamaexeros serra," rhizomatous, tufted perennial, herb, to 0.1 m high, to 0.2 m wide. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Chamaexeros,Chamaexeros longicaulis," rhizomatous, colony-forming, semi-woody perennial, herb, 0.05-0.5 m high. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,soft_wood,
Chamelaucium,Chamelaucium drummondii subsp. hallii," erect shrub, 0.15-1(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium pauciflorum subsp. thryptomenioides," spreading shrub, 0.15-0.8(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Chamelaucium,Chamelaucium axillare," erect shrub, 0.2-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium brevifolium," erect open shrub, 0.3-1.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Chamelaucium,Chamelaucium ciliatum," erect or spreading shrub, 0.15-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Chamelaucium,Chamelaucium confertiflorum," erect, slender shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium drummondii," erect shrub, 0.15-1(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium marchantii," muchbranched, dense, rounded shrub, 1-1.8 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Chamelaucium,Chamelaucium megalopetalum," shrub, 0.25-1.4(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium micranthum," erect shrub, (0.3-)0.5-3(-4) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium pauciflorum," shrub, 0.15-1.4(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium uncinatum," erect shrub, 0.5-4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium virgatum," erect shrub, 0.3-1.75 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium erythrochlorum," erect shrub, 0.6-1.5(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium griffinii," muchbranched, spreading shrub, 0.3-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Chamelaucium,Chamelaucium roycei," bushy shrub, 0.3-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,bushy,bushy,woody,
Chamelaucium,Chamelaucium repens," prostrate shrub, to 1 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Chamelaucium,Chamelaucium conostigmum," sprawling or erect shrub, 0.2-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Chamelaucium,Chamelaucium paynterae," shrub, ca 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium juniperinum," slender shrub, 0.4-1.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium oenanthum," erect shrub, 1.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium croxfordiae," erect shrub, 1-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium forrestii subsp. forrestii ms," shrub, 0.3-1(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium forrestii subsp. orarium," shrub, 0.8-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium aorocladus," weeping shrub, 1-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium hamatum," shrub, 1.5-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium floriferum subsp. diffusum," shrub, 1.5-3.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium floriferum subsp. floriferum ms," erect shrub, 0.6-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium drummondii subsp. drummondii ms," erect shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chamelaucium,Chamelaucium halophilum," shrub, 0.5-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium leptocaulum," slender shrub, 0.6-1.25 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium naviculum," slender shrub, (0.3-)0.6-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium pauciflorum subsp. pauciflorum ms," erect to spreading shrub, 0.3-1.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Chamelaucium,Chamelaucium psammophilum," prostrate or compact shrub, to 0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate compact,prostrate compact,woody,
Chamelaucium,Chamelaucium floriferum," shrub, 0.3-3.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium forrestii," shrub, 0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Chamelaucium,Chamelaucium lullfitzii," erect, open, straggly shrub, to 2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Chamelaucium,Chamelaucium sp. Yalgoo (Y. Chadwick 1816)," bushy, low shrub. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,bushy,bushy,woody,
Chasmanthe,Chasmanthe floribunda," cormous, perennial, herb, 0.4-1.5 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Cheilanthes,Cheilanthes austrotenuifolia," rhizomatous, perennial, herb or (fern), 0.1-0.8 m high, blade 3-4-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes brownii," rhizomatous, perennial, herb or (fern), 0.04-0.35 m high, blade 2(-3)-pinnate at the base, ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes contigua," rhizomatous, perennial, herb or (fern), 0.05-0.55 m high, blade 3-4-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes distans," rhizomatous, perennial, herb or (fern), 0.02-0.4 m high, blade 1-2-pinnate at the base, undersurface densely scaly, ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes lasiophylla," rhizomatous, perennial, herb or (fern), to 0.25 m high, blade 2-pinnate at the base, ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes pumilio," rhizomatous, perennial, herb or (fern), 0.05-0.5 m high, blade 1-3-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes sieberi," rhizomatous, perennial, herb or (fern), 0.05-0.5 m high, blade 3-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes caudata," rhizomatous, perennial, herb or (fern), 0.04-0.65 m high, blade 3-4-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes fragillima," rhizomatous, perennial, herb or (fern), 0.08-0.4 m high, blade 3-4-pinnate at the base, ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes adiantoides," rhizomatous, perennial, herb or (fern), 0.05-0.25 m high, blade 2-3-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes sieberi subsp. pseudovellea," rhizomatous, perennial, herb or (fern), 0.05-0.5 m high, blade 3-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes sieberi subsp. sieberi," rhizomatous, perennial, herb or (fern), 0.05-0.5 m high, blade 3-pinnate at the base; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheilanthes,Cheilanthes nudiuscula," rhizomatous, perennial, herb or (fern), 0.15-0.36 m high, blade 2-3-pinnate at the base, ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Cheiranthera,Cheiranthera filifolia," erect shrub, to 1 m high (rarely taller). ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Cheiranthera,Cheiranthera preissiana," erect or twining shrub or climber, to 2 m high. ",perennial,inferred_from_growth_form,,,shrub climber,shrub climber,,,,,erect,erect,woody,
Cheiranthera,Cheiranthera parviflora," climber, to 3 m high. ",,,,,climber,climber,,,,,,,,
Cheiranthera,Cheiranthera simplicifolia," twining, sccrambling, dense, often mound-forming shrub. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Cheiranthera,Cheiranthera brevifolia," short, erect, few-branched, glabrous shrub, to 0.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Chenopodium,Chenopodium desertorum subsp. anidiophyllum," erect perennial, herb or shrub, 0.2-0.4 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect,erect,woody herbaceous,
Chenopodium,Chenopodium album," erect annual, herb, 0.2-1(-1.7) m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Chenopodium,Chenopodium ambrosioides," perennial, herb, 0.2-1 m high, strongly aromatic. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Chenopodium,Chenopodium auricomum," soft-wooded, bluish-grey shrub, 0.7-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
