genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,created_by
Crassula,Crassula decumbens,"annuals with decumbent or erect branches to 15 cm long,",annual,annuals,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassula,Crassula multicava subsp. multicava,"perennials with decumbent to suberect branches to 40 cm high,",perennial,perennials,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,decumbent,decumbent,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassula,Crassula natans var. minus,"semiaquatic annuals with branches decumbent,",annual,annuals,NA,NA,herb,inferred_from_genus,semiaquatic,semiaquatic,NA,NA,decumbent,decumbent,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassula,Crassula colligata subsp. lamprosperma,NA,annual,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 25 Nov. 2015"
Crassula,Crassula colorata var. colorata,NA,annual,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassula,Crassula biplanata,"perennials with erect or decumbent branches to 30 cm high,",perennial,perennials,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,"Andre Messina, 10 Nov. 2015"
Crassula,Crassula alata var. alata,"delicate annuals, usually with erect stems to 6 cm, little-branched,",annual,annuals,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,erect,erect,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassula,Crassula colorata var. acuminata,NA,annual,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crassulaceae,Crassulaceae,"herbs or shrubs,",NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Toelken, H.R.; Jeanes, J.A.; Stajsic, V. (1996). Crassulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 542 - 555. Inkata Press, Melbourne."
Crataegus,Crataegus,"deciduous, often spiny, hard-wooded shrubs or small trees.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Jeanes, J.A.; Jobson, P.C. (1996). Rosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 556 - 585. Inkata Press, Melbourne."
Crataegus,Crataegus monogyna,deciduous shrub or small tree to circa 10 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Jeanes, J.A.; Jobson, P.C. (1996). Rosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 556 - 585. Inkata Press, Melbourne."
Crataegus,Crataegus xsinaica,deciduous shrub or small tree to circa 5 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Cratystylis,Cratystylis,"tomentose, dioecious or subdioecious shrubs.",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,dioecious,dioecious,NA,NA,woody,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Cratystylis,Cratystylis conocephala,"rounded greyish shrub, 70-180 cm high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,"Jeanes, J.A. (1999). Asteraceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 652 - 666. Inkata Press, Melbourne."
Crepis,Crepis foetida subsp. foetida,"erect, often rather widely branching annual or biennial, to circa 50(-80) cm high;",annual biennial,annual biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Walsh, N.G. (1999). Crepis. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 685 - 688. Inkata Press, Melbourne."
Crepis,Crepis setosa,erect annual to circa 100 cm high;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Walsh, N.G. (1999). Crepis. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 685 - 688. Inkata Press, Melbourne."
Crepis,Crepis capillaris,"erect annual or biennial, to circa 120 cm high, sometimes shortly rhizomatous or stoloniferous;",annual biennial,annual biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect rhizomatous stoloniferous,erect rhizomatous stoloniferous,herbaceous,NA,"Walsh, N.G. (1999). Crepis. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 685 - 688. Inkata Press, Melbourne."
Crepis,Crepis,"annual, biennial or perennial taprooted herbs.",annual biennial perennial,annual biennial perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Crepis. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 685 - 688. Inkata Press, Melbourne."
Crepis,Crepis vesicaria subsp. taraxacifolia,"erect or ascending annual or biennial, to circa 100 cm high, often purplish near base;",annual biennial,annual biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Walsh, N.G. (1999). Crepis. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 685 - 688. Inkata Press, Melbourne."
Crepis,Crepis pusilla,"dwarf rosetted annual, to 2 cm high, stemless.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 29 Aug. 2016"
Cressa,Cressa,"perennial subshrubs with erect or ascending stems,",perennial,perennial,NA,inferred_from_family,subshrub,subshrubs,NA,NA,NA,NA,erect decumbent,erect ascending,NA,NA,"Jeanes, J.A. (1999). Convolvulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 365 - 375. Inkata Press, Melbourne."
Cressa,Cressa australis,"deeply taprooted subshrub, prostrate,",perennial,inferred_from_genus,NA,inferred_from_family,subshrub,subshrub,NA,NA,NA,NA,prostrate,prostrate,NA,NA,"Jeanes, J.A. (1999). Convolvulaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 365 - 375. Inkata Press, Melbourne."
Crinum,Crinum,"bulbous perennial herbs, the bulb with an extended neck sometimes protruding above ground-level.",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Conran, J.G. (1994). Liliaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 637 - 686. Inkata Press, Melbourne."
Crinum,Crinum flaccidum,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Conran, J.G. (1994). Liliaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 637 - 686. Inkata Press, Melbourne."
Crocosmia,Crocosmia,"perennial herb, leaves and flowers annual;",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Conn, B.J. (1994). Iridaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 686 - 716. Inkata Press, Melbourne."
Crocosmia,Crocosmia xcrocosmiiflora,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Crotalaria,Crotalaria,"herbs or shrubs, annual or perennial.",annual perennial,annual perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Andre Messina, 18 Apr. 2016"
Crotalaria,Crotalaria agatiflora subsp. agatiflora,"woody subshrub, 1-2 m high;",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 18 Apr. 2016"
Croton,Croton,"trees, shrubs, or herbs, monoecious or rarely dioecious,",NA,NA,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,woody herbaceous,NA,"Daniel Ohlsen, 14 Jun. 2016"
Croton,Croton setiger,"mat-forming herb to circa 20 cm high and circa 80 cm wide,",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,mat-forming,matforming,herbaceous,NA,"Jeanes, J.A. (1999). Euphorbiaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 55 - 82. Inkata Press, Melbourne."
Crowea,Crowea,"shrubs,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Crowea,Crowea exalata,"usually erect but sometimes prostrate shrub, to 1 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect prostrate,erect prostrate,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Crowea,Crowea exalata subsp. exalata,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Crowea,Crowea exalata subsp. revoluta,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
Cryptandra,Cryptandra,"shrubs, often ericoid, sometimes spinescent;",perennial,inferred_from_family,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Walsh, N.G.; Udovicic, F. (1999). Cryptandra. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 110 - 114. Inkata Press, Melbourne."
Cryptandra,Cryptandra tomentosa,"decumbent to erect, often divaricate shrub to circa 30 cm (rarely 1 m) high;",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Walsh, N.G.; Udovicic, F. (1999). Cryptandra. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 110 - 114. Inkata Press, Melbourne."
Cryptandra,Cryptandra ericoides,wiry decumbent to erect shrub to circa 60 cm high;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Walsh, N.G.; Udovicic, F. (1999). Cryptandra. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 110 - 114. Inkata Press, Melbourne."
Cryptandra,Cryptandra amara,"nearly prostrate, wiry subshrub to an erect, often divaricately branched, sometimes spinescent shrub to circa 1 m high;",perennial,inferred_from_family,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect prostrate,erect prostrate,woody,NA,"Walsh, N.G.; Udovicic, F. (1999). Cryptandra. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 110 - 114. Inkata Press, Melbourne."
Cryptandra,Cryptandra myriantha,decumbent to erect shrub circa 40 cm high;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Neville Walsh, 25 Aug. 2014"
Cryptandra,Cryptandra sabulicola,"decumbent to erect, often divaricate shrub to circa 30 cm (rarely 1 m) high;",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Walsh, N.G.; Udovicic, F. (1999). Cryptandra. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 110 - 114. Inkata Press, Melbourne."
Cryptandra,Cryptandra magniflora,usually twiggy to divaricate shrubs to circa 1 m high;,perennial,inferred_from_family,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Neville Walsh, 29 Aug. 2014"
Cryptandra,Cryptandra speciosa subsp. speciosa,usually twiggy to divaricate shrubs to circa 1 m high;,perennial,inferred_from_family,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Neville Walsh, 29 Aug. 2014"
Cryptostylis,Cryptostylis,"terrestrial herbs with inflorescence and leaves (if present) arising separately from a short rhizome with long-spreading thick, fleshy roots.",NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,rhizomatous spreading,rhizome spreading,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cryptostylis,Cryptostylis hunteriana,leafless herb.,NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cryptostylis,Cryptostylis subulata,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cryptostylis,Cryptostylis leptochila,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cryptostylis,Cryptostylis erecta,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cucumis,Cucumis,"monoecious or dioecious, climbing or trailing, annual or perennial ( victoria) herbs. tendrils simple.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,dioecious monoecious,dioecious monoecious,prostrate climbing,trailing climbing,herbaceous,NA,"Jobson, P.C. (1996). Cucurbitaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 379 - 385. Inkata Press, Melbourne."
Cucumis,Cucumis myriocarpus subsp. myriocarpus,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 15 Feb. 2018"
Cucurbitaceae,Cucurbitaceae,"monoecious or dioecious herbs, sometimes with a woodyrootstock, climbing or trailing,",NA,NA,NA,NA,herb,herbs,NA,NA,dioecious monoecious,dioecious monoecious,prostrate climbing,trailing climbing,woody_root herbaceous,woodyrootstock,"Jobson, P.C. (1996). Cucurbitaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 379 - 385. Inkata Press, Melbourne."
Cullen,Cullen,"annual or perennial herbs, subshrubs or trees ( victoria), conspicuously gland-dotted;",annual perennial,annual perennial,NA,NA,herb subshrub tree,herbs subshrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen australasicum,erect or ascending muchbranched shrub to 2.5 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect ascending,woody,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen cinereum,erect or ascending annual or perennial herb or subshrub to 1 m tall;,annual perennial,annual perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen discolor,"prostrate perennial herb, usually with a greyish appearance;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen microcephalum,trailing or ascending perennial herb or sub-shrub;,perennial,perennial,NA,NA,herb subshrub shrub,herb subshrub shrub,NA,NA,NA,NA,decumbent prostrate,ascending trailing,woody herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen pallidum,"erect or ascending, finally decumbent perennial herb;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent ascending,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen parvum,trailing or ascending perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,ascending trailing,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen patens,"prostrate perennial herb, usually with a greenish appearance, atypically greyish;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cullen,Cullen tenax,trailing or ascending perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,ascending trailing,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Cunoniaceae,Cunoniaceae,"shrubs, trees or woodyclimbers.",perennial,inferred_from_growth_form,NA,NA,shrub tree climber_woody,shrubs trees woodyclimbers,NA,NA,NA,NA,NA,NA,woody,NA,"Walsh, N.G. (1996). Cunoniaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 524 - 526. Inkata Press, Melbourne."
Cupressaceae,Cupressaceae,"perennial evergreen trees or shrubs, monoecious or dioecious.",perennial,perennial,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,woody,NA,"Entwisle, T.J. (1994). Conifers (Pinophyta). In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 113 - 121. Inkata Press, Melbourne."
Cupressus,Cupressus,erect monoecious trees or shrubs to 30 m high.,perennial,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,monoecious,monoecious,erect,erect,woody,NA,"Andre Messina, 7 Jul. 2014"
Cupressus,Cupressus sempervirens,narrow erect tree to 30 m high.,perennial,inferred_from_family,NA,NA,tree,tree,NA,NA,monoecious,inferred_from_genus,erect,erect,woody,NA,"Andre Messina, 7 Jul. 2014"
Cuscuta,Cuscuta,"parasitic, twining annual or perennial herbs;",annual perennial,annual perennial,parasitic,parasitic,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta planiflora,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta epithymum,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta tasmanica,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta suaveolens,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta australis,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta campestris,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Cuscutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 375 - 379. Inkata Press, Melbourne."
Cuscuta,Cuscuta epilinum,NA,NA,NA,parasitic,inferred_from_genus,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeff Jeanes, 11 Aug. 2015"
Cyanicula,Cyanicula,terrestrial herbs arising from rounded underground tubers that are encased in a papery tunic.,NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Jeff Jeanes, 2 Sep. 2014"
Cyanicula,Cyanicula caerulea,"Flowering Plant very slender, 5-18 cm tall.",NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1994). Orchidaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 740 - 901. Inkata Press, Melbourne."
Cyanothamnus,Cyanothamnus,herbs or shrubs.,NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Andre Messina, 19 Aug. 2021"
Cyanothamnus,Cyanothamnus anemonifolius,"erect shrub to 2.5 m high, glabrous or moderately hirsute throughout;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Duretto, M.F. (1999). Rutaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 153 - 197. Inkata Press, Melbourne."
