taxon_name,entity_type,entity_context,location_name,trait,trait_value_raw,trait_value,trait_value_clean,value_type,unit,error_type,error_value,n,context,source_section,notes
Richea scoparia,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea pandanifolia,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea continentis,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea victoriana,species,,,corolla_dehiscence_type,"unlike all other members, the corolla is shed at anthesis (as an operculum) exposing the anthers, which remain erect around the gynoecium",,shed_as_operculum_at_anthesis,mode,,,,,,"Results, p.60","Candidate trait, not in config/traits.yml (checked 2026-09). Genus-wide characteristic distinguishing Richea from all other genera in subfamily Styphelioideae/Sprengelioideae, which retain the corolla; contrasts with 'the majority of taxa in the Sprengelioideae which have anthers enclosed in the corolla tube at anthesis' (p.65). Applies to all 8 Richea species examined in this study; the source does not state whether it also holds for the one Tasmanian Richea species (of 9 total) not covered here."
Richea sprengelioides,species,,,pollen_release_mechanism,tapping the stem would produce a cloud of pollen,,released as airborne cloud when stem is tapped,mode,,,,,,"Results, p.59-60","Candidate trait, not in config/traits.yml (checked 2026-09). Field observation of R. sprengelioides described as the original impetus for this study ('Field observation of flowering Richea sprengelioides showed that tapping the stem would produce a cloud of pollen')."
Richea sprengelioides,species,,,pollination_syndrome,attributes that seem to support the idea of a wind pollination syndrome,wind,wind,mode,,,,,,"Discussion, p.62-63","'The attributes that seem to support the idea of a wind pollination syndrome in R. sprengelioides are the smooth, dry monad pollen which is readily released as a pollen cloud from the terminal inflorescence, lack of nectaries and both the anthers and stigma are well exerted from the perianth, as the perianth falls off at anthesis.'"
Richea procera,species,,,pollination_syndrome,morphology and attributes ... support a similar situation [to R. sprengelioides],wind,wind,mode,,,,,,"Discussion, p.62",'The morphology and attributes of R. procera which could be measured in this study support a similar situation' (i.e. the wind-pollination syndrome described for R. sprengelioides in the same paragraph).
Richea victoriana,species,,,pollination_syndrome,a number of attributes that indicate it is likely to be wind-pollinated,wind,wind,mode,,,,,,"Discussion, p.63","'The Victorian species R. victoriana also has a number of attributes that indicate it is likely to be wind-pollinated, particularly the very high pollen:ovule ratio.'"
Richea milliganii,species,,,pollination_syndrome,"grouped with the other possibly wind-pollinated richeas in Table 3, but flagged as unstudied/uncertain",wind,wind,mode,,,,,,"Table 3, p.64; Discussion, p.65","Most speculative of the four Richea candidates: 'Richea milliganii has monad pollen but is different from the other possibly wind-pollinated richeas in several other characteristics -- namely, the large pollen, presence of nectar and the pendulous, rather than erect, flowers. Unfortunately this species has not been studied in any detail and there are no observations on how it might be pollinated.' The source also raises an alternative hypothesis: 'Could R. milliganii be an example of an ambophilous (sensu Linder 1998) taxon with flowers initially receptive to buzz pollination with wind pollination as a fall back position?' Included here because Table 3 groups it with the other wind-pollination candidates, but this is the lowest-confidence call of the four -- flag for review."
Erica coarctata,species,,,pollination_syndrome,considered to be definitely wind-pollinated (Schumann et al. 1992),wind,wind,mode,,,,,,"Discussion, p.63","'Erica coarctata is considered to be definitely wind-pollinated (Schumann et al. 1992).' This conclusion is attributed by Ladd (2006) to Schumann, Kirsten & Oliver (1992), not derived from this paper's own analysis -- E. coarctata is used throughout as this paper's known-wind-pollinated reference standard for comparison, not a novel finding."
Erica labialis,species,,,pollination_syndrome,characteristics which could be interpreted as ambophilous -- freely shed pollen from well exerted anthers while still producing nectar,wind biotic,wind biotic,mode,,,,,,"Discussion, p.65","Source describes E. labialis as ambophilous, not purely wind-pollinated: 'Similarly E. labialis has characteristics which could be interpreted as ambophilous -- freely shed pollen from well exerted anthers while still producing nectar' (also Abstract: 'E. labialis can produce abundant pollen when the plant is shaken but also produces nectar'). Recorded as the compound value 'wind biotic' since AusTraits' pollination_syndrome has no dedicated ambophilous/mixed-strategy term -- a modelling judgement call, flag for review."
Richea sprengelioides,species,,,pollination_vector_possible,tapping the stem would produce a cloud of pollen,wind,wind,mode,,,,,,"Results, p.59-60","'Field observation of flowering Richea sprengelioides showed that tapping the stem would produce a cloud of pollen.' Distinguished from the pollination_syndrome row above because this is a direct field observation (pollen visibly released under mechanical disturbance), not a floral-morphology inference -- though tapping is used here as a proxy for wind-induced stem movement, not literal observation of wind itself dispersing the pollen, hence 'possible' rather than 'known' vector."
