taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Cistus,NA,NA,NA,NA,NA,NA,NA,NA
Cistus salviifolius,NA,NA,NA,NA,NA,NA,NA,NA
Cleomaceae,NA,NA,NA,NA,NA,NA,NA,NA
Arivela,NA,NA,NA,NA,NA,NA,NA,NA
Arivela viscosa,herb,NA,NA,annual,NA,NA,NA,NA
Polanisia,NA,NA,NA,annual,NA,NA,NA,NA
Polanisia dodecandra,herb,NA,NA,annual,NA,NA,NA,NA
Polanisia dodecandra subsp. trachysperma,herb,NA,NA,annual,NA,NA,NA,NA
Sieruela,NA,NA,NA,NA,NA,NA,NA,NA
Sieruela monophylla,herb,NA,NA,annual,NA,NA,NA,NA
Tarenaya,NA,NA,NA,NA,NA,NA,NA,NA
Tarenaya hassleriana,herb,NA,NA,annual,NA,NA,NA,NA
Colchicaceae,NA,erect,NA,NA,rhizome,NA,NA,NA
Burchardia,herb,NA,NA,perennial,NA,NA,NA,NA
Burchardia umbellata,herb,NA,NA,NA,NA,NA,NA,NA
Gloriosa,herb,erect,NA,annual perennial,rhizome,NA,NA,NA
Gloriosa superba,herb,NA,NA,NA,NA,NA,NA,NA
Iphigenia,herb,NA,NA,perennial,NA,NA,NA,NA
Iphigenia indica,herb,NA,NA,NA,NA,NA,NA,NA
Schelhammera,herb,prostrate erect,NA,perennial,rhizome,NA,NA,NA
Schelhammera undulata,herb,prostrate erect,NA,NA,NA,NA,NA,NA
Tripladenia,herb,erect,NA,NA,rhizome,NA,NA,NA
Tripladenia cunninghamii,herb,NA,NA,NA,NA,NA,NA,NA
Wurmbea,herb,NA,NA,perennial,NA,NA,dioecious polygamous,NA
Wurmbea biglandulosa,herb,NA,NA,NA,NA,NA,NA,NA
Wurmbea biglandulosa subsp. biglandulosa,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea citrina,herb,NA,NA,NA,NA,NA,NA,NA
Wurmbea dioica,herb,NA,NA,NA,NA,NA,NA,NA
Wurmbea dioica subsp. dioica,herb,NA,NA,NA,NA,NA,NA,NA
Wurmbea latifolia,herb,NA,NA,NA,NA,NA,dioecious,NA
Wurmbea latifolia subsp. latifolia,herb,NA,NA,NA,NA,NA,dioecious,NA
Wurmbea uniflora,herb,NA,NA,NA,NA,NA,NA,NA
Commelinaceae,herb,NA,NA,annual perennial,NA,NA,NA,NA
Aneilema,herb,NA,NA,annual perennial,NA,NA,NA,NA
Aneilema acuminatum,herb,NA,NA,perennial,NA,NA,NA,NA
Aneilema biflorum,herb,prostrate,NA,perennial,NA,NA,NA,NA
Callisia,herb,decumbent,NA,perennial,rhizome,NA,NA,NA
Callisia fragrans,herb,stoloniferous,NA,perennial,stolon,NA,NA,NA
Callisia repens,NA,NA,NA,NA,NA,NA,NA,NA
Commelina,herb,NA,NA,annual perennial,NA,NA,NA,NA
Commelina africana,herb,NA,NA,perennial,NA,NA,NA,NA
Commelina benghalensis,herb,NA,NA,perennial,NA,NA,NA,NA
Commelina cyanea,herb,NA,NA,perennial,NA,NA,NA,NA
Commelina ensifolia,herb,NA,NA,perennial,NA,NA,NA,NA
Dichorisandra,herb,NA,NA,perennial,NA,NA,NA,NA
Dichorisandra thyrsiflora,herb,erect scrambling,NA,NA,NA,NA,NA,NA
Gibasis,herb,NA,NA,perennial,NA,NA,NA,NA
Gibasis pellucida,herb,trailing,NA,NA,NA,NA,NA,NA
Murdannia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Murdannia graminea,herb,erect,NA,perennial,NA,NA,NA,NA
Murdannia keisak,herb,NA,NA,perennial,NA,NA,NA,NA
Pollia,herb,NA,NA,perennial,NA,NA,NA,NA
Pollia crispata,herb,NA,NA,perennial,NA,NA,NA,NA
Tradescantia,herb,NA,NA,perennial,NA,NA,NA,NA
Tradescantia cerinthoides,herb,prostrate,NA,perennial,NA,NA,NA,NA
Tradescantia fluminensis,herb,NA,NA,perennial,NA,NA,NA,NA
Tradescantia pallida,herb,trailing,NA,NA,NA,NA,NA,NA
Tradescantia spathacea,herb,erect,NA,perennial,NA,NA,NA,NA
Tradescantia zebrina,herb,NA,NA,NA,NA,NA,NA,NA
Convolvulaceae,shrub herb climber,NA,NA,NA,NA,NA,NA,NA
Bonamia,subshrub climber_vine,erect trailing twining,NA,perennial,NA,NA,NA,NA
Bonamia media,climber_vine,trailing,NA,perennial,NA,NA,NA,NA
Calystegia,herb,trailing twining,NA,perennial,NA,NA,NA,NA
Calystegia affinis,climber_vine,NA,NA,perennial,NA,NA,NA,NA
Calystegia marginata,NA,twining,NA,perennial,NA,NA,NA,NA
Calystegia sepium,NA,twining,NA,perennial,NA,NA,NA,NA
Calystegia sepium subsp. roseata,NA,twining,NA,perennial,NA,NA,NA,NA
Calystegia silvatica,NA,twining,NA,perennial,NA,NA,NA,NA
Calystegia soldanella,NA,trailing,NA,perennial,NA,NA,NA,NA
Convolvulus,herb,trailing twining,NA,annual perennial,NA,NA,NA,NA
Convolvulus angustissimus,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus arvensis,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus clementii,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus crispifolius,NA,trailing,NA,perennial,NA,NA,NA,NA
Convolvulus erubescens,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus farinosus,herb,prostrate twining,NA,perennial,NA,NA,NA,NA
Convolvulus graminetinus,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus microsepalus,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus recurvatus,NA,NA,NA,NA,NA,NA,NA,NA
Convolvulus recurvatus subsp. recurvatus,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus remotus,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Convolvulus tedmoorei,NA,trailing,NA,perennial,NA,NA,NA,NA
Convolvulus wimmerensis,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Cressa,subshrub,erect,NA,perennial,NA,NA,NA,NA
Cressa australis,NA,NA,NA,perennial,NA,NA,NA,NA
Cuscuta,NA,twining,parasitic,annual,NA,NA,NA,NA
Cuscuta australis,climber,twining,parasitic,NA,NA,NA,NA,NA
Cuscuta campestris,climber,twining,parasitic,NA,NA,NA,NA,NA
Cuscuta epithymum,climber,twining,parasitic,NA,NA,NA,NA,NA
Cuscuta suaveolens,climber,twining,parasitic,NA,NA,NA,NA,NA
Cuscuta tasmanica,climber,twining,parasitic,NA,NA,NA,NA,NA
Cuscuta victoriana,climber,twining,parasitic,NA,NA,NA,NA,NA
Dichondra,herb,NA,NA,perennial,NA,NA,NA,NA
Dichondra repens,herb,NA,NA,perennial,NA,NA,NA,NA
Dichondra sp. Inglewood (J.M.Dalby 86/93),herb,NA,NA,perennial,NA,NA,NA,NA
Duperreya,NA,twining,NA,perennial,NA,NA,NA,NA
Duperreya halfordii,NA,twining,NA,perennial,NA,NA,NA,NA
Evolvulus,subshrub herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Evolvulus alsinoides,subshrub herb,NA,NA,perennial,NA,NA,NA,NA
Evolvulus alsinoides var. decumbens,NA,NA,NA,NA,NA,NA,NA,NA
Evolvulus alsinoides var. villosicalyx,subshrub herb,NA,NA,perennial,NA,NA,NA,NA
Ipomoea,shrub herb,erect trailing twining,NA,annual perennial,NA,NA,NA,NA
Ipomoea alba,NA,twining,NA,perennial,NA,NA,NA,NA
Ipomoea brasiliensis,NA,trailing,NA,perennial,NA,NA,NA,NA
Ipomoea cairica,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Ipomoea diamantinensis,NA,trailing,NA,annual,NA,NA,NA,NA
Ipomoea fimbriosepala,NA,twining,NA,annual,NA,NA,NA,NA
Ipomoea hederifolia,NA,twining,NA,annual,NA,NA,NA,NA
Ipomoea indica,NA,twining,NA,perennial,NA,NA,NA,NA
Ipomoea lonchophylla,NA,trailing twining,NA,annual,NA,NA,NA,NA
Ipomoea plebeia,NA,twining,NA,annual,NA,NA,NA,NA
Ipomoea polymorpha,NA,prostrate,NA,annual,NA,NA,NA,NA
Ipomoea purpurea,NA,twining,NA,annual,NA,NA,NA,NA
Ipomoea quamoclit,NA,twining,NA,annual,NA,NA,NA,NA
Ipomoea wightii,NA,prostrate twining,NA,perennial,NA,NA,NA,NA
Ipomoea wightii var. wightii,NA,prostrate twining,NA,perennial,NA,NA,NA,NA
Polymeria,NA,erect trailing twining,NA,perennial,NA,NA,NA,NA
Polymeria calycina,NA,trailing twining,NA,perennial,NA,NA,NA,NA
Polymeria longifolia,NA,erect,NA,perennial,NA,NA,NA,NA
Polymeria pusilla,NA,trailing,NA,perennial,NA,NA,NA,NA
Wilsonia,subshrub,prostrate,NA,perennial,NA,NA,NA,NA
Wilsonia backhousei,subshrub,procumbent,NA,perennial,NA,NA,NA,NA
Wilsonia rotundifolia,subshrub,prostrate,NA,perennial,NA,NA,NA,NA
Cornaceae,tree shrub,NA,NA,NA,NA,NA,NA,NA
Alangium,tree shrub,NA,NA,NA,NA,NA,NA,NA
Alangium villosum,tree,NA,NA,NA,NA,NA,NA,NA
Alangium villosum subsp. polyosmoides,tree,NA,NA,NA,NA,NA,NA,NA
Corynocarpaceae,tree shrub,NA,NA,NA,NA,NA,NA,NA
Corynocarpus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Corynocarpus rupestris,shrub,NA,NA,NA,NA,NA,NA,NA
Corynocarpus rupestris subsp. arborescens,shrub,NA,NA,NA,NA,NA,NA,NA
Corynocarpus rupestris subsp. rupestris,NA,NA,NA,NA,NA,NA,NA,NA
Crassulaceae,shrub herb,NA,NA,NA,NA,NA,NA,NA
Bryophyllum,shrub herb,erect,NA,perennial,NA,NA,NA,woody_base
Bryophyllum daigremontianum,NA,NA,NA,NA,NA,NA,NA,NA
Bryophyllum delagoense,herb,erect,NA,NA,NA,NA,NA,NA
Bryophyllum pinnatum,shrub,NA,NA,NA,NA,NA,NA,NA
Bryophyllum proliferum,shrub,NA,NA,NA,NA,NA,NA,NA
Bryophyllum x houghtonii,NA,NA,NA,NA,NA,NA,NA,NA
Cotyledon,shrub,NA,NA,perennial,NA,NA,NA,NA
Cotyledon orbiculata,shrub,erect,NA,NA,NA,NA,NA,NA
Crassula,NA,prostrate decumbent,NA,annual perennial,NA,NA,NA,NA
Crassula colligata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula colligata subsp. colligata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula colorata,NA,erect,NA,annual,NA,NA,NA,NA
Crassula colorata var. acuminata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula colorata var. colorata,NA,erect,NA,annual,NA,NA,NA,NA
Crassula decumbens,NA,erect decumbent,NA,annual,NA,NA,NA,NA
Crassula decumbens var. decumbens,NA,erect decumbent,NA,annual,NA,NA,NA,NA
Crassula ericoides,NA,NA,NA,NA,NA,NA,NA,NA
Crassula helmsii,NA,decumbent,NA,annual,NA,NA,NA,NA
Crassula multicava,NA,decumbent,NA,perennial,NA,NA,NA,NA
Crassula peduncularis,NA,decumbent,NA,annual,NA,NA,NA,NA
Crassula sarmentosa,NA,prostrate,NA,perennial,NA,NA,NA,NA
Crassula sarmentosa var. sarmentosa,NA,prostrate,NA,perennial,NA,NA,NA,NA
Crassula sieberiana,NA,erect decumbent,NA,annual perennial,NA,NA,NA,NA
Crassula spathulata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula tetragona,NA,erect,NA,perennial,NA,NA,NA,NA
Crassula tetragona subsp. robusta,NA,erect,NA,perennial,NA,NA,NA,NA
Crassula tetramera,NA,NA,NA,NA,NA,NA,NA,NA
Kalanchoe,shrub herb,erect,NA,perennial,NA,NA,NA,woody_base
Kalanchoe longiflora,subshrub,decumbent,NA,NA,NA,NA,NA,NA
Sedum,shrub herb,decumbent mat_forming,NA,perennial,NA,NA,NA,NA
Sedum acre,herb,mat_forming,NA,NA,NA,NA,NA,NA
Sedum album,shrub,tufted,NA,NA,NA,NA,NA,NA
Sedum caespitosum,herb,erect,NA,annual,NA,NA,NA,NA
Sedum praealtum,shrub,erect decumbent trailing,NA,NA,NA,NA,NA,NA
Sedum rupestre,shrub,procumbent,NA,NA,NA,NA,NA,NA
Cucurbitaceae,herb,trailing,NA,NA,NA,NA,NA,NA
Austrobryonia,herb,NA,NA,NA,NA,NA,monoecious,NA
Austrobryonia micrantha,herb,NA,NA,perennial,NA,NA,NA,NA
Citrullus,NA,NA,NA,annual,NA,NA,NA,NA
Citrullus amarus,NA,NA,NA,annual,NA,NA,NA,NA
Citrullus colocynthis,herb,trailing,NA,perennial,NA,NA,NA,NA
Cucumis,herb,trailing,NA,annual perennial,NA,NA,NA,NA
Cucumis althaeoides,herb,trailing,NA,perennial,NA,NA,monoecious,NA
Cucumis anguria,NA,NA,NA,annual,NA,NA,NA,NA
Cucumis anguria var. anguria,NA,NA,NA,annual,NA,NA,NA,NA
Cucumis dipsaceus,NA,trailing,NA,annual,NA,NA,NA,NA
Cucumis melo,NA,NA,NA,annual,NA,NA,NA,NA
Cucumis metuliferus,climber_vine,trailing,NA,NA,NA,NA,NA,NA
Cucumis myriocarpus,NA,NA,NA,NA,NA,NA,NA,NA
Cucumis myriocarpus subsp. myriocarpus,NA,NA,NA,annual,NA,NA,NA,NA
Cucumis picrocarpus,NA,NA,NA,NA,NA,NA,NA,NA
Cucumis zeyheri,herb,trailing,NA,NA,NA,NA,NA,NA
Cucurbita,NA,trailing,NA,NA,NA,NA,monoecious,NA
Cucurbita maxima,herb,NA,NA,NA,NA,NA,NA,NA
Diplocyclos,herb,trailing,NA,NA,NA,NA,NA,NA
Diplocyclos palmatus,herb,NA,NA,perennial,NA,NA,NA,NA
Ecballium,herb,trailing,NA,perennial,NA,NA,monoecious,NA
Ecballium elaterium,herb,trailing,NA,perennial,NA,NA,NA,NA
Lagenaria,herb,trailing,NA,annual,NA,NA,monoecious,NA
Lagenaria siceraria,NA,NA,NA,NA,NA,NA,NA,NA
Momordica,climber,NA,NA,NA,NA,NA,dioecious monoecious,NA
Momordica balsamina,herb,trailing,NA,annual perennial,NA,NA,NA,NA
Momordica charantia,herb,trailing,NA,annual,NA,NA,NA,NA
Neoachmandra,climber,NA,NA,annual,NA,NA,NA,NA
Neoachmandra cunninghamii,climber,NA,NA,NA,NA,NA,NA,NA
Sechium,climber,NA,NA,perennial,NA,NA,monoecious,NA
Sechium edule,NA,trailing,NA,NA,NA,NA,NA,NA
Sicyos,herb,trailing,NA,annual,NA,NA,monoecious,NA
Sicyos australis,herb,NA,NA,NA,NA,NA,NA,NA
Trichosanthes,herb,NA,NA,annual perennial,NA,NA,dioecious monoecious,NA
Trichosanthes subvelutina,climber,NA,NA,NA,NA,NA,NA,NA
Cunoniaceae,tree shrub climber,NA,NA,NA,NA,NA,NA,NA
Ackama,tree,NA,NA,NA,NA,NA,NA,NA
Ackama paniculosa,tree,NA,NA,NA,NA,NA,NA,NA
Acrophyllum,shrub,NA,NA,NA,NA,NA,NA,NA
Acrophyllum australe,shrub,NA,NA,NA,NA,NA,NA,NA
Bauera,shrub,NA,NA,NA,NA,NA,NA,NA
Bauera capitata,shrub,NA,NA,NA,NA,NA,NA,NA
Bauera microphylla,shrub,trailing,NA,NA,NA,NA,NA,NA
Bauera rubioides,shrub,scrambling,NA,NA,NA,NA,NA,NA
Callicoma,tree shrub,NA,NA,NA,NA,NA,NA,NA
Callicoma serratifolia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Ceratopetalum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Ceratopetalum apetalum,tree,NA,NA,NA,NA,NA,NA,NA
Ceratopetalum gummiferum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Davidsonia,tree,NA,NA,NA,NA,NA,NA,NA
Davidsonia jerseyana,tree,tufted,NA,NA,NA,NA,NA,NA
Davidsonia johnsonii,tree,bushy,NA,NA,NA,NA,NA,NA
Eucryphia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Eucryphia jinksii,tree,NA,NA,NA,NA,NA,NA,NA
Eucryphia moorei,tree shrub,NA,NA,NA,NA,NA,NA,NA
Karrabina,tree,NA,NA,NA,NA,NA,NA,NA
Karrabina benthamiana,tree,NA,NA,NA,NA,NA,NA,NA
Pseudoweinmannia,tree,NA,NA,NA,NA,NA,NA,NA
Pseudoweinmannia lachnocarpa,tree,NA,NA,NA,NA,NA,NA,NA
Schizomeria,tree,NA,NA,NA,NA,NA,NA,NA
Schizomeria ovata,tree,NA,NA,NA,NA,NA,NA,NA
Vesselowskya,tree shrub,NA,NA,NA,NA,NA,NA,NA
Vesselowskya rubifolia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Vesselowskya venusta,tree shrub,NA,NA,NA,NA,NA,NA,NA
Cupressaceae,tree shrub,prostrate erect,NA,NA,NA,NA,NA,NA
Callitris,tree shrub,erect spreading,NA,NA,NA,NA,NA,NA
Callitris baileyi,tree,NA,NA,NA,NA,NA,NA,NA
Callitris columellaris,tree,erect spreading,NA,NA,NA,NA,NA,NA
Callitris endlicheri,tree,erect spreading,NA,NA,NA,NA,NA,NA
Callitris glaucophylla,tree,NA,NA,NA,NA,NA,NA,NA
Callitris gracilis,tree,NA,NA,NA,NA,NA,NA,NA
Callitris gracilis subsp. gracilis,tree,NA,NA,NA,NA,NA,NA,NA
Callitris gracilis subsp. murrayensis,tree,NA,NA,NA,NA,NA,NA,NA
Callitris macleayana,tree,spreading,NA,NA,NA,NA,NA,NA
Callitris monticola,shrub,erect bushy,NA,NA,NA,NA,NA,NA
Callitris muelleri,tree shrub,erect,NA,NA,NA,NA,NA,NA
Callitris oblonga,tree shrub,NA,NA,NA,NA,NA,NA,NA
Callitris oblonga subsp. corangensis,tree shrub,NA,NA,NA,NA,NA,NA,NA
Callitris oblonga subsp. parva,tree,NA,NA,NA,NA,NA,NA,NA
Callitris rhomboidea,tree shrub,spreading,NA,NA,NA,NA,NA,NA
Callitris verrucosa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Chamaecyparis lawsoniana,tree,NA,NA,NA,NA,NA,NA,NA
Cupressus,NA,NA,NA,NA,NA,NA,NA,NA
Cupressus arizonica var. arizonica,NA,NA,NA,NA,NA,NA,NA,NA
Cupressus lusitanica,tree,NA,NA,NA,NA,NA,NA,NA
Juniperus,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus conferta,NA,NA,NA,NA,NA,NA,NA,NA
Cyatheaceae,fern,NA,NA,NA,NA,terrestrial,NA,NA
Cyathea,tree fern,erect,NA,NA,NA,NA,NA,NA
Cyathea australis,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea brevipinna,NA,dense,NA,NA,NA,NA,NA,NA
Cyathea cooperi,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea howeana,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea leichhardtiana,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea macarthurii,NA,NA,NA,NA,NA,NA,NA,NA
Cyathea robusta,NA,NA,NA,NA,NA,NA,NA,NA
Cymodoceaceae,aquatic_submerged,NA,NA,perennial,rhizome,marine,dioecious,NA
Halodule,aquatic_submerged,NA,NA,perennial,rhizome,marine,NA,NA
Halodule uninervis,aquatic_submerged,NA,NA,perennial,rhizome,marine,NA,NA
Cyperaceae,herb,stoloniferous tufted,NA,annual perennial,rhizome stolon,NA,NA,NA
Abildgaardia,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Abildgaardia ovata,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Anthelepis,tussock,erect compact,NA,short_lived_perennial annual,NA,NA,NA,NA
Anthelepis paludosa,NA,tufted,NA,short_lived_perennial annual,rhizome,NA,NA,NA
Bolboschoenus,NA,NA,NA,perennial,rhizome,NA,NA,woody_root
Bolboschoenus caldwellii,NA,NA,NA,perennial,rhizome,NA,NA,NA
Bolboschoenus fluviatilis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Bolboschoenus medianus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Bolboschoenus robustus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Bulbostylis,NA,tufted,NA,annual perennial,NA,NA,NA,NA
Bulbostylis barbata,NA,tufted,NA,annual,NA,NA,NA,NA
Bulbostylis densa,NA,tufted,NA,annual,NA,NA,NA,NA
Bulbostylis pyriformis,NA,tufted,NA,annual,NA,NA,NA,NA
Bulbostylis striatella,NA,tufted,NA,short_lived_perennial annual,NA,NA,NA,NA
Carex,herb,tufted,NA,perennial,rhizome,NA,dioecious monoecious,NA
Carex appressa,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex archeri,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex arenaria,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex austrocompacta,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carex austrosulcata,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carex austrotenella,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carex bichenoviana,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex blakei,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex breviculmis,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex brownii,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex brunnea,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex buxbaumii,NA,tufted,NA,NA,NA,NA,NA,NA
Carex canescens,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex capillacea,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex cephalotes,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex chlorantha,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex debilior,NA,tufted,NA,perennial,NA,NA,NA,NA
Carex declinata,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex disticha,NA,NA,NA,perennial,rhizome,NA,NA,NA
Carex divisa,NA,NA,NA,NA,NA,NA,NA,NA
Carex divulsa,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex echinata,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex fascicularis,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex flaccida,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carex gaudichaudiana,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex hebes,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex hubbardii,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex hypandra,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex incomitata,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex inversa,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex iynx,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex jackiana,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex klaphakei,NA,NA,NA,perennial,rhizome,NA,NA,NA
Carex leporina,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex lobolepis,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex longebrachiata,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex lophocarpa,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex maculata,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex nemoralis,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA
Carex parvispica,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carex polyantha,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex pumila,NA,NA,NA,NA,rhizome,NA,NA,NA
Carex raleighii,NA,tufted,NA,perennial,NA,NA,NA,NA
Carex tereticaulis,NA,NA,NA,NA,rhizome,NA,NA,NA
Carpha,herb,NA,NA,perennial,rhizome,NA,NA,NA
Carpha alpina,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Carpha nivicola,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Caustis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis blakei,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis blakei subsp. blakei,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis flexuosa,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis pentandra,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis recurvata,NA,NA,NA,perennial,rhizome,NA,NA,NA
Caustis recurvata var. hirsuta,NA,NA,NA,NA,NA,NA,NA,NA
Caustis recurvata var. recurvata,NA,NA,NA,NA,NA,NA,NA,NA
Chaetospora,tussock,erect dense,NA,perennial,rhizome,NA,NA,NA
Chaetospora turbinata,NA,tufted,NA,perennial,NA,NA,NA,NA
Chorizandra,NA,NA,NA,perennial,rhizome,NA,NA,NA
Chorizandra cymbaria,NA,NA,NA,perennial,rhizome,NA,NA,NA
Chorizandra sphaerocephala,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cladium,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cladium procerum,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyathochaeta,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyathochaeta diandra,NA,tufted,NA,perennial,NA,NA,NA,NA
Cyperus,herb,tufted,NA,annual perennial,rhizome,NA,NA,NA
Cyperus aggregatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus albostriatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus alterniflorus,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus aquatilis,NA,tufted,NA,annual,NA,NA,NA,NA
Cyperus betchei,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus betchei subsp. betchei,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus bifax,NA,NA,NA,perennial,rhizome,NA,NA,woody_root
Cyperus bowmannii,NA,tufted,NA,perennial,NA,NA,NA,NA
Cyperus bracheilema,NA,stoloniferous,NA,perennial,stolon,NA,NA,NA
Cyperus brevifolius,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus bulbosus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus castaneus,NA,tufted,NA,annual,NA,NA,NA,NA
Cyperus clarus,NA,tufted,NA,perennial,NA,NA,NA,NA
Cyperus compressus,NA,tufted,NA,annual,NA,NA,NA,NA
Cyperus concinnus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus congestus,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA
Cyperus conicus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus curvistylis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus cyperoides,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus dactylotes,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus dietrichiae,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus dietrichiae var. brevibracteatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus difformis,NA,tufted,NA,annual,NA,NA,NA,NA
Cyperus disjunctus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus dubius,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus eglobosus,NA,tufted,NA,perennial,NA,NA,NA,NA
Cyperus enervis,NA,tufted,NA,perennial,NA,NA,NA,NA
Cyperus eragrostis,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus esculentus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus exaltatus,tussock,NA,NA,perennial,NA,NA,NA,NA
Cyperus filipes,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Cyperus flaccidus,NA,tufted,NA,annual,NA,NA,NA,NA
Cyperus flavescens,NA,tufted,NA,annual,NA,NA,NA,NA
