item_ID,ITEM_ACTION_ID,TRIALID,trait,STARTDATE,DURATION,detailed_description,trait_2,value_numeric,units,value_2,units_2,treatment_3,value_3,unts_3,unts_2,value_categorical,value,species_name,gathering_date,site_name,site_name_shorter,locality,collector,latitude (deg),longitude (deg)
1195478,1417974,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 16, Wt of sample: 0.6183, Total wt: 3.8644",TSW,38.6438,gm,,NA,,,,,NA,38.6438,Hovea pannosa  ,12/7/1988,site_at_-27.6167_degS_and_152.7833_degE,site_at_-27.6167_degS_and_152.7833_degE,"Ipswich, Bundamba, end of Barclay Street.","Bird, L.",-27.6167,152.7833
1196214,1417975,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 92, Wt of sample: 0.3263, Total wt: 0.3263",TSW,3.5467,gm,,NA,,,,,NA,3.5467,Pimelea spectabilis  ,9/22/1983,site_at_-32.2833_degS_and_116.2_degE,site_at_-32.2833_degS_and_116.2_degE,41 km NW of North Bannister along Albany Highway.,"Taylor, J.M.",-32.2833,116.2
1197824,1417982,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 61, Wt of sample: 1.018, Total wt: 1.018",TSW,16.6885,gm,,NA,,,,,NA,16.6885,Bossiaea heterophylla  ,11/11/1988,site_at_-37.8833_degS_and_147.3_degE,site_at_-37.8833_degS_and_147.3_degE,"Railway line c. 1 km NNE of Perry River, c. 2 km ESE of Fernbank.","Davies, F.E.",-37.8833,147.3
1206406,1417995,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.3476, Total wt: 1.9373",TSW,13.476,gm,,NA,,,,,NA,13.476,Acacia chrysotricha  ,NA,without locality,without locality,without locality,Unspecified collector of live material,NA,NA
1206925,1417999,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2418, Total wt: 1.1669",TSW,2.418,gm,,NA,,,,,NA,2.418,Ranunculus graniticola  ,1/9/1979,site_at_-35.5333_degS_and_148.7667_degE,site_at_-35.5333_degS_and_148.7667_degE,Brindabella Range Mt Ginini.,"Woollcott, T.E.",-35.5333,148.7667
1207036,1418000,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0096, Total wt: 1.54",TSW,0.096,gm,,NA,,,,,NA,0.096,Leptospermum incanum  ,9/8/1983,site_at_-33.4667_degS_and_123.45_degE,site_at_-33.4667_degS_and_123.45_degE,"Mt Ragged, foot track near camp site.","Taylor, J.M.",-33.4667,123.45
1209202,1418013,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 36, Wt of sample: 0.0084, Total wt: 0.0084",TSW,0.2333,gm,,NA,,,,,NA,0.2333,Kunzea pulchella  ,10/23/1991,site_at_-32.6833_degS_and_149.1_degE,site_at_-32.6833_degS_and_149.1_degE,CULTIVATED Burrendong Arboretum.,"Hadlow, B.",-32.6833,149.1
1210692,1418018,NA,Seed Sample,17-NOV-09,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0114, Total wt: 0.4313",TSW,0.114,gm,,NA,,,,,NA,0.114,Eucalyptus populnea subsp. bimbil,3/1/1988,site_at_-33.9667_degS_and_146.1167_degE,site_at_-33.9667_degS_and_146.1167_degE,"Between Griffith and Rankins Springs, at turnoff to Pulletop Nature Reserve.","Canning, E.M.",-33.9667,146.1167
1283347,1418186,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2043, Total wt: 0.4363",TSW,2.043,gm,,NA,,,,,NA,2.043,Pultenaea villosa  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1283698,1418188,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.0348, Total wt: 1.0483",TSW,10.348,gm,,NA,,,,,NA,10.348,Platylobium formosum  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1283768,1418189,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.344, Total wt: 0.4165",TSW,3.44,gm,,NA,,,,,NA,3.44,Gompholobium grandiflorum  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1284090,1418194,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3979, Total wt: 0.3988",TSW,3.979,gm,,NA,,,,,NA,3.979,Gompholobium virgatum  ,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1284122,1418195,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 35, Wt of sample: 0.1221, Total wt: 0.1221",TSW,3.4886,gm,,NA,,,,,NA,3.4886,Pultenaea capitellata  ,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1284741,1418205,NA,Seed Sample,08-JAN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.6145, Total wt: 2.763",TSW,16.145,gm,,NA,,,,,NA,16.145,Banksia spinulosa var. spinulosa,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1285104,1418208,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0812, Total wt: 2.48719",TSW,0.812,gm,,NA,,,,,NA,0.812,Patersonia sericea var. sericea,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1285392,1418211,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 83, Wt of sample: 0.2539, Total wt: 0.2539",TSW,3.059,gm,,NA,,,,,NA,3.059,Pultenaea whiteana  ,12/8/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; Section 219.","Fethers, S.",-35.2833,149.1167
1285397,1418212,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 14, Wt of sample: 0.0225, Total wt: 0.0225",TSW,1.6071,gm,,NA,,,,,NA,1.6071,Pultenaea altissima  ,12/8/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; Section 55.","Fethers, S.",-35.2833,149.1167
1285457,1418216,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 40, Wt of sample: 0.1471, Total wt: 0.1471",TSW,3.6775,gm,,NA,,,,,NA,3.6775,Acacia menzelii  ,12/8/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; Section 46.","Fethers, S.",-35.2833,149.1167
1285942,1418225,NA,Seed Sample,20-FEB-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0925, Total wt: 0.20023",TSW,0.925,gm,,NA,,,,,NA,0.925,Diplaspis nivis  ,1/23/2007,site_at_-36.4558_degS_and_148.2672_degE,site_at_-36.4558_degS_and_148.2672_degE,"Kosciuszko National Park; 250 m along Kosciuszko Summit walking track, in drain beside path.","Perring, A.",-36.4558,148.2672
1285967,1418228,NA,Seed Sample,29-MAR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.152, Total wt: 0.85",TSW,1.52,gm,,NA,,,,,NA,1.52,Leucochrysum alpinum  ,2/1/2007,site_at_-36.4053_degS_and_148.3058_degE,site_at_-36.4053_degS_and_148.3058_degE,Kosciuszko National Park; c. 350 m N of Blue Lake and Main Range track junction.,"McAuliffe, J.",-36.4053,148.3058
1286025,1418232,NA,Seed Sample,27-MAR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.105, Total wt: 0.245",TSW,1.05,gm,,NA,,,,,NA,1.05,Leucochrysum alpinum  ,1/23/2007,site_at_-36.4558_degS_and_148.2633_degE,site_at_-36.4558_degS_and_148.2633_degE,Kosciuszko National Park; Mt Kosciuszko summit area.,"Perring, A.",-36.4558,148.2633
1286426,1418260,NA,Seed Sample,05-APR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.026, Total wt: 0.026",TSW,0.26,gm,,NA,,,,,NA,0.26,Cotula alpina  ,3/5/2007,site_at_-36.4583_degS_and_148.2969_degE,site_at_-36.4583_degS_and_148.2969_degE,"Kosciuszko National Park, IBRA region AA. 3.5 km N of Rawson Pass towards Charlottes Pass on The Summit walk, near the Merritts Creek bridge on the Charlottes Pass side.","McAuliffe, J.",-36.4583,148.2969
1286540,1418264,NA,Seed Sample,23-MAR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 70, Wt of sample: 0.272, Total wt:",TSW,3.8857,gm,,NA,,,,,NA,3.8857,Geranium potentilloides var. potentilloides,3/8/2007,site_at_-36.3811_degS_and_148.3975_degE,site_at_-36.3811_degS_and_148.3975_degE,"Kosciuszko National Park, IBRA region AA; Mt Blue Cow, along the ski slope 20 m NE of Summit chair lift.","McAuliffe, J.",-36.381100000000004,148.3975
1287360,1418278,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3759, Total wt: 3.5219",TSW,3.759,gm,,NA,,,,,NA,3.759,Prostanthera magnifica  ,9/15/1968,site_at_-28.5_degS_and_115.5833_degE,site_at_-28.5_degS_and_115.5833_degE,6 miles 9.5 km from Mullewa towards Pindar.,"Burns, C.A.",-28.5,115.5833
1287813,1418296,NA,Seed Sample,11-MAY-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.028, Total wt: 0.112",TSW,0.28,gm,,NA,,,,,NA,0.28,Stellaria graminea  ,2/22/2007,site_at_-36.4097_degS_and_148.3056_degE,site_at_-36.4097_degS_and_148.3056_degE,"Kosciuszko National Park; on track from Charlottes Pass to Blue Lake, on right hand side in drainage line on last hillside before reaching Blue Lake / Main Range track.","McAuliffe, J.",-36.4097,148.3056
1288012,1418307,NA,Seed Sample,11-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.7409, Total wt: 1.5112",TSW,7.409,gm,,NA,,,,,NA,7.409,Acacia pulchella var. pulchella,12/18/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; section 100.","Donaldson, S.R.",-35.2833,149.1167
1288250,1418334,NA,Seed Sample,05-APR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.467, Total wt: 2.92",TSW,4.67,gm,,NA,,,,,NA,4.67,Uncinia sulcata  ,3/7/2007,site_at_-36.4386_degS_and_148.2708_degE,site_at_-36.4386_degS_and_148.2708_degE,"Kosciuszko National Park; 2.1 km N of Mt Kosciuszko summit, on Main Range track.","Perring, A.",-36.4386,148.2708
1288354,1418339,NA,Seed Sample,29-MAR-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.25, Total wt: 4.5",TSW,2.5,gm,,NA,,,,,NA,2.5,Chionochloa frigida  ,2/14/2007,site_at_-36.4347_degS_and_148.3225_degE,site_at_-36.4347_degS_and_148.3225_degE,"Kosciuszko National Park, along the Charlottes Pass to Rawsons Pass road about 400 m from the Charlottes Pass gate, at the edge of the N side of the road.","Hadobas, H.",-36.4347,148.3225
1288911,1418348,NA,Seed Sample,06-JUN-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.015, Total wt: 4.004",TSW,0.15,gm,,NA,,,,,NA,0.15,Juncus falcatus  ,3/29/2007,site_at_-36.4097_degS_and_148.3056_degE,site_at_-36.4097_degS_and_148.3056_degE,"Kosciuszko National Park, IBRA region AA; on the W (left) side of the Blue Lake walking track on the hillside immediately S of the Blue Lake and Main Range tracks junction.","McAuliffe, J.",-36.4097,148.3056
1289894,1418350,NA,Seed Sample,10-AUG-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 48, Wt of sample: 1.3306, Total wt: 1.331",TSW,27.7208,gm,,NA,,,,,NA,27.7208,Psychotria poliostemma  ,6/10/1977,site_at_-23.1833_degS_and_150.8_degE,site_at_-23.1833_degS_and_150.8_degE,"Bluff Point, 8 km SE of Yeppoon.","Telford, I.R.",-23.1833,150.8
1293228,1418355,NA,Seed Sample,11-MAY-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.041, Total wt: 0.92",TSW,0.41,gm,,NA,,,,,NA,0.41,Carex   ,3/28/2007,site_at_-36.4439_degS_and_148.2708_degE,site_at_-36.4439_degS_and_148.2708_degE,"Kosciuszko National Park, IBRA region AA; 1.3 km due N from Rawson Pass (GPS); slightly down the eastern slope from the Main Range walking track.","McAuliffe, J.",-36.4439,148.2708
1295639,1418356,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1654, Total wt: 0.585",TSW,1.654,gm,,NA,,,,,NA,1.654,Murdannia graminea  ,5/30/1977,site_at_-24.75_degS_and_152.1833_degE,site_at_-24.75_degS_and_152.1833_degE,"20 km NW of Bundaberg, Moorland.","Crisp, M.D.",-24.75,152.1833
1303517,1418362,NA,Seed Sample,18-MAR-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.5476, Total wt: 2.1656",TSW,5.476,gm,,NA,,,,,NA,5.476,Bossiaea bracteosa  ,2/22/2008,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra, Section 47","Fethers, S.",-35.2833,149.1167
1304107,1418364,NA,Seed Sample,08-JAN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.6874, Total wt: 5.7879",TSW,6.874,gm,,NA,,,,,NA,6.874,Dodonaea procumbens  ,12/5/2007,site_at_-35.97_degS_and_149.1417_degE,site_at_-35.97_degS_and_149.1417_degE,"Monaro Grasslands, 1 km S of Bredbo along the Monaro Highway.","Fethers, S.",-35.97,149.1417
1304282,1418367,NA,Seed Sample,19-FEB-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.8385, Total wt: 91.8147",TSW,18.385,gm,,NA,,,,,NA,18.385,Xanthorrhoea johnsonii  ,1/16/2008,site_at_-28.3167_degS_and_153.3833_degE,site_at_-28.3167_degS_and_153.3833_degE,Murwillumbah,"Fethers, S.",-28.3167,153.3833
1305219,1418372,NA,Seed Sample,30-OCT-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.45879, Total wt: 0.5073",TSW,4.5879,gm,,NA,,,,,NA,4.5879,Themeda triandra  ,9/26/1989,site_at_-35.2667_degS_and_149.1_degE,site_at_-35.2667_degS_and_149.1_degE,Outside Australian National Botanic Gardens boundary fence between ANBG and CSIRO.,"Mallinson, D.",-35.2667,149.1
1306921,1418378,NA,Seed Sample,15-JAN-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.4532, Total wt: 5.715",TSW,4.532,gm,,NA,,,,,NA,4.532,Callitris oblonga subsp. corangensis,10/18/2007,site_at_-35.2058_degS_and_150.0514_degE,site_at_-35.2058_degS_and_150.0514_degE,"Braidwood - Nerriga road, at crossing of Corang River near Kings Flat - Travelling Stock Reserve.","Fethers, S.",-35.2058,150.0514
1307575,1418380,NA,Seed Sample,18-MAR-08,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 9, Wt of sample: 0.0086, Total wt: 0.0086",TSW,0.9556,gm,,NA,,,,,NA,0.9556,Zieria obcordata  ,1/23/2008,site_at_-32.5167_degS_and_149.1_degE,site_at_-32.5167_degS_and_149.1_degE,About 16 km ENE of Wellington on Bulbudgeree station (3.3 km SE of Uungula Rd from Gulgong Rd then 0.8 km E on track).,"Carmen, P.",-32.5167,149.1
1212184,1418028,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.8792, Total wt: 3.6385",TSW,18.792,gm,,NA,,,,,NA,18.792,Acacia venulosa  ,1/20/1988,site_at_-36.0333_degS_and_147.8167_degE,site_at_-36.0333_degS_and_147.8167_degE,"Burrowa - Pine Mountain National Park, Pine Mountain, c. 500 m W of summit.","Davies, F.E.",-36.0333,147.8167
1217706,1418040,NA,Seed Sample,14-AUG-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.065, Total wt: 1.83",TSW,0.65,gm,,NA,,,,,NA,0.65,Eucalyptus fraseri subsp. fraseri,1/5/1979,site_at_-32.4333_degS_and_123.6167_degE,site_at_-32.4333_degS_and_123.6167_degE,8 km S of Balladonia motel along road to Mt Ragged.,"Crisp, M.D.",-32.4333,123.6167
1224250,1418045,NA,Seed Sample,13-MAY-05,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.8137, Total wt: 66.4",TSW,18.137,gm,,NA,,,,,NA,18.137,Polyscias elegans  ,5/7/2004,site_at_-31.245_degS_and_152.4642_degE,site_at_-31.245_degS_and_152.4642_degE,Willi Willi National Park. Hastings Forest Way.BANDA BANDA 9335-15 431490.,"Murray, W.",-31.245,152.4642
1225643,1418051,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3126, Total wt: 11.5261",TSW,3.126,gm,,NA,,,,,NA,3.126,Casuarina   ,1/16/2004,site_at_-35.2833_degS_and_150.1911_degE,site_at_-35.2833_degS_and_150.1911_degE,NE end of Monolith Valley.,"Taylor, D.A.",-35.2833,150.1911
1228086,1418054,NA,Seed Sample,02-JAN-06,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.056, Total wt: 1.467",TSW,0.56,gm,,NA,,,,,NA,0.56,Eucalyptus dumosa  ,8/31/2003,site_at_-34.5639_degS_and_141.0981_degE,site_at_-34.5639_degS_and_141.0981_degE,"2.7 km south from the junction of Taparoo road and Settlement road, on Settlement road, Murray Sunset National Park.","McAuliffe, J.",-34.5639,141.0981
1236575,1418066,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.441, Total wt: 0.636",TSW,4.41,gm,,NA,,,,,NA,4.41,Gompholobium latifolium  ,12/2/2004,site_at_-35.1439_degS_and_150.6733_degE,site_at_-35.1439_degS_and_150.6733_degE,"Booderee Botanic Gardens, across road from potting shed.","Pedersen, S.",-35.1439,150.6733
1245000,1418075,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.161, Total wt: 5.29",TSW,1.61,gm,,NA,,,,,NA,1.61,Trachymene composita var. composita,12/31/2004,site_at_-35.5589_degS_and_148.9906_degE,site_at_-35.5589_degS_and_148.9906_degE,"Booroomba Rocks, Namadgi National Park.","Purdie, R.W.",-35.5589,148.9906
1245021,1418076,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3551, Total wt: 17.4",TSW,3.551,gm,,NA,,,,,NA,3.551,Callitris oblonga subsp. corangensis,1/30/2005,site_at_-35.1739_degS_and_150.0281_degE,site_at_-35.1739_degS_and_150.0281_degE,"Corang River, near Oallen - Nerriga road crossing.","Purdie, R.W.",-35.1739,150.0281
1246687,1418077,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 34, Wt of sample: 0.6104, Total wt: 0.6104",TSW,17.9529,gm,,NA,,,,,NA,17.9529,Acacia brunioides subsp. brunioides,10/4/1973,site_at_-28.2167_degS_and_152.7_degE,site_at_-28.2167_degS_and_152.7_degE,"Mount Maroon, 36 km SW of Beaudesert.","Telford, I.R.",-28.2167,152.7
1248919,1418081,NA,Seed Sample,14-AUG-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 31, Wt of sample: 0.0135, Total wt: 0.014",TSW,0.4355,gm,,NA,,,,,NA,0.4355,Eucalyptus leucoxylon subsp. pruinosa,1/1/1987,site_at_-34.3667_degS_and_138.9_degE,site_at_-34.3667_degS_and_138.9_degE,"Orchard Bridge on Ross Creek, 3 km SW of Kapunda.","Crisp, M.D.",-34.3667,138.9
1253906,1418085,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 12, Wt of sample: 0.0589, Total wt: 0.0589",TSW,4.9083,gm,,NA,,,,,NA,4.9083,Calytrix desolata  ,11/28/1980,"CULTIVATED National Botanic Gardens, Canberra.","CULTIVATED National Botanic Gardens, Canberra.","CULTIVATED National Botanic Gardens, Canberra.","Verdon, D.",NA,NA
1254467,1418089,NA,Seed Sample,02-JAN-06,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 87, Wt of sample: 0.9558, Total wt: 0.956",TSW,10.9862,gm,,NA,,,,,NA,10.9862,Gossypium australe  ,6/21/2002,site_at_-23.2667_degS_and_144.1167_degE,site_at_-23.2667_degS_and_144.1167_degE,"23.2 km from Longreach on the Winton road, Landsborough Highway.","Zich, F.A.; Wang, B.",-23.2667,144.1167
1266023,1418111,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.9873, Total wt: 14.999",TSW,19.873,gm,,NA,,,,,NA,19.873,Homalanthus populifolius  ,12/4/1986,site_at_-28.4333_degS_and_152.5333_degE,site_at_-28.4333_degS_and_152.5333_degE,"c. 6 km along Back Creek Road from McIntoshs Road, c. 10 km SE of Woodenbong.","Beesley, P.",-28.4333,152.5333
1268886,1418116,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.362, Total wt: 1.0791",TSW,3.62,gm,,NA,,,,,NA,3.62,Acacia oxyclada  ,11/9/1979,site_at_-28.5333_degS_and_114.6167_degE,site_at_-28.5333_degS_and_114.6167_degE,25 km N of Geraldton.,ANBG,-28.5333,114.6167
1269097,1418118,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2305, Total wt: 0.3969",TSW,2.305,gm,,NA,,,,,NA,2.305,Dillwynia rudis  ,9/23/2005,site_at_-35.15_degS_and_150.65_degE,site_at_-35.15_degS_and_150.65_degE,"Booderee National Park, roundabout at Visitor Center, north west corner of roundabout.","Pedersen, S.",-35.15,150.65
1270534,1418121,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1239, Total wt: 0.1953",TSW,1.239,gm,,NA,,,,,NA,1.239,Keraudrenia integrifolia  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section np1 (nursery permanent pots), Canberra.","Donaldson, S.",-35.2833,149.1167
1275014,1418133,NA,Seed Sample,10-AUG-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.4701, Total wt: 1.36",TSW,4.701,gm,,NA,,,,,NA,4.701,Microcorys eremophiloides  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section np1 (nursery permanent pots), Canberra.","Donaldson, S.",-35.2833,149.1167
1275402,1418149,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 2.4361, Total wt: 38.636",TSW,24.361,gm,,NA,,,,,NA,24.361,Acacia genistifolia  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"Australian National Botanic Gardens, Section 185, Canberra.","Donaldson, S.",-35.2833,149.1167
1275473,1418152,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 25, Wt of sample: 0.3494, Total wt: 0.3494",TSW,13.976,gm,,NA,,,,,NA,13.976,Acacia pravifolia  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section 211, Canberra.","Donaldson, S.",-35.2833,149.1167
1278575,1418167,NA,Seed Sample,31-JUL-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 9.699, Total wt: 11.71",TSW,96.99,gm,,NA,,,,,NA,96.99,Brachychiton populneus  ,4/21/2006,site_at_-32.3333_degS_and_138.0333_degE,site_at_-32.3333_degS_and_138.0333_degE,CULTIVATED Main street of Quorn.,"Fethers, S.",-32.3333,138.0333
1278936,1418170,NA,Seed Sample,10-AUG-07,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1627, Total wt: 0.5549",TSW,1.627,gm,,NA,,,,,NA,1.627,Nothofagus gunnii  ,1998-05,site_at_-41.8333_degS_and_145.5333_degE,site_at_-41.8333_degS_and_145.5333_degE,Mount Read.,"Barnes, R.",-41.8333,145.5333
