item_ID,gathering_date,latitude (deg),longitude (deg),locality,collector,species_name,site_name,site_name_shorter
1437435,10/1/1979,-27.7167,114.3833,"Kalbarri National Park, 5 km NE of Junga Dam.","Crisp, M.D.",Calothamnus oldfieldii  ,site_at_-27.7167_degS_and_114.3833_degE,site_at_-27.7167_degS_and_114.3833_degE
1216742,1/4/1979,-31.8833,133.4,"Ca. 30 km NW of Ceduna, 2 km NW of Koonibba.","Crisp, M.D.",Austrostipa mollis  ,site_at_-31.8833_degS_and_133.4_degE,site_at_-31.8833_degS_and_133.4_degE
1437047,1/4/1979,-31.8833,133.4,"Ca. 30 km NW of Ceduna, 2 km NW of Koonibba.","Crisp, M.D.",Austrostipa mollis  ,site_at_-31.8833_degS_and_133.4_degE,site_at_-31.8833_degS_and_133.4_degE
1214864,1/5/1979,-32.9,123.5,64 km S of Balladonia along road to Mt Ragged.,"Crisp, M.D.",Eucalyptus terebra  ,site_at_-32.9_degS_and_123.5_degE,site_at_-32.9_degS_and_123.5_degE
1436696,6/30/1980,-35.8167,150.2167,"10 km S of Batemans Bay, near Rosedale.","Crisp, M.D.",Eucalyptus pilularis  ,site_at_-35.8167_degS_and_150.2167_degE,site_at_-35.8167_degS_and_150.2167_degE
1436697,6/30/1980,-35.8167,150.2167,"10 km S of Batemans Bay, near Rosedale.","Crisp, M.D.",Eucalyptus pilularis  ,site_at_-35.8167_degS_and_150.2167_degE,site_at_-35.8167_degS_and_150.2167_degE
1212476,1/5/1979,-33.4667,123.4667,Saddle at S end of Mt. Ragged (Tower Peak) Range.,"Crisp, M.D.",Eucalyptus uncinata  ,site_at_-33.4667_degS_and_123.4667_degE,site_at_-33.4667_degS_and_123.4667_degE
1213308,1/6/1979,-33.4667,123.4667,"Mt Ragged Range, 2.5 km S of Tower Peak.","Crisp, M.D.",Petrophile teretifolia  ,site_at_-33.4667_degS_and_123.4667_degE,site_at_-33.4667_degS_and_123.4667_degE
1150882,1992,-27.6,152.75,"Beryens Hill area, near Ipswich.","Donaldson, S.",Indigofera baileyi  ,site_at_-27.6_degS_and_152.75_degE,site_at_-27.6_degS_and_152.75_degE
1187248,3/15/1993,-53.1167,73.7267,c. 1.1 km SSE of Spit Bay Station.,"Donaldson, S.",Poa kerguelensis  ,site_at_-53.1167_degS_and_73.7267_degE,site_at_-53.1167_degS_and_73.7267_degE
1436282,1/28/1979,-33.1333,118.1667,13 km NE of Kukerin along road to Tarin Rock.,"Crisp, M.D.",Allocasuarina pinaster  ,site_at_-33.1333_degS_and_118.1667_degE,site_at_-33.1333_degS_and_118.1667_degE
1403958,1/29/1979,-32.5,119.4,"ca 50 km E of Hyden, 1 km N of Marble Rocks.","Crisp, M.D.",Eucalyptus leptopoda subsp. leptopoda,site_at_-32.5_degS_and_119.4_degE,site_at_-32.5_degS_and_119.4_degE
1342830,11/8/1984,-37.4333,146.3833,4.4 km from Mt. Skene on road to Licola.,"Crisp, M.D.",Eucalyptus kybeanensis  ,site_at_-37.4333_degS_and_146.3833_degE,site_at_-37.4333_degS_and_146.3833_degE
1437074,1/12/1979,-33.9167,120.0333,East Mt Barren.,"Crisp, M.D.",Leptospermum confertum  ,site_at_-33.9167_degS_and_120.0333_degE,site_at_-33.9167_degS_and_120.0333_degE
1382262,7/23/1980,-30.5333,117.3833,"34 km NNW of Koorda, 11 km SE of Kulja.","Crisp, M.D.",Eucalyptus leptopoda subsp. arctata,site_at_-30.5333_degS_and_117.3833_degE,site_at_-30.5333_degS_and_117.3833_degE
1245105,3/22/1977,NA,NA,CULTIVATED Canberra Botanic Gardens 71613 Position 25004.,"Cummings, D.J.",Persoonia mollis subsp. caleyi,CULTIVATED Canberra Botanic Gardens 71613 Position 25004.,CULTIVATED Canberra Botanic Gardens 71613 Position 25004.
1404042,1/31/1979,-31.1333,120.9333,"ca. 30 km SSW of Coolgardie, 3 km NW of Gnarlbine Rock, near sand mine.","Crisp, M.D.",Eucalyptus ovularis  ,site_at_-31.1333_degS_and_120.9333_degE,site_at_-31.1333_degS_and_120.9333_degE
1279333,9/17/1990,-32.7,151.55,"35 km S of Singleton, Putty Road.","D'Aubert 625, G.",Acacia bulgaensis  ,site_at_-32.7_degS_and_151.55_degE,site_at_-32.7_degS_and_151.55_degE
1438492,1981-03,-30,116.25,"Koobabbie, ca 30 km SE of Coorow.","Doley, A.",Eucalyptus ewartiana  ,site_at_-30_degS_and_116.25_degE,site_at_-30_degS_and_116.25_degE
1172604,NA,-32.3333,150.4667,Mt Dangar.,"Donaldson, S.",Acacia dangarensis  ,site_at_-32.3333_degS_and_150.4667_degE,site_at_-32.3333_degS_and_150.4667_degE
1495939,4/30/1996,-35.5478,149.9553,"Clyde Mountain, Pooh Bear Corner.","Donaldson, S.",Eucryphia moorei  ,site_at_-35.5478_degS_and_149.9553_degE,site_at_-35.5478_degS_and_149.9553_degE
1318456,10/25/1976,-33.1667,150,"1 km N of Pearsons Lookout, SSE of Capertee.","Crisp, M.D.",Eucalyptus macrorhyncha subsp. cannonii,site_at_-33.1667_degS_and_150_degE,site_at_-33.1667_degS_and_150_degE
1318338,10/26/1976,-33.1167,150.2667,"About 40 km N of Lithgow. 1.5 km SW of Glen Davis, in Green Gully.","Crisp, M.D.",Allocasuarina gymnanthera  ,site_at_-33.1167_degS_and_150.2667_degE,site_at_-33.1167_degS_and_150.2667_degE
1334831,11/28/1989,-54.4986,158.9528,Anare Station.,"Croft, J.R.",Poa foliosa  ,site_at_-54.4986_degS_and_158.9528_degE,site_at_-54.4986_degS_and_158.9528_degE
1356978,1/19/1989,-41.1333,146.7167,"Between Asbestos Range and Flowers Hill, 1.3 km WNW along track which intersects with Asbestos Road.","Davies, F.E.",Acacia suaveolens  ,site_at_-41.1333_degS_and_146.7167_degE,site_at_-41.1333_degS_and_146.7167_degE
1197146,11/14/1988,-36.0333,147.8,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 1.9 km W of summit.","Davies, F.E.",Leptospermum micromyrtus  ,site_at_-36.0333_degS_and_147.8_degE,site_at_-36.0333_degS_and_147.8_degE
1197203,11/14/1988,-36.0333,147.7833,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 2 km W of summit.","Davies, F.E.",Melichrus urceolatus  ,site_at_-36.0333_degS_and_147.7833_degE,site_at_-36.0333_degS_and_147.7833_degE
1337931,11/17/1989,-36.2667,144.2167,"Dingee to Mitiamo road, c. 3 km N of Prairie.","Davies, F.E.",Swainsona plagiotropis  ,site_at_-36.2667_degS_and_144.2167_degE,site_at_-36.2667_degS_and_144.2167_degE
1337383,11/17/1989,-36.2667,144.2167,"Dingee to Mitiamo road, c. 3 km N of Prairie.","Davies, F.E.",Swainsona plagiotropis  ,site_at_-36.2667_degS_and_144.2167_degE,site_at_-36.2667_degS_and_144.2167_degE
1332723,11/23/1989,-33.4167,136.9167,c. 27 km N of Cowell Causeway.,"Davies, F.E.",Ptilotus   ,site_at_-33.4167_degS_and_136.9167_degE,site_at_-33.4167_degS_and_136.9167_degE
1296112,11/19/1989,-36.6,142.0167,"West Wail State Forest, c. 20 km NW of Horsham.","Davies, F.E.",Lepidium monoplocoides  ,site_at_-36.6_degS_and_142.0167_degE,site_at_-36.6_degS_and_142.0167_degE
1334489,11/19/1989,-36.6,142.0167,"West Wail State Forest, c. 20 km NW of Horsham.","Davies, F.E.",Lepidium monoplocoides  ,site_at_-36.6_degS_and_142.0167_degE,site_at_-36.6_degS_and_142.0167_degE
1193784,12/9/1991,-32.85,150.2,"Wollemi National Park, S side of Dunns Swamp, near N end of Dunns Swamp Road, 200 m from swamp.","Davies, F.E.",Pultenaea scabra  ,site_at_-32.85_degS_and_150.2_degE,site_at_-32.85_degS_and_150.2_degE
1284206,2/22/1990,-26.5167,153.0833,"Mount Emu (Peregian), 400 m N of summit.","Davies, F.E.",Allocasuarina emuina  ,site_at_-26.5167_degS_and_153.0833_degE,site_at_-26.5167_degS_and_153.0833_degE
1285881,2/22/1990,-26.5667,153.0833,"Coolum Mountain, NE side of small gully on SE side of mountain, c. 100 m from summit.","Davies, F.E.",Morinda jasminoides  ,site_at_-26.5667_degS_and_153.0833_degE,site_at_-26.5667_degS_and_153.0833_degE
1405119,1/20/1979,-34.95,117,"76 km from Albany along road to Walpole, Rocky Gully turnoff, between Kent River and Bow Bridge.","Crisp, M.D.",Eucalyptus megacarpa  ,site_at_-34.95_degS_and_117_degE,site_at_-34.95_degS_and_117_degE
1291154,6/8/1977,-25.1833,149.35,"ca 80 km NW of Taroom, 8.5 km E of Reedy Ck h.s.","Crisp, M.D.",Eucalyptus fibrosa subsp. nubilis,site_at_-25.1833_degS_and_149.35_degE,site_at_-25.1833_degS_and_149.35_degE
1436437,10/9/1977,-34.65,141.7833,"SW of Mildura, 0.5 km S of Rocket Lake.","Cummings, D.J.",Callitris gracilis  ,site_at_-34.65_degS_and_141.7833_degE,site_at_-34.65_degS_and_141.7833_degE
1210209,3/10/1988,-35.5333,149.35,"11 km NW of Captains Flat, 1.3 km NNE of Corner Hill.","Crisp, M.D.",Eucalyptus mannifera  ,site_at_-35.5333_degS_and_149.35_degE,site_at_-35.5333_degS_and_149.35_degE
1193192,12/10/1991,-32.8833,150.3333,"Coricudgy State Forest, Mt Darcy, c. 2 km E from summit on The Army Road.","Davies, F.E.",Smilax australis  ,site_at_-32.8833_degS_and_150.3333_degE,site_at_-32.8833_degS_and_150.3333_degE
1194943,12/10/1991,-32.9333,150.3667,18 km SE along The Army Road towards Gospers Mountain.,"Davies, F.E.",Eucalyptus burgessiana  ,site_at_-32.9333_degS_and_150.3667_degE,site_at_-32.9333_degS_and_150.3667_degE
1194801,12/12/1991,-33.5,150.2833,"Great Western Highway, c. 1 km ESE of Clarence, 50 m along track SW side of highway.","Davies, F.E.",Eucalyptus gregsoniana  ,site_at_-33.5_degS_and_150.2833_degE,site_at_-33.5_degS_and_150.2833_degE
1436897,1/22/1979,-32.9,116.7,22 km from Williams along Albany Highway towards Perth.,"Crisp, M.D.",Eucalyptus accedens  ,site_at_-32.9_degS_and_116.7_degE,site_at_-32.9_degS_and_116.7_degE
1436908,1/8/1979,-33.6833,120.5833,"ca 60 km E of Ravensthorpe, Jerdacuttup N road, tributary of Oldfield River.","Crisp, M.D.",Eucalyptus ecostata  ,site_at_-33.6833_degS_and_120.5833_degE,site_at_-33.6833_degS_and_120.5833_degE
1440712,4/20/1994,-17.4167,151.8833,Anne Cay.,"Donaldson, S.",Abutilon asiaticum var. australiense,site_at_-17.4167_degS_and_151.8833_degE,site_at_-17.4167_degS_and_151.8833_degE
1436461,1/30/1979,-31.2667,119.4667,"Great Eastern Highway, 14 km E of Southern Cross towards Coolgardie.","Crisp, M.D.",Allocasuarina spinosissima  ,site_at_-31.2667_degS_and_119.4667_degE,site_at_-31.2667_degS_and_119.4667_degE
1201825,1/9/1979,-33.6167,120.15,"11 km ESE of Ravensthorpe, 0.5 km E of Mt Desmond.","Crisp, M.D.",Allocasuarina humilis  ,site_at_-33.6167_degS_and_120.15_degE,site_at_-33.6167_degS_and_120.15_degE
1201843,1/9/1979,-33.6167,120.15,"11 km ESE of Ravensthorpe, 0.5 km E of Mt Desmond.","Crisp, M.D.",Allocasuarina humilis  ,site_at_-33.6167_degS_and_120.15_degE,site_at_-33.6167_degS_and_120.15_degE
1202486,1/9/1979,-33.6167,120.1333,"Ravensthorpe Range, 1.5 km SW of Mt Desmond.","Crisp, M.D.",Eucalyptus utilis  ,site_at_-33.6167_degS_and_120.1333_degE,site_at_-33.6167_degS_and_120.1333_degE
1315838,2/9/1987,NA,NA,"CULTIVATED Australian National Botanic Gardens, Sect. 66, No. 8501813.","Crisp, M.D.",Eucalyptus viminalis  ,"CULTIVATED Australian National Botanic Gardens, Sect. 66, No. 8501813.","CULTIVATED Australian National Botanic Gardens, Sect. 66, No. 8501813."
1403976,1/30/1979,-31.5333,119.6167,"27 km S of Yellowdine, 2 km SE of Pathfinder homestead.","Crisp, M.D.",Eucalyptus griffithsii  ,site_at_-31.5333_degS_and_119.6167_degE,site_at_-31.5333_degS_and_119.6167_degE
1438353,2/24/1989,-41.8667,145.2667,"Trial Harbour road, 5 km WSW of Zeehan, 4 km E of Mt Agnew.","Croft, J.R.",Leptospermum scoparium  ,site_at_-41.8667_degS_and_145.2667_degE,site_at_-41.8667_degS_and_145.2667_degE
1297451,2/24/1989,-41.9167,145.1833,"2 km N of Trial Harbour, 1.5 km from coast.","Croft, J.R.",Allocasuarina zephyrea  ,site_at_-41.9167_degS_and_145.1833_degE,site_at_-41.9167_degS_and_145.1833_degE
1191572,1/18/1989,-41.1167,147,"E of Tamar River near George Town, c. 1.5 km SW along track, 2.1 km S off Dalrymple road.","Davies, F.E.",Acacia terminalis  ,site_at_-41.1167_degS_and_147_degE,site_at_-41.1167_degS_and_147_degE
1172011,1/16/1996,-35.3,149.1,"Australian National Botanic Gardens, Section 167.","Donaldson, S.",Acacia genistifolia  ,site_at_-35.3_degS_and_149.1_degE,site_at_-35.3_degS_and_149.1_degE
1172042,1/16/1996,-35.2775,149.105,"CULTIVATED Australian National Botanic Gardens, Section 185.","Donaldson, S.",Dodonaea viscosa  ,site_at_-35.2775_degS_and_149.105_degE,site_at_-35.2775_degS_and_149.105_degE
1264893,11/10/1990,-35.15,150.7,"Wreck Bay - Summer Cloud Road intersection, along power line.","Donaldson, S.",Thysanotus juncifolius  ,site_at_-35.15_degS_and_150.7_degE,site_at_-35.15_degS_and_150.7_degE
1403492,2/3/1979,-33.4333,136.1833,3 km N of Darke Peak town.,"Crisp, M.D.",Eucalyptus cretata  ,site_at_-33.4333_degS_and_136.1833_degE,site_at_-33.4333_degS_and_136.1833_degE
1403507,2/3/1979,-33.4333,136.2667,"Carappee Hill, 8 km NNE of Darke Peak town.","Crisp, M.D.",Melaleuca armillaris subsp. akineta,site_at_-33.4333_degS_and_136.2667_degE,site_at_-33.4333_degS_and_136.2667_degE
1192461,1/14/1989,-43.1,146.75,Tahune Forest Reserve at Huon River.,"Davies, F.E.",Leptospermum riparium  ,site_at_-43.1_degS_and_146.75_degE,site_at_-43.1_degS_and_146.75_degE
1193777,1/13/1979,-34.9167,117.9333,Stirling district; 3 km from King River along Highway 1 towards Jerramungup.,"Crisp, M.D.",Eucalyptus marginata  ,site_at_-34.9167_degS_and_117.9333_degE,site_at_-34.9167_degS_and_117.9333_degE
1172055,1/25/1996,-35.15,150.7,"Wreck Bay-Summer Cloud Road intersection, along power line.","Donaldson, S.",Sowerbaea juncea  ,site_at_-35.15_degS_and_150.7_degE,site_at_-35.15_degS_and_150.7_degE
1191649,1/16/1989,-42.1333,147.2333,18.1 km W of Tunbridge along Tunbridge Tier Road to Interlaken.,"Davies, F.E.",Melaleuca pallida  ,site_at_-42.1333_degS_and_147.2333_degE,site_at_-42.1333_degS_and_147.2333_degE
1191995,1/17/1989,-42.2333,147.1333,Summit of Table Mountain.,"Davies, F.E.",Eucalyptus coccifera  ,site_at_-42.2333_degS_and_147.1333_degE,site_at_-42.2333_degS_and_147.1333_degE
1193930,1/14/1979,-34.5833,118.7333,Stirling district; 5 km NW of Cape Riche.,"Crisp, M.D.",Allocasuarina trichodon  ,site_at_-34.5833_degS_and_118.7333_degE,site_at_-34.5833_degS_and_118.7333_degE
1438695,11/17/1980,-38.3833,141.6333,"SE of Portland,  Alcoa smelter site, 0.8 km S of Blacknose Point.","Crisp, M.D.",Senecio glomeratus subsp. glomeratus,site_at_-38.3833_degS_and_141.6333_degE,site_at_-38.3833_degS_and_141.6333_degE
1437915,11/17/1980,-38.3833,141.6333,"SE of Portland,  Alcoa smelter site, 0.8 km S of Blacknose Point.","Crisp, M.D.",Senecio glomeratus subsp. glomeratus,site_at_-38.3833_degS_and_141.6333_degE,site_at_-38.3833_degS_and_141.6333_degE
1215885,12/3/1987,-33.7,150.5833,"Valley Heights, gully reserve S of railway station, c. 750 m from station.","Davies, F.E.",Bossiaea obcordata  ,site_at_-33.7_degS_and_150.5833_degE,site_at_-33.7_degS_and_150.5833_degE
1333529,11/25/1989,-34.5,135.6167,5 km WNW along road to Wangary from Port Lincoln - Cummins road at Wanilla.,"Davies, F.E.",Acacia gillii  ,site_at_-34.5_degS_and_135.6167_degE,site_at_-34.5_degS_and_135.6167_degE
1336109,11/22/1989,-34.1333,139.1667,"Near Peep Hill, c. 8 km ENE (direct) from Eudunda.","Davies, F.E.",Dodonaea subglandulifera  ,site_at_-34.1333_degS_and_139.1667_degE,site_at_-34.1333_degS_and_139.1667_degE
1166357,4/6/1997,-35.5344,148.7783,"Head waters of Snowy Flat Creek, Snowy Flats, Namadgi National Park.","Donaldson, S.",Chionogentias   ,site_at_-35.5344_degS_and_148.7783_degE,site_at_-35.5344_degS_and_148.7783_degE
1436595,8/21/1997,-33.7633,140.3492,Claypan on Gluepot-Calperum fence line.,"Donaldson, S.",Billardiera cymosa  ,site_at_-33.7633_degS_and_140.3492_degE,site_at_-33.7633_degS_and_140.3492_degE
1264195,11/10/1990,-35.1167,150.7,3 km NNE of Cave Beach Road-Jervis Bay Road intersection.,"Donaldson, S.",Conospermum taxifolium  ,site_at_-35.1167_degS_and_150.7_degE,site_at_-35.1167_degS_and_150.7_degE
1161629,9/3/1997,-28.5917,115.4314,89 km E of Geraldton toward Mullewa.,"Donaldson, S.",Banksia sceptrum  ,site_at_-28.5917_degS_and_115.4314_degE,site_at_-28.5917_degS_and_115.4314_degE
1149500,9/5/1997,-25.9764,113.5681,"8 km S of Denham, Shark Bay, on Denham Hamelin Road.","Donaldson, S.",Diplolaena grandiflora  ,site_at_-25.9764_degS_and_113.5681_degE,site_at_-25.9764_degS_and_113.5681_degE
1436370,7/28/1996,-31.6667,148.7531,Gilgandra Flora Reserve.,"Donaldson, S.",Pultenaea boormanii  ,site_at_-31.6667_degS_and_148.7531_degE,site_at_-31.6667_degS_and_148.7531_degE
1166165,12/29/1996,-42.6667,146.6167,"Lake Fenton, Mt Field National Park. Grid ref 469250E, 5274900N. Tyenna 1100,000 Map Sheet. 1100,000 Map Sheet.","Edwards, D.",Coprosma nitida  ,site_at_-42.6667_degS_and_146.6167_degE,site_at_-42.6667_degS_and_146.6167_degE
1150843,NA,NA,NA,No locality given.,"Edwards, D.",Diplarrhena latifolia  ,No locality given.,No locality given.
1150838,NA,NA,NA,No locality given.,"Edwards, D.",Xyris gracilis subsp. tasmanica,No locality given.,No locality given.
1150716,NA,NA,NA,No locality given.,"Edwards, D.",Leptospermum riparium  ,No locality given.,No locality given.
1166875,3/19/1994,-25.0569,148.2258,"Carnarvon Gorge National Park. Mount Howe 8547-235280. Carnarvon Gorge, 700 m along main track from Information Centre NW up Carnarvon Gorge from SE end.","Donaldson, S.",Corchorus reynoldsiae  ,site_at_-25.0569_degS_and_148.2258_degE,site_at_-25.0569_degS_and_148.2258_degE
1436191,1/13/1995,-36.8917,147.1375,"Mount Feathertop, North Peak.","Donaldson, S.",Luzula acutifolia var. acutifolia,site_at_-36.8917_degS_and_147.1375_degE,site_at_-36.8917_degS_and_147.1375_degE
1158957,9/16/1997,-32.2897,116.1908,2 km N of Jarrahdale turnoff on Albany Highway. Gleneagle Rest Area.,"Donaldson, S.",Hakea ruscifolia  ,site_at_-32.2897_degS_and_116.1908_degE,site_at_-32.2897_degS_and_116.1908_degE
1159632,9/16/1997,-32.2897,116.1908,2 km N of Jarrahdale turnoff on Albany Highway. Gleneagle Rest Area.,"Donaldson, S.",Epacridaceae   ,site_at_-32.2897_degS_and_116.1908_degE,site_at_-32.2897_degS_and_116.1908_degE
1436391,9/16/1997,-32.3306,116.1128,10 km W along Jarrahdale Road from Albany Highway towards Jarrahdale.,"Donaldson, S.",Conospermum huegelii  ,site_at_-32.3306_degS_and_116.1128_degE,site_at_-32.3306_degS_and_116.1128_degE
1436942,9/16/1997,-32.4406,116.3064,24 km S of Jarrahdale turnoff on Albany Highway.,"Donaldson, S.",Grevillea pulchella subsp. ascendens,site_at_-32.4406_degS_and_116.3064_degE,site_at_-32.4406_degS_and_116.3064_degE
1159074,9/18/1997,-34.756100000000004,116.4992,28.8 km S of Middleton Road on South Western Highway towards Walpole.,"Donaldson, S.",Isopogon sphaerocephalus  ,site_at_-34.7561_degS_and_116.4992_degE,site_at_-34.7561_degS_and_116.4992_degE
1436211,4/13/1997,-36.4297,148.3164,"Kosciusko National Park, 300 m NW of Snowy River Crossing, on Blue Lake walking track.","Donaldson, S.",Astelia psychrocharis  ,site_at_-36.4297_degS_and_148.3164_degE,site_at_-36.4297_degS_and_148.3164_degE
1436162,4/13/1997,-36.4172,148.3097,"600m SW of Hedley Tarn, Kosciusko National Park.","Donaldson, S.",Ranunculus anemoneus  ,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE
1184361,12/10/1993,-33.0333,145.1667,31.5 km W of Roto towards Trida.,"Donaldson, S.",Chenopodium desertorum subsp. desertorum,site_at_-33.0333_degS_and_145.1667_degE,site_at_-33.0333_degS_and_145.1667_degE
1437259,8/23/1997,-30.9333,135.5333,20 km W of Glendambo towards Kingoonya on Trans Australian Railway Road.,"Flowers, G.",Sida calyxhymenia  ,site_at_-30.9333_degS_and_135.5333_degE,site_at_-30.9333_degS_and_135.5333_degE
1454930,8/23/1997,-30.9333,135.5333,20 km W of Glendambo towards Kingoonya on Trans Australian Railway Road.,"Flowers, G.",Sida calyxhymenia  ,site_at_-30.9333_degS_and_135.5333_degE,site_at_-30.9333_degS_and_135.5333_degE
1461182,9/2/1997,-28.3531,116.7228,46 km E of Yalgoo on Geraldton Mt Magnet Road.,"Flowers, G.",Ptilotus macrocephalus  ,site_at_-28.3531_degS_and_116.7228_degE,site_at_-28.3531_degS_and_116.7228_degE
1161905,9/2/1997,-28.3672,116.4614,26.4 km W of Yalgoo on Geraldton - Mount Magnet Road.,"Flowers, G.",Rhodanthe chlorocephala subsp. splendida,site_at_-28.3672_degS_and_116.4614_degE,site_at_-28.3672_degS_and_116.4614_degE
1161908,9/2/1997,-28.3672,116.4614,26.4 km W of Yalgoo on Geraldton - Mount Magnet Road.,"Flowers, G.",Schoenia cassiniana  ,site_at_-28.3672_degS_and_116.4614_degE,site_at_-28.3672_degS_and_116.4614_degE
1436401,11/9/1994,-35.1167,146.7833,CULTIVATED Galore Scenic Reserve Arboretum.,"Donaldson, S.",Eucalyptus macrocarpa  ,site_at_-35.1167_degS_and_146.7833_degE,site_at_-35.1167_degS_and_146.7833_degE
1461150,10/20/1995,-35.3833,146.3333,41.3 km towards Urana on Rand-Urana road.,"Donaldson, S.",Ptilotus macrocephalus  ,site_at_-35.3833_degS_and_146.3333_degE,site_at_-35.3833_degS_and_146.3333_degE
1175712,10/20/1995,-35.2667,146.1333,200 m W of NW entrance of Urana Nature Reserve.,"Donaldson, S.",Maireana excavata  ,site_at_-35.2667_degS_and_146.1333_degE,site_at_-35.2667_degS_and_146.1333_degE
1160384,9/6/1997,-27.4464,114.6769,100 km N of Northampton on North West Coastal Highway.,"Flowers, G.",Beaufortia aestiva  ,site_at_-27.4464_degS_and_114.6769_degE,site_at_-27.4464_degS_and_114.6769_degE
1159458,9/6/1997,-27.4464,114.6769,100 km N of Northampton on North West Coastal Highway.,"Flowers, G.",Pimelea sessilis  ,site_at_-27.4464_degS_and_114.6769_degE,site_at_-27.4464_degS_and_114.6769_degE
1331775,12/1/1989,-35.9833,137.1667,"Vivonne, c. 2 km NW of Vivonne Pier.","Davies, F.E.",Ptilotus beckerianus  ,site_at_-35.9833_degS_and_137.1667_degE,site_at_-35.9833_degS_and_137.1667_degE
1330018,12/1/1989,-35.9833,137.1667,"Vivonne, c. 2 km NW of Vivonne Pier.","Davies, F.E.",Ptilotus beckerianus  ,site_at_-35.9833_degS_and_137.1667_degE,site_at_-35.9833_degS_and_137.1667_degE
1437251,12/17/1996,-33.2,151.6,500-1000m from birdie Beach.,"Donaldson, S.",Rutidosis heterogama  ,site_at_-33.2_degS_and_151.6_degE,site_at_-33.2_degS_and_151.6_degE
1436761,10/24/1998,-28.4906,115.7558,26 km E of Mullewa toward Pindar on Mt Margaret Road.,"Donaldson, S.",Dampiera wellsiana  ,site_at_-28.4906_degS_and_115.7558_degE,site_at_-28.4906_degS_and_115.7558_degE
1148028,10/24/1998,-28.4906,115.7558,26 km E of Mullewa toward Pindar on Mt Margaret Road.,"Donaldson, S.",Leptosema daviesioides  ,site_at_-28.4906_degS_and_115.7558_degE,site_at_-28.4906_degS_and_115.7558_degE
1147294,11/1/1998,-34.5486,118.2306,20 km E along Chillinup Rd at South Stirling Road intersection.,"Donaldson, S.",Acacia willdenowiana  ,site_at_-34.5486_degS_and_118.2306_degE,site_at_-34.5486_degS_and_118.2306_degE
1438013,3/7/1996,-35.525,148.775,Namadgi National Park. Mt Ginini gate.,"Donaldson, S.",Leucochrysum alpinum  ,site_at_-35.525_degS_and_148.775_degE,site_at_-35.525_degS_and_148.775_degE
1146822,10/27/1998,-31.7614,118.5106,"4.5km W of Muntadgin, on Muntadgin Road.","Donaldson, S.",Stemodia   ,site_at_-31.7614_degS_and_118.5106_degE,site_at_-31.7614_degS_and_118.5106_degE
1438032,10/27/1998,-31.7614,118.5106,"4.5km W of Muntadgin, on Muntadgin Road.","Donaldson, S.",Stemodia   ,site_at_-31.7614_degS_and_118.5106_degE,site_at_-31.7614_degS_and_118.5106_degE
1166092,3/21/1997,-30.5364,151.1822,Roadside. 8 km along the road from Kingstown to Uralla.,"Edwards, D.",Haemodorum planifolium  ,site_at_-30.5364_degS_and_151.1822_degE,site_at_-30.5364_degS_and_151.1822_degE
1436597,11/2/1998,-33.3594,116.6219,"12.5 km W of Darken towards Collie, on Coalfields Road.","Donaldson, S.",Xerochrysum bracteatum subsp. macranthum,site_at_-33.3594_degS_and_116.6219_degE,site_at_-33.3594_degS_and_116.6219_degE
1146438,11/7/1998,-32.6744,118.1631,0.8 km SE of Kulin on Lake Grace road.,"Donaldson, S.",Dicrastylis corymbosa  ,site_at_-32.6744_degS_and_118.1631_degE,site_at_-32.6744_degS_and_118.1631_degE
1163943,8/19/1997,-33.5242,141.2397,"72 km NE of Renmark, on Springwood Road.","Donaldson, S.",Marsdenia australis  ,site_at_-33.5242_degS_and_141.2397_degE,site_at_-33.5242_degS_and_141.2397_degE
1166483,4/13/1997,-36.4172,148.3097,"600 m SW of Hedley Tarn, Kosciuszko National Park.","Donaldson, S.",Oreomyrrhis eriopoda  ,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE
1166480,4/13/1997,-36.4292,148.3158,"350 m NW of Snowy River Crossing, on Blue Lake walking track, Kosciuszko National Park.","Donaldson, S.",Oschatzia cuneifolia  ,site_at_-36.4292_degS_and_148.3158_degE,site_at_-36.4292_degS_and_148.3158_degE
1145229,11/13/1998,-33.9097,123.3478,"Poison Creek mouth, Cape Arid.","Donaldson, S.",Goodenia decursiva  ,site_at_-33.9097_degS_and_123.3478_degE,site_at_-33.9097_degS_and_123.3478_degE
1436932,11/13/1998,-33.9097,123.3478,"Poison Creek mouth, Cape Arid.","Donaldson, S.",Goodenia decursiva  ,site_at_-33.9097_degS_and_123.3478_degE,site_at_-33.9097_degS_and_123.3478_degE
1145959,11/13/1998,-33.9597,123.2331,Cape Arid National Park. 5.6 km along Thomas Fishery Track from Cape Arid.,"Donaldson, S.",Banksia pulchella  ,site_at_-33.9597_degS_and_123.2331_degE,site_at_-33.9597_degS_and_123.2331_degE
1195468,11/13/1988,-25.9833,151.3333,"5.5 km W of Toondahra Homestead, 9146-328244.","Forster, P.I.",Acacia eremophiloides  ,site_at_-25.9833_degS_and_151.3333_degE,site_at_-25.9833_degS_and_151.3333_degE
