Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista mimosoides,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista mimosoides,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista mimosoides,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista mimosoides,98 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista nigricans,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista nigricans,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Chamaecrista nigricans,92 % germination (seeds sown: 24),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Erythrophleum chlorostachys,55 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Erythrophleum chlorostachys,65 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Labichea rupestris,100 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Labichea rupestris,90 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Petalostylis labicheoides,60 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 29 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna acclinis,100 % germination (seeds sown: 24),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna artemisioides subsp. filifolia,80 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna artemisioides subsp. filifolia,85 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna artemisioides subsp. zygophylla,100 % germination (seeds sown: 18),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna artemisioides subsp. zygophylla,70 % germination (seeds sown: 20),pre-sowing: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 23/9°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna artemisioides subsp. zygophylla,70 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna barclayana,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna charlesiana,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 11 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna charlesiana,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 18 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna clavigera,96 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna coronilloides,50 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna coronilloides,80 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna costata,100 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna costata,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna costata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna gaudichaudii,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna gaudichaudii,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna glaucifolia,88 % germination (seeds sown: 49),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna glutinosa subsp. glutinosa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna glutinosa subsp. glutinosa,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna magnifolia,100 % germination (seeds sown: 17),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna magnifolia,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna notabilis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna notabilis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna notabilis,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna planitiicola,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna planitiicola,70 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna planitiicola,75 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. angustifolia,100 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 9 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. angustifolia,100 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 9 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. angustifolia,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. angustifolia,95 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. pleurocarpa,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna pleurocarpa var. pleurocarpa,85 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,100 % germination (seeds sown: 25),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 2 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,100 % germination (seeds sown: 25),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 2 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,100 % germination (seeds sown: 51),pre-sowing treatments: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna sophera,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna surattensis,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna surattensis,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna venusta,100 % germination (seeds sown: 16),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna venusta,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna venusta,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Senna venusta,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Tamarindus indica,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Tamarindus indica,100 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 56 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Tamarindus indica,80 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Tamarindus indica,84 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 98 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-CAESALPINIOIDEAE,Tamarindus indica,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acinacea,100 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acinacea,53 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acinacea,84 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acinacea,84 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 124 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acradenia,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acradenia,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acuminata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acuminata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia adsurgens,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia adsurgens,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia alata var. platyptera,92 % germination (seeds sown: 100),pre-sowing: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 12/12; 15°C; 37 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia alata var. platyptera,95 % germination (seeds sown: 20),"pre-sowing: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 3. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia alcockii,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia alcockii,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia alcockii,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia ampliceps,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia ampliceps,95 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia anfractuosa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia anfractuosa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia anfractuosa,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 10°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia anthochaera,94 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia anthochaera,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aprepta,100 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aprepta,94 % germination (seeds sown: 17),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aprica,85 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aprica,89 % germination (seeds sown: 19),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia argyrophylla,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 8 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia argyrophylla,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 8 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia argyrophylla,89 % germination (seeds sown: 19),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 22 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia ascendens,100 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia ascendens,60 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia asepala,70 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 51 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-MIMOSOIDEAE,Acacia asepala,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 16 days,,"RBG Kew, Wakehurst Place."
