Scientific Name,metadata_id,primary_source_id,SLA (mg/mm2),longevity,Height (cm),Seed Dispersal,Seed mass (mg),Growth form,LDMC (mg/g),LDMC (%),Leaf area (mm2)
Cynoglossum suaveolens,90,86,13.88,,,,4.44,,,,
Daucus glochidiatus,90,86,18.45,,,,0.78,,,,
Deyeuxia quadriseta,90,86,,,,,1.56,,,,
Dianella amoena,90,86,,,,,5.09,,,,
Dianella revoluta,90,86,5.61,,,,4.41,,,,
Dichanthium sericeum ssp sericeum,90,86,,,,,1.384,,,,
Dichelachne crinita,90,86,20.27,,,,0.65,,,,
Dichelachne micrantha,90,86,,,,,0.118,,,,
Dichondra repens,90,86,35.48,,,,3.19,,,,
Dillwynia cinerascens,90,86,,,,,4.324,,,,
Diuris basaltica,90,86,,,,,0.0001,,,,
Diuris chryseopsis,90,86,,,,,0.0001,,,,
Diuris fragrantissima,90,86,,,,,0.0001,,,,
Diuris ochroma,90,86,,,,,0.0001,,,,
Diuris palustris,90,86,,,,,0.0001,,,,
Drosera peltata ssp peltata,90,86,32.29,,,,0.002,,,,
Drosera whittakeri ssp aberrans,90,86,26.07,,,,0.34,,,,
Einadia nutans ssp nutans,90,86,,,,,0.78,,,,
Elymus scaber,90,86,26.42,,,,5.56,,,,
Enchylaena tomentosa var tomentosa,90,86,,,,,4.61,,,,
Erodium crinitum,90,86,,,,,4.26,,,,
Eryngium ovinum,90,86,6.54,,,,1.95,,,,
Eucalyptus camaldulensis,90,86,6.1,,,,0.21,,,,
Eucalyptus globulus ssp globulus,90,86,6.9,,,,,,,,
Eutaxia microphylla,90,86,10.28,,,,3.818,,,,
Geranium retrorsum,90,86,,,,,2.5,,,,
Glycine latrobeana,90,86,,,,,6.67,,,,
Glycine tabacina,90,86,,,,,8.08,,,,
Gonocarpus tetragynus,90,86,8.65,,,,0.47,,,,
Goodenia pinnatifida,90,86,,,,,3.27,,,,
Hypericum gramineum,90,86,23.24,,,,0.015,,,,
Isoetopsis graminifolia,90,86,,,,,0.9,,,,
Juncus bufonius,90,86,33.31,,,,0.012,,,,
Kennedia prostrata,90,86,,,,,15.69,,,,
Lachnagrostis filiformis,90,86,28.9,,,,0.1,,,,
Leptorhynchos squamatus  ,90,86,12.983,,,,0.1,,,,
Leptorhynchos tenuifolius,90,86,,,,,0.89,,,,
Linum marginale,90,86,,,,,1.25,,,,
Lomandra nana,90,86,7.135,,,,0.638,,,,
Lotus australis,90,86,,,,,2.83,,,,
Lythrum hyssopifolia,90,86,,,,,0.112,,,,
Microlaena stipoides ,90,86,33.02,,,,3.86,,,,
Minuria leptophylla,90,86,,,,,0.86,,,,
Oxalis perennans,90,86,34.44,,,,0.32,,,,
Panicum effusum,90,86,,,,,0.715,,,,
Pelargonium rodneyanum,90,86,,,,,3.94,,,,
Pimelea curviflora,90,86,,,,,1.47,,,,
Pimelea glauca,90,86,,,,,2.545,,,,
Plantago gaudichaudii,90,86,6.444,,,,2.31,,,,
Poa labillardierei,90,86,,,,,0.71,,,,
Poa sieberiana,90,86,12.62,,,,0.07,,,,
Podolepis jaceoides,90,86,,,,,1.37,,,,
Prasophyllum suaveolens,90,86,,,,,0.0001,,,,
Pterostylis truncata,90,86,,,,,0.0001,,,,
Ptilotus macrocephalus,90,86,,,,,1.297,,,,
Ptilotus spathulatus forma spathulatus,90,86,,,,,3.76,,,,
Pycnosorus chrysanthes,90,86,,,,,0.85,,,,
Rhodanthe anthemoides,90,86,,,,,0.829,,,,
Rumex dumosus,90,86,,,,,2.54,,,,
Rutidosis leptorhynchoides,90,86,,,,,1.37,,,,
Schoenus apogon,90,86,,,,,0.54,,,,
Senecio hispidulus,90,86,19.68,,,,0.05,,,,
Senecio macrocarpus,90,86,,,,,0.53,,,,
Senecio quadridentatus,90,86,31.89,,,,0.18,,,,
Senecio squarrosus,90,86,,,,,0.296,,,,
Senecio tenuiflorus,90,86,41.45,,,,0.28,,,,
Solenogyne dominii,90,86,29.44,,,,0.25,,,,
Stylidium graminifolium,90,86,5.51,,,,0.17,,,,
Thelymitra arenaria,90,86,,,,,0.0001,,,,
Thelymitra aristata,90,86,,,,,0.0001,,,,
Thelymitra brevifolia,90,86,,,,,0.0001,,,,
Thelymitra pauciflora,90,86,,,,,0.0001,,,,
Thelymitra peniculata,90,86,,,,,0.0001,,,,
Thelymitra sp aff pauciflora,90,86,,,,,0.0001,,,,
Themeda triandra,90,86,14.42,,,,3.85,,,,
Tricoryne elatior,90,86,,,,,5,,,,
Velleia paradoxa,90,86,,,,,5.19,,,,
Vittadinia cuneata,90,86,,,,,1.54,,,,
Vittadinia gracilis,90,86,,,,,0.987,,,,
Vittadinia muelleri,90,86,,,,,0.16,,,,
Wahlenbergia communis,90,86,,,,,0.01,,,,
Wahlenbergia gracilenta,90,86,49.15,,,,0.003,,,,
Wahlenbergia luteola,90,86,,,,,0.0104,,,,
Wahlenbergia stricta ssp stricta,90,86,30.3,,,,0.005,,,,
Pseudognaphalium luteoalbum,90,86,66.37,,,,0.003,,,,
Thelymitra sp. aff. pauciflora,90,86,,,,,0.0001,,,,
Ptilotus spathulatus forma spathulatus,90,86,,,,,3.76,,,,
Acaena echinata,91,87,13.19,,17.5,Animal vector,8.29,semi-basal,,33.52,835.696
Ajuga australis,91,87,8.932,,3.8,Undefined,3.84,semi-basal,,22.19,300.118
Arthropodium fimbriatum,91,87,19.81,,9.4,Undefined,1.31,tussock,,51.82,129.955
Asperula conferta,91,87,15.417,,1.9,Undefined,2,,,36.08,3.307
Astroloma conostephioides,91,87,1.385,,15.2,Ingestion,42.44,dwarf shrub,,62.48,44.33
Astroloma humifusum,91,87,1.266,,10,Ingestion,61.56,dwarf shrub,,67.58,53.18
Austrostipa semibarbata,91,87,5.426,,61.2,Adhesion,3.35,tussock,,53.36,864.165
Brachyscome perpusilla,91,87,,,2.3,Wind,0.477,erect leafy,,,
Brunonia australis,91,87,9.598,,,Undefined,0.68,erect leafy,,27.44,488.548
Bulbine bulbosa,91,87,15.132,,,Undefined,2.15,tussock,,16,923.519
Caesia calliantha,91,87,20.952,,5.4,Unassisted,3.59,semi basal,,17.56,2960.984
Caladenia dilatata,91,87,,,,Wind,0.001,,,,
Centrolepis aristata,91,87,15.066,,,Wind,0.04,,,54.86,6.529
Centrolepis fasicularis,91,87,,,,Wind,0.04,,,,
Centrolepis strigosa,91,87,5.632,,,Wind,0.03,,,89.26,0.681
Chamaescilla corymbosa,91,87,63.13,,,Undefined,2.924,tussock,,19.34,177.655
Cheilanthes austrotenuifolia,91,87,7.466,,,Wind,0.81,erect leafy,,84.56,359.138
Chorizandra australis,91,87,14.716,,,,6.32,tussock,,44.17,122.65
Chrysocephalum semipapposum,91,87,3.691,,,Wind,0.079,erect leafy,,53.77,34.553
Convolvulus erubescens,91,87,15.966,,,Undefined,15.97,erect leafy,,21.25,99.332
Craspedia variabilis,91,87,4.769,,,Wind,1.65,erect leafy,,85.57,131.471
Cynoglossum suaveolens,91,87,12.476,,,Animal vector,0.49,,,29.19,289.091
Daucus glochidiatus,91,87,6.321,,0.3,Adhesion,2.18,erect leafy,,80.99,6.195
Dichelachne micrantha,91,87,7.365,,,Animal vector,0.56,tussock,,57.46,1764.986
Dichondra repens,91,87,16.201,,,Undefined,1.08,flat rosette,,21.56,689.712
Distichlis distichophylla,91,87,3.382,,7.2,,0.452,,,57.08,10.463
Drosea aberrans,91,87,6.505,,,Wind,0.27,short basal,,94.57,498.307
Droseara peltata. subsp. peltata,91,87,8.408,,,Wind,0.04,erect leafy,,21.31,15.765
Elymus scaber,91,87,13.91,,,Animal vector,5.2,tussock,,68.19,1256.792
Eryngium ovinum,91,87,8.255,,,Undefined,1.95,,,21.64,1319.834
Euchiton collinus ,91,87,30.857,,,Wind,0.02,semi basal,,19.01,441.263
Gamochaeta purpurea,91,87,82.58,,,,0.02,erect leafy,,8.668,121.94
Geranium retrorsum,91,87,15.127,,,Undefined,0.54,erect leafy,,30.03,194.063
Glycine latrobeana,91,87,5.77,,,Undefined,,,,81.26,90.499
Gonocarpus tetragynous,91,87,8.258,,,Undefined,0.5,erect leafy,,39.14,42.482
Goodenia blackiana,91,87,8.033,,,Ant,3.44,semi basal,,5.16,52.822
Goodenia geniculata,91,87,9.814,,,Ant,2.99,semi basal,,22.66,257.242
Goodenia pinnatifida,91,87,6.526,,,Ant,3.27,semi basal,,33.99,87.489
Haloragis heterophylla,91,87,10.52,,5.6,Undefined,,erect leafy,,18.07,67.74
Hydrocotyle foveolata ,91,87,59.027,,,Undefined,0.08,short basal,,65.67,25.972
Hydrocotyle laxiflora,91,87,20.93,,,Undefined,0.55,short basal,,20.74,1010.237
Hypericum japonicum,91,87,6.067,,,Wind,0.012,erect leafy,,41.97,21.44
Hypoxis vaginata,91,87,,,,Undefined,,cushion,,,
Juncus bufonius,91,87,14.306,,,Mobile,0.008,tussock,,18.4,19.934
Kennedia prostrata,91,87,13.401,,,Ant,19.48,short basal,,37.52,1142.718
Lepidosperma congestum,91,87,2.737,,15.3,,2.66,tussock,,46.89,230.716
Leptorhynchos squamatus  ,91,87,13.768,,8.26,Wind,0.04,erect leafy,,39.32,45.299
Lomandra filiformis subsp. filiformis,91,87,22.707,,,Unassisted,3.42,tussock,,41.25,229.04
Lomandra nana,91,87,4.137,,,Undefined,0.638,tussock,,56.66,25.764
Luzula meridionalis ,91,87,12.537,,,Undefined,1.837,tussock,,61.72,58.426
Microlaena stipoides,91,87,26.211,,,Undefined,4.97,tussock,,34.12,656.587
Neurachne alopecuroidea,91,87,8.612,,,,,tussock,,23.17,289.99
Opercularia ovaria,91,87,12.605,,,Undefined,,,,28.76,50.55
Pelargonium rodneyanum,91,87,13.56,,,Animal vector,3.94,short basal,,23.68,814.595
Pimelea humilis,91,87,22.44,,,Undefined,1.84,dwarf shrub,,15.37,18.11
Pink orchid,91,87,6.378,,,Wind,0.003,,,81.23,571.95
Plantago gaudichaudiana,91,87,,,,Undefined,,,,,
Plantago varia,91,87,9.22,,,,1.74,semi basal,,17.35,177.595
Poa sieberiana,91,87,,,,Wind,0.33,tussock,,,
Poranthera microphylla,91,87,44.962,,,Undefined,0.35,,,66.67,3.597
Pterostylis gibbosa,91,87,12.782,,,Wind,0.002,,,15.31,108.224
Ranunculus pachcarpus,91,87,,,,Wind,1.15,erect leafy,,,
Schoenus apogen,91,87,12.78,,,Animal vector,0.54,cushion,,41.14,19.943
Sebaea ovata,91,87,,,,Mobile,0.03,,,,
Senecio biserratus,91,87,6.572,,43,Wind,0.01,erect leafy,,87.96,513.949
Senecio glomeratus,91,87,11.566,,41.5,Wind,0.1,erect leafy,,26.58,275.486
Sherardia arvensis,91,87,12.53,,3.8,,1.66,,,18.02,32.759
Siloxerus multiflorus,91,87,4.67,,1.1,,,,,33.44,2.024
Solenogyne dominii,91,87,14.902,,1,Undefined,0.37,short basal,,19.21,211.468
Solenogyne gunnii,91,87,15.652,,1,Undefined,0.33,short basal,,20.71,318.534
Stylidium graminifolium ,91,87,9.92,,42.3,Undefined,0.18,,,32.68,474.187
Thelimytra pauciflora,91,87,3.23,,19.2,,0.001,,,49.32,143.22
Themeda triandra,91,87,20.76,,51,Animal vector,2.9,tussock,,57.73,1574.486
Thysanotus  patersonii ,91,87,,,,Undefined,0.87,,,,
Thysanotus tuberosus,91,87,2.962,,,Undefined,0.64,tussock,,79.7,164.22
Tricoryne elatoir,91,87,20.831,,,Undefined,5,erect rosette,,23.99,1121.16
Triglochin nana,91,87,16.75,,3.1,,,,,44.3,22.12
Triptilodiscus pygmaeus,91,87,29.16,,2.8,Wind,,,,42.77,38.793
Unknown orchid,91,87,6.386,,16.3,Undefined,0.01,,,64.22,571.95
Viola cleistogamoides,91,87,15.843,,4.1,Undefined,,,,28.56,52.916
Vittadinia cuneata,91,87,7.492,,18.5,Wind,1.54,erect leafy,,14.15,13.3
Wahlenbergia graniticola,91,87,11.829,,,Mobile,0.012,erect leafy,,24.12,36.78
Wahlenbergia stricta,91,87,29.447,,,Mobile,0.01,erect leafy,,12.29,34.159
Wurmbea dioica subsp. dioica,91,87,24.475,,10.9,Undefined,,,,17.93,114.679
Arthropodium sp.  ,91,87,18.517,,8.3,Undefined,1.9,tussock,,16.28,1761.597
Austrodanthonia sp.  ,91,87,2.59,,38,Adhesion,0.19,tussock,,53.36,412.55
Austrostipa sp.  ,91,87,2.945,,53.6,Adhesion ,4.2,tussock,,53.32,625.33
Avena sp.  ,91,87,21.469,,65,Wind,9,tussock,,27.01,1838
Caladenia sp.  ,91,87,,,,Wind,0.001,,,,
Geranium sp.  ,91,87,11,,,Undefined,0.89,erect leafy,,29.41,110
Juncus sp.  ,91,87,9.83,,,Mobile,0.02,tussock,,24.9,612.5
Microseris sp.,91,87,8.198,,,Wind,2.69,erect leafy,,18.01,89.689
Oxalis sp.  ,91,87,,,,Undefined,0.57,short basal,,,
Poa sp.  ,91,87,4.49,,48,Wind,0.71,tussock,,7.05,42.19
Stellaria sp.  ,91,87,22.9,,0.9,Unassisted,0.096,,,18.38,11.45
Trifolium sp.  ,91,87,6.189,,1.9,Undefined,1,,,51.26,39.12
Vulpia sp.  ,91,87,20.342,,42,Adhesion,20.622,tussock,,31.63,38.582
Leptorhynchos scabrus,92,88,,,,,5,,,,
Maireana excavata,92,88,,,,,848,,,,
Vittadinia gracilis,92,88,,,,,60,,,,
Austrodanthonia sp.  ,92,88,,,,,97,,,,
Atriplex nummaularia,93,89,,,,,0.005,,,,
Austrostipa nodosa,93,89,,,,,0.002,,,,
Chloris truncata,93,89,,,,,0.0004,,,,
Dichanthium sericeum,93,89,,,,,0.001,,,,
Enteropogon acicularis,93,89,,,,,0.006,,,,
Linum marginale,93,89,,,,,0.0024,,,,
Panicum laevinode,93,89,,,,,0.0008,,,,
Rhodanthe pygmaea,93,89,,,,,0.0049,,,,
Vittadinia cuneata,93,89,,,,,0.002,,,,
Malva preissiana ,93,89,,,,,0.034,,,,
Acaena echinata,94,90,,,,,10.42,,,,
Acaena ovina ,94,90,22.64,,,,,,,,
Aciphylla glacialis,94,90,,,,,6.57,,,,
Actinobole uliginosum,94,90,,,,,0.14,,,,
Ajuga australis,94,90,32.67,,,,,,,,
Arthropodium minus,94,90,,,,,1.043,,,,
Arthropodium minus,94,90,,,,,2.1,,,,
Arthropodium strictum,94,90,,,,,2.27,,,,
Arthropodium strictum,94,90,,,,,2.04,,,,
Arthropodium strictum,94,90,,,,,1.76,,,,
Arthropodium strictum,94,90,,,,,1.99,,,,
Arthropodium strictum,94,90,,,,,1.95,,,,
Arthropodium strictum,94,90,,,,,1.74,,,,
Arthropodium strictum,94,90,,,,,1.99,,,,
Arthropodium strictum,94,90,,,,,1.42,,,,
Asperula conferta  ,94,90,18.99,,,,,,,,
Asperula scoparia,94,90,6.57,,,,,,,,
Blennospora drummondii,94,90,,,,,0.48,,,,
Blennospora drummondii,94,90,,,,,0.52,,,,
Blennospora drummondii,94,90,,,,,0.45,,,,
Brachyscome lineariloba,94,90,,,,,0.52,,,,
Brachyscome perpusilla,94,90,,,,,0.27,,,,
Brachyscome perpusilla,94,90,,,,,0.28,,,,
Brachyscome perpusilla,94,90,,,,,0.41,,,,
Brachyscome rigidula,94,90,,,,,0.32,,,,
Bracteantha viscosa,94,90,,,,,0.44,,,,
Brunonia australiS,94,90,,,,,1.97,,,,
Bulbine alata,94,90,,,,,1.14,,,,
Bulbine bulbosa,94,90,,,,,1.68,,,,
Bulbine bulbosa,94,90,,,,,2.26,,,,
Bulbine bulbosa,94,90,,,,,2.32,,,,
Bulbine bulbosa,94,90,,,,,2.35,,,,
Bulbine bulbosa,94,90,,,,,2.68,,,,
Bulbine bulbosa,94,90,,,,,2.56,,,,
Bulbine bulbosa,94,90,,,,,2.36,,,,
Bulbine bulbosa,94,90,,,,,2.74,,,,
Bulbine bulbosa,94,90,,,,,2.63,,,,
Bulbine bulbosa,94,90,,,,,2.4,,,,
Bulbine bulbosa,94,90,,,,,2.24,,,,
Bulbine bulbosa,94,90,,,,,1.98,,,,
Burchardia umbellata,94,90,,,,,1.39,,,,
Caesia calliantha,94,90,,,,,2.61,,,,
Caesia calliantha,94,90,,,,,2.33,,,,
Caesia calliantha,94,90,,,,,3.16,,,,
Calandriana granulifera,94,90,,,,,0.03,,,,
Calotis glandulosa F.Muell.,94,90,1.46,,,,,,,,
Carex breviculmis,94,90,21.58,,,,,,,,
Carex hebes,94,90,,,,,1.68,,,,
Carex inversa,94,90,20.69,,,,,,,,
Celmisia constiniana,94,90,,,,,3.08,,,,
Centrolepis strigosa,94,90,,,,,0.02,,,,
Chrysocephalum apiculatum,94,90,10.06,,,,,,,,
Chrysocephalum apiculatum,94,90,,,,,0.03,,,,
Chrysocephalum apiculatum,94,90,,,,,0.09,,,,
Chrysocephalum apiculatum,94,90,,,,,0.06,,,,
Chrysocephalum semipapposum,94,90,,,,,0.08,,,,
Convolvulus erubescens,94,90,31.88,,,,,,,,
Convolvulus remotus,94,90,,,,,10.27,,,,
Craspedia glauca,94,90,,,,,0.57,,,,
Craspedia glauca,94,90,,,,,0.4,,,,
Craspedia jamesii,94,90,,,,,0.55,,,,
Craspedia variabilis,94,90,4.77,,,,,,,,
Crassula sieberiana,94,90,66.36,,,,,,,,
Daucus glochidiatus,94,90,,,,,0.63,,,,
Dianella longifolia,94,90,,,,,4.71,,,,
Dichondra repens,94,90,,,,,1.09,,,,
Drosera peltata,94,90,32.29,,,,,,,,
Elymus scaber var. scaber  ,94,90,19.1,,,,,,,,
Enchylaena tomentosa,94,90,,,,,19.75,,,,
Epilobium billardiarim,94,90,14.35,,,,,,,,
Erigeron bellidioides,94,90,,,,,1.04,,,,
Eryngium ovinum,94,90,,,,,1.93,,,,
Eryngium ovinum,94,90,,,,,1.88,,,,
Euchiton collinus,94,90,31.37,,,,,,,,
Geranium retrorsum,94,90,6.4,,,,,,,,
Geranium solanderi,94,90,14.02,,,,,,,,
Gonocarpus tetragynus,94,90,8.65,,,,,,,,
Goodenia pinnatifida,94,90,6.53,,,,,,,,
Goodenia pusilliflora,94,90,,,,,2.54,,,,
Grevillea australis,94,90,,,,,12.95,,,,
Haloragis heterophylla,94,90,1.78,,,,,,,,
Hyalosperma demissum,94,90,,,,,0.05,,,,
Hyalosperma demissum,94,90,,,,,0.2,,,,
Hyalosperma praecox,94,90,,,,,0.14,,,,
Hyalosperma praecox,94,90,,,,,0.14,,,,
Hyalosperma praecox,94,90,,,,,0.09,,,,
Hypericum gramineum,94,90,21.45,,,,,,,,
Hypericum gramineum,94,90,,,,,0.01,,,,
Lagenifera gracillis,94,90,,,,,0.29,,,,
Lepidium aschersonii,94,90,,,,,0.29,,,,
Lepidium hyssopifolium,94,90,,,,,0.27,,,,
Lepidium hyssopifolium,94,90,,,,,0.27,,,,
Leptorhynchos squamatus  ,94,90,38.29,,,,,,,,
Leptorynchos squamatus,94,90,,,,,0.07,,,,
Leptorynchos squamatus,94,90,,,,,0.38,,,,
Leucochrysum albicans ,94,90,26.28,,,,,,,,
Leucochrysum albicans ,94,90,,,,,0.95,,,,
Leucochrysum albicans ,94,90,,,,,0.74,,,,
Leucochrysum albicans ,94,90,,,,,1.1,,,,
Leucochrysum albicans var. tricolor,94,90,,,,,1.06,,,,
Leucochrysum albicans var. tricolor,94,90,,,,,0.38,,,,
Linum marginale,94,90,23.26,,,,,,,,
Luzula densiflora,94,90,2.25,,,,,,,,
Maireana brevifolia,94,90,,,,,1.07,,,,
Microseris lanceolata,94,90,,,,,3.25,,,,
Millotia tenuifolia ,94,90,,,,,0.1,,,,
Millotia tenuifolia ,94,90,,,,,0.2,,,,
Myriocephalus rhizocephalus,94,90,,,,,0.35,,,,
Olearia frostii,94,90,,,,,0.86,,,,
Oxalis perennans,94,90,34.44,,,,,,,,
Pelargonium rodneyanum,94,90,,,,,2.86,,,,
Picris barbarorum,94,90,,,,,1.89,,,,
Pimelea curviflora,94,90,8.9,,,,,,,,
Pimelea glauca,94,90,9.9,,,,,,,,
Pimelea humillis,94,90,,,,,1.84,,,,
Plantago euryphylla,94,90,,,,,0.34,,,,
Plantago varia,94,90,28.56,,,,,,,,
Poa fawcettiae,94,90,,,,,0.44,,,,
Poa labillardierei,94,90,3.42,,,,,,,,
Poa sieberiana,94,90,4.7,,,,,,,,
Podolepis jaceoides,94,90,,,,,1.66,,,,
Podolepis jaceoides,94,90,,,,,1.68,,,,
Podolepis jaceoides,94,90,,,,,4.17,,,,
Podolepis jaceoides,94,90,,,,,1.7,,,,
Podolepis jaceoides,94,90,,,,,1.49,,,,
Podotheca angustifolia,94,90,,,,,0.67,,,,
Pognolepis muelleriana,94,90,,,,,0.1,,,,
Pogonlepis muelleriana,94,90,,,,,0.08,,,,
Poranthera microphylla,94,90,44.92,,,,,,,,
Psoralea adscendens,94,90,,,,,4.48,,,,
Psoralea tenax,94,90,,,,,5.65,,,,
Ptilotus spathulatus,94,90,,,,,3.76,,,,
Quenetia urvillei,94,90,,,,,0.57,,,,
Quenetia urvillei,94,90,,,,,0.45,,,,
Ranunculus lappaceus,94,90,3.29,,,,,,,,
Ranunculus sessiliflorus,94,90,,,,,0.38,,,,
Rhodanthe anthemoides,94,90,,,,,1.04,,,,
Rhodanthe pygmaea,94,90,,,,,0.69,,,,
Rumex brownii,94,90,13.39,,,,,,,,
Rumex dumosus,94,90,13.86,,,,,,,,
Rumex dumosus,94,90,,,,,2.25,,,,
Rumex dumosus,94,90,,,,,3.58,,,,
Rutidosis leptorhynchoides,94,90,,,,,1.57,,,,
Rutidosis leptorhynchoides,94,90,,,,,0.9,,,,
Rutidosis leptorhynchoides,94,90,,,,,1.22,,,,
Rutidosis leptorhynchoides,94,90,,,,,0.94,,,,
Rutidosis leptorhynchoides,94,90,,,,,1.89,,,,
Rutidosis leptorhynchoides,94,90,,,,,0.96,,,,
Rutidosis leptorhynchoides,94,90,,,,,2.36,,,,
Rutidosis leptorhynchoides,94,90,,,,,1.85,,,,
Rutidosis leptorhynchoides,94,90,,,,,0.99,,,,
Rytidosperma nudiflora,94,90,,,,,1.09,,,,
Rytidosperma nudiflora,94,90,,,,,1.02,,,,
Schoenus apogon,94,90,7.01,,,,,,,,
Schoenus apogon,94,90,,,,,0.54,,,,
Scleranthus biflorus,94,90,13.22,,,,,,,,
Senecio gunnii,94,90,,,,,0.27,,,,
Senecio macrocarpus,94,90,,,,,0.55,,,,
Senecio macrocarpus,94,90,,,,,0.51,,,,
Senecio macrocarpus,94,90,,,,,0.46,,,,
Senecio macrocarpus,94,90,,,,,0.63,,,,
Senecio macrocarpus,94,90,,,,,0.49,,,,
Senecio macrocarpus,94,90,,,,,0.46,,,,
Senecio macrocarpus,94,90,,,,,0.69,,,,
Senecio macrocarpus,94,90,,,,,0.64,,,,
Senecio macrocarpus,94,90,,,,,0.39,,,,
Senecio quadridentatus,94,90,,,,,0.19,,,,
Senecio spanomerus,94,90,,,,,0.22,,,,
Senecio squarrosus,94,90,,,,,0.3,,,,
Senecio squarrosus,94,90,,,,,0.31,,,,
Senecio squarrosus,94,90,,,,,0.28,,,,
Senecio tenuiflorus,94,90,,,,,0.28,,,,
Sida corrugata,94,90,,,,,5.04,,,,
Solenogyne dominii,94,90,,,,,0.33,,,,
Solenogyne gunnii,94,90,15.65,,,,,,,,
Stackhousia monogyna,94,90,15.81,,,,,,,,
Stuartina muelleri,94,90,,,,,0.04,,,,
Stylidium graminifolium,94,90,,,,,0.14,,,,
Stylidium graminifolium,94,90,,,,,0.16,,,,
Stypandra glauca,94,90,,,,,1.4,,,,
Swainsona behriana,94,90,3.57,,,,,,,,
Themeda triandra,94,90,18.47,,,,,,,,
Triptilodiscus pygmaeus,94,90,,,,,0.07,,,,
Triptilodiscus pygmaeus,94,90,,,,,0.08,,,,
Velleia paradoxa,94,90,,,,,5.44,,,,
Velleia paradoxa,94,90,,,,,5.19,,,,
Veronica plebia,94,90,,,,,0.06,,,,
Viola betonicifolia,94,90,35.74,,,,,,,,
Vittadinia cervicularis ,94,90,,,,,1.01,,,,
Vittadinia cuneata,94,90,2.83,,,,,,,,
Vittadinia cuneata ,94,90,,,,,1.03,,,,
Vittadinia subcervicularis,94,90,,,,,0.91,,,,
Wahlenbergia communis,94,90,43.12,,,,,,,,
Wahlenbergia stricta,94,90,29.45,,,,,,,,
Wurmbea dioica,94,90,,,,,0.67,,,,
Xerochrysum subundulatum,94,90,,,,,0.56,,,,
Arthropodium sp. aff. strictum,94,90,,,,,2.86,,,,
Austrodanthonia sp.  ,94,90,3.22,,,,,,,,
Dichelachne sp.  ,94,90,7.61,,,,,,,,
Juncus sp.  ,94,90,9.83,,,,,,,,
Poa sp.,94,90,8.49,,,,,,,,
Taraxacum sp. aff. brakelii,94,90,,,,,0.41,,,,
Senecio spanomerus  ,94,90,,,,,0.22,,,,
Ptilotus spathulatus  ,94,90,,,,,3.76,,,,
Acaena ovina ,95,91,22.64,,,,,,,,
Ajuga australis,95,91,32.67,,,,,,,,
Asperula conferta  ,95,91,18.99,,,,,,,,
Asperula scoparia,95,91,6.57,,,,,,,,
Calotis glandulosa F.Muell.,95,91,1.46,,,,,,,,
Carex breviculmis,95,91,21.58,,,,,,,,
Carex inversa,95,91,20.69,,,,,,,,
Chrysocephalum apiculatum,95,91,10.06,,,,,,,,
Convolvulus erubescens,95,91,31.88,,,,,,,,
Craspedia variabilis,95,91,4.77,,,,,,,,
Crassula sieberiana,95,91,66.36,,,,,,,,
Drosera peltata,95,91,32.29,,,,,,,,
Elymus scaber var. scaber  ,95,91,19.1,,,,,,,,
Epilobium billardiarim,95,91,14.35,,,,,,,,
Euchiton collinus,95,91,31.37,,,,,,,,
Geranium retrorsum,95,91,6.4,,,,,,,,
Geranium solanderi,95,91,14.02,,,,,,,,
Gonocarpus tetragynus,95,91,8.65,,,,,,,,
Goodenia pinnatifida,95,91,6.53,,,,,,,,
Haloragis heterophylla,95,91,1.78,,,,,,,,
Hypericum gramineum,95,91,21.45,,,,,,,,
Leptorhynchos squamatus  ,95,91,38.29,,,,,,,,
Leucochrysum albicans ,95,91,26.28,,,,,,,,
Linum marginale,95,91,23.26,,,,,,,,
Luzula densiflora,95,91,2.25,,,,,,,,
Oxalis perennans,95,91,34.44,,,,,,,,
Pimelea curviflora,95,91,8.9,,,,,,,,
Pimelea glauca,95,91,9.9,,,,,,,,
Plantago varia,95,91,28.56,,,,,,,,
Poa labillardierei,95,91,3.42,,,,,,,,
Poa sieberiana,95,91,4.7,,,,,,,,
Poranthera microphylla,95,91,44.92,,,,,,,,
Ranunculus lappaceus,95,91,3.29,,,,,,,,
Rumex brownii,95,91,13.39,,,,,,,,
Rumex dumosus,95,91,13.86,,,,,,,,
Schoenus apogon,95,91,7.01,,,,,,,,
Scleranthus biflorus,95,91,13.22,,,,,,,,
Solenogyne gunnii,95,91,15.65,,,,,,,,
Stackhousia monogyna,95,91,15.81,,,,,,,,
Swainsona behriana,95,91,3.57,,,,,,,,
Viola betonicifolia,95,91,35.74,,,,,,,,
Vittadinia cuneata,95,91,2.83,,,,,,,,
Wahlenbergia communis,95,91,43.12,,,,,,,,
Wahlenbergia stricta,95,91,29.45,,,,,,,,
Themeda triandra,95,91,18.47,,,,,,,,
Austrodanthonia sp.  ,95,91,3.22,,,,,,,,
Dichelachne sp.  ,95,91,7.61,,,,,,,,
Juncus sp.  ,95,91,9.83,,,,,,,,
Poa sp.,95,91,8.49,,,,,,,,
Aciphylla glacialis,96,92,7.03,,190,,,,255.26,,
Aciphylla glacialis,96,92,,,,,5.148,,,,2630
Aciphylla simplicifolia,96,92,264.1,,271.5,,,,5.57,,
Aciphylla simplicifolia,96,92,,,,,4.82,,,,586
Agrostis meionectes ,96,92,2.93,,57.7,,,,975,,
Agrostis muelleriana,96,92,,,,,0.101,,,,99
